full_id,osm_id,osm_type,landuse,name,place,place_se,type,admin_leve,boundary,wikidata,wikipedia,official_n,operator,alt_name,wood,designatio,constructi,leaf_cycle,leaf_type,leisure,info,info1,block area,block name,left,top,right,bottom,id,fishnet-area,fishnet-ID
r2473139,"2473139",relation,,Nöbbelöv,neighbourhood,,boundary,"10",administrative,Q10605523,"sv:Nöbbelöv, Lund",,,,,,,,,,,,"1507859",Nöbbelöv,858063.0750757124042138,-3667928.7063381741754711,858263.0750757124042138,-3668128.7063381741754711,"242",40000.0611722386,"242"
r2473139,"2473139",relation,,Nöbbelöv,neighbourhood,,boundary,"10",administrative,Q10605523,"sv:Nöbbelöv, Lund",,,,,,,,,,,,"1507859",Nöbbelöv,858063.0750757124042138,-3668128.7063381741754711,858263.0750757124042138,-3668328.7063381741754711,"243",39999.9616340228,"243"
r2473139,"2473139",relation,,Nöbbelöv,neighbourhood,,boundary,"10",administrative,Q10605523,"sv:Nöbbelöv, Lund",,,,,,,,,,,,"1507859",Nöbbelöv,858063.0750757124042138,-3667528.7063381741754711,858263.0750757124042138,-3667728.7063381741754711,"240",39999.9751213727,"240"
r2473139,"2473139",relation,,Nöbbelöv,neighbourhood,,boundary,"10",administrative,Q10605523,"sv:Nöbbelöv, Lund",,,,,,,,,,,,"1507859",Nöbbelöv,858063.0750757124042138,-3667728.7063381741754711,858263.0750757124042138,-3667928.7063381741754711,"241",39999.9687674253,"241"
r2473139,"2473139",relation,,Nöbbelöv,neighbourhood,,boundary,"10",administrative,Q10605523,"sv:Nöbbelöv, Lund",,,,,,,,,,,,"1507859",Nöbbelöv,858063.0750757124042138,-3667328.7063381741754711,858263.0750757124042138,-3667528.7063381741754711,"239",40000.0027082765,"239"
r2473139,"2473139",relation,,Nöbbelöv,neighbourhood,,boundary,"10",administrative,Q10605523,"sv:Nöbbelöv, Lund",,,,,,,,,,,,"1507859",Nöbbelöv,858663.0750757124042138,-3668328.7063381741754711,858863.0750757124042138,-3668528.7063381741754711,"358",40000.0357153081,"358"
r2473139,"2473139",relation,,Nöbbelöv,neighbourhood,,boundary,"10",administrative,Q10605523,"sv:Nöbbelöv, Lund",,,,,,,,,,,,"1507859",Nöbbelöv,858663.0750757124042138,-3668528.7063381741754711,858863.0750757124042138,-3668728.7063381741754711,"359",39999.9642170953,"359"
r2473139,"2473139",relation,,Nöbbelöv,neighbourhood,,boundary,"10",administrative,Q10605523,"sv:Nöbbelöv, Lund",,,,,,,,,,,,"1507859",Nöbbelöv,858663.0750757124042138,-3667928.7063381741754711,858863.0750757124042138,-3668128.7063381741754711,"356",39999.9721405805,"356"
r2473139,"2473139",relation,,Nöbbelöv,neighbourhood,,boundary,"10",administrative,Q10605523,"sv:Nöbbelöv, Lund",,,,,,,,,,,,"1507859",Nöbbelöv,858663.0750757124042138,-3668128.7063381741754711,858863.0750757124042138,-3668328.7063381741754711,"357",40000.0264676425,"357"
r2473139,"2473139",relation,,Nöbbelöv,neighbourhood,,boundary,"10",administrative,Q10605523,"sv:Nöbbelöv, Lund",,,,,,,,,,,,"1507859",Nöbbelöv,858663.0750757124042138,-3667528.7063381741754711,858863.0750757124042138,-3667728.7063381741754711,"354",40000.0158154653,"354"
r2473139,"2473139",relation,,Nöbbelöv,neighbourhood,,boundary,"10",administrative,Q10605523,"sv:Nöbbelöv, Lund",,,,,,,,,,,,"1507859",Nöbbelöv,858663.0750757124042138,-3667728.7063381741754711,858863.0750757124042138,-3667928.7063381741754711,"355",39999.9678841763,"355"
r2473139,"2473139",relation,,Nöbbelöv,neighbourhood,,boundary,"10",administrative,Q10605523,"sv:Nöbbelöv, Lund",,,,,,,,,,,,"1507859",Nöbbelöv,858663.0750757124042138,-3667128.7063381741754711,858863.0750757124042138,-3667328.7063381741754711,"352",39999.9928918582,"352"
r2473139,"2473139",relation,,Nöbbelöv,neighbourhood,,boundary,"10",administrative,Q10605523,"sv:Nöbbelöv, Lund",,,,,,,,,,,,"1507859",Nöbbelöv,858663.0750757124042138,-3667328.7063381741754711,858863.0750757124042138,-3667528.7063381741754711,"353",40000.0156922989,"353"
r2473139,"2473139",relation,,Nöbbelöv,neighbourhood,,boundary,"10",administrative,Q10605523,"sv:Nöbbelöv, Lund",,,,,,,,,,,,"1507859",Nöbbelöv,858263.0750757124042138,-3668328.7063381741754711,858463.0750757124042138,-3668528.7063381741754711,"282",40000.0628988962,"282"
r2473139,"2473139",relation,,Nöbbelöv,neighbourhood,,boundary,"10",administrative,Q10605523,"sv:Nöbbelöv, Lund",,,,,,,,,,,,"1507859",Nöbbelöv,858263.0750757124042138,-3667928.7063381741754711,858463.0750757124042138,-3668128.7063381741754711,"280",39999.994469833,"280"
r2473139,"2473139",relation,,Nöbbelöv,neighbourhood,,boundary,"10",administrative,Q10605523,"sv:Nöbbelöv, Lund",,,,,,,,,,,,"1507859",Nöbbelöv,858263.0750757124042138,-3668128.7063381741754711,858463.0750757124042138,-3668328.7063381741754711,"281",39999.977389059,"281"
r2473139,"2473139",relation,,Nöbbelöv,neighbourhood,,boundary,"10",administrative,Q10605523,"sv:Nöbbelöv, Lund",,,,,,,,,,,,"1507859",Nöbbelöv,858263.0750757124042138,-3667528.7063381741754711,858463.0750757124042138,-3667728.7063381741754711,"278",40000.001482311,"278"
r2473139,"2473139",relation,,Nöbbelöv,neighbourhood,,boundary,"10",administrative,Q10605523,"sv:Nöbbelöv, Lund",,,,,,,,,,,,"1507859",Nöbbelöv,858263.0750757124042138,-3667728.7063381741754711,858463.0750757124042138,-3667928.7063381741754711,"279",40000.0009257602,"279"
r2473139,"2473139",relation,,Nöbbelöv,neighbourhood,,boundary,"10",administrative,Q10605523,"sv:Nöbbelöv, Lund",,,,,,,,,,,,"1507859",Nöbbelöv,858263.0750757124042138,-3667128.7063381741754711,858463.0750757124042138,-3667328.7063381741754711,"276",40000.0606941023,"276"
r2473139,"2473139",relation,,Nöbbelöv,neighbourhood,,boundary,"10",administrative,Q10605523,"sv:Nöbbelöv, Lund",,,,,,,,,,,,"1507859",Nöbbelöv,858263.0750757124042138,-3667328.7063381741754711,858463.0750757124042138,-3667528.7063381741754711,"277",40000.0008802381,"277"
r2473139,"2473139",relation,,Nöbbelöv,neighbourhood,,boundary,"10",administrative,Q10605523,"sv:Nöbbelöv, Lund",,,,,,,,,,,,"1507859",Nöbbelöv,858863.0750757124042138,-3668328.7063381741754711,859063.0750757124042138,-3668528.7063381741754711,"396",39999.9121992202,"396"
r2473139,"2473139",relation,,Nöbbelöv,neighbourhood,,boundary,"10",administrative,Q10605523,"sv:Nöbbelöv, Lund",,,,,,,,,,,,"1507859",Nöbbelöv,858863.0750757124042138,-3668528.7063381741754711,859063.0750757124042138,-3668728.7063381741754711,"397",40000.0577345139,"397"
r2473139,"2473139",relation,,Nöbbelöv,neighbourhood,,boundary,"10",administrative,Q10605523,"sv:Nöbbelöv, Lund",,,,,,,,,,,,"1507859",Nöbbelöv,858863.0750757124042138,-3667928.7063381741754711,859063.0750757124042138,-3668128.7063381741754711,"394",40000.0220620934,"394"
r2473139,"2473139",relation,,Nöbbelöv,neighbourhood,,boundary,"10",administrative,Q10605523,"sv:Nöbbelöv, Lund",,,,,,,,,,,,"1507859",Nöbbelöv,858863.0750757124042138,-3668128.7063381741754711,859063.0750757124042138,-3668328.7063381741754711,"395",40000.0485903854,"395"
r2473139,"2473139",relation,,Nöbbelöv,neighbourhood,,boundary,"10",administrative,Q10605523,"sv:Nöbbelöv, Lund",,,,,,,,,,,,"1507859",Nöbbelöv,858863.0750757124042138,-3667528.7063381741754711,859063.0750757124042138,-3667728.7063381741754711,"392",39999.9616455574,"392"
r2473139,"2473139",relation,,Nöbbelöv,neighbourhood,,boundary,"10",administrative,Q10605523,"sv:Nöbbelöv, Lund",,,,,,,,,,,,"1507859",Nöbbelöv,858863.0750757124042138,-3667728.7063381741754711,859063.0750757124042138,-3667928.7063381741754711,"393",39999.9943644476,"393"
r2473139,"2473139",relation,,Nöbbelöv,neighbourhood,,boundary,"10",administrative,Q10605523,"sv:Nöbbelöv, Lund",,,,,,,,,,,,"1507859",Nöbbelöv,858863.0750757124042138,-3667128.7063381741754711,859063.0750757124042138,-3667328.7063381741754711,"390",39999.9990043158,"390"
r2473139,"2473139",relation,,Nöbbelöv,neighbourhood,,boundary,"10",administrative,Q10605523,"sv:Nöbbelöv, Lund",,,,,,,,,,,,"1507859",Nöbbelöv,858863.0750757124042138,-3667328.7063381741754711,859063.0750757124042138,-3667528.7063381741754711,"391",40000.0052170419,"391"
r2473139,"2473139",relation,,Nöbbelöv,neighbourhood,,boundary,"10",administrative,Q10605523,"sv:Nöbbelöv, Lund",,,,,,,,,,,,"1507859",Nöbbelöv,858863.0750757124042138,-3666928.7063381741754711,859063.0750757124042138,-3667128.7063381741754711,"389",39999.9757163434,"389"
r2473139,"2473139",relation,,Nöbbelöv,neighbourhood,,boundary,"10",administrative,Q10605523,"sv:Nöbbelöv, Lund",,,,,,,,,,,,"1507859",Nöbbelöv,858463.0750757124042138,-3667928.7063381741754711,858663.0750757124042138,-3668128.7063381741754711,"318",39999.9666655011,"318"
r2473139,"2473139",relation,,Nöbbelöv,neighbourhood,,boundary,"10",administrative,Q10605523,"sv:Nöbbelöv, Lund",,,,,,,,,,,,"1507859",Nöbbelöv,858463.0750757124042138,-3668128.7063381741754711,858663.0750757124042138,-3668328.7063381741754711,"319",39999.9928167638,"319"
r2473139,"2473139",relation,,Nöbbelöv,neighbourhood,,boundary,"10",administrative,Q10605523,"sv:Nöbbelöv, Lund",,,,,,,,,,,,"1507859",Nöbbelöv,858463.0750757124042138,-3667528.7063381741754711,858663.0750757124042138,-3667728.7063381741754711,"316",40000.0219346315,"316"
r2473139,"2473139",relation,,Nöbbelöv,neighbourhood,,boundary,"10",administrative,Q10605523,"sv:Nöbbelöv, Lund",,,,,,,,,,,,"1507859",Nöbbelöv,858463.0750757124042138,-3667728.7063381741754711,858663.0750757124042138,-3667928.7063381741754711,"317",40000.043086983,"317"
r2473139,"2473139",relation,,Nöbbelöv,neighbourhood,,boundary,"10",administrative,Q10605523,"sv:Nöbbelöv, Lund",,,,,,,,,,,,"1507859",Nöbbelöv,858463.0750757124042138,-3667128.7063381741754711,858663.0750757124042138,-3667328.7063381741754711,"314",39999.9507430427,"314"
r2473139,"2473139",relation,,Nöbbelöv,neighbourhood,,boundary,"10",administrative,Q10605523,"sv:Nöbbelöv, Lund",,,,,,,,,,,,"1507859",Nöbbelöv,858463.0750757124042138,-3667328.7063381741754711,858663.0750757124042138,-3667528.7063381741754711,"315",39999.9892864888,"315"
r2473139,"2473139",relation,,Nöbbelöv,neighbourhood,,boundary,"10",administrative,Q10605523,"sv:Nöbbelöv, Lund",,,,,,,,,,,,"1507859",Nöbbelöv,859063.0750757124042138,-3668328.7063381741754711,859263.0750757124042138,-3668528.7063381741754711,"434",40000.0658618218,"434"
r2473139,"2473139",relation,,Nöbbelöv,neighbourhood,,boundary,"10",administrative,Q10605523,"sv:Nöbbelöv, Lund",,,,,,,,,,,,"1507859",Nöbbelöv,859063.0750757124042138,-3668528.7063381741754711,859263.0750757124042138,-3668728.7063381741754711,"435",39999.9453048088,"435"
r2473139,"2473139",relation,,Nöbbelöv,neighbourhood,,boundary,"10",administrative,Q10605523,"sv:Nöbbelöv, Lund",,,,,,,,,,,,"1507859",Nöbbelöv,859063.0750757124042138,-3667928.7063381741754711,859263.0750757124042138,-3668128.7063381741754711,"432",40000.0174498294,"432"
r2473139,"2473139",relation,,Nöbbelöv,neighbourhood,,boundary,"10",administrative,Q10605523,"sv:Nöbbelöv, Lund",,,,,,,,,,,,"1507859",Nöbbelöv,859063.0750757124042138,-3668128.7063381741754711,859263.0750757124042138,-3668328.7063381741754711,"433",39999.9301772592,"433"
r2473139,"2473139",relation,,Nöbbelöv,neighbourhood,,boundary,"10",administrative,Q10605523,"sv:Nöbbelöv, Lund",,,,,,,,,,,,"1507859",Nöbbelöv,859063.0750757124042138,-3667528.7063381741754711,859263.0750757124042138,-3667728.7063381741754711,"430",40000.017321238,"430"
r2473139,"2473139",relation,,Nöbbelöv,neighbourhood,,boundary,"10",administrative,Q10605523,"sv:Nöbbelöv, Lund",,,,,,,,,,,,"1507859",Nöbbelöv,859063.0750757124042138,-3667728.7063381741754711,859263.0750757124042138,-3667928.7063381741754711,"431",40000.0175352604,"431"
r2473139,"2473139",relation,,Nöbbelöv,neighbourhood,,boundary,"10",administrative,Q10605523,"sv:Nöbbelöv, Lund",,,,,,,,,,,,"1507859",Nöbbelöv,859063.0750757124042138,-3667128.7063381741754711,859263.0750757124042138,-3667328.7063381741754711,"428",40000.0048145476,"428"
r2473139,"2473139",relation,,Nöbbelöv,neighbourhood,,boundary,"10",administrative,Q10605523,"sv:Nöbbelöv, Lund",,,,,,,,,,,,"1507859",Nöbbelöv,859063.0750757124042138,-3667328.7063381741754711,859263.0750757124042138,-3667528.7063381741754711,"429",39999.9776593509,"429"
r2473139,"2473139",relation,,Nöbbelöv,neighbourhood,,boundary,"10",administrative,Q10605523,"sv:Nöbbelöv, Lund",,,,,,,,,,,,"1507859",Nöbbelöv,859063.0750757124042138,-3666928.7063381741754711,859263.0750757124042138,-3667128.7063381741754711,"427",40000.0467278117,"427"
r2473139,"2473139",relation,,Nöbbelöv,neighbourhood,,boundary,"10",administrative,Q10605523,"sv:Nöbbelöv, Lund",,,,,,,,,,,,"1507859",Nöbbelöv,857663.0750757124042138,-3667528.7063381741754711,857863.0750757124042138,-3667728.7063381741754711,"164",39999.9529100841,"164"
r2473139,"2473139",relation,,Nöbbelöv,neighbourhood,,boundary,"10",administrative,Q10605523,"sv:Nöbbelöv, Lund",,,,,,,,,,,,"1507859",Nöbbelöv,857663.0750757124042138,-3667728.7063381741754711,857863.0750757124042138,-3667928.7063381741754711,"165",40000.021994375,"165"
r2473139,"2473139",relation,,Nöbbelöv,neighbourhood,,boundary,"10",administrative,Q10605523,"sv:Nöbbelöv, Lund",,,,,,,,,,,,"1507859",Nöbbelöv,857663.0750757124042138,-3667328.7063381741754711,857863.0750757124042138,-3667528.7063381741754711,"163",40000.0127780272,"163"
r2473139,"2473139",relation,,Nöbbelöv,neighbourhood,,boundary,"10",administrative,Q10605523,"sv:Nöbbelöv, Lund",,,,,,,,,,,,"1507859",Nöbbelöv,858663.0750757124042138,-3666928.7063381741754711,858863.0750757124042138,-3667128.7063381741754711,"351",39999.9930285272,"351"
r2473139,"2473139",relation,,Nöbbelöv,neighbourhood,,boundary,"10",administrative,Q10605523,"sv:Nöbbelöv, Lund",,,,,,,,,,,,"1507859",Nöbbelöv,859263.0750757124042138,-3668328.7063381741754711,859463.0750757124042138,-3668528.7063381741754711,"472",39999.9753168269,"472"
r2473139,"2473139",relation,,Nöbbelöv,neighbourhood,,boundary,"10",administrative,Q10605523,"sv:Nöbbelöv, Lund",,,,,,,,,,,,"1507859",Nöbbelöv,859263.0750757124042138,-3668528.7063381741754711,859463.0750757124042138,-3668728.7063381741754711,"473",40000.0398995615,"473"
r2473139,"2473139",relation,,Nöbbelöv,neighbourhood,,boundary,"10",administrative,Q10605523,"sv:Nöbbelöv, Lund",,,,,,,,,,,,"1507859",Nöbbelöv,859263.0750757124042138,-3668128.7063381741754711,859463.0750757124042138,-3668328.7063381741754711,"471",40000.0084897062,"471"
r4055459,"4055459",relation,,Brunnshög,neighbourhood,,boundary,"10",administrative,,,,,,,,,,,,,,"3910830",Brunnshög,864063.0750757124042138,-3666728.7063381741754711,864263.0750757124042138,-3666928.7063381741754711,"1376",39999.9679996245,"1376"
r4055459,"4055459",relation,,Brunnshög,neighbourhood,,boundary,"10",administrative,,,,,,,,,,,,,,"3910830",Brunnshög,864063.0750757124042138,-3666928.7063381741754711,864263.0750757124042138,-3667128.7063381741754711,"1377",40000.0280667355,"1377"
r4055459,"4055459",relation,,Brunnshög,neighbourhood,,boundary,"10",administrative,,,,,,,,,,,,,,"3910830",Brunnshög,863063.0750757124042138,-3665928.7063381741754711,863263.0750757124042138,-3666128.7063381741754711,"1182",39999.9793625629,"1182"
r4055459,"4055459",relation,,Brunnshög,neighbourhood,,boundary,"10",administrative,,,,,,,,,,,,,,"3910830",Brunnshög,863063.0750757124042138,-3666128.7063381741754711,863263.0750757124042138,-3666328.7063381741754711,"1183",40000.0016244393,"1183"
r4055459,"4055459",relation,,Brunnshög,neighbourhood,,boundary,"10",administrative,,,,,,,,,,,,,,"3910830",Brunnshög,863063.0750757124042138,-3665528.7063381741754711,863263.0750757124042138,-3665728.7063381741754711,"1180",39999.9981980779,"1180"
r4055459,"4055459",relation,,Brunnshög,neighbourhood,,boundary,"10",administrative,,,,,,,,,,,,,,"3910830",Brunnshög,863063.0750757124042138,-3665728.7063381741754711,863263.0750757124042138,-3665928.7063381741754711,"1181",40000.0480406801,"1181"
r4055459,"4055459",relation,,Brunnshög,neighbourhood,,boundary,"10",administrative,,,,,,,,,,,,,,"3910830",Brunnshög,863063.0750757124042138,-3665328.7063381741754711,863263.0750757124042138,-3665528.7063381741754711,"1179",39999.9908942755,"1179"
r4055459,"4055459",relation,,Brunnshög,neighbourhood,,boundary,"10",administrative,,,,,,,,,,,,,,"3910830",Brunnshög,864263.0750757124042138,-3666528.7063381741754711,864463.0750757124042138,-3666728.7063381741754711,"1413",40000.0295489598,"1413"
r4055459,"4055459",relation,,Brunnshög,neighbourhood,,boundary,"10",administrative,,,,,,,,,,,,,,"3910830",Brunnshög,862863.0750757124042138,-3667928.7063381741754711,863063.0750757124042138,-3668128.7063381741754711,"1154",40000.0068748858,"1154"
r4055459,"4055459",relation,,Brunnshög,neighbourhood,,boundary,"10",administrative,,,,,,,,,,,,,,"3910830",Brunnshög,862863.0750757124042138,-3667528.7063381741754711,863063.0750757124042138,-3667728.7063381741754711,"1152",39999.9724946434,"1152"
r4055459,"4055459",relation,,Brunnshög,neighbourhood,,boundary,"10",administrative,,,,,,,,,,,,,,"3910830",Brunnshög,862863.0750757124042138,-3667728.7063381741754711,863063.0750757124042138,-3667928.7063381741754711,"1153",40000.0135887489,"1153"
r4055459,"4055459",relation,,Brunnshög,neighbourhood,,boundary,"10",administrative,,,,,,,,,,,,,,"3910830",Brunnshög,863063.0750757124042138,-3667928.7063381741754711,863263.0750757124042138,-3668128.7063381741754711,"1192",40000.0078478271,"1192"
r4055459,"4055459",relation,,Brunnshög,neighbourhood,,boundary,"10",administrative,,,,,,,,,,,,,,"3910830",Brunnshög,863063.0750757124042138,-3667528.7063381741754711,863263.0750757124042138,-3667728.7063381741754711,"1190",40000.0270496069,"1190"
r4055459,"4055459",relation,,Brunnshög,neighbourhood,,boundary,"10",administrative,,,,,,,,,,,,,,"3910830",Brunnshög,863063.0750757124042138,-3667728.7063381741754711,863263.0750757124042138,-3667928.7063381741754711,"1191",39999.9882757607,"1191"
r4055459,"4055459",relation,,Brunnshög,neighbourhood,,boundary,"10",administrative,,,,,,,,,,,,,,"3910830",Brunnshög,863063.0750757124042138,-3667128.7063381741754711,863263.0750757124042138,-3667328.7063381741754711,"1188",39999.9966804114,"1188"
r4055459,"4055459",relation,,Brunnshög,neighbourhood,,boundary,"10",administrative,,,,,,,,,,,,,,"3910830",Brunnshög,863063.0750757124042138,-3667328.7063381741754711,863263.0750757124042138,-3667528.7063381741754711,"1189",39999.9957396436,"1189"
r4055459,"4055459",relation,,Brunnshög,neighbourhood,,boundary,"10",administrative,,,,,,,,,,,,,,"3910830",Brunnshög,863063.0750757124042138,-3666728.7063381741754711,863263.0750757124042138,-3666928.7063381741754711,"1186",40000.1008866986,"1186"
r4055459,"4055459",relation,,Brunnshög,neighbourhood,,boundary,"10",administrative,,,,,,,,,,,,,,"3910830",Brunnshög,863063.0750757124042138,-3666928.7063381741754711,863263.0750757124042138,-3667128.7063381741754711,"1187",39999.9536324997,"1187"
r4055459,"4055459",relation,,Brunnshög,neighbourhood,,boundary,"10",administrative,,,,,,,,,,,,,,"3910830",Brunnshög,863063.0750757124042138,-3666328.7063381741754711,863263.0750757124042138,-3666528.7063381741754711,"1184",39999.9751879445,"1184"
r4055459,"4055459",relation,,Brunnshög,neighbourhood,,boundary,"10",administrative,,,,,,,,,,,,,,"3910830",Brunnshög,863063.0750757124042138,-3666528.7063381741754711,863263.0750757124042138,-3666728.7063381741754711,"1185",39999.9754365877,"1185"
r4055459,"4055459",relation,,Brunnshög,neighbourhood,,boundary,"10",administrative,,,,,,,,,,,,,,"3910830",Brunnshög,863263.0750757124042138,-3667528.7063381741754711,863463.0750757124042138,-3667728.7063381741754711,"1228",39999.9528508027,"1228"
r4055459,"4055459",relation,,Brunnshög,neighbourhood,,boundary,"10",administrative,,,,,,,,,,,,,,"3910830",Brunnshög,863263.0750757124042138,-3667128.7063381741754711,863463.0750757124042138,-3667328.7063381741754711,"1226",39999.964909836,"1226"
r4055459,"4055459",relation,,Brunnshög,neighbourhood,,boundary,"10",administrative,,,,,,,,,,,,,,"3910830",Brunnshög,863263.0750757124042138,-3667328.7063381741754711,863463.0750757124042138,-3667528.7063381741754711,"1227",40000.0459532682,"1227"
r4055459,"4055459",relation,,Brunnshög,neighbourhood,,boundary,"10",administrative,,,,,,,,,,,,,,"3910830",Brunnshög,863263.0750757124042138,-3666728.7063381741754711,863463.0750757124042138,-3666928.7063381741754711,"1224",39999.9543827933,"1224"
r4055459,"4055459",relation,,Brunnshög,neighbourhood,,boundary,"10",administrative,,,,,,,,,,,,,,"3910830",Brunnshög,863263.0750757124042138,-3666928.7063381741754711,863463.0750757124042138,-3667128.7063381741754711,"1225",40000.0574226702,"1225"
r4055459,"4055459",relation,,Brunnshög,neighbourhood,,boundary,"10",administrative,,,,,,,,,,,,,,"3910830",Brunnshög,863263.0750757124042138,-3666328.7063381741754711,863463.0750757124042138,-3666528.7063381741754711,"1222",40000.0458633706,"1222"
r4055459,"4055459",relation,,Brunnshög,neighbourhood,,boundary,"10",administrative,,,,,,,,,,,,,,"3910830",Brunnshög,863263.0750757124042138,-3666528.7063381741754711,863463.0750757124042138,-3666728.7063381741754711,"1223",40000.0090539923,"1223"
r4055459,"4055459",relation,,Brunnshög,neighbourhood,,boundary,"10",administrative,,,,,,,,,,,,,,"3910830",Brunnshög,861863.0750757124042138,-3668328.7063381741754711,862063.0750757124042138,-3668528.7063381741754711,"966",40000.0184939974,"966"
r4055459,"4055459",relation,,Brunnshög,neighbourhood,,boundary,"10",administrative,,,,,,,,,,,,,,"3910830",Brunnshög,863263.0750757124042138,-3665928.7063381741754711,863463.0750757124042138,-3666128.7063381741754711,"1220",40000.0329600559,"1220"
r4055459,"4055459",relation,,Brunnshög,neighbourhood,,boundary,"10",administrative,,,,,,,,,,,,,,"3910830",Brunnshög,863263.0750757124042138,-3666128.7063381741754711,863463.0750757124042138,-3666328.7063381741754711,"1221",39999.9316510807,"1221"
r4055459,"4055459",relation,,Brunnshög,neighbourhood,,boundary,"10",administrative,,,,,,,,,,,,,,"3910830",Brunnshög,861863.0750757124042138,-3667928.7063381741754711,862063.0750757124042138,-3668128.7063381741754711,"964",39999.9769035468,"964"
r4055459,"4055459",relation,,Brunnshög,neighbourhood,,boundary,"10",administrative,,,,,,,,,,,,,,"3910830",Brunnshög,863263.0750757124042138,-3665528.7063381741754711,863463.0750757124042138,-3665728.7063381741754711,"1218",40000.0030220198,"1218"
r4055459,"4055459",relation,,Brunnshög,neighbourhood,,boundary,"10",administrative,,,,,,,,,,,,,,"3910830",Brunnshög,861863.0750757124042138,-3668128.7063381741754711,862063.0750757124042138,-3668328.7063381741754711,"965",39999.9950605425,"965"
r4055459,"4055459",relation,,Brunnshög,neighbourhood,,boundary,"10",administrative,,,,,,,,,,,,,,"3910830",Brunnshög,863263.0750757124042138,-3665728.7063381741754711,863463.0750757124042138,-3665928.7063381741754711,"1219",39999.9721070208,"1219"
r4055459,"4055459",relation,,Brunnshög,neighbourhood,,boundary,"10",administrative,,,,,,,,,,,,,,"3910830",Brunnshög,861863.0750757124042138,-3667528.7063381741754711,862063.0750757124042138,-3667728.7063381741754711,"962",39999.9546689153,"962"
r4055459,"4055459",relation,,Brunnshög,neighbourhood,,boundary,"10",administrative,,,,,,,,,,,,,,"3910830",Brunnshög,861863.0750757124042138,-3667728.7063381741754711,862063.0750757124042138,-3667928.7063381741754711,"963",40000.0441851101,"963"
r4055459,"4055459",relation,,Brunnshög,neighbourhood,,boundary,"10",administrative,,,,,,,,,,,,,,"3910830",Brunnshög,863263.0750757124042138,-3665328.7063381741754711,863463.0750757124042138,-3665528.7063381741754711,"1217",40000.0392042367,"1217"
r4055459,"4055459",relation,,Brunnshög,neighbourhood,,boundary,"10",administrative,,,,,,,,,,,,,,"3910830",Brunnshög,861863.0750757124042138,-3667128.7063381741754711,862063.0750757124042138,-3667328.7063381741754711,"960",39999.9638432149,"960"
r4055459,"4055459",relation,,Brunnshög,neighbourhood,,boundary,"10",administrative,,,,,,,,,,,,,,"3910830",Brunnshög,861863.0750757124042138,-3667328.7063381741754711,862063.0750757124042138,-3667528.7063381741754711,"961",40000.0110813526,"961"
r4055459,"4055459",relation,,Brunnshög,neighbourhood,,boundary,"10",administrative,,,,,,,,,,,,,,"3910830",Brunnshög,863463.0750757124042138,-3667528.7063381741754711,863663.0750757124042138,-3667728.7063381741754711,"1266",39999.9926732664,"1266"
r4055459,"4055459",relation,,Brunnshög,neighbourhood,,boundary,"10",administrative,,,,,,,,,,,,,,"3910830",Brunnshög,863463.0750757124042138,-3667128.7063381741754711,863663.0750757124042138,-3667328.7063381741754711,"1264",39999.9773839078,"1264"
r4055459,"4055459",relation,,Brunnshög,neighbourhood,,boundary,"10",administrative,,,,,,,,,,,,,,"3910830",Brunnshög,863463.0750757124042138,-3667328.7063381741754711,863663.0750757124042138,-3667528.7063381741754711,"1265",39999.9823928647,"1265"
r4055459,"4055459",relation,,Brunnshög,neighbourhood,,boundary,"10",administrative,,,,,,,,,,,,,,"3910830",Brunnshög,863463.0750757124042138,-3666728.7063381741754711,863663.0750757124042138,-3666928.7063381741754711,"1262",39999.9339396114,"1262"
r4055459,"4055459",relation,,Brunnshög,neighbourhood,,boundary,"10",administrative,,,,,,,,,,,,,,"3910830",Brunnshög,863463.0750757124042138,-3666928.7063381741754711,863663.0750757124042138,-3667128.7063381741754711,"1263",40000.0268851797,"1263"
r4055459,"4055459",relation,,Brunnshög,neighbourhood,,boundary,"10",administrative,,,,,,,,,,,,,,"3910830",Brunnshög,863463.0750757124042138,-3666328.7063381741754711,863663.0750757124042138,-3666528.7063381741754711,"1260",39999.982213155,"1260"
r4055459,"4055459",relation,,Brunnshög,neighbourhood,,boundary,"10",administrative,,,,,,,,,,,,,,"3910830",Brunnshög,863463.0750757124042138,-3666528.7063381741754711,863663.0750757124042138,-3666728.7063381741754711,"1261",40000.0526197267,"1261"
r4055459,"4055459",relation,,Brunnshög,neighbourhood,,boundary,"10",administrative,,,,,,,,,,,,,,"3910830",Brunnshög,862063.0750757124042138,-3668328.7063381741754711,862263.0750757124042138,-3668528.7063381741754711,"1004",40000.0179469618,"1004"
r4055459,"4055459",relation,,Brunnshög,neighbourhood,,boundary,"10",administrative,,,,,,,,,,,,,,"3910830",Brunnshög,863463.0750757124042138,-3665928.7063381741754711,863663.0750757124042138,-3666128.7063381741754711,"1258",39999.9958988855,"1258"
r4055459,"4055459",relation,,Brunnshög,neighbourhood,,boundary,"10",administrative,,,,,,,,,,,,,,"3910830",Brunnshög,863463.0750757124042138,-3666128.7063381741754711,863663.0750757124042138,-3666328.7063381741754711,"1259",40000.045500015,"1259"
