full_id,osm_id,osm_type,landuse,name,place,place_se,type,admin_leve,boundary,wikidata,wikipedia,official_n,operator,alt_name,wood,designatio,constructi,leaf_cycle,leaf_type,leisure,info,info1,block area,block name,left,top,right,bottom,id,fishnet-area,fishnet-ID
r2473132,"2473132",relation,,Gunnesbo,neighbourhood,,boundary,"10",administrative,Q10510893,sv:Gunnesbo,,,,,,,,,,,,"1937600",Gunnesbo,858463.0750757124042138,-3668328.7063381741754711,858663.0750757124042138,-3668528.7063381741754711,"320",39999.9653179435,"320"
r2473132,"2473132",relation,,Gunnesbo,neighbourhood,,boundary,"10",administrative,Q10510893,sv:Gunnesbo,,,,,,,,,,,,"1937600",Gunnesbo,858463.0750757124042138,-3668528.7063381741754711,858663.0750757124042138,-3668728.7063381741754711,"321",40000.0507027147,"321"
r2473132,"2473132",relation,,Gunnesbo,neighbourhood,,boundary,"10",administrative,Q10510893,sv:Gunnesbo,,,,,,,,,,,,"1937600",Gunnesbo,857463.0750757124042138,-3667528.7063381741754711,857663.0750757124042138,-3667728.7063381741754711,"126",40000.0919554117,"126"
r2473132,"2473132",relation,,Gunnesbo,neighbourhood,,boundary,"10",administrative,Q10510893,sv:Gunnesbo,,,,,,,,,,,,"1937600",Gunnesbo,857463.0750757124042138,-3667728.7063381741754711,857663.0750757124042138,-3667928.7063381741754711,"127",39999.997966805,"127"
r2473132,"2473132",relation,,Gunnesbo,neighbourhood,,boundary,"10",administrative,Q10510893,sv:Gunnesbo,,,,,,,,,,,,"1937600",Gunnesbo,858063.0750757124042138,-3669128.7063381741754711,858263.0750757124042138,-3669328.7063381741754711,"248",40000.0494687742,"248"
r2473132,"2473132",relation,,Gunnesbo,neighbourhood,,boundary,"10",administrative,Q10510893,sv:Gunnesbo,,,,,,,,,,,,"1937600",Gunnesbo,858063.0750757124042138,-3669328.7063381741754711,858263.0750757124042138,-3669528.7063381741754711,"249",40000.0032846106,"249"
r2473132,"2473132",relation,,Gunnesbo,neighbourhood,,boundary,"10",administrative,Q10510893,sv:Gunnesbo,,,,,,,,,,,,"1937600",Gunnesbo,858063.0750757124042138,-3668728.7063381741754711,858263.0750757124042138,-3668928.7063381741754711,"246",39999.9613907875,"246"
r2473132,"2473132",relation,,Gunnesbo,neighbourhood,,boundary,"10",administrative,Q10510893,sv:Gunnesbo,,,,,,,,,,,,"1937600",Gunnesbo,858063.0750757124042138,-3668928.7063381741754711,858263.0750757124042138,-3669128.7063381741754711,"247",39999.9709377525,"247"
r2473132,"2473132",relation,,Gunnesbo,neighbourhood,,boundary,"10",administrative,Q10510893,sv:Gunnesbo,,,,,,,,,,,,"1937600",Gunnesbo,858063.0750757124042138,-3668328.7063381741754711,858263.0750757124042138,-3668528.7063381741754711,"244",39999.9823893906,"244"
r2473132,"2473132",relation,,Gunnesbo,neighbourhood,,boundary,"10",administrative,Q10510893,sv:Gunnesbo,,,,,,,,,,,,"1937600",Gunnesbo,858063.0750757124042138,-3668528.7063381741754711,858263.0750757124042138,-3668728.7063381741754711,"245",40000.0243761062,"245"
r2473132,"2473132",relation,,Gunnesbo,neighbourhood,,boundary,"10",administrative,Q10510893,sv:Gunnesbo,,,,,,,,,,,,"1937600",Gunnesbo,858063.0750757124042138,-3667928.7063381741754711,858263.0750757124042138,-3668128.7063381741754711,"242",40000.0611722386,"242"
r2473132,"2473132",relation,,Gunnesbo,neighbourhood,,boundary,"10",administrative,Q10510893,sv:Gunnesbo,,,,,,,,,,,,"1937600",Gunnesbo,858063.0750757124042138,-3668128.7063381741754711,858263.0750757124042138,-3668328.7063381741754711,"243",39999.9616340228,"243"
r2473132,"2473132",relation,,Gunnesbo,neighbourhood,,boundary,"10",administrative,Q10510893,sv:Gunnesbo,,,,,,,,,,,,"1937600",Gunnesbo,858663.0750757124042138,-3668728.7063381741754711,858863.0750757124042138,-3668928.7063381741754711,"360",39999.9952590087,"360"
r2473132,"2473132",relation,,Gunnesbo,neighbourhood,,boundary,"10",administrative,Q10510893,sv:Gunnesbo,,,,,,,,,,,,"1937600",Gunnesbo,858663.0750757124042138,-3668528.7063381741754711,858863.0750757124042138,-3668728.7063381741754711,"359",39999.9642170953,"359"
r2473132,"2473132",relation,,Gunnesbo,neighbourhood,,boundary,"10",administrative,Q10510893,sv:Gunnesbo,,,,,,,,,,,,"1937600",Gunnesbo,858263.0750757124042138,-3669128.7063381741754711,858463.0750757124042138,-3669328.7063381741754711,"286",39999.9408967098,"286"
r2473132,"2473132",relation,,Gunnesbo,neighbourhood,,boundary,"10",administrative,Q10510893,sv:Gunnesbo,,,,,,,,,,,,"1937600",Gunnesbo,857263.0750757124042138,-3669128.7063381741754711,857463.0750757124042138,-3669328.7063381741754711,"96",39999.9731140181,"96"
r2473132,"2473132",relation,,Gunnesbo,neighbourhood,,boundary,"10",administrative,Q10510893,sv:Gunnesbo,,,,,,,,,,,,"1937600",Gunnesbo,858263.0750757124042138,-3668728.7063381741754711,858463.0750757124042138,-3668928.7063381741754711,"284",40000.0057334955,"284"
r2473132,"2473132",relation,,Gunnesbo,neighbourhood,,boundary,"10",administrative,Q10510893,sv:Gunnesbo,,,,,,,,,,,,"1937600",Gunnesbo,858263.0750757124042138,-3668928.7063381741754711,858463.0750757124042138,-3669128.7063381741754711,"285",40000.0249014589,"285"
r2473132,"2473132",relation,,Gunnesbo,neighbourhood,,boundary,"10",administrative,Q10510893,sv:Gunnesbo,,,,,,,,,,,,"1937600",Gunnesbo,858263.0750757124042138,-3668328.7063381741754711,858463.0750757124042138,-3668528.7063381741754711,"282",40000.0628988962,"282"
r2473132,"2473132",relation,,Gunnesbo,neighbourhood,,boundary,"10",administrative,Q10510893,sv:Gunnesbo,,,,,,,,,,,,"1937600",Gunnesbo,858263.0750757124042138,-3668528.7063381741754711,858463.0750757124042138,-3668728.7063381741754711,"283",39999.9741785342,"283"
r2473132,"2473132",relation,,Gunnesbo,neighbourhood,,boundary,"10",administrative,Q10510893,sv:Gunnesbo,,,,,,,,,,,,"1937600",Gunnesbo,858263.0750757124042138,-3668128.7063381741754711,858463.0750757124042138,-3668328.7063381741754711,"281",39999.977389059,"281"
r2473132,"2473132",relation,,Gunnesbo,neighbourhood,,boundary,"10",administrative,Q10510893,sv:Gunnesbo,,,,,,,,,,,,"1937600",Gunnesbo,858863.0750757124042138,-3668528.7063381741754711,859063.0750757124042138,-3668728.7063381741754711,"397",40000.0577345139,"397"
r2473132,"2473132",relation,,Gunnesbo,neighbourhood,,boundary,"10",administrative,Q10510893,sv:Gunnesbo,,,,,,,,,,,,"1937600",Gunnesbo,856863.0750757124042138,-3668328.7063381741754711,857063.0750757124042138,-3668528.7063381741754711,"16",40000.0415079814,"16"
r2473132,"2473132",relation,,Gunnesbo,neighbourhood,,boundary,"10",administrative,Q10510893,sv:Gunnesbo,,,,,,,,,,,,"1937600",Gunnesbo,856863.0750757124042138,-3668528.7063381741754711,857063.0750757124042138,-3668728.7063381741754711,"17",39999.9569009027,"17"
r2473132,"2473132",relation,,Gunnesbo,neighbourhood,,boundary,"10",administrative,Q10510893,sv:Gunnesbo,,,,,,,,,,,,"1937600",Gunnesbo,856863.0750757124042138,-3667928.7063381741754711,857063.0750757124042138,-3668128.7063381741754711,"14",40000.018804164,"14"
r2473132,"2473132",relation,,Gunnesbo,neighbourhood,,boundary,"10",administrative,Q10510893,sv:Gunnesbo,,,,,,,,,,,,"1937600",Gunnesbo,856863.0750757124042138,-3668128.7063381741754711,857063.0750757124042138,-3668328.7063381741754711,"15",39999.9347892151,"15"
r2473132,"2473132",relation,,Gunnesbo,neighbourhood,,boundary,"10",administrative,Q10510893,sv:Gunnesbo,,,,,,,,,,,,"1937600",Gunnesbo,857463.0750757124042138,-3669128.7063381741754711,857663.0750757124042138,-3669328.7063381741754711,"134",40000.0531168077,"134"
r2473132,"2473132",relation,,Gunnesbo,neighbourhood,,boundary,"10",administrative,Q10510893,sv:Gunnesbo,,,,,,,,,,,,"1937600",Gunnesbo,857463.0750757124042138,-3668728.7063381741754711,857663.0750757124042138,-3668928.7063381741754711,"132",40000.0101022162,"132"
r2473132,"2473132",relation,,Gunnesbo,neighbourhood,,boundary,"10",administrative,Q10510893,sv:Gunnesbo,,,,,,,,,,,,"1937600",Gunnesbo,857463.0750757124042138,-3668928.7063381741754711,857663.0750757124042138,-3669128.7063381741754711,"133",39999.9630124019,"133"
r2473132,"2473132",relation,,Gunnesbo,neighbourhood,,boundary,"10",administrative,Q10510893,sv:Gunnesbo,,,,,,,,,,,,"1937600",Gunnesbo,857463.0750757124042138,-3668328.7063381741754711,857663.0750757124042138,-3668528.7063381741754711,"130",40000.0585411967,"130"
r2473132,"2473132",relation,,Gunnesbo,neighbourhood,,boundary,"10",administrative,Q10510893,sv:Gunnesbo,,,,,,,,,,,,"1937600",Gunnesbo,857463.0750757124042138,-3668528.7063381741754711,857663.0750757124042138,-3668728.7063381741754711,"131",39999.990509237,"131"
r2473132,"2473132",relation,,Gunnesbo,neighbourhood,,boundary,"10",administrative,Q10510893,sv:Gunnesbo,,,,,,,,,,,,"1937600",Gunnesbo,857463.0750757124042138,-3667928.7063381741754711,857663.0750757124042138,-3668128.7063381741754711,"128",39999.9691833709,"128"
r2473132,"2473132",relation,,Gunnesbo,neighbourhood,,boundary,"10",administrative,Q10510893,sv:Gunnesbo,,,,,,,,,,,,"1937600",Gunnesbo,857463.0750757124042138,-3668128.7063381741754711,857663.0750757124042138,-3668328.7063381741754711,"129",39999.9513111623,"129"
r2473132,"2473132",relation,,Gunnesbo,neighbourhood,,boundary,"10",administrative,Q10510893,sv:Gunnesbo,,,,,,,,,,,,"1937600",Gunnesbo,857063.0750757124042138,-3668728.7063381741754711,857263.0750757124042138,-3668928.7063381741754711,"56",39999.9608870321,"56"
r2473132,"2473132",relation,,Gunnesbo,neighbourhood,,boundary,"10",administrative,Q10510893,sv:Gunnesbo,,,,,,,,,,,,"1937600",Gunnesbo,857063.0750757124042138,-3668928.7063381741754711,857263.0750757124042138,-3669128.7063381741754711,"57",40000.0069593413,"57"
r2473132,"2473132",relation,,Gunnesbo,neighbourhood,,boundary,"10",administrative,Q10510893,sv:Gunnesbo,,,,,,,,,,,,"1937600",Gunnesbo,857063.0750757124042138,-3668328.7063381741754711,857263.0750757124042138,-3668528.7063381741754711,"54",39999.9389897435,"54"
r2473132,"2473132",relation,,Gunnesbo,neighbourhood,,boundary,"10",administrative,Q10510893,sv:Gunnesbo,,,,,,,,,,,,"1937600",Gunnesbo,857063.0750757124042138,-3668528.7063381741754711,857263.0750757124042138,-3668728.7063381741754711,"55",40000.0399704288,"55"
r2473132,"2473132",relation,,Gunnesbo,neighbourhood,,boundary,"10",administrative,Q10510893,sv:Gunnesbo,,,,,,,,,,,,"1937600",Gunnesbo,857063.0750757124042138,-3667928.7063381741754711,857263.0750757124042138,-3668128.7063381741754711,"52",40000.0206733435,"52"
r2473132,"2473132",relation,,Gunnesbo,neighbourhood,,boundary,"10",administrative,Q10510893,sv:Gunnesbo,,,,,,,,,,,,"1937600",Gunnesbo,857063.0750757124042138,-3668128.7063381741754711,857263.0750757124042138,-3668328.7063381741754711,"53",40000.0343005969,"53"
r2473132,"2473132",relation,,Gunnesbo,neighbourhood,,boundary,"10",administrative,Q10510893,sv:Gunnesbo,,,,,,,,,,,,"1937600",Gunnesbo,857663.0750757124042138,-3669128.7063381741754711,857863.0750757124042138,-3669328.7063381741754711,"172",39999.9475098424,"172"
r2473132,"2473132",relation,,Gunnesbo,neighbourhood,,boundary,"10",administrative,Q10510893,sv:Gunnesbo,,,,,,,,,,,,"1937600",Gunnesbo,857663.0750757124042138,-3669328.7063381741754711,857863.0750757124042138,-3669528.7063381741754711,"173",40000.0206739938,"173"
r2473132,"2473132",relation,,Gunnesbo,neighbourhood,,boundary,"10",administrative,Q10510893,sv:Gunnesbo,,,,,,,,,,,,"1937600",Gunnesbo,857663.0750757124042138,-3668728.7063381741754711,857863.0750757124042138,-3668928.7063381741754711,"170",39999.9696022942,"170"
r2473132,"2473132",relation,,Gunnesbo,neighbourhood,,boundary,"10",administrative,Q10510893,sv:Gunnesbo,,,,,,,,,,,,"1937600",Gunnesbo,857663.0750757124042138,-3668928.7063381741754711,857863.0750757124042138,-3669128.7063381741754711,"171",40000.0545744227,"171"
r2473132,"2473132",relation,,Gunnesbo,neighbourhood,,boundary,"10",administrative,Q10510893,sv:Gunnesbo,,,,,,,,,,,,"1937600",Gunnesbo,857663.0750757124042138,-3668328.7063381741754711,857863.0750757124042138,-3668528.7063381741754711,"168",39999.9801752355,"168"
r2473132,"2473132",relation,,Gunnesbo,neighbourhood,,boundary,"10",administrative,Q10510893,sv:Gunnesbo,,,,,,,,,,,,"1937600",Gunnesbo,857663.0750757124042138,-3668528.7063381741754711,857863.0750757124042138,-3668728.7063381741754711,"169",40000.0265155777,"169"
r2473132,"2473132",relation,,Gunnesbo,neighbourhood,,boundary,"10",administrative,Q10510893,sv:Gunnesbo,,,,,,,,,,,,"1937600",Gunnesbo,857663.0750757124042138,-3667928.7063381741754711,857863.0750757124042138,-3668128.7063381741754711,"166",40000.0270239537,"166"
r2473132,"2473132",relation,,Gunnesbo,neighbourhood,,boundary,"10",administrative,Q10510893,sv:Gunnesbo,,,,,,,,,,,,"1937600",Gunnesbo,857663.0750757124042138,-3668128.7063381741754711,857863.0750757124042138,-3668328.7063381741754711,"167",39999.9916680318,"167"
r2473132,"2473132",relation,,Gunnesbo,neighbourhood,,boundary,"10",administrative,Q10510893,sv:Gunnesbo,,,,,,,,,,,,"1937600",Gunnesbo,857663.0750757124042138,-3667528.7063381741754711,857863.0750757124042138,-3667728.7063381741754711,"164",39999.9529100841,"164"
r2473132,"2473132",relation,,Gunnesbo,neighbourhood,,boundary,"10",administrative,Q10510893,sv:Gunnesbo,,,,,,,,,,,,"1937600",Gunnesbo,857663.0750757124042138,-3667728.7063381741754711,857863.0750757124042138,-3667928.7063381741754711,"165",40000.021994375,"165"
r2473132,"2473132",relation,,Gunnesbo,neighbourhood,,boundary,"10",administrative,Q10510893,sv:Gunnesbo,,,,,,,,,,,,"1937600",Gunnesbo,857263.0750757124042138,-3668728.7063381741754711,857463.0750757124042138,-3668928.7063381741754711,"94",40000.0015997444,"94"
r2473132,"2473132",relation,,Gunnesbo,neighbourhood,,boundary,"10",administrative,Q10510893,sv:Gunnesbo,,,,,,,,,,,,"1937600",Gunnesbo,857263.0750757124042138,-3668928.7063381741754711,857463.0750757124042138,-3669128.7063381741754711,"95",40000.0422496669,"95"
r2473132,"2473132",relation,,Gunnesbo,neighbourhood,,boundary,"10",administrative,Q10510893,sv:Gunnesbo,,,,,,,,,,,,"1937600",Gunnesbo,857263.0750757124042138,-3668328.7063381741754711,857463.0750757124042138,-3668528.7063381741754711,"92",39999.9905284898,"92"
r2473138,"2473138",relation,,Norra Fäladen,neighbourhood,,boundary,"10",administrative,Q7053219,sv:Norra Fäladen,,,,,,,,,,,,"3307892",Norra Fäladen,860063.0750757124042138,-3667928.7063381741754711,860263.0750757124042138,-3668128.7063381741754711,"622",39999.9662901318,"622"
r2473138,"2473138",relation,,Norra Fäladen,neighbourhood,,boundary,"10",administrative,Q7053219,sv:Norra Fäladen,,,,,,,,,,,,"3307892",Norra Fäladen,860063.0750757124042138,-3668128.7063381741754711,860263.0750757124042138,-3668328.7063381741754711,"623",40000.0863178902,"623"
r2473138,"2473138",relation,,Norra Fäladen,neighbourhood,,boundary,"10",administrative,Q7053219,sv:Norra Fäladen,,,,,,,,,,,,"3307892",Norra Fäladen,860063.0750757124042138,-3667528.7063381741754711,860263.0750757124042138,-3667728.7063381741754711,"620",40000.0071982298,"620"
r2473138,"2473138",relation,,Norra Fäladen,neighbourhood,,boundary,"10",administrative,Q7053219,sv:Norra Fäladen,,,,,,,,,,,,"3307892",Norra Fäladen,860063.0750757124042138,-3667728.7063381741754711,860263.0750757124042138,-3667928.7063381741754711,"621",40000.0027827206,"621"
r2473138,"2473138",relation,,Norra Fäladen,neighbourhood,,boundary,"10",administrative,Q7053219,sv:Norra Fäladen,,,,,,,,,,,,"3307892",Norra Fäladen,860063.0750757124042138,-3667128.7063381741754711,860263.0750757124042138,-3667328.7063381741754711,"618",40000.0366112383,"618"
r2473138,"2473138",relation,,Norra Fäladen,neighbourhood,,boundary,"10",administrative,Q7053219,sv:Norra Fäladen,,,,,,,,,,,,"3307892",Norra Fäladen,860063.0750757124042138,-3667328.7063381741754711,860263.0750757124042138,-3667528.7063381741754711,"619",39999.9730669729,"619"
r2473138,"2473138",relation,,Norra Fäladen,neighbourhood,,boundary,"10",administrative,Q7053219,sv:Norra Fäladen,,,,,,,,,,,,"3307892",Norra Fäladen,860063.0750757124042138,-3666928.7063381741754711,860263.0750757124042138,-3667128.7063381741754711,"617",39999.9962972041,"617"
r2473138,"2473138",relation,,Norra Fäladen,neighbourhood,,boundary,"10",administrative,Q7053219,sv:Norra Fäladen,,,,,,,,,,,,"3307892",Norra Fäladen,861663.0750757124042138,-3667928.7063381741754711,861863.0750757124042138,-3668128.7063381741754711,"926",40000.0324263346,"926"
r2473138,"2473138",relation,,Norra Fäladen,neighbourhood,,boundary,"10",administrative,Q7053219,sv:Norra Fäladen,,,,,,,,,,,,"3307892",Norra Fäladen,861663.0750757124042138,-3667528.7063381741754711,861863.0750757124042138,-3667728.7063381741754711,"924",40000.0273170066,"924"
r2473138,"2473138",relation,,Norra Fäladen,neighbourhood,,boundary,"10",administrative,Q7053219,sv:Norra Fäladen,,,,,,,,,,,,"3307892",Norra Fäladen,861663.0750757124042138,-3667728.7063381741754711,861863.0750757124042138,-3667928.7063381741754711,"925",39999.9815611447,"925"
r2473138,"2473138",relation,,Norra Fäladen,neighbourhood,,boundary,"10",administrative,Q7053219,sv:Norra Fäladen,,,,,,,,,,,,"3307892",Norra Fäladen,861663.0750757124042138,-3667128.7063381741754711,861863.0750757124042138,-3667328.7063381741754711,"922",39999.9828369621,"922"
r2473138,"2473138",relation,,Norra Fäladen,neighbourhood,,boundary,"10",administrative,Q7053219,sv:Norra Fäladen,,,,,,,,,,,,"3307892",Norra Fäladen,861663.0750757124042138,-3667328.7063381741754711,861863.0750757124042138,-3667528.7063381741754711,"923",40000.0196079033,"923"
r2473138,"2473138",relation,,Norra Fäladen,neighbourhood,,boundary,"10",administrative,Q7053219,sv:Norra Fäladen,,,,,,,,,,,,"3307892",Norra Fäladen,861663.0750757124042138,-3666728.7063381741754711,861863.0750757124042138,-3666928.7063381741754711,"920",39999.9809217299,"920"
r2473138,"2473138",relation,,Norra Fäladen,neighbourhood,,boundary,"10",administrative,Q7053219,sv:Norra Fäladen,,,,,,,,,,,,"3307892",Norra Fäladen,861663.0750757124042138,-3666928.7063381741754711,861863.0750757124042138,-3667128.7063381741754711,"921",39999.9801042484,"921"
r2473138,"2473138",relation,,Norra Fäladen,neighbourhood,,boundary,"10",administrative,Q7053219,sv:Norra Fäladen,,,,,,,,,,,,"3307892",Norra Fäladen,860263.0750757124042138,-3667928.7063381741754711,860463.0750757124042138,-3668128.7063381741754711,"660",39999.9976928679,"660"
r2473138,"2473138",relation,,Norra Fäladen,neighbourhood,,boundary,"10",administrative,Q7053219,sv:Norra Fäladen,,,,,,,,,,,,"3307892",Norra Fäladen,860263.0750757124042138,-3668128.7063381741754711,860463.0750757124042138,-3668328.7063381741754711,"661",39999.9331658209,"661"
r2473138,"2473138",relation,,Norra Fäladen,neighbourhood,,boundary,"10",administrative,Q7053219,sv:Norra Fäladen,,,,,,,,,,,,"3307892",Norra Fäladen,860263.0750757124042138,-3667528.7063381741754711,860463.0750757124042138,-3667728.7063381741754711,"658",39999.9570175831,"658"
r2473138,"2473138",relation,,Norra Fäladen,neighbourhood,,boundary,"10",administrative,Q7053219,sv:Norra Fäladen,,,,,,,,,,,,"3307892",Norra Fäladen,860263.0750757124042138,-3667728.7063381741754711,860463.0750757124042138,-3667928.7063381741754711,"659",40000.0292727466,"659"
r2473138,"2473138",relation,,Norra Fäladen,neighbourhood,,boundary,"10",administrative,Q7053219,sv:Norra Fäladen,,,,,,,,,,,,"3307892",Norra Fäladen,860263.0750757124042138,-3667128.7063381741754711,860463.0750757124042138,-3667328.7063381741754711,"656",39999.9581095664,"656"
r2473138,"2473138",relation,,Norra Fäladen,neighbourhood,,boundary,"10",administrative,Q7053219,sv:Norra Fäladen,,,,,,,,,,,,"3307892",Norra Fäladen,860263.0750757124042138,-3667328.7063381741754711,860463.0750757124042138,-3667528.7063381741754711,"657",40000.0747803248,"657"
r2473138,"2473138",relation,,Norra Fäladen,neighbourhood,,boundary,"10",administrative,Q7053219,sv:Norra Fäladen,,,,,,,,,,,,"3307892",Norra Fäladen,860263.0750757124042138,-3666928.7063381741754711,860463.0750757124042138,-3667128.7063381741754711,"655",39999.9940873274,"655"
r2473138,"2473138",relation,,Norra Fäladen,neighbourhood,,boundary,"10",administrative,Q7053219,sv:Norra Fäladen,,,,,,,,,,,,"3307892",Norra Fäladen,861863.0750757124042138,-3666728.7063381741754711,862063.0750757124042138,-3666928.7063381741754711,"958",39999.9838511129,"958"
r2473138,"2473138",relation,,Norra Fäladen,neighbourhood,,boundary,"10",administrative,Q7053219,sv:Norra Fäladen,,,,,,,,,,,,"3307892",Norra Fäladen,861863.0750757124042138,-3666928.7063381741754711,862063.0750757124042138,-3667128.7063381741754711,"959",40000.0848533955,"959"
r2473138,"2473138",relation,,Norra Fäladen,neighbourhood,,boundary,"10",administrative,Q7053219,sv:Norra Fäladen,,,,,,,,,,,,"3307892",Norra Fäladen,860463.0750757124042138,-3667928.7063381741754711,860663.0750757124042138,-3668128.7063381741754711,"698",40000.0025834501,"698"
