,left,top,right,bottom,Unnamed: 4,fishnet-ID,building-area-sum,building_density,building_type,bu-sum-in-block,block area,bu_den_N,bu_typ_N,blo_sum_N
252,858063.0751,,858263.0751,,252,253,12863,0.321575,2.0,3.0,29168.0,0.16181209405367303,0.2,0.16666666666666666
253,858063.0751,,858263.0751,,253,254,19683,0.492075,1.0,3.0,27598.0,0.247658728160717,0.0,0.16666666666666666
254,858063.0751,,858263.0751,,254,255,7962,0.19905,1.0,3.0,30491.0,0.10012083983686622,0.0,0.16666666666666666
255,858063.0751,,858263.0751,,255,256,4019,0.100475,1.0,5.0,4085.0,0.05048839434066763,0.0,0.3333333333333333
256,858063.0751,,858263.0751,,256,257,0,0.0,0.0,0.0,0.0,,,
257,858063.0751,,858263.0751,,257,258,0,0.0,0.0,0.0,0.0,,,
258,858063.0751,,858263.0751,,258,259,0,0.0,0.0,0.0,0.0,,,
259,858063.0751,,858263.0751,,259,260,0,0.0,0.0,0.0,0.0,,,
260,858063.0751,,858263.0751,,260,261,0,0.0,0.0,0.0,0.0,,,
261,858063.0751,,858263.0751,,261,262,0,0.0,0.0,0.0,0.0,,,
262,858063.0751,,858263.0751,,262,263,0,0.0,0.0,0.0,0.0,,,
263,858063.0751,,858263.0751,,263,264,0,0.0,0.0,0.0,0.0,,,
264,858063.0751,,858263.0751,,264,265,0,0.0,0.0,0.0,0.0,,,
265,858063.0751,,858263.0751,,265,266,0,0.0,0.0,0.0,0.0,,,
266,858263.0751,,858463.0751,,266,267,0,0.0,0.0,0.0,0.0,,,
267,858263.0751,,858463.0751,,267,268,0,0.0,0.0,0.0,0.0,,,
268,858263.0751,,858463.0751,,268,269,0,0.0,0.0,0.0,0.0,,,
269,858263.0751,,858463.0751,,269,270,0,0.0,0.0,0.0,0.0,,,
270,858263.0751,,858463.0751,,270,271,0,0.0,0.0,0.0,0.0,,,
271,858263.0751,,858463.0751,,271,272,0,0.0,0.0,0.0,0.0,,,
272,858263.0751,,858463.0751,,272,273,0,0.0,0.0,0.0,0.0,,,
273,858263.0751,,858463.0751,,273,274,0,0.0,0.0,0.0,0.0,,,
274,858263.0751,,858463.0751,,274,275,0,0.0,0.0,0.0,0.0,,,
275,858263.0751,,858463.0751,,275,276,459,0.011475,1.0,2.0,8371.0,0.005676954836110972,0.0,0.08333333333333333
276,858263.0751,,858463.0751,,276,277,7813,0.195325,2.0,5.0,15469.0,0.09824530486883842,0.2,0.3333333333333333
277,858263.0751,,858463.0751,,277,278,7723,0.193075,2.0,4.0,28628.0,0.09711243139821761,0.2,0.25
278,858263.0751,,858463.0751,,278,279,7332,0.1833,1.0,5.0,13557.0,0.09219072554252052,0.0,0.3333333333333333
279,858263.0751,,858463.0751,,279,280,9902,0.24755,1.0,4.0,12458.0,0.12454055687024822,0.0,0.25
280,858263.0751,,858463.0751,,280,281,5904,0.1476,1.0,8.0,6330.0,0.07421579980867025,0.0,0.5833333333333334
281,858263.0751,,858463.0751,,281,282,3194,0.07985,2.0,3.0,17731.0,0.04010372085997684,0.2,0.16666666666666666
282,858263.0751,,858463.0751,,282,283,8814,0.22035,1.0,3.0,26978.0,0.11084537535874325,0.0,0.16666666666666666
283,858263.0751,,858463.0751,,283,284,13731,0.343275,1.0,4.0,23129.0,0.17273802930366045,0.0,0.25
284,858263.0751,,858463.0751,,284,285,1827,0.045675,1.0,3.0,60450.0,0.022896631589547356,0.0,0.16666666666666666
285,858263.0751,,858463.0751,,285,286,5765,0.144125,1.0,2.0,82568.0,0.07246613967071144,0.0,0.08333333333333333
