fishnet-ID,osm_id,admin_leve,block area,left,top,right,bottom,id,fishnet-area
551,93591981.66666667,,26463.333333333332,859663.0750757124,-3668928.7063381746,859863.0750757124,-3669128.706338175,551,39999.9469820767
552,106352821.5,,25545.0,859663.0750757124,-3669128.706338175,859863.0750757124,-3669328.706338175,552,39999.9671686233
553,110636905.28571428,,14764.142857142857,859663.0750757123,-3669328.706338175,859863.0750757123,-3669528.706338175,553,40000.05329328299
554,142243371.0,,13387.333333333334,859663.0750757124,-3669528.706338175,859863.0750757124,-3669728.706338175,554,39999.9589899233
555,115946651.5,,8392.5,859663.0750757124,-3669728.706338175,859863.0750757124,-3669928.706338175,555,40000.0548069792
556,115946719.875,,9181.875,859663.0750757123,-3669928.706338175,859863.0750757123,-3670128.706338175,556,39999.959908682904
557,111478125.4,,16077.6,859663.0750757124,-3670128.7063381756,859863.0750757124,-3670328.7063381756,557,40000.0177776743
558,99382457.66666667,,14729.666666666666,859663.0750757124,-3670328.706338175,859863.0750757124,-3670528.7063381746,558,40000.0090970158
559,93598144.0,,5123.0,859663.0750757124,-3670528.7063381746,859863.0750757124,-3670728.706338175,559,40000.0010395313
560,343892784.0,,32277.0,859663.0750757124,-3670728.706338175,859863.0750757124,-3670928.7063381756,560,39999.9861639449
561,343892784.0,,32277.0,859663.0750757124,-3670928.7063381756,859863.0750757124,-3671128.706338175,561,40000.0316510894
562,181076561.33333334,,22192.0,859663.0750757124,-3671128.706338175,859863.0750757124,-3671328.7063381746,562,39999.9564408212
563,99668434.5,,11451.0,859663.0750757124,-3671328.7063381746,859863.0750757124,-3671528.706338175,563,40000.0125350315
564,87706140.4,,23030.4,859663.0750757124,-3671528.7063381756,859863.0750757124,-3671728.7063381756,564,40000.0244677324
565,101748168.66666667,,33281.333333333336,859663.0750757124,-3671728.706338175,859863.0750757124,-3671928.7063381746,565,39999.9539661118
566,234739890.0,,27070.0,859663.0750757124,-3671928.7063381746,859863.0750757124,-3672128.7063381746,566,40000.0633036153
568,284674012.0,,47828.5,859663.0750757124,-3672328.706338175,859863.0750757124,-3672528.706338175,568,39999.9917451114
569,291036230.6666667,,37576.333333333336,859663.0750757124,-3672528.706338175,859863.0750757124,-3672728.706338175,569,40000.0460665601
579,99585914.0,,50735.0,859863.0750757124,-3666928.706338175,860063.0750757123,-3667128.706338175,579,40000.0093838908
580,99586547.66666667,,26256.0,859863.0750757124,-3667128.706338175,860063.0750757124,-3667328.7063381746,580,39999.9897700159
581,84750473.25,,39734.75,859863.0750757124,-3667328.7063381746,860063.0750757123,-3667528.706338175,581,39999.9969370808
582,79761686.33333333,,54441.333333333336,859863.0750757124,-3667528.706338175,860063.0750757124,-3667728.706338176,582,40000.0364718653
583,79761686.33333333,,54441.333333333336,859863.0750757124,-3667728.706338176,860063.0750757124,-3667928.706338175,583,39999.9618206122
584,80572973.0,,64388.0,859863.0750757124,-3667928.706338175,860063.0750757123,-3668128.7063381746,584,40000.021368035
586,168398159.0,,138600.0,859863.0750757124,-3668328.706338175,860063.0750757123,-3668528.706338175,586,40000.0339035276
587,168398159.0,,138600.0,859863.0750757124,-3668528.706338175,860063.0750757123,-3668728.7063381746,587,39999.9898483277
588,168398159.0,,138600.0,859863.0750757124,-3668728.7063381746,860063.0750757123,-3668928.7063381746,588,39999.9790466805
589,93592278.0,,50725.0,859863.0750757124,-3668928.7063381746,860063.0750757123,-3669128.706338175,589,40000.0818245142
590,93591319.25,,23435.0,859863.0750757124,-3669128.706338175,860063.0750757123,-3669328.706338175,590,40000.0042090007
591,93590672.0,,18228.285714285714,859863.0750757123,-3669328.706338175,860063.0750757122,-3669528.706338175,591,39999.93278981839
592,93587539.16666667,,24375.666666666668,859863.0750757124,-3669528.706338175,860063.0750757122,-3669728.706338175,592,40000.0178893233
593,94377442.8,,32765.6,859863.0750757124,-3669728.7063381756,860063.0750757123,-3669928.7063381756,593,40000.022396372995
594,105751494.0,,17602.75,859863.0750757124,-3669928.706338175,860063.0750757123,-3670128.706338175,594,40000.008912736805
595,129333587.125,,12852.375,859863.0750757123,-3670128.706338175,860063.0750757122,-3670328.706338175,595,39999.9465944198
596,131307567.57142857,,13993.714285714286,859863.0750757123,-3670328.706338175,860063.0750757122,-3670528.7063381746,596,40000.01462264879
599,159848868.0,,15334.25,859863.0750757124,-3670928.7063381756,860063.0750757123,-3671128.706338175,599,40000.0162851818
600,147812788.2,,13844.2,859863.0750757124,-3671128.7063381756,860063.0750757123,-3671328.7063381746,600,39999.9683465168
601,99668435.0,,11227.5,859863.0750757124,-3671328.7063381746,860063.0750757123,-3671528.706338175,601,39999.9863637288
602,87473220.2,,25447.0,859863.0750757124,-3671528.7063381756,860063.0750757123,-3671728.7063381756,602,39999.981686433195
603,69179784.0,,37540.5,859863.0750757124,-3671728.706338175,860063.0750757123,-3671928.7063381746,603,40000.0261696266
606,234739885.0,,48003.5,859863.0750757124,-3672328.706338175,860063.0750757123,-3672528.706338175,606,39999.9945519269
607,291036230.6666667,,37576.333333333336,859863.0750757124,-3672528.706338175,860063.0750757124,-3672728.706338175,607,39999.9445234541
617,202993069.0,,31831.0,860063.0750757123,-3666928.706338175,860263.0750757124,-3667128.706338175,617,39999.9962972041
618,151295621.0,,23986.5,860063.0750757123,-3667128.706338175,860263.0750757124,-3667328.7063381746,618,40000.0366112383
619,87722084.8,,42785.0,860063.0750757123,-3667328.7063381746,860263.0750757124,-3667528.7063381756,619,39999.9730669729
620,40217733.0,,110848.0,860063.0750757123,-3667528.706338175,860263.0750757124,-3667728.7063381756,620,40000.0071982298
621,40217733.0,,110848.0,860063.0750757123,-3667728.7063381756,860263.0750757124,-3667928.706338175,621,40000.0027827206
622,80572973.0,,64388.0,860063.0750757123,-3667928.706338175,860263.0750757124,-3668128.7063381746,622,39999.9662901318
623,80572973.0,,64388.0,860063.0750757123,-3668128.7063381746,860263.0750757124,-3668328.706338175,623,40000.0863178902
624,168398151.0,,58449.666666666664,860063.0750757124,-3668328.706338175,860263.0750757124,-3668528.706338175,624,39999.9783332324
625,168398145.6,,37819.6,860063.0750757123,-3668528.7063381756,860263.0750757124,-3668728.7063381746,625,39999.9997927727
628,93591593.5,,32259.0,860063.0750757123,-3669128.706338175,860263.0750757124,-3669328.706338175,628,39999.966194603796
629,93590689.66666667,,25930.0,860063.0750757124,-3669328.706338175,860263.0750757124,-3669528.706338175,629,40000.0629535057
630,93576803.0,,32281.0,860063.0750757123,-3669528.706338175,860263.0750757124,-3669728.706338175,630,39999.9802636443
631,93572726.5,,28985.25,860063.0750757123,-3669728.706338175,860263.0750757124,-3669928.706338175,631,39999.961679151296
632,94142590.28571428,,14842.142857142857,860063.0750757122,-3669928.706338175,860263.0750757123,-3670128.706338175,632,39999.9763587359
633,93572509.5,,14523.5,860063.0750757122,-3670128.706338175,860263.0750757123,-3670328.706338175,633,40000.0831107881
634,93572132.0,,17832.5,860063.0750757123,-3670328.706338175,860263.0750757124,-3670528.7063381746,634,39999.9665848448
635,130352280.33333333,,23748.666666666668,860063.0750757124,-3670528.7063381746,860263.0750757124,-3670728.706338175,635,39999.996243929505
636,148742478.0,,20224.0,860063.0750757123,-3670728.706338175,860263.0750757124,-3670928.7063381756,636,39999.9714908121
637,156070346.8,,11371.4,860063.0750757123,-3670928.7063381756,860263.0750757124,-3671128.7063381756,637,39999.994954866095
638,98500896.66666667,,8996.666666666666,860063.0750757122,-3671128.706338175,860263.0750757123,-3671328.7063381746,638,40000.0190526189
639,98890075.0,,8173.0,860063.0750757122,-3671328.7063381746,860263.0750757124,-3671528.706338175,639,40000.0531173554
640,98892027.66666667,,12513.333333333334,860063.0750757124,-3671528.706338175,860263.0750757124,-3671728.706338175,640,39999.950674828
641,98503419.66666667,,10887.666666666666,860063.0750757124,-3671728.706338175,860263.0750757124,-3671928.7063381746,641,40000.0121410255
655,306400224.0,,12927.0,860263.0750757124,-3666928.706338175,860463.0750757124,-3667128.706338175,655,39999.9940873274
656,238067565.0,,27029.666666666668,860263.0750757124,-3667128.706338175,860463.0750757124,-3667328.7063381746,656,39999.9581095664
657,121600616.0,,54661.75,860263.0750757124,-3667328.7063381746,860463.0750757124,-3667528.706338175,657,40000.0747803248
658,39299996.5,,75242.5,860263.0750757124,-3667528.706338175,860463.0750757124,-3667728.7063381756,658,39999.9570175831
659,40217733.0,,110848.0,860263.0750757124,-3667728.7063381756,860463.0750757124,-3667928.706338175,659,40000.0292727466
660,80572973.0,,64388.0,860263.0750757124,-3667928.706338175,860463.0750757124,-3668128.7063381746,660,39999.9976928679
661,80572973.0,,64388.0,860263.0750757124,-3668128.7063381746,860463.0750757124,-3668328.706338175,661,39999.9331658209
662,168398154.0,,24463.0,860263.0750757124,-3668328.706338175,860463.0750757124,-3668528.706338175,662,40000.048354149505
663,168398146.66666666,,17020.333333333332,860263.0750757124,-3668528.706338175,860463.0750757124,-3668728.7063381746,663,39999.9720531815
664,168398135.0,,14571.0,860263.0750757124,-3668728.7063381746,860463.0750757124,-3668928.7063381746,664,39999.9831102317
668,102953216.33333333,,14328.333333333334,860263.0750757124,-3669528.706338175,860463.0750757124,-3669728.706338175,668,40000.0561181533
669,92538920.25,,16488.0,860263.0750757124,-3669728.706338175,860463.0750757124,-3669928.706338175,669,39999.9901194923
670,93555380.5,,10367.0,860263.0750757124,-3669928.706338175,860463.0750757124,-3670128.706338175,670,40000.03204612219
671,93884858.9,,10373.2,860263.0750757123,-3670128.7063381756,860463.0750757123,-3670328.7063381756,671,39999.915118232304
672,101815776.71428572,,10382.0,860263.0750757123,-3670328.706338175,860463.0750757123,-3670528.7063381746,672,40000.0543868579
673,121158476.33333333,,17622.0,860263.0750757124,-3670528.7063381746,860463.0750757124,-3670728.706338175,673,39999.9872149241
674,144239271.83333334,,17679.666666666668,860263.0750757124,-3670728.706338175,860463.0750757124,-3670928.706338175,674,39999.9785215331
675,130101291.16666667,,17753.0,860263.0750757124,-3670928.706338175,860463.0750757124,-3671128.706338175,675,39999.991912756
676,140857360.5,,20099.75,860263.0750757124,-3671128.706338175,860463.0750757124,-3671328.7063381746,676,40000.0264609682
677,110271116.33333333,,117236.66666666667,860263.0750757124,-3671328.7063381746,860463.0750757124,-3671528.706338175,677,39999.9730299733
678,82035432.33333333,,113157.66666666667,860263.0750757124,-3671528.706338175,860463.0750757124,-3671728.706338175,678,40000.0405650744
679,87264985.0,,112582.33333333333,860263.0750757124,-3671728.706338175,860463.0750757124,-3671928.7063381746,679,39999.9482924635
680,114192497.0,,13338.5,860263.0750757124,-3671928.7063381746,860463.0750757124,-3672128.7063381746,680,39999.998441724
681,102825408.4,,12863.2,860263.0750757124,-3672128.7063381746,860463.0750757124,-3672328.7063381756,681,40000.053897015896
682,57357048.0,,25791.0,860263.0750757124,-3672328.706338175,860463.0750757124,-3672528.706338175,682,39999.999926994504
694,308192033.0,,51819.0,860463.0750757124,-3667128.706338175,860663.0750757124,-3667328.7063381746,694,40000.0172232627
695,240739606.0,,27001.75,860463.0750757124,-3667328.7063381746,860663.0750757124,-3667528.706338175,695,39999.9755643406
696,240739599.5,,15326.5,860463.0750757124,-3667528.706338175,860663.0750757124,-3667728.7063381756,696,40000.0053482346
697,218255439.33333334,,20224.333333333332,860463.0750757124,-3667728.706338176,860663.0750757124,-3667928.706338175,697,39999.9630936401
698,194382615.25,,46322.25,860463.0750757124,-3667928.706338175,860663.0750757124,-3668128.7063381746,698,40000.0025834501
699,80573201.5,,82126.5,860463.0750757124,-3668128.7063381746,860663.0750757124,-3668328.706338175,699,40000.0417762368
700,168398605.0,,12948.0,860463.0750757124,-3668328.706338175,860663.0750757124,-3668528.706338175,700,39999.9986230252
701,168398605.0,,12948.0,860463.0750757124,-3668528.706338175,860663.0750757124,-3668728.7063381746,701,39999.999877827206
702,106565059.5,,12048.0,860463.0750757124,-3668728.7063381746,860663.0750757124,-3668928.7063381746,702,40000.0158233889
705,107660640.0,,18304.5,860463.0750757124,-3669328.706338175,860663.0750757124,-3669528.706338175,705,39999.9825035382
706,104036642.6,,21931.2,860463.0750757124,-3669528.7063381756,860663.0750757124,-3669728.7063381756,706,39999.9869755051
707,92711942.4,,16815.8,860463.0750757124,-3669728.7063381756,860663.0750757124,-3669928.7063381756,707,40000.0126046324
708,93498516.5,,9071.5,860463.0750757123,-3669928.706338175,860663.0750757123,-3670128.706338175,708,39999.962384162405
709,93558528.71428572,,13136.0,860463.0750757123,-3670128.706338175,860663.0750757123,-3670328.706338175,709,40000.0424288118
710,100470418.75,,12654.0,860463.0750757123,-3670328.706338175,860663.0750757123,-3670528.7063381746,710,39999.9692461777
711,106445514.0,,12865.416666666666,860463.0750757122,-3670528.7063381746,860663.0750757122,-3670728.706338175,711,39999.99927406011
712,114222317.0,,12698.454545454546,860463.0750757122,-3670728.706338175,860663.0750757122,-3670928.706338175,712,40000.04578726651
713,92720045.6,,16280.4,860463.0750757124,-3670928.7063381756,860663.0750757124,-3671128.7063381756,713,39999.9884938733
714,120466540.66666667,,31495.0,860463.0750757124,-3671128.706338175,860663.0750757124,-3671328.7063381746,714,39999.9849906378
715,89880295.66666667,,129968.66666666667,860463.0750757124,-3671328.7063381746,860663.0750757124,-3671528.706338175,715,39999.9877253709
716,49098630.0,,314750.0,860463.0750757124,-3671528.706338175,860663.0750757124,-3671728.706338175,716,40000.0209208058
717,49098630.0,,314750.0,860463.0750757124,-3671728.706338175,860663.0750757124,-3671928.7063381746,717,40000.0230652915
718,101173724.2,,73150.6,860463.0750757124,-3671928.7063381746,860663.0750757124,-3672128.7063381746,718,39999.974539870294
719,93870944.0,,64784.166666666664,860463.0750757124,-3672128.7063381746,860663.0750757124,-3672328.706338175,719,39999.980743936896
720,57357048.0,,25791.0,860463.0750757124,-3672328.706338175,860663.0750757124,-3672528.706338175,720,39999.986650175895
731,308192034.0,,53791.0,860663.0750757124,-3666928.706338175,860863.0750757123,-3667128.706338175,731,39999.9483996117
732,308192034.0,,53791.0,860663.0750757124,-3667128.706338175,860863.0750757123,-3667328.7063381746,732,40000.027482939906
733,308192057.4,,9758.2,860663.0750757124,-3667328.7063381746,860863.0750757123,-3667528.7063381756,733,39999.9486751574
734,308192051.1666667,,8870.0,860663.0750757124,-3667528.706338175,860863.0750757122,-3667728.706338175,734,40000.0421751201
735,308192020.0,,5671.0,860663.0750757124,-3667728.7063381756,860863.0750757123,-3667928.706338175,735,39999.9898198678
736,194382725.0,,52768.0,860663.0750757124,-3667928.706338175,860863.0750757123,-3668128.7063381746,736,40000.0788842812
737,80573430.0,,99865.0,860663.0750757124,-3668128.7063381746,860863.0750757123,-3668328.706338175,737,39999.8954023434
739,168398606.0,,39306.0,860663.0750757124,-3668528.706338175,860863.0750757123,-3668728.7063381746,739,39999.994725715296
740,106565060.0,,25227.0,860663.0750757124,-3668728.7063381746,860863.0750757123,-3668928.7063381746,740,40000.011752804
742,121720421.0,,50174.0,860663.0750757124,-3669128.706338175,860863.0750757123,-3669328.706338175,742,39999.9955184506
743,102975848.5,,21769.0,860663.0750757124,-3669328.706338175,860863.0750757122,-3669528.706338175,743,39999.99957351351
744,93604406.0,,21950.2,860663.0750757124,-3669528.7063381756,860863.0750757123,-3669728.7063381756,744,39999.9398753885
745,95473417.0,,23259.11111111111,860663.0750757123,-3669728.706338175,860863.0750757122,-3669928.706338175,745,40000.01418649201
746,100392824.625,,10369.875,860663.0750757123,-3669928.706338175,860863.0750757122,-3670128.706338175,746,40000.0350249805
747,102748079.5,,14213.833333333334,860663.0750757124,-3670128.706338175,860863.0750757122,-3670328.706338175,747,39999.9949784829
748,100498936.375,,15901.375,860663.0750757123,-3670328.706338175,860863.0750757122,-3670528.7063381746,748,40000.0208197501
749,129120879.85714285,,16554.14285714286,860663.0750757123,-3670528.7063381746,860863.0750757122,-3670728.706338175,749,40000.0239965613
750,110208901.83333333,,15636.5,860663.0750757124,-3670728.706338175,860863.0750757122,-3670928.706338175,750,39999.9122004866
751,103744221.0,,19217.5,860663.0750757124,-3670928.7063381756,860863.0750757123,-3671128.706338175,751,40000.0508993326
752,110013159.22222222,,13766.777777777777,860663.0750757123,-3671128.706338175,860863.0750757122,-3671328.7063381746,752,39999.9832619436
753,212582358.125,,59833.875,860663.0750757123,-3671328.7063381746,860863.0750757122,-3671528.706338175,753,40000.00015528971
754,267846343.75,,101923.25,860663.0750757124,-3671528.706338175,860863.0750757123,-3671728.706338175,754,39999.982289241896
755,49098630.0,,314750.0,860663.0750757124,-3671728.706338175,860863.0750757123,-3671928.7063381746,755,40000.0526487513
756,49098630.0,,314750.0,860663.0750757124,-3671928.7063381746,860863.0750757123,-3672128.7063381746,756,40000.0332535367
757,49098630.0,,314750.0,860663.0750757124,-3672128.7063381746,860863.0750757123,-3672328.706338175,757,39999.957600078
769,308192035.5,,33528.5,860863.0750757123,-3666928.706338175,861063.0750757124,-3667128.706338175,769,40000.0028318879
770,308192039.3333333,,25107.666666666668,860863.0750757124,-3667128.706338175,861063.0750757124,-3667328.7063381746,770,39999.9507084048
771,308192041.25,,6850.5,860863.0750757123,-3667328.7063381746,861063.0750757124,-3667528.706338175,771,40000.029666958
772,275675104.71428573,,15969.142857142857,860863.0750757122,-3667528.706338175,861063.0750757123,-3667728.706338175,772,39999.977816367995
773,156446308.33333334,,59987.333333333336,860863.0750757124,-3667728.706338176,861063.0750757124,-3667928.706338175,773,40000.023555048
774,80573431.5,,87090.0,860863.0750757123,-3667928.706338175,861063.0750757124,-3668128.7063381746,774,39999.9543607852
775,80573430.0,,99865.0,860863.0750757123,-3668128.7063381746,861063.0750757124,-3668328.706338175,775,40000.0806318688
777,168398606.0,,39306.0,860863.0750757123,-3668528.706338175,861063.0750757124,-3668728.7063381746,777,40000.0227603275
778,168398606.0,,39306.0,860863.0750757123,-3668728.7063381746,861063.0750757124,-3668928.7063381746,778,39999.980305914796
779,121720421.0,,50174.0,860863.0750757123,-3668928.7063381746,861063.0750757124,-3669128.706338175,779,40000.0242652616
780,149550641.25,,22103.0,860863.0750757123,-3669128.706338175,861063.0750757124,-3669328.706338175,780,39999.9476959526
781,101683516.83333333,,18500.166666666668,860863.0750757122,-3669328.706338175,861063.0750757124,-3669528.706338175,781,40000.0507227547
782,95997588.8888889,,24592.777777777777,860863.0750757122,-3669528.706338175,861063.0750757123,-3669728.706338175,782,40000.0285368284
783,98956812.5,,34341.5,860863.0750757123,-3669728.706338175,861063.0750757124,-3669928.706338175,783,39999.9678404682
784,101906362.8,,39831.2,860863.0750757123,-3669928.7063381756,861063.0750757124,-3670128.7063381756,784,40000.0047239996
785,101732225.8,,30110.4,860863.0750757123,-3670128.7063381756,861063.0750757124,-3670328.7063381756,785,40000.0413095323
786,103075823.375,,17761.875,860863.0750757122,-3670328.706338175,861063.0750757123,-3670528.7063381746,786,39999.952689147794
787,121342568.0,,16940.75,860863.0750757122,-3670528.7063381746,861063.0750757123,-3670728.706338175,787,39999.9774966521
788,115309209.71428572,,21768.0,860863.0750757122,-3670728.706338175,861063.0750757123,-3670928.706338175,788,40000.04115097499
789,113800950.16666667,,19243.333333333332,860863.0750757122,-3670928.706338175,861063.0750757124,-3671128.706338175,789,40000.0001159285
790,113801280.33333333,,12209.666666666666,860863.0750757122,-3671128.706338175,861063.0750757123,-3671328.7063381746,790,40000.0240268865
791,200828045.0,,24978.6,860863.0750757123,-3671328.7063381746,861063.0750757124,-3671528.7063381756,791,39999.9563031595
792,243541042.66666666,,134866.33333333334,860863.0750757124,-3671528.706338175,861063.0750757124,-3671728.706338175,792,39999.9898642946
793,49098630.0,,314750.0,860863.0750757123,-3671728.706338175,861063.0750757124,-3671928.7063381746,793,39999.9709607189
794,49098630.0,,314750.0,860863.0750757123,-3671928.7063381746,861063.0750757124,-3672128.7063381746,794,40000.0263042592
807,308192033.0,,11286.0,861063.0750757124,-3666928.706338175,861263.0750757124,-3667128.706338175,807,40000.029893216604
808,308192039.0,,7102.714285714285,861063.0750757123,-3667128.706338175,861263.0750757123,-3667328.7063381746,808,40000.0440814019
809,308192043.0,,6805.375,861063.0750757123,-3667328.7063381746,861263.0750757123,-3667528.706338175,809,39999.975985060904
810,282901082.4444444,,13751.666666666666,861063.0750757123,-3667528.706338175,861263.0750757123,-3667728.706338175,810,39999.962542599904
811,80573433.5,,83657.0,861063.0750757124,-3667728.7063381756,861263.0750757124,-3667928.706338175,811,40000.0075870161
812,66509710.0,,73513.33333333333,861063.0750757124,-3667928.706338175,861263.0750757124,-3668128.7063381746,812,40000.0261712182
818,217264181.66666666,,15230.666666666666,861063.0750757124,-3669128.706338175,861263.0750757124,-3669328.706338175,818,40000.0206535259
819,146601275.42857143,,14418.0,861063.0750757123,-3669328.706338175,861263.0750757123,-3669528.706338175,819,39999.983106056
820,93603730.28571428,,12834.285714285714,861063.0750757123,-3669528.706338175,861263.0750757123,-3669728.706338175,820,39999.99282980439
821,96297055.375,,21725.875,861063.0750757123,-3669728.706338175,861263.0750757123,-3669928.706338175,821,40000.0469583146
822,101984209.8,,37890.6,861063.0750757124,-3669928.7063381756,861263.0750757124,-3670128.7063381756,822,39999.9805826586
823,113961668.0,,53753.5,861063.0750757124,-3670128.706338175,861263.0750757124,-3670328.706338175,823,39999.9632966414
824,97742960.0,,23391.4,861063.0750757124,-3670328.7063381756,861263.0750757124,-3670528.7063381746,824,40000.0156171532
825,92711470.8,,18345.0,861063.0750757124,-3670528.7063381746,861263.0750757124,-3670728.7063381756,825,39999.9651202475
826,97495438.25,,28521.25,861063.0750757124,-3670728.706338175,861263.0750757124,-3670928.7063381756,826,40000.055050009105
827,113800752.0,,14989.125,861063.0750757123,-3670928.706338175,861263.0750757123,-3671128.706338175,827,39999.9769366444
828,113800747.33333333,,13567.833333333334,861063.0750757124,-3671128.706338175,861263.0750757124,-3671328.7063381746,828,40000.0122202785
829,175962946.85714287,,17498.285714285714,861063.0750757123,-3671328.7063381746,861263.0750757123,-3671528.706338175,829,39999.99315939479
830,194930440.0,,193729.5,861063.0750757124,-3671528.706338175,861263.0750757124,-3671728.706338175,830,40000.011069184904
831,194930440.0,,193729.5,861063.0750757124,-3671728.706338175,861263.0750757124,-3671928.7063381746,831,39999.9914150931
845,308192040.0,,17548.5,861263.0750757124,-3666928.706338175,861463.0750757124,-3667128.706338175,845,40000.003431890094
846,308192043.4,,10186.4,861263.0750757124,-3667128.7063381756,861463.0750757124,-3667328.7063381746,846,40000.017808975
847,308192037.1111111,,6206.666666666667,861263.0750757123,-3667328.7063381746,861463.0750757123,-3667528.706338175,847,39999.96108051831
848,279739705.0,,21203.375,861263.0750757123,-3667528.706338175,861463.0750757123,-3667728.706338175,848,40000.0606706053
849,232319176.33333334,,38958.666666666664,861263.0750757124,-3667728.706338176,861463.0750757124,-3667928.706338175,849,40000.015387044
850,218255452.66666666,,25701.0,861263.0750757124,-3667928.706338175,861463.0750757124,-3668128.7063381746,850,39999.9354418587
851,117896644.33333333,,59902.0,861263.0750757124,-3668128.7063381746,861463.0750757124,-3668328.706338175,851,40000.029427539
852,157654395.0,,52100.0,861263.0750757124,-3668328.706338175,861463.0750757124,-3668528.706338175,852,40000.020579372795
853,157654300.5,,49082.0,861263.0750757124,-3668528.706338175,861463.0750757124,-3668728.7063381746,853,39999.9937927855
854,157654171.5,,67236.0,861263.0750757124,-3668728.7063381746,861463.0750757124,-3668928.7063381746,854,40000.0011070273
855,157654137.0,,88408.0,861263.0750757124,-3668928.7063381746,861463.0750757124,-3669128.706338175,855,39999.9802068443
856,231795469.33333334,,37005.666666666664,861263.0750757124,-3669128.706338175,861463.0750757124,-3669328.706338175,856,40000.0503577562
857,268890498.0,,16560.0,861263.0750757124,-3669328.706338175,861463.0750757124,-3669528.706338175,857,39999.9477842758
858,93935960.33333333,,10973.833333333334,861263.0750757124,-3669528.706338175,861463.0750757124,-3669728.706338175,858,40000.012655562496
859,93715313.33333333,,11695.111111111111,861263.0750757123,-3669728.706338175,861463.0750757123,-3669928.706338175,859,39999.97380621109
860,97021313.0,,19457.666666666668,861263.0750757124,-3669928.706338175,861463.0750757124,-3670128.706338175,860,40000.022231244104
861,100151057.375,,21588.375,861263.0750757123,-3670128.706338175,861463.0750757123,-3670328.706338175,861,39999.9771971302
862,95091860.375,,10934.25,861263.0750757123,-3670328.706338175,861463.0750757123,-3670528.7063381746,862,39999.9980075353
863,91451166.8888889,,9783.111111111111,861263.0750757123,-3670528.7063381746,861463.0750757123,-3670728.706338175,863,40000.045545965
864,132524233.625,,23557.625,861263.0750757123,-3670728.706338175,861463.0750757123,-3670928.706338175,864,39999.9670086113
865,113803896.5,,13275.9,861263.0750757123,-3670928.7063381756,861463.0750757123,-3671128.7063381756,865,40000.0297899362
866,113805988.125,,8144.375,861263.0750757123,-3671128.706338175,861463.0750757123,-3671328.7063381746,866,39999.9133895724
867,170541124.5,,24116.75,861263.0750757124,-3671328.7063381746,861463.0750757124,-3671528.706338175,867,40000.0957712782
868,340762250.0,,72709.0,861263.0750757124,-3671528.706338175,861463.0750757124,-3671728.706338175,868,40000.0002093173
883,308192051.0,,25791.0,861463.0750757124,-3666928.706338175,861663.0750757123,-3667128.706338175,883,39999.966381912
884,308192039.25,,10533.25,861463.0750757124,-3667128.706338175,861663.0750757123,-3667328.7063381746,884,39999.9706556865
885,308192037.5,,7859.5,861463.0750757123,-3667328.7063381746,861663.0750757122,-3667528.706338175,885,40000.0325291359
886,262668315.4,,34176.8,861463.0750757124,-3667528.7063381756,861663.0750757123,-3667728.7063381756,886,39999.9607152631
887,232319177.33333334,,38957.0,861463.0750757124,-3667728.706338176,861663.0750757124,-3667928.706338175,887,40000.0005433744
888,203104909.0,,37869.5,861463.0750757124,-3667928.706338175,861663.0750757123,-3668128.7063381746,888,40000.0139229942
889,157653645.66666666,,69946.33333333333,861463.0750757124,-3668128.7063381746,861663.0750757124,-3668328.706338175,889,40000.0158443702
890,157653934.5,,94983.75,861463.0750757124,-3668328.706338175,861663.0750757123,-3668528.706338175,890,39999.9466722695
891,157654038.0,,122238.0,861463.0750757124,-3668528.706338175,861663.0750757123,-3668728.7063381746,891,40000.0355412288
892,157654071.0,,110961.33333333333,861463.0750757124,-3668728.7063381746,861663.0750757124,-3668928.7063381746,892,39999.954608384505
893,157654136.5,,61766.5,861463.0750757124,-3668928.7063381746,861663.0750757123,-3669128.706338175,893,40000.0149624902
894,231795467.5,,34007.166666666664,861463.0750757124,-3669128.706338175,861663.0750757122,-3669328.706338175,894,39999.96784194
895,268866133.6666667,,21876.333333333332,861463.0750757124,-3669328.706338175,861663.0750757124,-3669528.706338175,895,40000.0648872547
896,119494801.85714285,,10016.714285714286,861463.0750757123,-3669528.706338175,861663.0750757122,-3669728.706338175,896,40000.0106855497
897,94378654.66666667,,10309.555555555555,861463.0750757123,-3669728.706338175,861663.0750757122,-3669928.706338175,897,39999.9729498304
898,96690161.0,,7185.6,861463.0750757123,-3669928.7063381756,861663.0750757123,-3670128.7063381756,898,39999.97127680679
899,97915327.875,,6612.625,861463.0750757123,-3670128.706338175,861663.0750757122,-3670328.706338175,899,40000.0419352733
900,97850279.9090909,,5877.363636363636,861463.0750757122,-3670328.706338175,861663.0750757122,-3670528.7063381746,900,39999.975378350195
901,94762207.83333333,,5839.333333333333,861463.0750757122,-3670528.7063381746,861663.0750757122,-3670728.706338175,901,40000.0221692758
902,157673159.8,,22451.8,861463.0750757124,-3670728.7063381756,861663.0750757123,-3670928.7063381756,902,39999.9997273475
903,122244650.25,,26774.75,861463.0750757124,-3670928.7063381756,861663.0750757123,-3671128.706338175,903,39999.9863072198
904,113811226.0,,7012.5,861463.0750757124,-3671128.706338175,861663.0750757123,-3671328.7063381746,904,40000.0545591403
922,308192063.0,,5960.0,861663.0750757123,-3667128.706338175,861863.0750757124,-3667328.7063381746,922,39999.9828369621
