fishnet-ID,osm_id,admin_leve,block area,left,top,right,bottom,id,fishnet-area
172,121821825.0,,73793.33333333333,857663.0750757122,-3669128.706338175,857863.0750757124,-3669328.706338175,172,39999.9475098424
173,121821818.0,,121192.0,857663.0750757123,-3669328.706338175,857863.0750757124,-3669528.706338175,173,40000.0206739938
174,121821819.66666667,,95760.66666666667,857663.0750757124,-3669528.706338175,857863.0750757124,-3669728.706338175,174,39999.979393521404
175,121821817.0,,116870.0,857663.0750757123,-3669728.706338175,857863.0750757124,-3669928.706338175,175,39999.9537412052
177,111625495.0,,28220.0,857663.0750757123,-3670128.706338175,857863.0750757124,-3670328.706338175,177,40000.0212897918
178,111625498.0,,24820.0,857663.0750757123,-3670328.706338175,857863.0750757124,-3670528.7063381746,178,40000.000351428396
179,152181711.0,,13841.4,857663.0750757123,-3670528.7063381746,857863.0750757124,-3670728.7063381756,179,40000.0118578129
180,101860057.5,,5089.75,857663.0750757123,-3670728.706338175,857863.0750757124,-3670928.7063381756,180,39999.9734973452
202,96996948.2,,6411.8,857863.0750757124,-3667528.7063381756,858063.0750757124,-3667728.7063381756,202,39999.9876435166
203,102743437.83333333,,9897.833333333334,857863.0750757124,-3667728.706338175,858063.0750757124,-3667928.706338175,203,39999.993162030296
204,131133398.33333333,,35088.333333333336,857863.0750757124,-3667928.706338175,858063.0750757124,-3668128.7063381746,204,39999.9695117292
205,131135615.33333333,,32799.666666666664,857863.0750757124,-3668128.7063381746,858063.0750757124,-3668328.706338175,205,40000.0726509846
206,114243738.75,,23457.75,857863.0750757124,-3668328.706338175,858063.0750757124,-3668528.706338175,206,39999.977323959
207,114243048.33333333,,18896.5,857863.0750757124,-3668528.706338175,858063.0750757124,-3668728.7063381746,207,39999.95453074021
208,118032099.0,,30811.0,857863.0750757124,-3668728.7063381746,858063.0750757124,-3668928.7063381746,208,40000.0718281466
209,121821832.5,,70734.5,857863.0750757124,-3668928.7063381746,858063.0750757124,-3669128.706338175,209,39999.9764849486
210,121821831.0,,67104.0,857863.0750757124,-3669128.706338175,858063.0750757124,-3669328.706338175,210,39999.9967572342
211,121821824.5,,100968.0,857863.0750757124,-3669328.706338175,858063.0750757124,-3669528.706338175,211,39999.9869254479
212,121821819.0,,125514.0,857863.0750757124,-3669528.706338175,858063.0750757124,-3669728.706338175,212,40000.0113162878
215,86946026.66666667,,35729.333333333336,857863.0750757124,-3670128.706338175,858063.0750757124,-3670328.706338175,215,39999.9555804872
216,88598367.75,,33815.25,857863.0750757124,-3670328.706338175,858063.0750757124,-3670528.7063381746,216,39999.9946993261
217,135223117.85714287,,10200.142857142857,857863.0750757123,-3670528.7063381746,858063.0750757123,-3670728.706338175,217,40000.0063955686
218,101861239.875,,4502.5,857863.0750757123,-3670728.706338175,858063.0750757123,-3670928.706338175,218,40000.0449196764
239,99814456.0,,44553.0,858063.0750757124,-3667328.7063381746,858263.0750757124,-3667528.706338175,239,40000.0027082765
240,97399445.71428572,,9480.42857142857,858063.0750757123,-3667528.706338175,858263.0750757123,-3667728.706338175,240,39999.97512137269
241,90459489.16666667,,8251.25,858063.0750757122,-3667728.706338175,858263.0750757122,-3667928.706338175,241,39999.96876742529
242,86769904.33333333,,17033.833333333332,858063.0750757124,-3667928.706338175,858263.0750757124,-3668128.7063381746,242,40000.0611722386
243,101475067.0,,17938.5,858063.0750757124,-3668128.7063381746,858263.0750757124,-3668328.706338175,243,39999.961634022795
244,131088716.25,,22041.0,858063.0750757124,-3668328.706338175,858263.0750757124,-3668528.706338175,244,39999.9823893906
245,117275644.0,,22121.4,858063.0750757124,-3668528.7063381756,858263.0750757124,-3668728.7063381746,245,40000.0243761062
246,121821826.2,,32633.0,858063.0750757124,-3668728.7063381746,858263.0750757124,-3668928.7063381746,246,39999.9613907875
247,121821829.8,,51239.0,858063.0750757124,-3668928.7063381746,858263.0750757124,-3669128.7063381756,247,39999.9709377525
248,96019216.0,,74307.0,858063.0750757124,-3669128.706338175,858263.0750757124,-3669328.706338175,248,40000.049468774196
249,104083365.25,,78650.75,858063.0750757124,-3669328.706338175,858263.0750757124,-3669528.706338175,249,40000.003284610604
250,125048822.5,,74734.0,858063.0750757124,-3669528.706338175,858263.0750757124,-3669728.706338175,250,40000.0222620998
252,111624031.0,,12950.0,858063.0750757124,-3669928.706338175,858263.0750757124,-3670128.706338175,252,39999.9490335843
253,86945538.0,,29168.0,858063.0750757124,-3670128.706338175,858263.0750757124,-3670328.706338175,253,40000.0110601318
254,86945536.66666667,,27597.666666666668,858063.0750757124,-3670328.706338175,858263.0750757124,-3670528.7063381746,254,40000.006427707995
255,77668303.0,,30490.666666666668,858063.0750757124,-3670528.7063381746,858263.0750757124,-3670728.706338175,255,39999.9855904345
256,101862426.4,,4084.8,858063.0750757124,-3670728.7063381756,858263.0750757124,-3670928.7063381756,256,39999.9915763544
276,99814450.0,,8371.0,858263.0750757124,-3667128.706338175,858463.0750757123,-3667328.7063381746,276,40000.0606941023
277,99814451.0,,15468.8,858263.0750757124,-3667328.7063381746,858463.0750757123,-3667528.7063381756,277,40000.0008802381
278,166298430.25,,28628.25,858263.0750757124,-3667528.706338175,858463.0750757123,-3667728.7063381756,278,40000.001482311
279,108464145.8,,13557.4,858263.0750757124,-3667728.7063381756,858463.0750757123,-3667928.7063381756,279,40000.0009257602
280,74421117.25,,12458.25,858263.0750757124,-3667928.706338175,858463.0750757123,-3668128.7063381746,280,39999.994469833
281,94805909.125,,6330.25,858263.0750757123,-3668128.7063381746,858463.0750757122,-3668328.706338175,281,39999.977389059
282,130901367.33333333,,17731.333333333332,858263.0750757124,-3668328.706338175,858463.0750757124,-3668528.706338175,282,40000.0628988962
283,119295573.0,,26977.666666666668,858263.0750757124,-3668528.706338175,858463.0750757124,-3668728.7063381746,283,39999.9741785342
284,121821825.75,,23129.0,858263.0750757124,-3668728.7063381746,858463.0750757123,-3668928.7063381746,284,40000.0057334955
285,96019214.0,,60450.333333333336,858263.0750757124,-3668928.7063381746,858463.0750757124,-3669128.706338175,285,40000.0249014589
286,83117908.0,,82567.5,858263.0750757124,-3669128.706338175,858463.0750757123,-3669328.706338175,286,39999.9408967098
287,86344906.0,,56333.5,858263.0750757124,-3669328.706338175,858463.0750757123,-3669528.706338175,287,40000.036110358
288,83760677.0,,47041.5,858263.0750757124,-3669528.706338175,858463.0750757123,-3669728.706338175,288,40000.0113490946
289,39245528.0,,70129.0,858263.0750757124,-3669728.706338175,858463.0750757123,-3669928.706338175,289,39999.9488728706
290,78435933.5,,65517.0,858263.0750757124,-3669928.706338175,858463.0750757123,-3670128.706338175,290,39999.9992637577
291,117625300.5,,44442.0,858263.0750757124,-3670128.706338175,858463.0750757123,-3670328.706338175,291,40000.0549554737
292,94616516.75,,39078.5,858263.0750757124,-3670328.706338175,858463.0750757123,-3670528.7063381746,292,39999.9915955729
293,77957477.5,,45298.0,858263.0750757124,-3670528.7063381746,858463.0750757123,-3670728.706338175,293,39999.9971521814
294,118326404.33333333,,10814.666666666666,858263.0750757124,-3670728.706338175,858463.0750757124,-3670928.706338176,294,39999.9659227375
295,118326419.0,,5074.0,858263.0750757124,-3670928.7063381756,858463.0750757123,-3671128.706338175,295,40000.004521853996
314,99814450.0,,8371.0,858463.0750757123,-3667128.706338175,858663.0750757124,-3667328.7063381746,314,39999.9507430427
315,126408042.2,,14220.2,858463.0750757123,-3667328.7063381746,858663.0750757124,-3667528.7063381756,315,39999.9892864888
316,232782408.5,,27007.5,858463.0750757123,-3667528.706338175,858663.0750757124,-3667728.7063381756,316,40000.0219346315
317,232782409.66666666,,59933.0,858463.0750757124,-3667728.706338176,858663.0750757124,-3667928.706338175,317,40000.043086983
318,124027881.6,,26962.8,858463.0750757123,-3667928.7063381756,858663.0750757124,-3668128.7063381746,318,39999.966665501095
319,96838596.55555555,,5855.777777777777,858463.0750757122,-3668128.7063381746,858663.0750757123,-3668328.706338175,319,39999.992816763806
320,109585119.57142857,,10869.57142857143,858463.0750757122,-3668328.706338175,858663.0750757123,-3668528.706338175,320,39999.965317943504
321,110441060.5,,16529.0,858463.0750757123,-3668528.706338175,858663.0750757124,-3668728.7063381746,321,40000.0507027147
322,98486959.66666667,,7940.833333333333,858463.0750757122,-3668728.7063381746,858663.0750757124,-3668928.7063381746,322,40000.0058164793
323,93819782.42857143,,5149.428571428572,858463.0750757122,-3668928.7063381746,858663.0750757123,-3669128.706338175,323,39999.9653461467
324,77351724.33333333,,31885.333333333332,858463.0750757124,-3669128.706338175,858663.0750757124,-3669328.706338175,324,40000.0451207781
326,88918812.75,,28048.75,858463.0750757123,-3669528.706338175,858663.0750757124,-3669728.706338175,326,39999.9794919245
327,98031140.5,,35938.25,858463.0750757123,-3669728.706338175,858663.0750757124,-3669928.706338175,327,40000.0359604773
328,117626327.66666667,,30475.0,858463.0750757124,-3669928.706338175,858663.0750757124,-3670128.706338175,328,40000.0715314313
329,117625811.25,,29851.0,858463.0750757123,-3670128.706338175,858663.0750757124,-3670328.706338175,329,39999.9208367353
330,113625839.0,,31806.0,858463.0750757124,-3670328.706338175,858663.0750757124,-3670528.7063381746,330,39999.9764112746
331,116412182.71428572,,14085.857142857143,858463.0750757122,-3670528.7063381746,858663.0750757123,-3670728.706338175,331,40000.03260390511
332,118326403.08333333,,7311.833333333333,858463.0750757122,-3670728.706338175,858663.0750757122,-3670928.706338175,332,40000.02776281541
333,103553080.0,,91022.0,858463.0750757123,-3670928.7063381756,858663.0750757124,-3671128.706338175,333,39999.989909885204
354,232782408.0,,36160.0,858663.0750757124,-3667528.706338175,858863.0750757124,-3667728.7063381756,354,40000.015815465296
355,232782409.66666666,,59933.0,858663.0750757124,-3667728.706338176,858863.0750757124,-3667928.706338175,355,39999.9678841763
356,232782410.5,,71819.5,858663.0750757124,-3667928.706338175,858863.0750757124,-3668128.7063381746,356,39999.972140580496
357,130824160.5,,34350.25,858663.0750757124,-3668128.7063381746,858863.0750757124,-3668328.706338175,357,40000.0264676425
358,98175204.5,,7135.5,858663.0750757124,-3668328.706338175,858863.0750757124,-3668528.706338175,358,40000.0357153081
359,98174587.25,,6850.75,858663.0750757124,-3668528.706338175,858863.0750757124,-3668728.7063381746,359,39999.9642170953
360,93555694.85714285,,5671.142857142857,858663.0750757123,-3668728.7063381746,858863.0750757123,-3668928.7063381746,360,39999.9952590087
361,113535735.25,,5821.916666666667,858663.0750757122,-3668928.7063381746,858863.0750757122,-3669128.706338175,361,39999.9885863209
362,131439109.85714285,,19274.85714285714,858663.0750757123,-3669128.706338175,858863.0750757123,-3669328.706338175,362,39999.9966320997
364,99401687.5,,20469.0,858663.0750757124,-3669528.706338175,858863.0750757124,-3669728.706338175,364,40000.0248146246
365,110336033.4,,34286.4,858663.0750757124,-3669728.7063381756,858863.0750757124,-3669928.7063381756,365,39999.968356733596
366,117625476.2,,42944.8,858663.0750757124,-3669928.7063381756,858863.0750757124,-3670128.7063381756,366,39999.991100973304
367,115416184.33333333,,34812.666666666664,858663.0750757124,-3670128.706338175,858863.0750757124,-3670328.706338175,367,40000.0209620496
368,117624159.0,,26560.5,858663.0750757124,-3670328.706338175,858863.0750757124,-3670528.7063381746,368,39999.989810112995
369,118150828.5,,15226.75,858663.0750757124,-3670528.7063381746,858863.0750757124,-3670728.706338175,369,40000.0069566545
370,118326396.72727273,,5656.818181818182,858663.0750757122,-3670728.706338175,858863.0750757122,-3670928.706338175,370,39999.98173392341
371,88779741.0,,176970.0,858663.0750757124,-3670928.7063381756,858863.0750757124,-3671128.706338175,371,40000.0094932808
372,88779741.0,,176970.0,858663.0750757124,-3671128.706338175,858863.0750757124,-3671328.7063381746,372,39999.9986429797
373,88779741.0,,176970.0,858663.0750757124,-3671328.7063381746,858863.0750757124,-3671528.706338175,373,39999.9725404907
393,232782410.0,,120745.0,858863.0750757124,-3667728.7063381756,859063.0750757124,-3667928.706338175,393,39999.9943644476
394,232782410.0,,120745.0,858863.0750757124,-3667928.706338175,859063.0750757124,-3668128.7063381746,394,40000.0220620934
395,166866142.85714287,,22952.285714285714,858863.0750757123,-3668128.7063381746,859063.0750757123,-3668328.706338175,395,40000.048590385406
396,97642716.5,,6898.2,858863.0750757123,-3668328.7063381756,859063.0750757123,-3668528.7063381756,396,39999.912199220205
397,97750947.57142857,,6642.285714285715,858863.0750757123,-3668528.706338175,859063.0750757123,-3668728.7063381746,397,40000.057734513895
398,94611062.625,,7434.0,858863.0750757123,-3668728.7063381746,859063.0750757123,-3668928.7063381746,398,39999.9861533173
399,147511107.55555555,,9646.222222222223,858863.0750757123,-3668928.7063381746,859063.0750757123,-3669128.706338175,399,40000.0329871467
400,159653911.0,,31713.75,858863.0750757124,-3669128.706338175,859063.0750757124,-3669328.706338175,400,39999.9776133154
401,44413986.0,,88713.0,858863.0750757124,-3669328.706338175,859063.0750757124,-3669528.706338175,401,39999.985550953505
402,93116936.66666667,,16537.333333333332,858863.0750757124,-3669528.706338175,859063.0750757124,-3669728.706338175,402,39999.9996854021
403,114350117.8,,22782.6,858863.0750757124,-3669728.7063381756,859063.0750757124,-3669928.7063381756,403,40000.0070160215
404,144543348.25,,23328.5,858863.0750757124,-3669928.706338175,859063.0750757124,-3670128.706338175,404,39999.9616695335
405,114973697.0,,37892.0,858863.0750757124,-3670128.7063381756,859063.0750757124,-3670328.7063381756,405,40000.0179058037
406,117799712.625,,25641.75,858863.0750757123,-3670328.706338175,859063.0750757123,-3670528.7063381746,406,40000.0308547603
407,118226081.14285715,,13621.142857142857,858863.0750757123,-3670528.7063381746,859063.0750757123,-3670728.706338175,407,39999.966908582406
408,118326404.22222222,,4102.222222222223,858863.0750757123,-3670728.706338175,859063.0750757123,-3670928.706338175,408,40000.027847733
409,88779741.0,,176970.0,858863.0750757124,-3670928.7063381756,859063.0750757124,-3671128.706338175,409,39999.9969289348
410,88779741.0,,176970.0,858863.0750757124,-3671128.706338175,859063.0750757124,-3671328.7063381746,410,39999.9750675847
411,88779741.0,,176970.0,858863.0750757124,-3671328.7063381746,859063.0750757124,-3671528.706338175,411,40000.0463183522
412,88779741.0,,176970.0,858863.0750757124,-3671528.706338175,859063.0750757124,-3671728.706338175,412,39999.970610575096
429,99573943.0,,9401.0,859063.0750757124,-3667328.7063381746,859263.0750757123,-3667528.706338175,429,39999.9776593509
432,270408310.0,,9458.0,859063.0750757124,-3667928.706338175,859263.0750757123,-3668128.7063381746,432,40000.0174498294
433,201867795.0,,7003.2,859063.0750757124,-3668128.7063381746,859263.0750757123,-3668328.7063381756,433,39999.9301772592
434,140789875.875,,6072.5,859063.0750757123,-3668328.706338175,859263.0750757122,-3668528.706338175,434,40000.06586182181
435,97318566.0,,9027.444444444445,859063.0750757123,-3668528.706338175,859263.0750757122,-3668728.7063381746,435,39999.945304808796
436,95801763.0,,9961.5,859063.0750757123,-3668728.7063381746,859263.0750757122,-3668928.7063381746,436,40000.03650624649
437,93823988.75,,10799.5,859063.0750757124,-3668928.7063381746,859263.0750757123,-3669128.706338175,437,40000.0246257934
438,93823985.0,,5532.0,859063.0750757124,-3669128.706338175,859263.0750757123,-3669328.706338175,438,39999.9517695666
440,79907182.5,,11174.25,859063.0750757124,-3669528.706338175,859263.0750757123,-3669728.706338175,440,40000.0134093815
441,97999020.5,,13180.166666666666,859063.0750757124,-3669728.706338175,859263.0750757122,-3669928.706338175,441,39999.9676581744
442,116386838.23076923,,15211.923076923076,859063.0750757122,-3669928.706338175,859263.0750757122,-3670128.706338175,442,40000.01317499391
443,113206691.83333333,,14135.5,859063.0750757124,-3670128.706338175,859263.0750757122,-3670328.706338175,443,40000.0266109516
444,124604161.16666667,,22305.333333333332,859063.0750757124,-3670328.706338175,859263.0750757122,-3670528.7063381746,444,39999.94076185481
445,124008318.57142857,,13323.714285714286,859063.0750757123,-3670528.7063381746,859263.0750757122,-3670728.706338175,445,40000.058195006095
446,118326407.44444445,,6421.111111111111,859063.0750757123,-3670728.706338175,859263.0750757122,-3670928.706338175,446,39999.9334594044
447,103553080.5,,91949.5,859063.0750757124,-3670928.7063381756,859263.0750757123,-3671128.706338175,447,40000.0110861786
448,88779741.0,,176970.0,859063.0750757124,-3671128.706338175,859263.0750757123,-3671328.7063381746,448,40000.0015573369
449,88779741.0,,176970.0,859063.0750757124,-3671328.7063381746,859263.0750757123,-3671528.706338175,449,40000.023489057996
450,99668450.0,,3487.0,859063.0750757124,-3671528.706338175,859263.0750757123,-3671728.706338175,450,40000.0236387505
466,99574917.33333333,,10018.666666666666,859263.0750757124,-3667128.706338175,859463.0750757124,-3667328.7063381746,466,40000.0541886655
467,99572320.625,,15669.0,859263.0750757122,-3667328.7063381746,859463.0750757123,-3667528.706338175,467,39999.969177141604
468,99570805.0,,19143.666666666668,859263.0750757124,-3667528.706338175,859463.0750757124,-3667728.706338176,468,39999.9746089236
469,99561613.0,,42084.0,859263.0750757123,-3667728.7063381756,859463.0750757124,-3667928.706338175,469,40000.0459788701
473,96988418.0,,11107.5,859263.0750757123,-3668528.706338175,859463.0750757124,-3668728.7063381746,473,40000.039899561496
474,96988421.625,,7309.5,859263.0750757122,-3668728.7063381746,859463.0750757123,-3668928.7063381746,474,39999.957546392696
475,96988427.25,,6050.75,859263.0750757123,-3668928.7063381746,859463.0750757124,-3669128.706338175,475,39999.9617600814
477,161870088.5,,18346.0,859263.0750757123,-3669328.706338175,859463.0750757124,-3669528.706338175,477,39999.942207747
478,105887291.0,,10662.833333333334,859263.0750757122,-3669528.706338175,859463.0750757124,-3669728.706338175,478,40000.0108966115
479,94280654.375,,12508.875,859263.0750757122,-3669728.706338175,859463.0750757123,-3669928.706338175,479,40000.0027205983
480,97075883.5,,12480.4,859263.0750757123,-3669928.7063381756,859463.0750757123,-3670128.7063381756,480,40000.02783999771
481,101881829.4,,11496.8,859263.0750757123,-3670128.7063381756,859463.0750757124,-3670328.7063381756,481,39999.932219148905
482,112131530.2,,11611.6,859263.0750757123,-3670328.7063381756,859463.0750757124,-3670528.7063381746,482,40000.0650795771
483,128269756.0,,13352.0,859263.0750757123,-3670528.7063381746,859463.0750757124,-3670728.706338175,483,39999.947383150495
484,121167365.85714285,,9922.57142857143,859263.0750757122,-3670728.706338175,859463.0750757123,-3670928.706338175,484,40000.0852489075
485,118326403.33333333,,8440.333333333334,859263.0750757124,-3670928.706338176,859463.0750757124,-3671128.706338175,485,39999.9501556704
486,99668435.0,,26388.0,859263.0750757123,-3671128.706338175,859463.0750757124,-3671328.7063381746,486,40000.0276632315
487,99668452.0,,9725.5,859263.0750757123,-3671328.7063381746,859463.0750757124,-3671528.706338175,487,39999.9685449145
488,99668456.75,,9288.5,859263.0750757123,-3671528.706338175,859463.0750757124,-3671728.706338175,488,40000.0071745446
489,69762724.5,,40678.5,859263.0750757123,-3671728.706338175,859463.0750757124,-3671928.7063381746,489,40000.0072206315
490,303760670.0,,35435.0,859263.0750757123,-3671928.7063381746,859463.0750757124,-3672128.7063381746,490,39999.9584214614
492,165719102.0,,78935.0,859263.0750757123,-3672328.706338175,859463.0750757124,-3672528.706338175,492,40000.077490345895
504,99573846.85714285,,10102.857142857143,859463.0750757123,-3667128.706338175,859663.0750757123,-3667328.7063381746,504,39999.9798336827
505,99571486.875,,13770.25,859463.0750757123,-3667328.7063381746,859663.0750757123,-3667528.706338175,505,40000.029613341096
506,99563281.4,,23264.4,859463.0750757124,-3667528.7063381756,859663.0750757124,-3667728.7063381756,506,40000.0528716728
507,99525738.33333333,,15237.666666666666,859463.0750757124,-3667728.706338175,859663.0750757124,-3667928.706338175,507,39999.90125878179
508,99559212.0,,3564.0,859463.0750757124,-3667928.706338175,859663.0750757124,-3668128.7063381746,508,40000.016373813
510,168389620.0,,21390.0,859463.0750757124,-3668328.706338175,859663.0750757124,-3668528.706338175,510,39999.9937074059
511,168389619.0,,18050.0,859463.0750757124,-3668528.706338175,859663.0750757124,-3668728.7063381746,511,39999.9939971217
512,113140535.5,,11991.5,859463.0750757124,-3668728.7063381746,859663.0750757124,-3668928.7063381746,512,39999.987510835
513,95629879.0,,7775.6,859463.0750757124,-3668928.7063381746,859663.0750757124,-3669128.7063381756,513,40000.0357829239
514,144635342.0,,15616.0,859463.0750757124,-3669128.706338175,859663.0750757124,-3669328.706338175,514,39999.9689408543
515,161870088.5,,18346.0,859463.0750757124,-3669328.706338175,859663.0750757124,-3669528.706338175,515,40000.0054261528
516,145048340.57142857,,11432.857142857143,859463.0750757123,-3669528.706338175,859663.0750757123,-3669728.706338175,516,39999.987455541
517,93593756.25,,10276.125,859463.0750757123,-3669728.706338175,859663.0750757123,-3669928.706338175,517,40000.0018651931
518,93593789.22222222,,10719.0,859463.0750757123,-3669928.706338175,859663.0750757123,-3670128.706338175,518,39999.9935890141
519,93596254.33333333,,16135.333333333334,859463.0750757124,-3670128.706338175,859663.0750757124,-3670328.706338175,519,40000.0288830875
520,93598197.625,,9990.875,859463.0750757123,-3670328.706338175,859663.0750757123,-3670528.7063381746,520,39999.9938491919
521,108469797.0,,10453.0,859463.0750757124,-3670528.7063381746,859663.0750757124,-3670728.706338175,521,39999.9949537537
522,138213097.0,,20337.0,859463.0750757124,-3670728.706338175,859663.0750757124,-3670928.7063381756,522,39999.964929482405
524,99668435.0,,26388.0,859463.0750757124,-3671128.706338175,859663.0750757124,-3671328.7063381746,524,40000.0113695795
525,99668430.5,,10015.0,859463.0750757124,-3671328.7063381746,859663.0750757124,-3671528.706338175,525,40000.0066038752
526,99668444.5,,12109.25,859463.0750757124,-3671528.706338175,859663.0750757124,-3671728.706338175,526,39999.9856721861
527,101748176.66666667,,33345.666666666664,859463.0750757124,-3671728.706338175,859663.0750757124,-3671928.7063381746,527,40000.034450819905
528,234739890.0,,27070.0,859463.0750757124,-3671928.7063381746,859663.0750757124,-3672128.7063381746,528,39999.974645649396
529,165719102.0,,78935.0,859463.0750757124,-3672128.7063381746,859663.0750757124,-3672328.706338175,529,40000.0191211246
530,284674012.0,,47828.5,859463.0750757124,-3672328.706338175,859663.0750757124,-3672528.706338175,530,39999.957775560695
531,284674012.0,,47828.5,859463.0750757124,-3672528.706338175,859663.0750757124,-3672728.706338175,531,39999.9894950007
541,99573949.0,,5581.0,859663.0750757124,-3666928.706338175,859863.0750757124,-3667128.706338175,541,40000.0342113324
542,99579045.6,,22983.2,859663.0750757124,-3667128.7063381756,859863.0750757124,-3667328.7063381746,542,39999.9761384499
543,99571275.66666667,,19410.0,859663.0750757124,-3667328.7063381746,859863.0750757124,-3667528.706338175,543,39999.9998828244
544,99521390.2,,14755.8,859663.0750757124,-3667528.7063381756,859863.0750757124,-3667728.7063381756,544,39999.9683015423
545,99508874.75,,11157.375,859663.0750757123,-3667728.706338175,859863.0750757123,-3667928.706338175,545,40000.0559255057
546,99507107.0,,8200.0,859663.0750757124,-3667928.706338175,859863.0750757124,-3668128.7063381746,546,39999.9807672285
548,168393889.5,,79995.0,859663.0750757124,-3668328.706338175,859863.0750757124,-3668528.706338175,548,39999.9864515215
549,168392465.33333334,,57120.0,859663.0750757124,-3668528.706338175,859863.0750757124,-3668728.7063381746,549,40000.0084228434
550,143459870.0,,58802.666666666664,859663.0750757124,-3668728.7063381746,859863.0750757124,-3668928.7063381746,550,40000.0236148942
