,index_original,features,"[Chinese, (Sim.)]_Freq",[Danish]_Freq,[Dutch]_Freq,[English]_Freq,[Finnish]_Freq,[French]_Freq,[German]_Freq,[Italian]_Freq,[Japanese]_Freq,[Norwegian]_Freq,[Polish]_Freq,[Portuguese]_Freq,[Russian]_Freq,[Spanish]_Freq,[Swedish]_Freq,[Turkish]_Freq
0,0,chops,3.4263871949826115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,main,2.575023571275872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6072887813561723,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,pork,2.602733947230335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,3,weird,1.7820014118838758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,4,ice,1.7886571974986034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,5,venison,1.7784094782716289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,6,cream,1.7896546746522106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,7,today,1.7789819962200966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,8,dessert,1.7815887941164577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,9,environment,1.7835075791416444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,10,definitely,1.7981518231260931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9728040251900347
11,11,feels,1.7719803081218173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,12,best,1.7843905097659205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,13,dish,1.7781744927138818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,14,hotel,1.7799853157887424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9148895148745972,0.0,0.0,0.0
15,15,evening,0.965018524694021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,16,lund,1.7935863147005997,0.0,0.0,0.0,0.0,11.387867929041436,0.0,34.801253214983674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9790359688236097
17,17,ordered,1.7787648141894303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,18,store,0.9735147961249816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,19,delicious,0.958738884168873,0.0,3.3626153851988683,0.0,0.0,0.0,0.0,0.0,3.445481190837244,1.980580611824956,1.948857647322057,1.8493157185270042,0.0,0.0,0.0,0.0
20,20,good,0.0,68.24423016001771,0.0,0.0,2.780298062310402,8.940925787388098,0.0,36.61680395448045,0.0,0.0,1.9563341621845127,3.5191355933881625,0.0,0.0,0.0,0.0
21,21,food,0.0,75.17191290205831,0.0,1640.837144792359,0.0,0.0,0.0,0.0,2.6098826629996354,0.0,0.1604266599013871,6.038861572066176,0.0,11.687242468448224,0.0,0.0
22,22,lovely,0.0,13.56387236282178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,23,service,0.0,44.91855622476685,0.0,0.0,0.0,6.251922218485711,0.0,0.0,0.0,0.0,0.0,6.056235597550009,0.0,0.0,0.0,0.0
24,24,portions,0.0,8.542488106384864,0.0,0.0,0.0,0.0,3.635350228922582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,25,tasted,0.0,8.536279372762806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,26,italian,0.0,6.590197456816632,0.0,185.98165481159938,0.0,0.0,0.0,18.559677068862413,0.0,3.756004736580581,1.9574260313805791,1.0051683472532218,1.7102785685663648,0.0,0.0,1.976869150715065
27,27,authentic,0.0,5.618780845866056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,28,atmosphere,0.0,11.611575963038176,0.0,0.0,0.0,0.0,0.0,0.0,1.775457692428579,0.0,1.9627334003305767,4.369102768525703,0.0,1.9558001770005315,283.02266965689154,0.0
29,29,dishes,0.0,16.208359911172767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,30,high,0.0,5.050593103494974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,31,great,0.0,10.730159067381088,0.0,713.1781972269424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.859642403107622,0.0,1.9330709016859016,0.0,1.9786738590689708
32,32,unfortunately,0.0,4.970253747544327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,33,visit,0.0,4.4841816748774574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8571820959215424,0.0,0.0,0.0,0.0
34,34,water,0.0,4.409555618441441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,35,decor,0.0,4.404581038557098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,36,big,0.0,4.32808124378706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
