term,Topic,Freq,Term
0,9,0.4964020699554006,13
1,2,0.45562879343101004,1st
2,1,0.34226406883388705,30
2,9,0.34226406883388705,30
3,1,0.43555401360698726,39
3,2,0.21777700680349363,39
3,9,0.21777700680349363,39
4,1,0.2245628148905579,absolutely
4,2,0.6736884446716738,absolutely
5,3,0.4268925201575306,actually
5,6,0.4268925201575306,actually
6,4,0.4318378234911386,addition
6,7,0.4318378234911386,addition
7,3,0.33745712820877444,affordable
7,6,0.33745712820877444,affordable
10,5,0.2925395188510634,amp
10,8,0.2925395188510634,amp
11,1,0.7025445958228408,appetizer
12,6,0.4444403555130613,area
13,3,0.27717806132842937,asian
13,5,0.5543561226568587,asian
14,1,0.1688119205277958,ate
14,2,0.3376238410555916,ate
14,4,0.1688119205277958,ate
14,8,0.1688119205277958,ate
15,1,0.3856693981697761,atmosphere
15,2,0.3856693981697761,atmosphere
15,3,0.19283469908488804,atmosphere
16,1,0.5545342730585776,attentive
16,2,0.36968951537238504,attentive
17,1,0.3909677651828647,austria
17,7,0.3909677651828647,austria
18,1,0.38654634621519535,bar
18,5,0.38654634621519535,bar
19,1,0.2417767463587692,beer
19,6,0.2417767463587692,beer
19,7,0.2417767463587692,beer
19,9,0.2417767463587692,beer
20,2,0.508761547704895,best
20,7,0.2543807738524475,best
21,2,0.6002408334706744,better
21,6,0.3001204167353372,better
22,1,0.6587494098345108,big
22,2,0.2195831366115036,big
23,1,0.18679060075796355,bit
23,2,0.3735812015159271,bit
23,6,0.3735812015159271,bit
24,1,0.56720286963932,breakfast
24,3,0.28360143481966,breakfast
25,8,0.4611136561192546,broth
26,1,0.17017462172537617,buffet
26,2,0.17017462172537617,buffet
26,3,0.34034924345075235,buffet
26,5,0.34034924345075235,buffet
27,1,0.529940530028108,burger
27,9,0.264970265014054,burger
28,2,0.2713069382732862,burgers
28,3,0.2713069382732862,burgers
28,5,0.2713069382732862,burgers
28,9,0.2713069382732862,burgers
30,3,0.4133868099687525,cafe
32,3,0.2799586190757015,center
32,6,0.2799586190757015,center
33,7,0.44243304450648735,certain
34,2,0.4241274732974593,chic
34,9,0.4241274732974593,chic
35,1,0.38786346086563467,choice
35,5,0.38786346086563467,choice
36,7,0.4501031656588263,class
37,1,0.2740232499828974,clean
37,2,0.5480464999657948,clean
38,1,0.3796318327502976,coffee
38,3,0.3796318327502976,coffee
39,1,0.5258856547817358,come
39,9,0.2629428273908679,come
40,3,0.4096492799579895,companion
41,1,0.7002321313766017,concept
42,8,0.46177022138037493,containing
43,4,0.42550716705999464,courteous
44,1,0.604511526357995,cozy
44,9,0.3022557631789975,cozy
45,3,0.4136246801461024,crepes
46,3,0.41073043152876226,crosser
47,1,0.8703257342164155,customer
48,5,0.4282301001649987,cutlery
49,2,0.8339611433167141,dear
51,1,0.6212316278278607,delicious
51,2,0.15530790695696517,delicious
51,3,0.15530790695696517,delicious
51,4,0.05176930231898839,delicious
51,9,0.05176930231898839,delicious
52,1,0.24949212167878726,did
52,2,0.24949212167878726,did
52,4,0.24949212167878726,did
53,2,0.48905857809108805,different
53,3,0.24452928904554402,different
54,2,0.6654560996213366,dinner
54,3,0.22181869987377884,dinner
55,4,0.2944497639372606,dish
55,8,0.2944497639372606,dish
56,1,0.48104551403413404,dishes
56,2,0.3607841355256005,dishes
56,4,0.12026137850853351,dishes
57,5,0.296638438171379,distillate
57,8,0.296638438171379,distillate
58,8,0.45893911552550143,dream
59,1,0.2479296920835539,drinks
59,2,0.2479296920835539,drinks
59,4,0.2479296920835539,drinks
60,1,0.6952456522662156,ear
61,1,0.5344998266392319,eat
61,5,0.26724991331961595,eat
62,1,0.38881461631576664,eaten
62,4,0.38881461631576664,eaten
63,3,0.40814647061752524,edge
64,1,0.37779239847241314,eggs
64,3,0.37779239847241314,eggs
65,1,0.26532136519746563,especially
65,4,0.26532136519746563,especially
65,7,0.26532136519746563,especially
66,1,0.22001864262257084,evening
66,2,0.22001864262257084,evening
66,5,0.22001864262257084,evening
66,10,0.22001864262257084,evening
67,1,0.3127844377925566,excellent
67,2,0.547372766136974,excellent
67,3,0.07819610944813915,excellent
67,5,0.07819610944813915,excellent
68,3,0.4275443442524767,expensive
68,6,0.4275443442524767,expensive
70,1,0.3747312084261452,far
70,3,0.3747312084261452,far
71,8,0.46906986827343766,fillet
72,1,0.48466241594838116,fine
72,2,0.48466241594838116,fine
73,2,0.1702018874467092,fish
73,3,0.1702018874467092,fish
73,7,0.1702018874467092,fish
73,8,0.3404037748934184,fish
74,7,0.44579326939210717,fisk
75,2,0.7241812011504718,flair
76,1,0.37955646088727213,food
76,2,0.41751210697599933,food
76,4,0.15182258435490886,food
76,6,0.037955646088727216,food
77,1,0.699116251658306,frame
78,3,0.4274678320298509,freshly
78,7,0.4274678320298509,freshly
79,1,0.6984042871998848,friend
80,1,0.9286052535308525,friendly
81,2,0.5945437018787403,friends
81,6,0.29727185093937014,friends
83,1,0.5382762256766183,good
83,2,0.3289465823579334,good
83,3,0.029904234759812125,good
83,6,0.029904234759812125,good
83,8,0.05980846951962425,good
84,1,0.7089641706811072,got
85,1,0.47709249817718297,great
85,2,0.47709249817718297,great
86,5,0.5062322653961987,grill
87,2,0.7212407392320581,hall
89,1,0.6886225059037376,highest
90,1,0.2145895519496711,highly
90,2,0.2145895519496711,highly
90,4,0.2145895519496711,highly
90,5,0.2145895519496711,highly
91,1,0.3266823092192938,home
91,8,0.3266823092192938,home
92,1,0.3734610138527361,hotel
92,2,0.18673050692636806,hotel
92,7,0.3734610138527361,hotel
93,6,0.43955147691330865,ideal
93,7,0.43955147691330865,ideal
94,2,0.7241765537346829,inconspicuous
95,1,0.8054329863339766,interesting
96,1,0.37058252602561875,italian
96,3,0.37058252602561875,italian
96,6,0.2470550173504125,italian
97,1,0.3952026333710431,kitchen
97,7,0.3952026333710431,kitchen
98,3,0.4225776250228684,la
98,5,0.4225776250228684,la
99,4,0.4277893443083462,lacked
100,1,0.2228332369482328,large
100,3,0.2228332369482328,large
100,4,0.2228332369482328,large
100,5,0.2228332369482328,large
101,4,0.4280994721043472,like
101,5,0.2140497360521736,like
101,7,0.2140497360521736,like
102,5,0.44461375103263095,liked
102,6,0.44461375103263095,liked
103,2,0.3845061309110883,little
103,3,0.3845061309110883,little
104,2,0.721618251210092,located
105,1,0.2229083989965854,location
105,2,0.6687251969897562,location
106,2,0.288420617859351,long
106,4,0.288420617859351,long
106,9,0.288420617859351,long
107,1,0.7013642995570011,looking
108,8,0.4537764622922594,lot
109,1,0.12716243444684816,lunch
109,2,0.3814873033405445,lunch
109,3,0.2543248688936963,lunch
109,6,0.12716243444684816,lunch
110,1,0.240502749146156,lund
110,2,0.360754123719234,lund
110,3,0.120251374573078,lund
110,5,0.120251374573078,lund
110,6,0.120251374573078,lund
110,7,0.120251374573078,lund
111,1,0.3860268754741668,main
111,5,0.3860268754741668,main
112,7,0.44543096729702153,malmstens
113,5,0.29393321029798547,mat
113,8,0.29393321029798547,mat
114,8,0.4609417991702314,matched
115,1,0.37529430011229453,meals
115,3,0.37529430011229453,meals
116,1,0.2844038265564723,meat
116,3,0.14220191327823614,meat
116,4,0.14220191327823614,meat
116,5,0.42660573983470845,meat
116,9,0.14220191327823614,meat
118,2,0.322328631676956,middle
118,6,0.322328631676956,middle
119,1,0.7000641889013368,mitterer
120,1,0.40904396836569407,money
120,9,0.40904396836569407,money
121,1,0.704786546118415,napoli
122,9,0.4953928317405124,necessarily
123,1,0.2788275587372465,nice
123,2,0.5018896057270437,nice
123,3,0.0557655117474493,nice
123,4,0.0557655117474493,nice
123,6,0.0557655117474493,nice
124,1,0.5733887369704191,nicely
124,5,0.28669436848520957,nicely
125,2,0.3902547774869539,night
125,5,0.3902547774869539,night
127,2,0.38310913722031786,offered
127,3,0.38310913722031786,offered
128,2,0.37643733158239606,offers
128,3,0.37643733158239606,offers
130,2,0.4010784473009861,old
130,7,0.4010784473009861,old
131,1,0.7036507213963858,open
132,8,0.4790005044528161,order
132,9,0.4790005044528161,order
133,2,0.7226724570918774,ordered
134,2,0.4014637769145055,outside
134,7,0.4014637769145055,outside
135,4,0.43741867288275404,passed
135,7,0.43741867288275404,passed
136,7,0.44488448562716815,passing
137,2,0.7195145596598808,pasta
138,2,0.7256312569008458,people
139,8,0.463275984361235,perfectly
140,2,0.8309137020440883,performance
141,8,0.4628366832350368,pieces
142,1,0.7482159359571038,pizza
142,3,0.10688799085101482,pizza
142,6,0.10688799085101482,pizza
143,1,0.1274839263589501,pizzas
143,2,0.3824517790768503,pizzas
143,3,0.2549678527179002,pizzas
143,6,0.1274839263589501,pizzas
144,1,0.6999537731188673,pizzeria
145,2,0.4451296301964685,place
145,4,0.14837654339882284,place
145,7,0.29675308679764567,place
146,8,0.5351112542332885,plate
147,1,0.8684373212023827,portions
148,4,0.42593151332208873,praised
149,1,0.6832044972305199,prepared
149,3,0.2277348324101733,prepared
150,1,0.1890406931712981,price
150,2,0.5671220795138943,price
151,1,0.6960007360740448,priced
152,1,0.5696193886749986,prices
152,3,0.2848096943374993,prices
153,1,0.38857923982658515,program
153,5,0.38857923982658515,program
154,4,0.4303722015020459,pub
154,6,0.4303722015020459,pub
155,1,0.7737033943391333,quality
155,8,0.1289505657231889,quality
156,2,0.1889758196659195,quot
156,6,0.755903278663678,quot
157,1,0.7071285652937133,ranges
158,1,0.39098443185403586,rarely
158,6,0.39098443185403586,rarely
159,2,0.6804001682267297,ratio
160,2,0.2198703929237479,really
160,3,0.4397407858474958,really
160,4,0.2198703929237479,really
161,1,0.4788054982913026,reasonable
161,3,0.2394027491456513,reasonable
162,7,0.4481866168079594,reception
163,1,0.8660202513442871,recommend
164,1,0.18524284369548374,recommended
164,2,0.3704856873909675,recommended
164,5,0.18524284369548374,recommended
164,7,0.18524284369548374,recommended
165,9,0.4870844280610782,relaxes
166,1,0.6890025318151421,requests
167,2,0.3268571381080584,reservation
167,7,0.3268571381080584,reservation
168,5,0.427640847010761,reserved
169,6,0.4375426908909712,residential
170,1,0.4095772671626813,restaurant
170,2,0.327661813730145,restaurant
170,3,0.04095772671626813,restaurant
170,4,0.08191545343253626,restaurant
170,5,0.08191545343253626,restaurant
170,6,0.04095772671626813,restaurant
170,9,0.04095772671626813,restaurant
171,3,0.4267344405107376,restaurants
171,6,0.4267344405107376,restaurants
172,8,0.46235672065338285,return
173,5,0.42646057939543214,review
174,2,0.3919910647134988,rolls
174,3,0.3919910647134988,rolls
175,1,0.39169685267014503,rooms
175,7,0.39169685267014503,rooms
176,2,0.7237780653863485,rustically
177,2,0.7206524192680461,salad
178,1,0.3865240745883806,salmon
178,4,0.3865240745883806,salmon
179,7,0.4463964031933165,saluhallen
180,1,0.37763630532190917,scrambled
180,3,0.37763630532190917,scrambled
181,6,0.44922700583378417,search
182,5,0.4279329708650321,second
183,1,0.40160533577162727,selection
183,3,0.1338684452572091,selection
183,4,0.1338684452572091,selection
183,5,0.1338684452572091,selection
183,6,0.1338684452572091,selection
184,4,0.2958239330412474,served
184,5,0.2958239330412474,served
184,8,0.2958239330412474,served
185,1,0.4307830598028952,service
185,2,0.4666816481198031,service
185,4,0.03589858831690793,service
186,2,0.4172373762784195,sit
186,9,0.4172373762784195,sit
187,9,0.4872717501855441,situation
188,1,0.6966715275218687,size
189,1,0.42850564243281514,small
189,2,0.3570880353606793,small
189,3,0.07141760707213586,small
189,7,0.07141760707213586,small
190,1,0.378079341853049,snacks
190,4,0.378079341853049,snacks
191,7,0.302629291212177,soup
191,8,0.302629291212177,soup
192,4,0.42494311294494624,spices
193,5,0.5057890703554767,spisen
194,4,0.5025555607940404,spontaneously
195,1,0.8418029544671852,staff
195,2,0.07652754131519865,staff
195,3,0.07652754131519865,staff
196,1,0.4494043455350628,stay
197,4,0.3404611280510933,steak
197,5,0.3404611280510933,steak
198,4,0.4622763825995374,steaks
198,9,0.4622763825995374,steaks
199,3,0.4292922824439346,students
199,6,0.4292922824439346,students
200,6,0.4461502074284916,stumbled
201,1,0.7834966192488857,super
202,1,0.19641889870429097,sushi
202,2,0.19641889870429097,sushi
202,3,0.19641889870429097,sushi
202,5,0.19641889870429097,sushi
202,6,0.19641889870429097,sushi
202,9,0.19641889870429097,sushi
203,1,0.6399906165820968,sweden
203,2,0.3199953082910484,sweden
204,3,0.28477281575945534,swedish
204,5,0.28477281575945534,swedish
204,7,0.28477281575945534,swedish
205,1,0.1770212639162338,table
205,2,0.1770212639162338,table
205,4,0.1770212639162338,table
205,5,0.3540425278324676,table
205,7,0.1770212639162338,table
206,6,0.4482851662271707,tapped
206,7,0.4482851662271707,tapped
207,1,0.24733785953154788,tasty
207,2,0.24733785953154788,tasty
207,4,0.24733785953154788,tasty
208,2,0.7228440847943035,think
209,4,0.4611362732928545,time
209,9,0.23056813664642725,time
210,5,0.43555790221943186,traditional
210,6,0.43555790221943186,traditional
211,5,0.4322177585667306,transit
212,1,0.6969788506610883,traveling
213,1,0.6984524944020449,tried
214,2,0.3989788604557869,trip
214,6,0.3989788604557869,trip
215,1,0.5750096560152034,tripadvisor
215,4,0.2875048280076017,tripadvisor
216,2,0.3588690296010978,twice
216,4,0.3588690296010978,twice
217,3,0.42046153183789065,types
217,4,0.42046153183789065,types
218,1,0.31178307154725915,various
218,3,0.31178307154725915,various
218,7,0.31178307154725915,various
219,1,0.5836600949288074,vespa
219,6,0.2918300474644037,vespa
220,2,0.40458275017471307,visit
220,7,0.20229137508735653,visit
220,8,0.20229137508735653,visit
221,4,0.30618106913251675,wait
221,5,0.30618106913251675,wait
221,9,0.30618106913251675,wait
222,1,0.40041650897983044,wasabi
222,8,0.40041650897983044,wasabi
223,2,0.4530020994127151,went
224,1,0.7017867798811591,wine
226,1,0.6987800772664269,wishes
227,5,0.4253986072334995,wooden
228,3,0.44716143748637344,worth
228,9,0.44716143748637344,worth
229,5,0.572588311013166,years
229,6,0.286294155506583,years
