topic,Freq,cluster,topics,x,y
0,54.234647371138934,1,1,-0.15233828382321096,0.10988902383500464
2,20.19783110292351,1,2,-0.09983499676571277,-0.1545365606677502
3,14.95079603869388,1,3,0.2015050074939615,0.005942848792702574
6,3.411388311482322,1,4,0.04824514198835563,-0.0021263169745306147
9,2.077793021962338,1,5,-0.006586312024496793,-0.015207227750246861
4,2.077793021962338,1,6,-0.00459503732388226,0.031712198122105274
7,2.032906444732177,1,7,0.015260120232161478,0.017587295044414728
5,0.6317311305133851,1,8,-0.001584261059538213,0.0035339790703644023
8,0.1925567782955553,1,9,-0.0001532767300401947,0.001147345157206419
1,0.1925567782955553,1,10,8.189801240230399e-05,0.0020574153707294783
