topic,Freq,cluster,topics,x,y
9,61.225605281508564,1,1,0.09666351918098233,0.09615075999767793
0,10.306026157484114,1,2,0.10532278157347855,0.1015348251842939
3,8.1218328223611,1,3,0.03911126390127655,0.060084749363513774
6,7.3327180638883425,1,4,0.1255528503608121,-0.15255930767794748
4,4.597725356452883,1,5,0.025915576993203068,-0.11051367872636406
5,2.152594685358338,1,6,-0.0794979899473006,0.01960370774015132
2,2.0605234737237064,1,7,-0.10483380992651387,-0.014774014671000887
1,1.8929418279316916,1,8,-0.10051863657274049,0.006107289294252735
8,1.4910296013093371,1,9,-0.05322493305878331,-0.0026803793111525036
7,0.8190027299819168,1,10,-0.054490622504414186,-0.002953951193424942
