topic,Freq,cluster,topics,x,y
7,20.26132045470365,1,1,0.1054783962025236,0.03812818162976788
3,19.786722295232874,1,2,0.06057193391485012,0.16556034564891695
5,17.063259213763974,1,3,0.06523736543448064,-0.010734445756245539
6,15.179556613715764,1,4,0.04655666324465005,-0.1347424798476892
9,12.818900876010852,1,5,-0.0402757659019578,-0.018751658089758646
1,8.858078611088953,1,6,-0.19756935469703954,0.035294262152732195
2,5.620088264379273,1,7,0.011995152547235327,-0.07355661178391468
8,0.137357890368223,1,8,-0.01840700054565488,-0.0010610809493165501
4,0.137357890368223,1,9,-0.01597637141406318,0.0010106097649083359
0,0.137357890368223,1,10,-0.017611018785024288,-0.0011471227694008646
