topic,Freq,cluster,topics,x,y
5,21.288821086691797,1,1,-0.10153507622710373,0.049605216850053285
8,17.718652047975155,1,2,-0.06469343418161913,0.07995269039520563
9,16.919380320723313,1,3,-0.09634301741860272,-0.1450947242870937
1,11.807014864555047,1,4,-0.0726151218772535,-0.005635334916788211
2,9.858576297988444,1,5,0.10411201214025169,-0.10121047563075626
0,6.916119069414893,1,6,0.13089835080797668,0.07603647066704264
3,6.6414821023960595,1,7,0.1122385763206928,-0.03044287150039234
6,4.471065258613283,1,8,-0.005710671473506518,0.04796691551996145
7,2.3267832281832344,1,9,-0.010739480817375227,0.0020157180694452617
4,2.0521057234587796,1,10,0.004387862726539422,0.02680639483332212
