topic,Freq,cluster,topics,x,y
3,71.0721619658064,1,1,-0.09211219337916167,-0.00015325100040044663
9,18.703297074646734,1,2,0.061289794575400174,-0.07235043301124829
4,9.408148920756364,1,3,0.08788377356067352,0.05228707127778099
8,0.11662743411292845,1,4,-0.007026306559536694,0.006457337638862761
7,0.11662743411292845,1,5,-0.00966762545096216,0.0041287805525510295
6,0.11662743411292845,1,6,-0.009747455206618011,0.0005961225901106852
5,0.11662743411292845,1,7,-0.007816638024103385,0.0036613719739905823
2,0.11662743411292845,1,8,-0.008415078193304941,0.002740156376874743
1,0.11662743411292845,1,9,-0.009612129611021819,0.004054547302996596
0,0.11662743411292845,1,10,-0.004776141711365077,-0.0014217037015188283
