term,Category,Freq,Term,Total,loglift,logprob
2601,Default,213.0,sushi,213.0,30.0,30.0
1554,Default,644.0,lund,644.0,29.0,29.0
2072,Default,272.0,quot,272.0,28.0,28.0
1147,Default,2949.0,good,2949.0,27.0,27.0
37,Default,810.0,39,810.0,26.0,26.0
190,Default,353.0,ate,353.0,25.0,25.0
274,Default,410.0,best,410.0,24.0,24.0
1050,Default,2034.0,food,2034.0,23.0,23.0
1487,Default,253.0,like,253.0,22.0,22.0
1741,Default,1420.0,nice,1420.0,21.0,21.0
790,Default,380.0,dishes,380.0,20.0,20.0
2170,Default,817.0,restaurant,817.0,19.0,19.0
2611,Default,200.0,table,200.0,18.0,18.0
1153,Default,257.0,got,257.0,17.0,17.0
847,Default,246.0,eaten,246.0,16.0,16.0
1812,Default,215.0,ordered,215.0,15.0,15.0
1550,Default,547.0,lunch,547.0,14.0,14.0
1631,Default,398.0,menu,398.0,13.0,13.0
2233,Default,141.0,salad,141.0,12.0,12.0
2207,Default,214.0,room,214.0,11.0,11.0
2480,Default,1080.0,staff,1080.0,10.0,10.0
358,Default,156.0,buffet,156.0,9.0,9.0
2312,Default,915.0,service,915.0,8.0,8.0
1023,Default,109.0,fish,109.0,7.0,7.0
640,Default,140.0,course,140.0,6.0,6.0
1792,Default,75.0,old,75.0,5.0,5.0
2666,Default,75.0,thai,75.0,4.0,4.0
1079,Default,112.0,friends,112.0,3.0,3.0
1896,Default,175.0,people,175.0,2.0,2.0
2686,Default,280.0,time,280.0,1.0,1.0
1789,Topic1,184.21151184317037,ok,184.99693100467323,0.6871,-5.1039
192,Topic1,283.0226696568915,atmosphere,284.36024720155945,0.6867,-4.6744
1078,Topic1,450.9578769507115,friendly,453.20948521601036,0.6864,-4.2086
1033,Topic1,90.04078700358505,flavors,90.82732955483645,0.6827,-5.8197
977,Topic1,80.82817219524124,fast,81.61351884956828,0.6817,-5.9276
1515,Topic1,76.97726094151963,location,77.76257796300466,0.6812,-5.9764
1433,Topic1,76.17040102884208,knowledgeable,76.95570488490156,0.6811,-5.987
1512,Topic1,71.61550481906622,local,72.40090865403378,0.6805,-6.0486
2585,Topic1,62.83622342469253,superb,63.62155002978245,0.679,-6.1794
2576,Topic1,61.824003733457566,summer,62.609341509113754,0.6788,-6.1957
1088,Topic1,61.46333287584011,fun,62.24869595906225,0.6787,-6.2015
1604,Topic1,59.14033036266226,maybe,59.9257794847795,0.6782,-6.24
1530,Topic1,56.81376198212597,lots,57.59924749367067,0.6777,-6.2802
2067,Topic1,54.02013628994927,quick,54.805442767450245,0.677,-6.3306
1534,Topic1,53.41196209356952,love,54.19739167632336,0.6768,-6.3419
467,Topic1,47.697373201297744,cheap,48.482800849224944,0.6751,-6.4551
1576,Topic1,46.57869976222539,make,47.36408147172531,0.6747,-6.4788
2101,Topic1,45.62025323950368,reasonable,46.40564450490844,0.6743,-6.4996
1249,Topic1,44.622534194478604,helpful,45.40782731234404,0.6739,-6.5217
196,Topic1,44.31140619826134,attentive,45.09671729988253,0.6738,-6.5287
918,Topic1,73.66753990154191,exciting,74.97488173438377,0.6738,-6.0204
2046,Topic1,41.128858146022104,pub,41.91434421018651,0.6725,-6.6032
523,Topic1,37.342880893041695,close,38.12834275668805,0.6706,-6.6998
2814,Topic1,35.24349561290809,variety,36.028996846524365,0.6693,-6.7577
1957,Topic1,55.255461013208944,pleasant,56.498672424491765,0.6691,-6.308
261,Topic1,33.70910172578103,beautiful,34.49442189444521,0.6684,-6.8022
1962,Topic1,33.3900534812034,plenty,34.17541635535779,0.6681,-6.8117
1499,Topic1,33.11468724159871,list,33.89997165216506,0.668,-6.82
127,Topic1,33.027787952479635,amazingly,33.81319904529937,0.6679,-6.8226
1488,Topic1,32.51086000410826,liked,33.296278191466854,0.6675,-6.8384
644,Topic1,421.01119237549074,cozy,432.1780225308587,0.6652,-4.2773
1741,Topic1,1347.1951547414212,nice,1420.1831417022233,0.6386,-3.1142
887,Topic1,313.9073622109747,environment,326.3667539952695,0.6525,-4.5709
