term,Topic,Freq,Term
0,1,0.8785565826300683,39
1,1,0.8884726772286717,advisable
2,1,0.8049520737112944,atmosphere
3,1,0.2560484448030434,attentive
3,2,0.5120968896060868,attentive
4,1,0.9413371569809614,book
5,3,0.9288545297368985,cathedral
6,3,0.5527594585973881,center
7,3,0.8241372224721292,decoration
8,1,0.8677121699622492,dinner
9,1,0.6100343261257981,dishes
9,2,0.4066895507505321,dishes
10,3,0.9249012538624668,downtown
11,3,0.9297868440701262,elegant
12,2,0.8961574133756313,english
14,1,0.6036077529338575,excellent
14,2,0.3621646517603145,excellent
15,1,0.8080521727820117,extensive
16,1,0.41888259420974855,fast
16,2,0.41888259420974855,fast
17,1,0.872249051691037,food
17,2,0.07268742097425307,food
17,3,0.07268742097425307,food
18,1,0.8895340951381389,friendly
19,3,0.9274285217763236,gives
20,1,0.8061261688386896,going
21,1,0.7470385877279103,good
21,2,0.21343959649368865,good
22,1,0.8120579926617649,great
23,1,0.8109970177413812,having
24,2,0.8925269320876686,highly
25,1,0.8094170155974936,husband
26,1,0.5403996829432708,italian
27,2,0.45404148302488956,kitchen
27,3,0.45404148302488956,kitchen
28,2,0.784762312356935,like
29,1,0.8915181588329744,list
30,1,0.3228069572540203,local
30,2,0.3228069572540203,local
30,3,0.3228069572540203,local
31,3,0.5508032174936681,located
32,1,0.4821515360994646,lund
32,4,0.4821515360994646,lund
33,2,0.8795505286512522,menu
34,3,0.7911654757327042,modern
35,1,0.7316878299586033,nice
36,3,0.9410103281459974,opposite
37,1,0.5306930065856342,pizza
38,1,0.8150461957753987,place
38,2,0.11643517082505696,place
39,2,0.536175002524427,potatoes
40,2,0.6571382581088949,prepared
41,1,0.5433627948639896,price
42,2,0.8873241312615754,product
43,2,0.8803167157041992,professional
44,1,0.5930917440902627,quality
45,1,0.8085615092992702,quiet
46,1,0.890026656311053,quite
47,1,0.5364390331373775,recommend
48,2,0.8826623300003668,recommended
49,3,0.9182968013619782,restaurant
50,1,0.5972722700994847,service
50,2,0.29863613504974235,service
51,2,0.8808673769316591,short
52,1,0.8063006056214578,simple
53,2,0.5662545202576762,site
54,1,0.8231095092889489,small
55,1,0.8078742618378386,son
56,2,0.4553575312743439,spanish
56,3,0.4553575312743439,spanish
57,1,0.8039327246321103,thing
58,3,0.9245636462910763,touch
59,1,0.4335342463364461,train
59,3,0.4335342463364461,train
60,1,0.8024492943625193,variety
61,1,0.938455768283055,went
62,1,0.89826874004288,wine
