topic,Freq,cluster,topics,x,y
8,43.54999821004529,1,1,0.1688291802572384,-0.037777266240004485
6,31.26120133944319,1,2,-0.12098734876273347,-0.08173875539959495
0,9.293956213096697,1,3,0.013522783377783915,-0.08578134706236373
2,6.908415716040247,1,4,0.006873057533176412,0.03281687473166627
7,5.949576099236585,1,5,-0.015704982226753792,0.12090463694447778
5,1.8212480272465346,1,6,-0.029149072599136513,0.011293215491306158
3,0.8388935691992111,1,7,-0.010819943416787362,0.02651083595641837
9,0.12557027523075603,1,8,-0.006148695703575348,0.006364379708066042
4,0.12557027523075603,1,9,-0.0034732349526377343,0.002331270886202685
1,0.12557027523075603,1,10,-0.002941743506574657,0.0050761549838258405
