term,Category,Freq,Term,Total,loglift,logprob
1,Default,5.0,atmosphere,5.0,30.0,30.0
32,Default,10.0,lund,10.0,29.0,29.0
25,Default,10.0,great,10.0,28.0,28.0
24,Default,7.0,good,7.0,27.0,27.0
47,Default,7.0,service,7.0,26.0,26.0
45,Default,4.0,restaurant,4.0,25.0,25.0
18,Default,3.0,dishes,3.0,24.0,24.0
50,Default,5.0,staff,5.0,23.0,23.0
42,Default,2.0,pleasant,2.0,22.0,22.0
34,Default,2.0,meal,2.0,21.0,21.0
44,Default,4.0,recommend,4.0,20.0,20.0
41,Default,3.0,place,3.0,19.0,19.0
14,Default,2.0,day,2.0,18.0,18.0
22,Default,11.0,food,11.0,17.0,17.0
49,Default,3.0,space,3.0,16.0,16.0
2,Default,5.0,attentive,5.0,15.0,15.0
13,Default,3.0,cozy,3.0,14.0,14.0
29,Default,3.0,like,3.0,13.0,13.0
4,Default,4.0,beautiful,4.0,12.0,12.0
5,Default,3.0,beers,3.0,11.0,11.0
15,Default,4.0,delicious,4.0,10.0,10.0
31,Default,2.0,lunch,2.0,9.0,9.0
23,Default,2.0,frequented,2.0,8.0,8.0
0,Default,2.0,arrived,2.0,7.0,7.0
53,Default,2.0,swedish,2.0,6.0,6.0
9,Default,2.0,choices,2.0,5.0,5.0
57,Default,2.0,went,2.0,4.0,4.0
21,Default,3.0,excellent,3.0,3.0,3.0
8,Default,1.0,charm,1.0,2.0,2.0
6,Default,2.0,best,2.0,1.0,1.0
50,Topic1,4.385395201177366,staff,5.16784594216862,0.9462,-2.7196
44,Topic1,3.508410033724693,recommend,4.301674730500045,0.9066,-2.9427
47,Topic1,6.056235597550007,service,7.472010966860075,0.9003,-2.3968
1,Topic1,4.369102768525703,atmosphere,5.506744434298734,0.879,-2.7233
29,Topic1,2.70778083713932,like,3.4710497551693296,0.8621,-3.2017
58,Topic1,1.844826056653988,yummy,2.623086420754836,0.7584,-3.5855
55,Topic1,1.8571820959215424,visit,2.6522236065338016,0.7541,-3.5788
37,Topic1,1.8132858298301402,nice,2.6070062347879603,0.7473,-3.6027
52,Topic1,1.8399403372322203,super,2.649611490165693,0.7457,-3.5881
25,Topic1,6.859642403107621,great,10.948194324423143,0.6429,-2.2722
22,Topic1,6.038861572066176,food,11.076312503369374,0.5038,-2.3997
2,Topic1,2.693091824319238,attentive,5.0707227840287805,0.4776,-3.2072
24,Topic1,3.5191355933881625,good,7.014074662058386,0.4207,-2.9397
17,Topic1,1.837714145508273,dinner,4.129674267746154,0.3007,-3.5893
15,Topic1,1.8493157185270037,delicious,4.180097322056291,0.2949,-3.5831
27,Topic1,1.0051683472532218,italian,2.326715055904652,0.2711,-4.1927
30,Topic1,0.9856503208389469,located,2.321753887663557,0.2536,-4.2123
38,Topic1,0.9859158311755234,old,2.328530545422989,0.251,-4.2121
19,Topic1,0.9943490077483178,eat,2.3850532941408993,0.2355,-4.2035
10,Topic1,1.0002664658894524,city,2.4280288846872997,0.2236,-4.1976
34,Topic1,1.004393776492026,meal,2.86136155387962,0.0635,-4.1935
21,Topic1,0.9895658107599803,excellent,3.02667780290784,-0.0076,-4.2084
46,Topic1,0.6840534326757791,restaurants,2.3031722536523698,-0.1036,-4.5776
49,Topic1,1.0128310668749534,space,3.764525715408748,-0.2025,-4.1851
5,Topic1,0.9918746626144948,beers,3.7513878201591346,-0.2199,-4.206
8,Topic1,0.14517824548205518,charm,1.8893373380872964,-1.4556,-6.1277
9,Topic1,0.15348014817913694,choices,2.0289884506963434,-1.4713,-6.0721
0,Topic1,0.1635890291821895,arrived,2.1746127517601863,-1.4768,-6.0083
53,Topic1,0.15048468313722935,swedish,2.026715470302572,-1.4899,-6.0918
26,Topic1,0.15180589970430086,hotel,2.0904758171563382,-1.5121,-6.083
11,Topic1,0.15761055040660088,close,2.1720693129898936,-1.5129,-6.0455
32,Topic1,0.6179158474501038,lund,10.051902112665868,-1.6788,-4.6793
48,Topic1,0.15901664294659854,snacks,2.2742909730808973,-1.55,-6.0366
16,Topic1,0.16442672333654199,dessert,2.5366536398147086,-1.6257,-6.0032
45,Topic1,0.16593995901738143,restaurant,4.46600997352875,-2.1822,-5.994
41,Topic1,0.1635500005120047,place,3.931407966039049,-2.0692,-6.0085
13,Topic2,2.5002483400312876,cozy,3.3152413489020978,1.2926,-2.8171
12,Topic2,1.730432132285581,course,2.513317667179089,1.2015,-3.1852
33,Topic2,1.7107611468475636,main,2.4856609569193022,1.2011,-3.1966
3,Topic2,1.7154664633007501,attractive,2.4944979049783744,1.2003,-3.1938
51,Topic2,1.7328294725665594,strarter,2.522790856229436,1.1991,-3.1838
36,Topic2,1.719408358457216,middle,2.5072337106846803,1.1975,-3.1915
56,Topic2,1.7217394692266068,waiters,2.512949997765277,1.1966,-3.1902
16,Topic2,1.72188783298786,dessert,2.5366536398147086,1.1873,-3.1901
41,Topic2,2.502934203634913,place,3.931407966039049,1.1232,-2.8161
