topic,Freq,cluster,topics,x,y
7,32.44336680577543,1,1,0.1593707385933868,-0.0014221127894337169
8,22.757462177149478,1,2,0.14667736009201723,0.06893204177322916
5,8.811088493864405,1,3,0.027661080094959205,-0.11963682732562567
9,7.146343724761274,1,4,0.012570525170000148,0.06693180956100345
6,6.825786793131941,1,5,-0.09437005747688408,-0.03576174519559589
4,5.9046990396093655,1,6,0.006745359877036544,-0.08536847305147052
1,5.805802586945659,1,7,-0.08928140593219648,0.07440708913050488
0,4.998587765544723,1,8,-0.0916829235672833,0.04597106390129047
3,3.8372305417749804,1,9,-0.044547544365069205,-0.015517500936953178
2,1.469632071442751,1,10,-0.03314313248596697,0.0014646549330513661
