topic,Freq,cluster,topics,x,y
8,33.8529365905888,1,1,-0.24015952594317536,-0.11197589977218736
9,30.889937110298664,1,2,-0.27649345551306964,-0.006669314990331158
5,18.03660315645615,1,3,0.10659966148854876,-0.1060296978315229
6,8.499552546396057,1,4,0.21250032786175926,-0.21754141468268956
0,4.400648909566575,1,5,-0.014255482063635024,0.10405727603912657
1,2.637540694549752,1,6,0.12461678204790537,0.2276570051965209
7,1.4314101127160515,1,7,-0.022300631483179074,0.036444588397810285
4,0.08379029314265242,1,8,0.04067238473918342,0.02518391971599032
3,0.08379029314265242,1,9,0.03002524926175875,0.022787354986493383
2,0.08379029314265242,1,10,0.03879468960390346,0.02608618294078944
