topic,Freq,cluster,topics,x,y
0,59.55269795857245,1,1,0.25800570124236744,-0.05064189700891406
7,32.94225828809767,1,2,-0.27376655833761315,-0.07690829761909247
4,6.891063077127327,1,3,-0.04167513798227267,0.1816122877412452
9,0.08771152517179381,1,4,0.0043489255710947895,-0.01185183264276287
8,0.08771152517179381,1,5,0.009804292914117841,-0.005734723468925806
6,0.08771152517179381,1,6,0.00921209680067667,-0.005931862825277143
5,0.08771152517179381,1,7,0.012405965050636958,-0.010010290127642882
3,0.08771152517179381,1,8,0.005872433576898471,-0.007617998419880749
2,0.08771152517179381,1,9,0.004684344243676727,-0.00848352101336624
1,0.08771152517179381,1,10,0.011107936920416929,-0.004431864615383178
