term,Topic,Freq,Term
0,1,0.980555427843582,architecture
1,1,0.652516201460617,area
1,3,0.3262581007303085,area
2,2,0.9699442228789434,bank
3,2,0.8598497095170943,bed
4,2,0.9917859913309379,body
5,1,0.9725203282047692,building
6,1,0.8326738365606392,cathedral
7,1,0.8988350638404919,chateau
8,1,0.9617825287253816,church
9,1,0.9415164431733938,city
10,1,0.9857712547334048,classical
11,1,0.4268790962424204,cloud
11,2,0.4268790962424204,cloud
12,2,0.9407491967042506,environment
13,1,0.9891782207579136,estate
14,1,0.9963001709036364,facade
15,2,0.47727603128345636,geological
15,3,0.47727603128345636,geological
16,1,0.8298093060843871,gothic
17,1,0.23747805171855435,grass
17,3,0.712434155155663,grass
18,1,0.8458150376423298,historic
19,1,0.9637570864074816,home
20,1,0.9967060217224626,house
21,3,0.5270841326450425,land
22,1,1.014839237577773,landmark
23,2,0.7684282772125662,landscape
23,3,0.2195509363464475,landscape
24,3,0.5316902501671573,lawn
25,3,0.532088236068587,lot
26,1,0.9657977776177863,mansion
27,1,0.9777446356732142,medieval
28,2,0.898066339695195,natural
28,3,0.0898066339695195,natural
29,2,0.9045986363503626,nature
30,1,0.9032320821794982,official
31,1,0.9888894237125457,palace
32,2,0.47259555039239964,phenomenon
32,3,0.47259555039239964,phenomenon
33,1,0.9633124177004225,place
34,3,0.7818868698134332,plant
35,1,0.9192266267310837,property
36,2,0.8748553892835209,reserve
37,1,0.9048418485645437,residence
38,2,1.0090062231537376,resources
39,2,1.0212316366338494,river
40,1,0.8410586851484041,site
41,1,0.9138205932906379,sky
41,2,0.10153562147673754,sky
42,1,0.9402851031958795,stately
43,1,0.8376016341121415,steeple
44,2,1.0206538228900373,stream
45,1,0.8397859021453948,tower
46,1,0.93704824995978,town
47,1,0.5375669938396301,tree
47,2,0.1791889979465434,tree
47,3,0.3583779958930868,tree
48,1,0.9011432032692658,wall
49,2,0.9582836483553792,water
50,2,1.0093145721460948,watercourse
51,2,1.0071372726245895,waterway
52,2,0.8644192981914132,wilderness
53,1,0.959806408830911,worship
