topic,Freq,cluster,topics,x,y
0,86.49993478917479,1,1,0.18698665469852732,-0.017378587236122935
6,9.61306208831787,1,2,-0.18867992334878753,-0.058973016791411544
3,3.240217822075203,1,3,-0.0689668444549752,0.10945858866353386
9,0.09239790006173332,1,4,0.008228816810612013,-0.006119561179097216
8,0.09239790006173332,1,5,0.011047709860106605,-0.005158149099095085
7,0.09239790006173332,1,6,0.00812892075745655,-0.004052599667208746
5,0.09239790006173332,1,7,0.00861024216306437,-0.0052653513999941755
4,0.09239790006173332,1,8,0.009990442596913039,-0.005815722909037275
2,0.09239790006173332,1,9,0.010713944735185494,-0.0026698913503097827
1,0.09239790006173332,1,10,0.013940036181897339,-0.004025709031257124
