topic,Freq,cluster,topics,x,y
4,40.03562201776707,1,1,-0.3347216480707582,-0.11285259980269605
5,32.33159239152078,1,2,-0.2795604960597856,0.03452871448181869
0,9.80301271344075,1,3,0.17441262357245219,-0.11753306164982918
9,6.9725688162943085,1,4,0.01676106334983074,-0.23459882926474
6,5.945514003670027,1,5,0.1992758511468193,-0.16570451668813999
7,2.7951915197127284,1,6,0.005564859368934902,0.1721059545027325
3,1.869465105921596,1,7,0.11370826198023334,0.1723073451389683
8,0.08234447722424511,1,8,0.039264828945297314,0.08378446503133917
2,0.08234447722424511,1,9,0.03713188552838524,0.08477463540335402
1,0.08234447722424511,1,10,0.02816277023859054,0.08318789284719252
