topic,Freq,cluster,topics,x,y
4,65.19893240643405,1,1,0.2120003568008812,0.0279259577632381
6,11.245605748206025,1,2,0.03361119037120831,0.052666136601046
3,11.191719290231282,1,3,0.23168595213729878,-0.06122071684626773
5,8.921068115510547,1,4,-0.09626068645954357,0.20266815718317183
7,2.4543301005735167,1,5,-0.13949090610092088,-0.16199736335344794
9,0.6399155632487951,1,6,-0.07388114550733209,-0.027720520676125408
8,0.08710719394894463,1,7,-0.044200058611255116,-0.006303652578472434
2,0.08710719394894463,1,8,-0.03606473546206219,-0.008781918670550738
1,0.08710719394894463,1,9,-0.03735791206525953,-0.007929553540578884
0,0.08710719394894463,1,10,-0.050042055103014814,-0.009306525882012511
