,index_original,features,"[Chinese, (Sim.)]_Freq","[Chinese, (Trad.)]_Freq",[Danish]_Freq,[Dutch]_Freq,[English]_Freq,[French]_Freq,[German]_Freq,[Italian]_Freq,[Japanese]_Freq,[Norwegian]_Freq,[Polish]_Freq,[Portuguese]_Freq,[Russian]_Freq,[Spanish]_Freq,[Swedish]_Freq,[Turkish]_Freq
0,0,church,0.0,2.528447967265064,0.0,2.462633988135496,0.0,0.0,0.0,0.0,0.0,1.5658002558607833,0.0,0.0,0.0,0.0,0.0,0.0
1,1,lund,0.0,1.2473151844161268,0.0,0.0,0.0,0.0,0.0,3.4284463389246715,0.0,0.0,0.8839944381978418,1.6877824114157611,0.0,0.0,0.0,0.12658851763228465
2,2,good,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5730999791642268,0.0,0.9058659141077368,0.0,2.0540010528776023,0.0,0.0
3,3,famous,0.11930679115729086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.916166001232392,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,4,center,0.12091218182324115,1.6627694141894889,0.0,0.0,0.0,2.9972645486990297,0.0,2.8591279657626965,1.6810335433635148,0.0,0.14838415139165675,0.9274110878746624,0.0,0.1273680475507472,0.0,0.0
5,5,time,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9700649615444948,0.0,0.12728706487570673,0.0,0.0,0.0,0.0,0.0,0.0
6,6,amazing,0.12890136349310613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,7,main,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,8,cathedral,0.7594910742534553,0.1693765098474637,0.0,0.0,0.0,2.0515808529765174,0.0,5.4097064160920025,0.0,0.0,1.6583742132500234,0.0,0.0,0.7513941892826743,0.0,0.14263891712971094
9,9,university,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8270848260176912,0.0,0.0,0.8801050364835806
10,10,visit,0.11029588049582137,0.0,0.0,0.9221455686749296,0.0,0.922331997401052,4.291937955387507,0.0,0.0,0.0,2.425256953784229,0.9104245789329992,0.0,0.7649033886095582,0.0,0.0
11,11,located,0.12228638582664432,1.0240920469364372,0.0,0.0,0.0,0.0,0.0,0.9864897738056208,0.0,0.8495469757572627,0.0,0.0,0.0,0.0,0.0,0.0
12,12,structure,0.1254706559628939,0.16076219304937953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,13,scenery,0.7499388819275131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,14,park,0.12706100631054787,0.0,0.0,0.0,86.67930563410208,0.0,0.0,0.0,0.0,0.13361251822521178,0.0,0.0,0.0,0.0,0.0,0.0
15,15,garden,0.12109899053739147,0.0,0.0,0.942949702228053,126.82669872362145,2.234506360536932,0.0,0.0,0.0,0.0,0.0,0.0,2.2038693649473062,0.0,0.0,0.0
16,16,great,0.7686223698163345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8950776313477455,0.0,0.8309475526584169,0.1360102613103593,0.0,0.0
17,17,train,0.12093284077751194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,18,39,1.7829529665846982,0.0,0.0,0.0,0.0,0.9273281594207032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12347562284488138
19,19,went,0.11748675718123648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,20,sweden,0.11311391491797125,0.152080606932344,0.0,0.0,0.0,0.0,0.0,1.8046332732834367,0.0,0.0,0.0,0.910220229948665,0.0,0.0,0.0,0.0
21,21,building,0.0,0.14896216456418668,0.0,0.0,0.0,0.0,4.246734564784243,0.0,5.537398391052718,0.0,0.15269783433362885,0.9235937187898186,0.0,0.1182679195558557,0.0,0.0
22,22,place,0.11393571634406854,0.15807220942179934,3.0459839351637843,0.0,0.0,0.0,0.0,0.0,0.0,0.8570535099845514,0.9182750751751946,0.0,2.2082911034945454,0.0,0.0,0.0
23,23,beautiful,0.7708964656135536,0.0,0.0,0.9113636020630501,0.0,0.0,3.440415792745266,0.0,0.0,0.0,0.1386358909446532,0.0,0.0,0.7854692165560377,0.0,0.0
24,24,details,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,25,really,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12979428054032474,0.8982794869998386,0.0,0.0,0.0,0.0,0.0
26,26,connection,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,27,historic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,28,plant,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,29,greenhouses,0.0,0.0,0.0,0.0,0.0,0.9346588020178412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7706678204508256,0.0,0.0
30,30,basement,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,31,story,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,32,flowers,0.0,0.0,0.0,0.0,51.413437321038046,0.7011929230466726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,33,christmas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,34,decorated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,35,ages,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,36,usually,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,37,course,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,38,centrally,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,39,dom,0.0,0.0,0.0,0.15831233221368982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,40,town,0.0,0.0,0.0,0.0,0.0,0.0,0.9713833118072412,0.9408159639979236,1.6993044300585356,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,41,student,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,42,accessible,0.0,0.0,0.0,0.15632314897658306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
