,index_original,features,"[Chinese, (Sim.)]_Freq","[Chinese, (Trad.)]_Freq",[Danish]_Freq,[Dutch]_Freq,[English]_Freq,[French]_Freq,[German]_Freq,[Italian]_Freq,[Japanese]_Freq,[Norwegian]_Freq,[Polish]_Freq,[Portuguese]_Freq,[Russian]_Freq,[Spanish]_Freq,[Swedish]_Freq,[Turkish]_Freq
0,0,church,0.0,0.015255106559753043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7107916782515405,0.0,0.0,0.0
1,1,lund,1.2787256403963383,0.014545803979341573,0.0,0.0,0.0,0.0,0.0,1.5387533498888686,0.0,0.6577793945310896,0.7609649050495806,0.0,0.0,0.0,0.0,0.12030841453409408
2,2,good,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7709774083023713,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,3,famous,0.1004082298688262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,4,center,0.0,0.01660283339659943,0.0,0.11820011416831555,0.0,0.0,0.7245544459595687,0.0,0.0,0.0,0.12024228871969367,0.0,0.0,0.0,0.0,0.0
5,5,time,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0796026414961384,0.10774307334095977,0.0,0.0,0.0,0.0,0.0,0.0
6,6,amazing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,7,main,0.11684754790051648,0.0,0.0,0.0,0.0,0.0,0.0,1.5402431127038654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,8,cathedral,0.6301133803940391,0.015276290353227938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9722824231848928,0.0,0.0,0.0,0.11712277678177373
9,9,university,0.0,0.0,0.0,0.0,0.0,0.0,0.7231375836813947,2.2366157541236498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11587794658976172
10,10,visit,0.0970007099024556,0.0,0.0,1.1498347868944048,0.0,0.0,0.0,0.8289457764117213,0.0,0.0,0.7809375812518207,0.7340494564782765,0.7198793374319744,0.0,0.0,0.0
11,11,located,0.635962747324596,0.014866757380891653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6658807169221993,0.0,0.0,1.3224971944009454,0.0,0.0,0.0
12,12,structure,0.10344620604133124,0.014978935762443562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,13,scenery,0.09920171084938324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,14,park,0.10147126372564023,0.0,0.0,0.0,0.0,0.0,0.7236218132751568,0.0,0.0,0.10101410283961856,0.0,0.7331788875395737,0.0,0.7078323788772399,0.0,0.0
15,15,garden,0.10257682576378506,0.0,0.0,0.6225714111626276,0.0,0.0,0.0,2.2391649279297883,1.4398082282759468,0.0,0.0,0.0,0.7337705094128057,0.0,0.0,0.0
16,16,great,0.09251149879019464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6541795507691175,0.1273119198528093,0.0,0.0,1.3052788590016304,0.0,0.0
17,17,train,0.10261071742007496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,18,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.759113160422782
19,19,went,0.09370533045225572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
