,index_original,features,"[Chinese, (Sim.)]_Freq","[Chinese, (Trad.)]_Freq",[Danish]_Freq,[Dutch]_Freq,[English]_Freq,[French]_Freq,[German]_Freq,[Italian]_Freq,[Japanese]_Freq,[Norwegian]_Freq,[Polish]_Freq,[Portuguese]_Freq,[Russian]_Freq,[Spanish]_Freq,[Swedish]_Freq,[Turkish]_Freq
0,0,church,0.0,0.12866623352910594,0.0,0.8859878958145714,0.0,0.0,0.0,0.0,4.769154422372054,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,lund,0.0,0.8596851266713234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7762530856528811,0.0,2.423564879067421,0.0,0.7391101199782005,0.0,0.12387226325416999
2,2,good,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9044132319724866,0.0,0.0,0.0,0.0
3,3,famous,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,4,center,0.11378110929142066,0.14681534590826073,0.0,0.0,0.0,0.0,2.4036392460166542,0.0,1.6886164656185918,0.0,0.13083247338185044,0.8990641399603051,0.7952230140586236,0.0,0.0,0.0
5,5,time,0.11523707958699796,0.0,0.0,0.0,0.0,0.9049255347385918,0.0,0.0,0.0,0.12610122350542816,0.0,0.8996997651438673,0.0,0.0,0.0,0.0
6,6,amazing,0.11173250638821908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,7,main,0.10874322060652077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,8,cathedral,0.0,0.1370300898035909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7483303237837365,0.0,0.8087510527019373
9,9,university,0.0,0.0,0.0,0.14889976820178538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12292588738418388
10,10,visit,0.12175033823562985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1399434054474275,0.0,0.0,0.0,0.0,0.0
11,11,located,0.11363586327487475,0.13388332387793836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,12,structure,0.09978085974124376,0.8583191824515526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,13,scenery,0.11783067684298736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,14,park,0.7079303893693158,0.0,0.0,0.0,0.0,0.0,1.696824520861035,0.0,0.0,0.7679269648450318,0.0,0.0,0.0,0.0,0.0,0.0
15,15,garden,0.7169692550080571,0.0,0.0,0.12902088332979406,0.0,3.0612294746380218,5.537901787597568,1.7529823784483345,0.0,0.0,0.0,0.0,1.4447981544798632,0.0,0.0,0.0
16,16,great,0.10976976917015063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8674979990747371,0.8998262762022694,0.0,0.12980715098977486,0.0,0.0
17,17,train,0.11561629132071533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,18,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7695895668246353,0.0,3.167788209799628,0.0,2.6242361921695934,0.0,0.1412233270619239
19,19,went,0.7301287134962289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,20,sweden,0.7278214120381405,0.1373082925464749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8123333930027102,0.0,0.0,0.0
21,21,building,0.0,2.3189931655194336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8845357403864811,1.6551223308020906,0.0,0.12351548465598128,0.0,0.0
22,22,place,0.7236885627175015,0.13935128711882927,0.0,0.0,0.0,0.13680199604479393,0.0,0.0,0.9146898120186082,0.12455008776873308,3.097291784113314,1.6375674713731612,0.0,0.0,0.0,0.0
23,23,beautiful,0.10838497802741212,0.0,0.0,0.9082504058062496,0.0,1.3525806356528884,0.0,10.479278598089016,0.0,0.7728072770547597,0.8692912041104194,0.0,2.802591700067709,0.0,0.0,0.0
24,24,details,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,25,really,0.0,0.0,0.0,0.0,0.0,0.0,1.715046459991397,0.9400709605954192,0.0,0.1193385943860347,0.1360595239236042,0.0,0.0,0.0,0.0,0.0
26,26,connection,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,27,historic,0.0,0.0,0.0,0.0,0.0,0.0,1.7069625906790935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,28,plant,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,29,greenhouses,0.0,0.0,0.0,0.0,0.0,1.6764839114418768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1221988323029722,0.0,0.0
30,30,basement,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.098375301333526,0.0
