cozy,excellent,friendly,good,pizzas,pizzeria,place,restaurant,staff,
0.19045339896215102,0.1736169244095953,0.19136653035828502,0.16837163137989733,0.169629976560172,0.1737010396454806,0.17655787803078263,0.17139475401314974,0.17396940688005902,
1.083249757731792,1.0929149543296437,0.16883874786455744,0.15207354217599056,0.17567520519668256,0.1896197815910943,0.15957599645841053,2.0034169639295545,0.18253436967011066,
0.16367873016011694,0.1559074077264101,0.1804867153660457,0.18024969078480294,0.16249813975191538,0.15982012983868252,0.16650745095760097,0.16705116331700687,0.15844978414784755,
0.16878011428815576,0.16362202809764007,0.17351022757764692,0.1702158566258497,0.1738440325907673,0.16556674007603822,0.16762625660975702,0.16423130339564715,0.15766398239179116,
0.158335422538231,0.17412230068378207,0.1816464195607337,0.17145254526319445,0.17926846152449774,0.17082198974569737,0.17365264965338006,0.17622965376466984,0.1670017896948607,
0.1777158168794833,1.0955916955862104,0.1589964016899046,2.9443879095758847,2.0062923594911255,2.004575465260105,2.0176783059315917,1.0947108768741882,2.0190017688316066,
0.17736350325708466,0.17955901709002622,0.16088983261352444,0.17828766825346548,0.16723753388599535,0.1647199806194208,0.1860148382449104,0.18961391933371474,0.1683536538268557,
0.17689987306969482,0.17535186360352034,0.17789384765587746,0.17342595677894615,0.16212746221561883,0.17279889854810657,0.1813060267016196,0.1670734057086214,0.18585300378076386,
0.16990434488172282,0.18009390840703135,0.16555529003773775,0.17586215848856146,0.17358350401790718,0.16217360397684805,0.17175105074289712,0.1862265014736478,0.16349401375898004,
1.0956217989962733,0.16990271007980326,2.016845307890141,1.0857615055377743,0.16534788948801807,0.16177824977367686,0.16705309938482313,1.082689937387208,1.1026588205051109,
