affordable,atmosphere,delicious,feel,food,good,ingredients,italian,normal,pizza,place,prices,quite,real,restaurant,sweden,tasty,
0.18510169826104636,0.1736169244095953,0.18601482965718039,0.16301993067879267,2.9226892449994826,0.1737010396454806,0.17655787803078263,0.17139475401314974,0.17396940688005902,0.17308269338233362,0.19966087174981936,0.16883874786455744,0.15207354217599056,0.17567520519668256,2.9539580877258724,0.15957599645841053,2.0259750393204867,
0.18253436967011066,0.16367873016011694,0.1559074077264101,0.1804867153660457,0.18024969078480294,0.16249813975191538,0.15982012983868252,0.16650745095760097,0.16705116331700687,0.15844978414784755,0.16878011428815576,0.16362202809764007,0.17351022757764692,0.1702158566258497,0.1738440325907673,0.16556674007603822,0.16762625660975702,
0.16423130339564715,0.15766398239179116,0.158335422538231,0.17412230068378207,0.17629471885962908,0.17145254526319445,0.1736345174503305,0.16518804567153028,0.16801870557921286,0.17087795306356524,0.16165008899375602,0.1777158168794833,0.17414559354128697,0.1589964016899046,0.1800496034411065,0.16903409947544215,0.1673172052444218,
0.1804200459159087,0.17326477482926522,0.17610956474175582,0.1714361662627223,0.17363168009566393,0.16088983261352444,0.17828766825346548,0.16723753388599535,0.1647199806194208,0.1860148382449104,0.17775924534498985,0.1683536538268557,0.17689987306969482,0.17535186360352034,0.17789384765587746,0.17342595677894615,0.16212746221561883,
2.004705457862681,2.013212586016195,1.9989799650231959,2.017759563095338,0.16455264418061807,2.0066487670205015,1.9974618493523126,2.0077687178031365,2.005490063332482,1.9940801632914227,0.17175105074289712,2.007429659386013,1.9954005730735542,2.011433956967028,2.0018092693943776,2.016563064517073,0.16966710419395448,
0.16534788948801807,0.16177824977367686,0.16705309938482313,0.166595536043388,0.19784345685675764,0.16121429502526624,0.17724683563173776,0.16285172943298754,0.15893622987432116,0.17788261696886526,0.17296291004483788,0.1626026951781871,0.17590449038876757,0.16430359495160976,0.16515256179780596,0.16769322327373742,0.16014134279098693,
0.17544297780474644,0.15853293551680667,0.16209120994261955,0.1708464682812807,0.16072908043393808,0.17254968065270265,0.17461246327307028,0.16909903728616768,0.1886562126836174,0.18139279257002972,0.16757697383657952,0.16857434617375472,0.17938102077028809,0.17568867680984185,0.17024604430316082,0.1647902654086771,0.17265249237075447,
0.16966945809319764,0.17779366325554213,0.17295081991547034,0.16326114996392133,0.1672647607498042,0.18952500758727533,0.17010573649131672,0.1668569953226086,0.17427360517706206,0.1716704558642553,0.1722716441473001,0.1597913630649221,0.1666312801722351,0.16625608609639603,0.17374498037411196,0.16171506892043064,0.17672422763416776,
0.18481295199133868,0.18685169644451213,0.1803848356896056,0.17911008861738464,0.17982573277811928,0.19019785409233766,0.18558015250345208,0.17699306642706253,0.1869717371171528,0.18699809277541662,0.15866735306945126,0.1863072935710082,0.1768383331419704,0.18101078194981018,0.167197998414332,0.18291211357637605,0.16802382332730623,
0.17120298862157618,0.18679901014233338,0.17353590433526386,0.174372910252395,0.16952966663349667,0.15556681890948812,0.18776867273984502,0.16513384954395055,0.1831140159910564,0.16252223874620764,2.0063033053249537,0.1656135939244869,0.16672457282283396,0.18993016479789643,0.16241446222752315,0.17120555242963292,0.17509791351926943,
