chiefs,city,definitely,excellent,great,interested,italian,lund,nice,pizza,pizzas,restaurant,seafood,try,waiters,wines,
0.18510169826104636,0.1911055424724873,0.18601482965718039,0.16301993067879267,0.169629976560172,0.1737010396454806,0.18754352280605452,0.17732209100751214,0.19088238864969326,0.18999567515196789,0.20529481582398665,0.1798243926398293,0.15207354217599056,0.17567520519668256,0.1896197815910943,0.17056164123368228,
0.18308283523063582,0.18253436967011066,0.16367873016011694,0.1559074077264101,0.1804867153660457,0.18024969078480294,0.16249813975191538,0.15982012983868252,0.16650745095760097,0.16705116331700687,0.15844978414784755,0.16878011428815576,0.16362202809764007,0.17351022757764692,0.1702158566258497,0.1738440325907673,
0.16556674007603822,0.16762625660975702,0.16423130339564715,0.15766398239179116,0.158335422538231,0.17412230068378207,0.17629471885962908,0.17145254526319445,0.1736345174503305,0.16518804567153028,0.16801870557921286,0.17087795306356524,0.16165008899375602,0.1777158168794833,0.17414559354128697,0.1589964016899046,
2.011662769835486,0.16903409947544215,1.9989303716388003,3.8436463787046757,2.0048779412236444,2.007722731136135,2.0030493326571017,2.005244846490043,0.16088983261352444,2.009900834647844,1.9988507002803744,1.9963331470137995,2.01762800463929,2.009372411739369,1.9999668202212346,2.008513039464074,
0.17535186360352034,1.087778668632272,0.17342595677894615,0.16212746221561883,0.17279889854810657,0.1813060267016196,0.1670734057086214,1.0957378247571592,1.0744374651570132,1.0846270286823216,0.16555529003773775,0.17586215848856146,0.17358350401790718,0.16217360397684805,0.17175105074289712,0.17552310007143837,
0.16349401375898004,0.17952739765245326,0.16990271007980326,0.18465650520249827,0.16966710419395448,0.16534788948801807,0.16177824977367686,0.16705309938482313,0.166595536043388,0.18656441916129055,0.16121429502526624,0.17724683563173776,0.16285172943298754,0.15893622987432116,0.17788261696886526,0.17296291004483788,
0.1626026951781871,0.17590449038876757,0.16430359495160976,0.16515256179780596,0.16769322327373742,0.16014134279098693,0.17544297780474644,0.15853293551680667,0.16209120994261955,0.1708464682812807,0.16072908043393808,0.17254968065270265,0.17461246327307028,0.16909903728616768,0.1886562126836174,0.18139279257002972,
0.16757697383657952,0.16857434617375472,0.17938102077028809,0.17568867680984185,0.17024604430316082,0.1647902654086771,0.17265249237075447,0.16966945809319764,0.17779366325554213,0.17295081991547034,0.16326114996392133,0.1672647607498042,0.18952500758727533,0.17010573649131672,0.1668569953226086,0.17427360517706206,
0.1716704558642553,0.1779055882214673,0.1597913630649221,0.1666312801722351,0.16625608609639603,0.17374498037411196,0.16171506892043064,0.18235817170833488,0.17946125129023408,0.18149999574340758,0.16939919091433372,0.1681244438421129,0.17982573277811928,0.17921220931706586,0.17459450772818022,0.16600742165179067,
0.1872651300373479,1.0858972689765385,0.16994639076491835,0.19787972418667055,0.17713172606216554,0.1813041748700054,1.077951848604179,0.1832055064965713,1.078484280596958,1.0929424835866957,2.01842332608385,1.095275399300383,0.18565194794786208,0.1808087043289637,0.1668458566049552,1.1095081677049645,
