Ramklints,d9735716,[English],5,106.0,48.0,5,"September 23, 2017 ",Delicious pastries and fab coffee too!,"Lund, Sweden","Friendly and welcoming. Excellent coffee - artfully decorated late and cappuccinos! Delicious pastries, including a good range of Gluten Free.  Centrally located in Lund with reasonably pleasant outlook. Basic, but not unappealing, decor. Clean venue. One thing, please remember to return your plates and cutlery...More"
Ramklints,d9735716,[English],5,26.0,3.0,5,"July 26, 2017 ",Special!,"Copenhagen, Denmark","A place to come back to! Always surprised, never bored. You have to come back because you can´t possibly try everything in one day..:-)"
Ramklints,d9735716,[English],5,274.0,140.0,4,"February 25, 2017 ",Sweet sensation,"Lund, Sweden","A welcoming confectioner's, spotlessly clean and with the best pastries and cakes I have tasted in south Sweden. Also, the staff is friendly and very efficient. Not to be missed if in Lund.
Their version of the ubiquitous cinnamon roll is especially fragrant and soft:...More"
Ramklints,d9735716,[English],5,83.0,23.0,5,"February 12, 2017 ",Riktigt konditori!,"Nairobi, Kenya","With the bakery in the next room you get an extra nice smell of freshly baked bread and cakes. If you want their best, you need to pree order. It is their ""vetekaka"", a lot of butter and sugar!! Yummy!!"
Ramklints,d9735716,[English],5,246.0,85.0,5,"January 9, 2016 ",What a cozy cafe to be in,,"The pastries were all so delicious. I especially like their 'semla'. The location is so central to Lund so it's easy to get to. The big windows make for a bright interior. The staff just looked so clean and well-groomed. Somehow, that added to the...More"
Ramklints,d9735716,[Swedish],9,93.0,12.0,3,"August 18, 2018 ",OK fika,"Lund, Sweden",Helt ok fika i en traditionel konditorimiljö. Hjälpsam personal men något höga priser för den fika som erbjuds.
Ramklints,d9735716,[Swedish],9,56.0,11.0,4,"July 29, 2018 ",Genuint konditori,"Tumba, Sweden","Stort utbud av småkakor ,kondisbitar, bakelser och tårtor,dessutom ett imponerande antal sorter glutenfria bakverk,olika kaffesorter och lugn och trivsamt café...More"
Ramklints,d9735716,[Swedish],9,63.0,25.0,4,"June 10, 2018 ",Gedigen gammaldags konditori,"Malmo, Sweden","Fräscha, prisvärda bakverk, serviceinriktade personal i traditionell miljö men med självhämt till bordet."
Ramklints,d9735716,[Swedish],9,163.0,47.0,3,"April 18, 2018 ",Besviken,"Vallakra, Sweden",Förr när jag var i Lund och ville fika var Ramklints ett säkert kort så därför valde vi detta även...More
Ramklints,d9735716,[Swedish],9,117.0,26.0,3,"December 20, 2017 ",Kaffe med lilla kusin och skånevänner,"Stockholm, Sweden",Vi sågs för förmiddagskaffe på Lunds just nu bästa konditori. Det fanns en mångfald kaksorter att välja på och även...More
Ramklints,d9735716,[Swedish],9,314.0,70.0,5,"May 15, 2017 ","Klassikt konditori, trevlig service","Helsingborg, Sweden","Jättebra sortiment, gott, trevlig service. Detta är ett toppenställe att fika. Inte det billigaste stället kanske, men riktigt bra."
Ramklints,d9735716,[Swedish],9,175.0,66.0,5,"February 25, 2017 ",Bästa semlorna,"Lund, Sweden",Bästa semlorna på jorden och då har jag ätit mycket semlor...! Bullen är perfekt i sin konsistens och de har...More
