[English],1,12,3,5,"February 23, 2018 ",Great Chinese food!,"Malmo, Sweden","The restaurant was next to Lund central station, inside interior was very nice.
Reasonable price, tasty food made by professional Chinese chief!"
[Swedish],1,15,3,3,"March 20, 2018 ",Asiatisk buffe.,"Lund, Sweden","Gamla anrika ""Clemens matsalar"" med husmanskost har nu samma 4-rumslägenhet med kakelugnar och en liten Asiatisk Lunch buffe till väldigt...More"
