left,top,right,bottom,id,ID_count,ID_unique,ID_empty,ID_filled,ID_min,ID_max,ID_min_length,ID_max_length,ID_mean_length,lan_long_count,lan_long_unique,lan_long_empty,lan_long_filled,lan_long_min,lan_long_max,lan_long_min_length,lan_long_max_length,lan_long_mean_length,pic_code_count,pic_code_unique,pic_code_empty,pic_code_filled,pic_code_min,pic_code_max,pic_code_min_length,pic_code_max_length,pic_code_mean_length,lan_count,lan_unique,lan_min,lan_max,lan_range,lan_sum,lan_mean,lan_median,lan_stddev,lan_minority,lan_majority,lan_q1,lan_q3,lan_iqr,long_count,long_unique,long_min,long_max,long_range,long_sum,long_mean,long_median,long_stddev,long_minority,long_majority,long_q1,long_q3,long_iqr
857063.0750757124042138,-3665928.7063381741754711,857263.0750757124042138,-3666128.7063381741754711,"42",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
857063.0750757124042138,-3666128.7063381741754711,857263.0750757124042138,-3666328.7063381741754711,"43",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
857063.0750757124042138,-3666328.7063381741754711,857263.0750757124042138,-3666528.7063381741754711,"44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
857063.0750757124042138,-3666528.7063381741754711,857263.0750757124042138,-3666728.7063381741754711,"45",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
857063.0750757124042138,-3666728.7063381741754711,857263.0750757124042138,-3666928.7063381741754711,"46",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
857063.0750757124042138,-3666928.7063381741754711,857263.0750757124042138,-3667128.7063381741754711,"47",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
857063.0750757124042138,-3667128.7063381741754711,857263.0750757124042138,-3667328.7063381741754711,"48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
857063.0750757124042138,-3667328.7063381741754711,857263.0750757124042138,-3667528.7063381741754711,"49","129","129","0","129",Lund_01329,Lund_03174,"10","10",10.000000,"129","1","0","129","55.7344406,13.1540883","55.7344406,13.1540883","21","21",21.000000,"129","129","0","129",AF1QipM2E25koJ8qKt0uXmUURqE5S72ZsedwqqFBeMDc,AF1QipPw4ifiETHADwhPCZoVk3NFBGeCwNyweWd1F-st,"44","44",44.000000,"129","1",55.734441,55.734441,0.000000,7189.742837,55.734441,55.734441,0.000000,55.734441,55.734441,55.734441,55.734441,0.000000,"129","1",13.154088,13.154088,0.000000,1696.877391,13.154088,13.154088,0.000000,13.154088,13.154088,13.154088,13.154088,0.000000
857063.0750757124042138,-3667528.7063381741754711,857263.0750757124042138,-3667728.7063381741754711,"50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
857063.0750757124042138,-3667728.7063381741754711,857263.0750757124042138,-3667928.7063381741754711,"51",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
857063.0750757124042138,-3667928.7063381741754711,857263.0750757124042138,-3668128.7063381741754711,"52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
857063.0750757124042138,-3668128.7063381741754711,857263.0750757124042138,-3668328.7063381741754711,"53",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
857063.0750757124042138,-3668328.7063381741754711,857263.0750757124042138,-3668528.7063381741754711,"54",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
857063.0750757124042138,-3668528.7063381741754711,857263.0750757124042138,-3668728.7063381741754711,"55",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
857063.0750757124042138,-3668728.7063381741754711,857263.0750757124042138,-3668928.7063381741754711,"56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
857063.0750757124042138,-3668928.7063381741754711,857263.0750757124042138,-3669128.7063381741754711,"57",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
857063.0750757124042138,-3669128.7063381741754711,857263.0750757124042138,-3669328.7063381741754711,"58",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
857063.0750757124042138,-3669328.7063381741754711,857263.0750757124042138,-3669528.7063381741754711,"59",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
857063.0750757124042138,-3669528.7063381741754711,857263.0750757124042138,-3669728.7063381741754711,"60",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
857063.0750757124042138,-3669728.7063381741754711,857263.0750757124042138,-3669928.7063381741754711,"61",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
857063.0750757124042138,-3669928.7063381741754711,857263.0750757124042138,-3670128.7063381741754711,"62",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
857063.0750757124042138,-3670128.7063381741754711,857263.0750757124042138,-3670328.7063381741754711,"63",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
857063.0750757124042138,-3670328.7063381741754711,857263.0750757124042138,-3670528.7063381741754711,"64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
857063.0750757124042138,-3670528.7063381741754711,857263.0750757124042138,-3670728.7063381741754711,"65",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
857063.0750757124042138,-3670728.7063381741754711,857263.0750757124042138,-3670928.7063381741754711,"66",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
857063.0750757124042138,-3670928.7063381741754711,857263.0750757124042138,-3671128.7063381741754711,"67",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
857063.0750757124042138,-3671128.7063381741754711,857263.0750757124042138,-3671328.7063381741754711,"68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
857063.0750757124042138,-3671328.7063381741754711,857263.0750757124042138,-3671528.7063381741754711,"69",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
857063.0750757124042138,-3671528.7063381741754711,857263.0750757124042138,-3671728.7063381741754711,"70",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
857063.0750757124042138,-3671728.7063381741754711,857263.0750757124042138,-3671928.7063381741754711,"71",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
857063.0750757124042138,-3671928.7063381741754711,857263.0750757124042138,-3672128.7063381741754711,"72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
857063.0750757124042138,-3672128.7063381741754711,857263.0750757124042138,-3672328.7063381741754711,"73",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
857063.0750757124042138,-3672328.7063381741754711,857263.0750757124042138,-3672528.7063381741754711,"74",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
857063.0750757124042138,-3672528.7063381741754711,857263.0750757124042138,-3672728.7063381741754711,"75",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
857063.0750757124042138,-3672728.7063381741754711,857263.0750757124042138,-3672928.7063381741754711,"76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
857263.0750757124042138,-3665328.7063381741754711,857463.0750757124042138,-3665528.7063381741754711,"77",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
857263.0750757124042138,-3665528.7063381741754711,857463.0750757124042138,-3665728.7063381741754711,"78",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
857263.0750757124042138,-3665728.7063381741754711,857463.0750757124042138,-3665928.7063381741754711,"79",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
857263.0750757124042138,-3665928.7063381741754711,857463.0750757124042138,-3666128.7063381741754711,"80",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
857263.0750757124042138,-3666128.7063381741754711,857463.0750757124042138,-3666328.7063381741754711,"81",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
857263.0750757124042138,-3666328.7063381741754711,857463.0750757124042138,-3666528.7063381741754711,"82",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
857263.0750757124042138,-3666528.7063381741754711,857463.0750757124042138,-3666728.7063381741754711,"83",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
857263.0750757124042138,-3666728.7063381741754711,857463.0750757124042138,-3666928.7063381741754711,"84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
857263.0750757124042138,-3666928.7063381741754711,857463.0750757124042138,-3667128.7063381741754711,"85",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
857263.0750757124042138,-3667128.7063381741754711,857463.0750757124042138,-3667328.7063381741754711,"86",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
857263.0750757124042138,-3667328.7063381741754711,857463.0750757124042138,-3667528.7063381741754711,"87",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
857263.0750757124042138,-3667528.7063381741754711,857463.0750757124042138,-3667728.7063381741754711,"88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
857263.0750757124042138,-3667728.7063381741754711,857463.0750757124042138,-3667928.7063381741754711,"89",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
857263.0750757124042138,-3667928.7063381741754711,857463.0750757124042138,-3668128.7063381741754711,"90",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
857263.0750757124042138,-3668128.7063381741754711,857463.0750757124042138,-3668328.7063381741754711,"91",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
857263.0750757124042138,-3668328.7063381741754711,857463.0750757124042138,-3668528.7063381741754711,"92",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
857263.0750757124042138,-3668528.7063381741754711,857463.0750757124042138,-3668728.7063381741754711,"93",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
857263.0750757124042138,-3668728.7063381741754711,857463.0750757124042138,-3668928.7063381741754711,"94",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
857263.0750757124042138,-3668928.7063381741754711,857463.0750757124042138,-3669128.7063381741754711,"95",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
857263.0750757124042138,-3669128.7063381741754711,857463.0750757124042138,-3669328.7063381741754711,"96",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
857263.0750757124042138,-3669328.7063381741754711,857463.0750757124042138,-3669528.7063381741754711,"97","1","1","0","1",Lund_01981,Lund_01981,"10","10",10.000000,"1","1","0","1","55.7170333,13.1526549","55.7170333,13.1526549","21","21",21.000000,"1","1","0","1",AF1QipMm3eg6cvI5OoGNOVrEXwBlKCn40fv5dUJ_TvL8,AF1QipMm3eg6cvI5OoGNOVrEXwBlKCn40fv5dUJ_TvL8,"44","44",44.000000,"1","1",55.717033,55.717033,0.000000,55.717033,55.717033,55.717033,0.000000,55.717033,55.717033,55.717033,55.717033,0.000000,"1","1",13.152655,13.152655,0.000000,13.152655,13.152655,13.152655,0.000000,13.152655,13.152655,13.152655,13.152655,0.000000
857263.0750757124042138,-3669528.7063381741754711,857463.0750757124042138,-3669728.7063381741754711,"98",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
857263.0750757124042138,-3669728.7063381741754711,857463.0750757124042138,-3669928.7063381741754711,"99","1","1","0","1",Lund_02424,Lund_02424,"10","10",10.000000,"1","1","0","1","55.7132426,13.1510846","55.7132426,13.1510846","21","21",21.000000,"1","1","0","1",AF1QipMRtUMha2DqvtPoAC2clDeYWneCkUAxytMf15If,AF1QipMRtUMha2DqvtPoAC2clDeYWneCkUAxytMf15If,"44","44",44.000000,"1","1",55.713243,55.713243,0.000000,55.713243,55.713243,55.713243,0.000000,55.713243,55.713243,55.713243,55.713243,0.000000,"1","1",13.151085,13.151085,0.000000,13.151085,13.151085,13.151085,0.000000,13.151085,13.151085,13.151085,13.151085,0.000000
857263.0750757124042138,-3669928.7063381741754711,857463.0750757124042138,-3670128.7063381741754711,"100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
857263.0750757124042138,-3670128.7063381741754711,857463.0750757124042138,-3670328.7063381741754711,"101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
857263.0750757124042138,-3670328.7063381741754711,857463.0750757124042138,-3670528.7063381741754711,"102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
857263.0750757124042138,-3670528.7063381741754711,857463.0750757124042138,-3670728.7063381741754711,"103","1","1","0","1",Lund_02913,Lund_02913,"10","10",10.000000,"1","1","0","1","55.7045179,13.1479298","55.7045179,13.1479298","21","21",21.000000,"1","1","0","1",AF1QipMIQQ3oFqy5C3ERZBhAJPvus-J31aC5SQ6huBpe,AF1QipMIQQ3oFqy5C3ERZBhAJPvus-J31aC5SQ6huBpe,"44","44",44.000000,"1","1",55.704518,55.704518,0.000000,55.704518,55.704518,55.704518,0.000000,55.704518,55.704518,55.704518,55.704518,0.000000,"1","1",13.147930,13.147930,0.000000,13.147930,13.147930,13.147930,0.000000,13.147930,13.147930,13.147930,13.147930,0.000000
857263.0750757124042138,-3670728.7063381741754711,857463.0750757124042138,-3670928.7063381741754711,"104","1","1","0","1",Lund_02659,Lund_02659,"10","10",10.000000,"1","1","0","1","55.703941,13.147832","55.703941,13.147832","19","19",19.000000,"1","1","0","1",AF1QipPgT9V_H0cxzUTJivDUFSj2uCG3aqpAbPEd1MOE,AF1QipPgT9V_H0cxzUTJivDUFSj2uCG3aqpAbPEd1MOE,"44","44",44.000000,"1","1",55.703941,55.703941,0.000000,55.703941,55.703941,55.703941,0.000000,55.703941,55.703941,55.703941,55.703941,0.000000,"1","1",13.147832,13.147832,0.000000,13.147832,13.147832,13.147832,0.000000,13.147832,13.147832,13.147832,13.147832,0.000000
857263.0750757124042138,-3670928.7063381741754711,857463.0750757124042138,-3671128.7063381741754711,"105","1","1","0","1",Lund_03104,Lund_03104,"10","10",10.000000,"1","1","0","1","55.7013054,13.1470513","55.7013054,13.1470513","21","21",21.000000,"1","1","0","1",AF1QipMI2rHVDhLEZ1vjAHnMUSdnbuJWABEO4IYGsc_Z,AF1QipMI2rHVDhLEZ1vjAHnMUSdnbuJWABEO4IYGsc_Z,"44","44",44.000000,"1","1",55.701305,55.701305,0.000000,55.701305,55.701305,55.701305,0.000000,55.701305,55.701305,55.701305,55.701305,0.000000,"1","1",13.147051,13.147051,0.000000,13.147051,13.147051,13.147051,0.000000,13.147051,13.147051,13.147051,13.147051,0.000000
857263.0750757124042138,-3671128.7063381741754711,857463.0750757124042138,-3671328.7063381741754711,"106",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
857263.0750757124042138,-3671328.7063381741754711,857463.0750757124042138,-3671528.7063381741754711,"107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
857263.0750757124042138,-3671528.7063381741754711,857463.0750757124042138,-3671728.7063381741754711,"108",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
857263.0750757124042138,-3671728.7063381741754711,857463.0750757124042138,-3671928.7063381741754711,"109",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
857263.0750757124042138,-3671928.7063381741754711,857463.0750757124042138,-3672128.7063381741754711,"110",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
857263.0750757124042138,-3672128.7063381741754711,857463.0750757124042138,-3672328.7063381741754711,"111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
857263.0750757124042138,-3672328.7063381741754711,857463.0750757124042138,-3672528.7063381741754711,"112",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
857263.0750757124042138,-3672528.7063381741754711,857463.0750757124042138,-3672728.7063381741754711,"113",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
857263.0750757124042138,-3672728.7063381741754711,857463.0750757124042138,-3672928.7063381741754711,"114",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
857463.0750757124042138,-3665328.7063381741754711,857663.0750757124042138,-3665528.7063381741754711,"115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
