left,top,right,bottom,id,ID_count,ID_unique,ID_empty,ID_filled,ID_min,ID_max,ID_min_length,ID_max_length,ID_mean_length,lan_long_count,lan_long_unique,lan_long_empty,lan_long_filled,lan_long_min,lan_long_max,lan_long_min_length,lan_long_max_length,lan_long_mean_length,pic_code_count,pic_code_unique,pic_code_empty,pic_code_filled,pic_code_min,pic_code_max,pic_code_min_length,pic_code_max_length,pic_code_mean_length,lan_count,lan_unique,lan_min,lan_max,lan_range,lan_sum,lan_mean,lan_median,lan_stddev,lan_minority,lan_majority,lan_q1,lan_q3,lan_iqr,long_count,long_unique,long_min,long_max,long_range,long_sum,long_mean,long_median,long_stddev,long_minority,long_majority,long_q1,long_q3,long_iqr
859063.0750757124042138,-3667928.7063381741754711,859263.0750757124042138,-3668128.7063381741754711,"432","1","1","0","1",Lund_01545,Lund_01545,"10","10",10.000000,"1","1","0","1","55.7250921,13.181169","55.7250921,13.181169","20","20",20.000000,"1","1","0","1",AF1QipMDQ6L96TEiyEoK_SFAToPvrE-OYS87t4EHCT-F,AF1QipMDQ6L96TEiyEoK_SFAToPvrE-OYS87t4EHCT-F,"44","44",44.000000,"1","1",55.725092,55.725092,0.000000,55.725092,55.725092,55.725092,0.000000,55.725092,55.725092,55.725092,55.725092,0.000000,"1","1",13.181169,13.181169,0.000000,13.181169,13.181169,13.181169,0.000000,13.181169,13.181169,13.181169,13.181169,0.000000
859063.0750757124042138,-3668128.7063381741754711,859263.0750757124042138,-3668328.7063381741754711,"433",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
859063.0750757124042138,-3668328.7063381741754711,859263.0750757124042138,-3668528.7063381741754711,"434",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
859063.0750757124042138,-3668528.7063381741754711,859263.0750757124042138,-3668728.7063381741754711,"435",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
859063.0750757124042138,-3668728.7063381741754711,859263.0750757124042138,-3668928.7063381741754711,"436",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
859063.0750757124042138,-3668928.7063381741754711,859263.0750757124042138,-3669128.7063381741754711,"437",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
859063.0750757124042138,-3669128.7063381741754711,859263.0750757124042138,-3669328.7063381741754711,"438",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
859063.0750757124042138,-3669328.7063381741754711,859263.0750757124042138,-3669528.7063381741754711,"439",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
859063.0750757124042138,-3669528.7063381741754711,859263.0750757124042138,-3669728.7063381741754711,"440",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
859063.0750757124042138,-3669728.7063381741754711,859263.0750757124042138,-3669928.7063381741754711,"441",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
859063.0750757124042138,-3669928.7063381741754711,859263.0750757124042138,-3670128.7063381741754711,"442",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
859063.0750757124042138,-3670128.7063381741754711,859263.0750757124042138,-3670328.7063381741754711,"443",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
859063.0750757124042138,-3670328.7063381741754711,859263.0750757124042138,-3670528.7063381741754711,"444",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
859063.0750757124042138,-3670528.7063381741754711,859263.0750757124042138,-3670728.7063381741754711,"445",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
859063.0750757124042138,-3670728.7063381741754711,859263.0750757124042138,-3670928.7063381741754711,"446",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
859063.0750757124042138,-3670928.7063381741754711,859263.0750757124042138,-3671128.7063381741754711,"447",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
859063.0750757124042138,-3671128.7063381741754711,859263.0750757124042138,-3671328.7063381741754711,"448",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
859063.0750757124042138,-3671328.7063381741754711,859263.0750757124042138,-3671528.7063381741754711,"449",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
859063.0750757124042138,-3671528.7063381741754711,859263.0750757124042138,-3671728.7063381741754711,"450",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
859063.0750757124042138,-3671728.7063381741754711,859263.0750757124042138,-3671928.7063381741754711,"451","29","29","0","29",Lund_01054,Lund_03163,"10","10",10.000000,"29","1","0","29","55.6898804,13.1708437","55.6898804,13.1708437","21","21",21.000000,"29","29","0","29",AF1QipM4mnR65wd8jZceAV18D5nz5JOcpBBVtQOBVd7P,AF1QipPz7eW_bz6vRnEcx693SjUUIEweBItXn6ZSfZx3,"44","44",44.000000,"29","1",55.689880,55.689880,0.000000,1615.006532,55.689880,55.689880,0.000000,55.689880,55.689880,55.689880,55.689880,0.000000,"29","1",13.170844,13.170844,0.000000,381.954467,13.170844,13.170844,0.000000,13.170844,13.170844,13.170844,13.170844,0.000000
859063.0750757124042138,-3671928.7063381741754711,859263.0750757124042138,-3672128.7063381741754711,"452","17","17","0","17",Lund_00710,Lund_03129,"10","10",10.000000,"17","17","0","17","55.6883428,13.1700996","55.6892097,13.1680832","20","21",20.823529,"17","17","0","17",AF1QipM8T4G6K9EFVUwZFr4OAOKDVpfAK9-0fs-zsaB8,AF1QipPmw0agGSCwEK41l95K4v3BlfXc4pPm6ydvdmAW,"44","44",44.000000,"17","17",55.688343,55.689210,0.000867,946.709417,55.688789,55.688850,0.000244,55.688343,55.688343,55.688593,55.688955,0.000363,"17","17",13.168083,13.170100,0.002016,223.875303,13.169135,13.169021,0.000612,13.168083,13.168083,13.168673,13.169683,0.001009
859063.0750757124042138,-3672128.7063381741754711,859263.0750757124042138,-3672328.7063381741754711,"453",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
859063.0750757124042138,-3672328.7063381741754711,859263.0750757124042138,-3672528.7063381741754711,"454",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
859063.0750757124042138,-3672528.7063381741754711,859263.0750757124042138,-3672728.7063381741754711,"455",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
859063.0750757124042138,-3672728.7063381741754711,859263.0750757124042138,-3672928.7063381741754711,"456",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
859263.0750757124042138,-3665328.7063381741754711,859463.0750757124042138,-3665528.7063381741754711,"457",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
859263.0750757124042138,-3665528.7063381741754711,859463.0750757124042138,-3665728.7063381741754711,"458",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
859263.0750757124042138,-3665728.7063381741754711,859463.0750757124042138,-3665928.7063381741754711,"459",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
859263.0750757124042138,-3665928.7063381741754711,859463.0750757124042138,-3666128.7063381741754711,"460",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
859263.0750757124042138,-3666128.7063381741754711,859463.0750757124042138,-3666328.7063381741754711,"461",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
859263.0750757124042138,-3666328.7063381741754711,859463.0750757124042138,-3666528.7063381741754711,"462",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
859263.0750757124042138,-3666528.7063381741754711,859463.0750757124042138,-3666728.7063381741754711,"463",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
859263.0750757124042138,-3666728.7063381741754711,859463.0750757124042138,-3666928.7063381741754711,"464",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
859263.0750757124042138,-3666928.7063381741754711,859463.0750757124042138,-3667128.7063381741754711,"465",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
859263.0750757124042138,-3667128.7063381741754711,859463.0750757124042138,-3667328.7063381741754711,"466",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
859263.0750757124042138,-3667328.7063381741754711,859463.0750757124042138,-3667528.7063381741754711,"467","1","1","0","1",Lund_02597,Lund_02597,"10","10",10.000000,"1","1","0","1","55.7303206,13.1867349","55.7303206,13.1867349","21","21",21.000000,"1","1","0","1",AF1QipOxTsQf214LuYkFPm9wR3E10x8eN7c2nRu8Dp-x,AF1QipOxTsQf214LuYkFPm9wR3E10x8eN7c2nRu8Dp-x,"44","44",44.000000,"1","1",55.730321,55.730321,0.000000,55.730321,55.730321,55.730321,0.000000,55.730321,55.730321,55.730321,55.730321,0.000000,"1","1",13.186735,13.186735,0.000000,13.186735,13.186735,13.186735,0.000000,13.186735,13.186735,13.186735,13.186735,0.000000
859263.0750757124042138,-3667528.7063381741754711,859463.0750757124042138,-3667728.7063381741754711,"468",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
859263.0750757124042138,-3667728.7063381741754711,859463.0750757124042138,-3667928.7063381741754711,"469","2","2","0","2",Lund_01579,Lund_01736,"10","10",10.000000,"2","1","0","2","55.7267419,13.1864081","55.7267419,13.1864081","21","21",21.000000,"2","2","0","2",AF1QipPRa4F298jhAxe-eSzMG28Nn_Zq_C4CKFQEmvYS,AF1QipPelzQPVn0MFsbsmiuhiMI0fBwPsRWZJ8nPmIEZ,"44","44",44.000000,"2","1",55.726742,55.726742,0.000000,111.453484,55.726742,55.726742,0.000000,55.726742,55.726742,55.726742,55.726742,0.000000,"2","1",13.186408,13.186408,0.000000,26.372816,13.186408,13.186408,0.000000,13.186408,13.186408,13.186408,13.186408,0.000000
859263.0750757124042138,-3667928.7063381741754711,859463.0750757124042138,-3668128.7063381741754711,"470",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
859263.0750757124042138,-3668128.7063381741754711,859463.0750757124042138,-3668328.7063381741754711,"471",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
859263.0750757124042138,-3668328.7063381741754711,859463.0750757124042138,-3668528.7063381741754711,"472",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
859263.0750757124042138,-3668528.7063381741754711,859463.0750757124042138,-3668728.7063381741754711,"473","4","4","0","4",Lund_01326,Lund_02862,"10","10",10.000000,"4","2","0","4","55.7189959,13.1847355","55.7193594,13.1845319","21","21",21.000000,"4","4","0","4",AF1QipNMy4krY6yjZoj4qCIaRdU6uY0WkSBmMVSH3l0g,AF1QipPo4bZVApqKpJU6SIGxc_HVRQ4LXq5AgdiEKRVU,"44","44",44.000000,"4","2",55.718996,55.719359,0.000363,222.877074,55.719269,55.719359,0.000157,55.718996,55.719359,55.719178,55.719359,0.000182,"4","2",13.184532,13.184736,0.000204,52.738331,13.184583,13.184532,0.000088,13.184736,13.184532,13.184532,13.184634,0.000102
859263.0750757124042138,-3668728.7063381741754711,859463.0750757124042138,-3668928.7063381741754711,"474",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
859263.0750757124042138,-3668928.7063381741754711,859463.0750757124042138,-3669128.7063381741754711,"475",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
859263.0750757124042138,-3669128.7063381741754711,859463.0750757124042138,-3669328.7063381741754711,"476",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
859263.0750757124042138,-3669328.7063381741754711,859463.0750757124042138,-3669528.7063381741754711,"477","4","4","0","4",Lund_01371,Lund_02196,"10","10",10.000000,"4","3","0","4","55.7113311,13.1817859","55.7115603,13.18181","19","21",20.000000,"4","4","0","4",AF1QipMyQ7s-zAEBjUDalmFunzuZ6YNSQIXPrflKx_-b,AF1QipPTPuMCZ6A91vMUfoaYxya2EBKbsPHzTM-jdkwt,"44","44",44.000000,"4","3",55.711331,55.711560,0.000229,222.846007,55.711502,55.711558,0.000099,55.711331,55.711560,55.711443,55.711560,0.000117,"4","3",13.181180,13.181810,0.000630,52.726586,13.181647,13.181798,0.000269,13.181180,13.181810,13.181483,13.181810,0.000327
859263.0750757124042138,-3669528.7063381741754711,859463.0750757124042138,-3669728.7063381741754711,"478","2","2","0","2",Lund_00003,Lund_02669,"10","10",10.000000,"2","2","0","2","55.7107811,13.181663","55.7108687,13.181276","20","20",20.000000,"2","2","0","2",AF1QipN1EAGrmd7cCixgk7EniNOEjvTYdMq86L_B0K70,AF1QipOeWjdgEnNs2gp-oZJXcWC1iupPl2U3de9UFBym,"44","44",44.000000,"2","2",55.710781,55.710869,0.000088,111.421650,55.710825,55.710825,0.000044,55.710781,55.710781,55.710781,55.710869,0.000088,"2","2",13.181276,13.181663,0.000387,26.362939,13.181470,13.181470,0.000193,13.181276,13.181276,13.181276,13.181663,0.000387
859263.0750757124042138,-3669728.7063381741754711,859463.0750757124042138,-3669928.7063381741754711,"479","2","2","0","2",Lund_00223,Lund_02704,"10","10",10.000000,"2","2","0","2","55.7077578,13.17835","55.7080442,13.1808666","19","21",20.000000,"2","2","0","2",AF1QipMO9VbgoiVnTmPmq_HoZbTa-naP6i1jH_A1TnGu,AF1QipOKm7Ly3HD9MRlo5Y0z1-rK945AdT3UD2ex4lCG,"44","44",44.000000,"2","2",55.707758,55.708044,0.000286,111.415802,55.707901,55.707901,0.000143,55.707758,55.707758,55.707758,55.708044,0.000286,"2","2",13.178350,13.180867,0.002517,26.359217,13.179608,13.179608,0.001258,13.178350,13.178350,13.178350,13.180867,0.002517
859263.0750757124042138,-3669928.7063381741754711,859463.0750757124042138,-3670128.7063381741754711,"480",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
859263.0750757124042138,-3670128.7063381741754711,859463.0750757124042138,-3670328.7063381741754711,"481",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
859263.0750757124042138,-3670328.7063381741754711,859463.0750757124042138,-3670528.7063381741754711,"482",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
859263.0750757124042138,-3670528.7063381741754711,859463.0750757124042138,-3670728.7063381741754711,"483",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
859263.0750757124042138,-3670728.7063381741754711,859463.0750757124042138,-3670928.7063381741754711,"484",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
859263.0750757124042138,-3670928.7063381741754711,859463.0750757124042138,-3671128.7063381741754711,"485",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
859263.0750757124042138,-3671128.7063381741754711,859463.0750757124042138,-3671328.7063381741754711,"486",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
859263.0750757124042138,-3671328.7063381741754711,859463.0750757124042138,-3671528.7063381741754711,"487",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
859263.0750757124042138,-3671528.7063381741754711,859463.0750757124042138,-3671728.7063381741754711,"488",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
859263.0750757124042138,-3671728.7063381741754711,859463.0750757124042138,-3671928.7063381741754711,"489","1","1","0","1",Lund_03122,Lund_03122,"10","10",10.000000,"1","1","0","1","55.6894153,13.1726101","55.6894153,13.1726101","21","21",21.000000,"1","1","0","1",AF1QipMz3dSWhmX6RPvuL4Gi1aJHgI7Cobg09nPpLsw,AF1QipMz3dSWhmX6RPvuL4Gi1aJHgI7Cobg09nPpLsw,"43","43",43.000000,"1","1",55.689415,55.689415,0.000000,55.689415,55.689415,55.689415,0.000000,55.689415,55.689415,55.689415,55.689415,0.000000,"1","1",13.172610,13.172610,0.000000,13.172610,13.172610,13.172610,0.000000,13.172610,13.172610,13.172610,13.172610,0.000000
859263.0750757124042138,-3671928.7063381741754711,859463.0750757124042138,-3672128.7063381741754711,"490","18","18","0","18",Lund_02157,Lund_03113,"10","10",10.000000,"18","18","0","18","55.6873865,13.170858","55.6881948,13.1703513","20","21",20.722222,"18","18","0","18",AF1QipM3SVcXqJz3NhzGGKLMdbvg0Rwv6D2CjSYPzyh-,AF1QipP3ymA2gSFqgAxW-ojqgW90bcdIDu3BDmIPktVs,"44","44",44.000000,"18","18",55.687387,55.688195,0.000808,1002.379984,55.687777,55.687740,0.000276,55.687387,55.687387,55.687526,55.688060,0.000534,"18","18",13.170351,13.170858,0.000507,237.071568,13.170643,13.170661,0.000157,13.170351,13.170351,13.170516,13.170784,0.000268
859263.0750757124042138,-3672128.7063381741754711,859463.0750757124042138,-3672328.7063381741754711,"491","9","9","0","9",Lund_02389,Lund_03141,"10","10",10.000000,"9","9","0","9","55.6863495,13.172699","55.6873512,13.1708774","20","21",20.666667,"9","9","0","9",AF1QipMWsoe-KgqGlvZvZNG5plcys9l2XLau1RvItKB8,AF1QipPbaMVnl36iX7rbAylsv7tgT8oDMYIWmL41_-mK,"44","44",44.000000,"9","9",55.686349,55.687351,0.001002,501.181361,55.686818,55.686642,0.000364,55.686349,55.686349,55.686551,55.687176,0.000625,"9","9",13.170877,13.172699,0.001822,118.541709,13.171301,13.171149,0.000537,13.170877,13.170877,13.170950,13.171351,0.000400
859263.0750757124042138,-3672328.7063381741754711,859463.0750757124042138,-3672528.7063381741754711,"492",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
859263.0750757124042138,-3672528.7063381741754711,859463.0750757124042138,-3672728.7063381741754711,"493",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
859263.0750757124042138,-3672728.7063381741754711,859463.0750757124042138,-3672928.7063381741754711,"494",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
859463.0750757124042138,-3665328.7063381741754711,859663.0750757124042138,-3665528.7063381741754711,"495",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
859463.0750757124042138,-3665528.7063381741754711,859663.0750757124042138,-3665728.7063381741754711,"496",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
859463.0750757124042138,-3665728.7063381741754711,859663.0750757124042138,-3665928.7063381741754711,"497",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
859463.0750757124042138,-3665928.7063381741754711,859663.0750757124042138,-3666128.7063381741754711,"498",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
859463.0750757124042138,-3666128.7063381741754711,859663.0750757124042138,-3666328.7063381741754711,"499",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
859463.0750757124042138,-3666328.7063381741754711,859663.0750757124042138,-3666528.7063381741754711,"500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
859463.0750757124042138,-3666528.7063381741754711,859663.0750757124042138,-3666728.7063381741754711,"501",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
859463.0750757124042138,-3666728.7063381741754711,859663.0750757124042138,-3666928.7063381741754711,"502",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
859463.0750757124042138,-3666928.7063381741754711,859663.0750757124042138,-3667128.7063381741754711,"503",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
859463.0750757124042138,-3667128.7063381741754711,859663.0750757124042138,-3667328.7063381741754711,"504",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
859463.0750757124042138,-3667328.7063381741754711,859663.0750757124042138,-3667528.7063381741754711,"505",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
859463.0750757124042138,-3667528.7063381741754711,859663.0750757124042138,-3667728.7063381741754711,"506",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
859463.0750757124042138,-3667728.7063381741754711,859663.0750757124042138,-3667928.7063381741754711,"507",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
859463.0750757124042138,-3667928.7063381741754711,859663.0750757124042138,-3668128.7063381741754711,"508",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
859463.0750757124042138,-3668128.7063381741754711,859663.0750757124042138,-3668328.7063381741754711,"509",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
859463.0750757124042138,-3668328.7063381741754711,859663.0750757124042138,-3668528.7063381741754711,"510",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
859463.0750757124042138,-3668528.7063381741754711,859663.0750757124042138,-3668728.7063381741754711,"511",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
859463.0750757124042138,-3668728.7063381741754711,859663.0750757124042138,-3668928.7063381741754711,"512",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
859463.0750757124042138,-3668928.7063381741754711,859663.0750757124042138,-3669128.7063381741754711,"513",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
859463.0750757124042138,-3669128.7063381741754711,859663.0750757124042138,-3669328.7063381741754711,"514",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
859463.0750757124042138,-3669328.7063381741754711,859663.0750757124042138,-3669528.7063381741754711,"515",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
859463.0750757124042138,-3669528.7063381741754711,859663.0750757124042138,-3669728.7063381741754711,"516","4","4","0","4",Lund_00734,Lund_01692,"10","10",10.000000,"4","2","0","4","55.7088974,13.1833781","55.7095861,13.1844501","21","21",21.000000,"4","4","0","4",AF1QipMor_jZ1RJ-RhgJnOKpWeDFiQ7fvc9yXVLo2KyY,AF1QipPLZ-ZpNZjj1h4mhxsXYgbVxSGC86Z-U-YfH7aJ,"44","44",44.000000,"4","2",55.708897,55.709586,0.000689,222.836278,55.709070,55.708897,0.000298,55.709586,55.708897,55.708897,55.709242,0.000344,"4","2",13.183378,13.184450,0.001072,52.734584,13.183646,13.183378,0.000464,13.184450,13.183378,13.183378,13.183914,0.000536
859463.0750757124042138,-3669728.7063381741754711,859663.0750757124042138,-3669928.7063381741754711,"517",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
859463.0750757124042138,-3669928.7063381741754711,859663.0750757124042138,-3670128.7063381741754711,"518",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
859463.0750757124042138,-3670128.7063381741754711,859663.0750757124042138,-3670328.7063381741754711,"519",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
859463.0750757124042138,-3670328.7063381741754711,859663.0750757124042138,-3670528.7063381741754711,"520","2","2","0","2",Lund_00819,Lund_02035,"10","10",10.000000,"2","2","0","2","55.7022124,13.1812683","55.7030821,13.1795999","21","21",21.000000,"2","2","0","2",AF1QipN06Oh1kKwU6e0ZzZ_CI1R1-j0yP5rb5WbypPlx,AF1QipOHwHaUZynWTq1s39PahzeCfwg24BCs6KIySX8b,"44","44",44.000000,"2","2",55.702212,55.703082,0.000870,111.405294,55.702647,55.702647,0.000435,55.702212,55.702212,55.702212,55.703082,0.000870,"2","2",13.179600,13.181268,0.001668,26.360868,13.180434,13.180434,0.000834,13.179600,13.179600,13.179600,13.181268,0.001668
859463.0750757124042138,-3670528.7063381741754711,859663.0750757124042138,-3670728.7063381741754711,"521",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
859463.0750757124042138,-3670728.7063381741754711,859663.0750757124042138,-3670928.7063381741754711,"522",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
859463.0750757124042138,-3670928.7063381741754711,859663.0750757124042138,-3671128.7063381741754711,"523","42","42","0","42",Lund_02109,Lund_03176,"10","10",10.000000,"42","3","0","42","55.6960685,13.1781827","55.6972515,13.1798153","21","21",21.000000,"42","42","0","42",AF1QipM70dgqkgaOcckpOqR_YMs5GSZMc1Zce9ypFBYh,AF1QipPtarSe78Ijx5dSc_LriyEp6UrXW0KiGEVpnAs,"43","44",43.952381,"42","3",55.696069,55.697252,0.001183,2339.239544,55.696180,55.696156,0.000168,55.696069,55.696156,55.696156,55.696156,0.000000,"42","3",13.177898,13.179815,0.001917,553.473914,13.177950,13.177898,0.000294,13.178183,13.177898,13.177898,13.177898,0.000000
859463.0750757124042138,-3671128.7063381741754711,859663.0750757124042138,-3671328.7063381741754711,"524","2","2","0","2",Lund_02523,Lund_02680,"10","10",10.000000,"2","1","0","2","55.6944753,13.1767399","55.6944753,13.1767399","21","21",21.000000,"2","2","0","2",AF1QipPJ5JI8q_InYWA4z3cRQcwfpW_G_D6m-tYMZzi_,AF1QipP_-vJOYm3wuY20cC3lY3Gej-ACqEEoHenQLJXk,"44","44",44.000000,"2","1",55.694475,55.694475,0.000000,111.388951,55.694475,55.694475,0.000000,55.694475,55.694475,55.694475,55.694475,0.000000,"2","1",13.176740,13.176740,0.000000,26.353480,13.176740,13.176740,0.000000,13.176740,13.176740,13.176740,13.176740,0.000000
