field_1,ID,lan_long,pic_code,lan,long,a,b,c,d,e,f,g,h,i,j,k
"96",Lund_00097,"55.7046601,13.1910073",AF1QipMILuYClGpWa3OU4H2sO5foVvxgZDl5JiBEcUg,55.704660100000005,13.191007300000001,Lund_00097,Neighbourhood,Property,Town,Guard rail,Building,Public space,Tree,Architecture,Walkway,Fence
"97",Lund_00098,"55.7046601,13.1910073",AF1QipNM4oIwWvntf5YRdsF1P4w-tm_nRMI9kdVnN4sQ,55.704660100000005,13.191007300000001,Lund_00098,Medieval architecture,Landmark,Architecture,Building,Gothic architecture,Place of worship,Cathedral,Classical architecture,Spire,Steeple
"98",Lund_00099,"55.7046601,13.1910073",AF1QipMemhHcEqzrEynRWhWAoLBO7UYYPYZPJlaM3KHb,55.704660100000005,13.191007300000001,Lund_00099,House,Property,Architecture,Building,Landmark,Estate,Mansion,Home,Tree,Sky
"99",Lund_00100,"55.7046601,13.1910073",AF1QipMu34oKFOS-MnmR1rzBhUFrUuzqhZCEuNSfz8-Y,55.704660100000005,13.191007300000001,Lund_00100,Aerial photography,Metropolitan area,Bird's-eye view,Urban area,Residential area,Suburb,City,Urban design,Metropolis,Neighbourhood
"100",Lund_00101,"55.7046601,13.1910073",AF1QipNTdkbkV9yq0wLQhCDt2CB2UAhNBehzboqNaZHp,55.704660100000005,13.191007300000001,Lund_00101,Town,Neighbourhood,Building,Street,Property,Architecture,Human settlement,City,House,Mixed-use
"101",Lund_00102,"55.7046601,13.1910073",AF1QipOZmwHxNgGdUQnDWDVjitOZqOpHiezSht4HsKeg,55.704660100000005,13.191007300000001,Lund_00102,Grassland,Land lot,Grass,Natural environment,Meadow,Pasture,Natural landscape,Road,Tree,Plain
"102",Lund_00103,"55.7042276,13.189512",AF1QipMPDq5MagvU8qRQneVNjHCJeppVo5YLo0grh3P3,55.704227600000010,13.189511999999999,,,,,,,,,,,
"104",Lund_00105,"55.7046601,13.1910073",AF1QipNa-buJAMrjwali5yqThPr14Il7ok7rAvOs4tEF,55.704660100000005,13.191007300000001,Lund_00105,Sky,Landmark,Natural landscape,Grass,Tree,Park,Cloud,Architecture,Botany,Church
"105",Lund_00106,"55.7046601,13.1910073",AF1QipM1M7QmiaS6M_XXrvFxQ9t1YqHkx7VW52iTAhsP,55.704660100000005,13.191007300000001,Lund_00106,Transport,Line,Architecture,Wall,Residential area,Building,Facade,Track,House,Window
"106",Lund_00107,"55.7046601,13.1910073",AF1QipMVZeRvNjWtWVVWZaDptwYMHPNc_LT2Vxto-wxv,55.704660100000005,13.191007300000001,Lund_00107,Body of water,Shore,Water resources,Rock,Water,Coast,Bank,Waterway,Sea,Coastal and oceanic landforms
"107",Lund_00108,"55.7046601,13.1910073",AF1QipN9GJESni8aS-OJ3KPbyFWIYZPTTpJAeRHSD9ZD,55.704660100000005,13.191007300000001,Lund_00108,Landmark,Place of worship,Architecture,Spire,Church,Building,Parish,Sky,Chapel,Steeple
"108",Lund_00109,"55.7046601,13.1910073",AF1QipNHYxAjYoH8FMafMNh8PyH7xs4czhb_RdxYHIow,55.704660100000005,13.191007300000001,Lund_00109,Picket fence,Property,House,Fence,Home,Building,Architecture,Tree,Cottage,Home fencing
"109",Lund_00110,"55.7046601,13.1910073",AF1QipM9q8V75gp11qCO4DuwmyYArjUkvj7dXom7uM4,55.704660100000005,13.191007300000001,Lund_00110,Sky,Transport,Town,Public space,Mode of transport,Urban area,Architecture,Tree,Iron,Asphalt
"110",Lund_00111,"55.7046601,13.1910073",AF1QipMwa71Q2RQy-LRDqmaTnEIU8R9y3KG_hJ3Jppk,55.704660100000005,13.191007300000001,Lund_00111,Building,Architecture,Town,Landmark,City,Property,Human settlement,Mixed-use,Urban area,Tree
"111",Lund_00112,"55.7046601,13.1910073",AF1QipM4elcl_7eWEQ6KPg498Uq54fp0KC0lNHY_V2-7,55.704660100000005,13.191007300000001,Lund_00112,Building,Property,House,Architecture,Home,Real estate,Tree,Facade,Window,Historic house
"112",Lund_00113,"55.7046601,13.1910073",AF1QipMRB3fcc8PxRB6kqNCrkUOMr2oiwCSytHhg3RnL,55.704660100000005,13.191007300000001,Lund_00113,Vehicle,Town,Car,Urban area,Transport,Street,Landmark,Mode of transport,Architecture,Neighbourhood
"113",Lund_00114,"55.7046601,13.1910073",AF1QipM4Vxqob_JY1r65oiQDqIEa8TZL6biiISu-fQOH,55.704660100000005,13.191007300000001,Lund_00114,Tree,Spring,Flower,Plant,Blossom,Woody plant,Grass,Cherry blossom,Branch,Shrub
"114",Lund_00115,"55.7046601,13.1910073",AF1QipNjZ7GmomMzG6vgzPorT_GMdacFbQJpv8RoVX0G,55.704660100000005,13.191007300000001,Lund_00115,Landmark,Tower,Steeple,Building,Spire,Architecture,Church,Place of worship,Medieval architecture,National historic landmark
"115",Lund_00116,"55.7046601,13.1910073",AF1QipPGgtH8rHt7-xvmIef-LaBw0HyTjkU43TX6lDxA,55.704660100000005,13.191007300000001,Lund_00116,Building,Facade,Architecture,Roof,House,,,,,
"116",Lund_00117,"55.7046601,13.1910073",AF1QipOhtmZEg0VwEgCQOPBn8PRWZZEA2iJHh6LXkKME,55.704660100000005,13.191007300000001,Lund_00117,Building,Medieval architecture,Architecture,Landmark,Church,Town,Wall,Place of worship,Chapel,Sky
"117",Lund_00118,"55.7046601,13.1910073",AF1QipPhXb-S8xT6OelM5aoKWV29vXJkUL-j-nLFHf4D,55.704660100000005,13.191007300000001,Lund_00118,Natural landscape,Tree,Table,Furniture,Bench,Estate,Grass,Grove,Architecture,Building
"118",Lund_00119,"55.7046601,13.1910073",AF1QipN6lx1LGEyQEW8Zv7Afzgy6A518yIq1GlSiF6wr,55.704660100000005,13.191007300000001,Lund_00119,Bicycle,Tree,Vehicle,Architecture,Autumn,Spring,Cycling,Road bicycle,Plant,Cyclo-cross bicycle
"119",Lund_00120,"55.7046601,13.1910073",AF1QipMeXgVBxifbuZ7makTHFYybcYgdM7_rDrX1hNvy,55.704660100000005,13.191007300000001,Lund_00120,Sky,Spire,Landmark,Architecture,Church,Building,Place of worship,Parish,Steeple,Cathedral
"120",Lund_00121,"55.7046601,13.1910073",AF1QipNAGbnkU2sco4BD8lN_pKL8chpVskhL4GZY2jnQ,55.704660100000005,13.191007300000001,Lund_00121,Spire,Steeple,Church,Tree,Building,Architecture,Place of worship,Leaf,Sky,Tower
"121",Lund_00122,"55.704251,13.1895416",AF1QipNAFlZkoEl-tO9R4Fa1WHSCEUKvM8nK_ABV2l1F,55.704250999999999,13.189541600000000,,,,,,,,,,,
"123",Lund_00124,"55.7046601,13.1910073",AF1QipPez9S3tqYjyREFfLFjo0uJIdqLojaZ5ZqJ9mb6,55.704660100000005,13.191007300000001,Lund_00124,Town,City,Building,Human settlement,Pedestrian,Street,Plaza,Neighbourhood,Public space,Architecture
"124",Lund_00125,"55.7046601,13.1910073",AF1QipOxrYHGsKvOhXXxeUmj14WJfQLx60_A4dpKw4p4,55.704660100000005,13.191007300000001,Lund_00125,Sky,Landmark,Cloud,Architecture,Tree,Building,House,Estate,Palace,Grass
"125",Lund_00126,"55.7046601,13.1910073",AF1QipNm1KdX9vtjhAtn45Eb1abSdxcrsrU4eFmp3c0c,55.704660100000005,13.191007300000001,Lund_00126,Landmark,Building,Architecture,Property,Stately home,Classical architecture,Château,Estate,Facade,Mansion
"126",Lund_00127,"55.7046601,13.1910073",AF1QipOkWzsB2ZT8l8BVisxMGs-HwBlBY8CPHfmUXBk,55.704660100000005,13.191007300000001,Lund_00127,Water,Water feature,Fountain,Font,Architecture,Courtyard,Estate,Building,,
"127",Lund_00128,"55.7046601,13.1910073",AF1QipOSeCJz5D3emNKb6ioXAsHVpAVtxM7OGGQh2IxG,55.704660100000005,13.191007300000001,Lund_00128,Architecture,Town,Building,Landmark,Brick,Facade,Wall,Tourism,City,Sky
"128",Lund_00129,"55.7046601,13.1910073",AF1QipMkHoHVnRq-NuEuhiakBhBT0NvajmmJuPK_BfY3,55.704660100000005,13.191007300000001,Lund_00129,Sky,Landmark,Building,Town,Architecture,Tree,Human settlement,City,House,Cloud
"129",Lund_00130,"55.7046601,13.1910073",AF1QipPu2HVcxieAmPNc7k55NpYjRiivt6rdngdyCaB2,55.704660100000005,13.191007300000001,Lund_00130,Tree,Nature,Natural landscape,Water,Vegetation,Atmospheric phenomenon,Bank,Plant,Woody plant,Shore
"130",Lund_00131,"55.7046601,13.1910073",AF1QipO83Rz9cGCg_p8za-d93RgLWe57RCJB4cBsuXSD,55.704660100000005,13.191007300000001,Lund_00131,Architecture,Building,Landmark,Town,Church,City,Facade,Medieval architecture,Cathedral,Tree
"131",Lund_00132,"55.7046601,13.1910073",AF1QipP76TIOf0AwFKPFfn7DzEgb3ZZtNJ8eT0QGlm9s,55.704660100000005,13.191007300000001,Lund_00132,Tree,Yellow,Leaf,Lane,Grass,Road surface,Road,Spring,Woody plant,Walkway
"132",Lund_00133,"55.7046601,13.1910073",AF1QipNevekBzLjAG2G2JNVqSZ_jfODmOX-aAavY2A7y,55.704660100000005,13.191007300000001,Lund_00133,Aerial photography,Residential area,Suburb,Urban area,Bird's-eye view,Metropolitan area,City,Neighbourhood,Human settlement,Town
"133",Lund_00134,"55.7046601,13.1910073",AF1QipPzX68xvH3EbYqD0VoSKkG4k1eO9tz8yoKOzLlf,55.704660100000005,13.191007300000001,Lund_00134,Holy places,Byzantine architecture,Architecture,Basilica,Place of worship,Building,Landmark,Church,Chapel,Medieval architecture
"134",Lund_00135,"55.7046601,13.1910073",AF1QipPswedsIhtals_vHLdBY-K9SdPtkzzL_oSD3VcW,55.704660100000005,13.191007300000001,Lund_00135,Property,House,Cottage,Home,Building,Real estate,Farmhouse,Roof,Estate,Tree
"135",Lund_00136,"55.7046601,13.1910073",AF1QipOwgyLJ7QkdJTqGiMPCii8aNMi9I7eU-2xe9bw,55.704660100000005,13.191007300000001,Lund_00136,Spire,Steeple,Landmark,Church,Architecture,Building,Place of worship,Tree,Medieval architecture,Parish
"136",Lund_00137,"55.7046601,13.1910073",AF1QipNiKVLDj9aUCjuciPUu7o1kKYt-Brh3-vRG18O2,55.704660100000005,13.191007300000001,Lund_00137,Aerial photography,Bird's-eye view,Metropolitan area,Urban area,Residential area,Suburb,Neighbourhood,City,Urban design,Human settlement
"137",Lund_00138,"55.7046601,13.1910073",AF1QipM85T3_sJC6Ca6ls-JL2NSI-iPm6hG2Xifs9hZz,55.704660100000005,13.191007300000001,Lund_00138,Town,Neighbourhood,Building,Street,Human settlement,City,Pedestrian,Downtown,Urban area,Architecture
"138",Lund_00139,"55.7046601,13.1910073",AF1QipO9R2-ngX_V2rMYCdQDPEMTHzAy2r3deT4z-T0,55.704660100000005,13.191007300000001,Lund_00139,Statue,Sculpture,Public space,Tree,Town,Monument,City,Urban area,Architecture,Art
"139",Lund_00140,"55.7046601,13.1910073",AF1QipOCWgrVwL9XUJRmauUo5AwkVVwPGYPd1lovt8ea,55.704660100000005,13.191007300000001,Lund_00140,Sky,Town,Building,Architecture,Landmark,Church,Medieval architecture,Tree,Place of worship,City
"140",Lund_00141,"55.7046601,13.1910073",AF1QipNFksIV2BtLywNy4ZxJkVkp5likhN3CKpFOppM4,55.704660100000005,13.191007300000001,Lund_00141,Sky,Landmark,Building,Architecture,Estate,Mansion,Palace,Stately home,House,Tree
"141",Lund_00142,"55.7041936,13.1895045",AF1QipN_RTHzf9jqk2iULxuIahXU-4Di7KreKOro2l3j,55.704193599999996,13.189504500000002,,,,,,,,,,,
"143",Lund_00144,"55.7046601,13.1910073",AF1QipO_z4QcfcmjKsuf-ewSX5-yvmLUI3Yu0TXLSCB7,55.704660100000005,13.191007300000001,Lund_00144,Town,Pedestrian,Building,City,Human settlement,Street,Neighbourhood,Architecture,Downtown,Tourism
"144",Lund_00145,"55.7046601,13.1910073",AF1QipNq1LmmpkDyRQfSe_SN3Z72ZfYRVRcDFbgGt1za,55.704660100000005,13.191007300000001,Lund_00145,Property,Building,Architecture,Neighbourhood,House,Town,Urban area,Metropolitan area,Home,Real estate
"145",Lund_00146,"55.7046601,13.1910073",AF1QipOhvLiTme-LoM-KF9jyGM-QETR5526JONo4Of2v,55.704660100000005,13.191007300000001,Lund_00146,Landmark,Architecture,Building,Medieval architecture,Church,Place of worship,Facade,Steeple,Cathedral,Spire
"146",Lund_00147,"55.7046601,13.1910073",AF1QipMNPymkHvpBwHXqMXa9HX1bz_GgNTmqPHqDaXHI,55.704660100000005,13.191007300000001,Lund_00147,Landmark,Building,Medieval architecture,Architecture,Tower,Turret,Historic site,Sky,Observation tower,Tree
"147",Lund_00148,"55.7046601,13.1910073",AF1QipNUXsZt-2hcS-v_DYERws5GF9kdgPcrImNAtiLz,55.704660100000005,13.191007300000001,Lund_00148,Landmark,Sky,Architecture,Building,Town,Church,Cathedral,City,Urban area,Tree
"148",Lund_00149,"55.7046601,13.1910073",AF1QipOAYv8iGplcA_OQ6AAeg4CiIfR1tKk56DA0RsLw,55.704660100000005,13.191007300000001,Lund_00149,Town,Building,Tourism,Architecture,City,Vacation,House,Leisure,Town square,Plaza
"149",Lund_00150,"55.7046601,13.1910073",AF1QipN2gojG2GFzs_ZcTAtaCW76FmxpDFjIJ-bR8x4R,55.704660100000005,13.191007300000001,Lund_00150,Building,Property,Town,Facade,Neighbourhood,Architecture,Snow,Window,Real estate,House
"150",Lund_00151,"55.7046601,13.1910073",AF1QipN-4Cs29Jx3uk1C86_5xzZuelxEUmR2Q8rH1wzG,55.704660100000005,13.191007300000001,Lund_00151,City,Town,Town square,Tree,Plaza,Public space,Human settlement,Building,Mixed-use,Street
"151",Lund_00152,"55.7046601,13.1910073",AF1QipPRksGKphHKbHAxG-FE3ttq-2Wj8BXWVGHEOHb8,55.704660100000005,13.191007300000001,Lund_00152,Public space,Building,Human settlement,Architecture,City,College,Campus,Tree,Walking,Tourism
"152",Lund_00153,"55.7046601,13.1910073",AF1QipPDtRFpIHUbf5v3k07J_iZM9NhIpJDl1UOFshR7,55.704660100000005,13.191007300000001,Lund_00153,Property,House,Home,Residential area,Building,Real estate,Neighbourhood,Architecture,Estate,Roof
"153",Lund_00154,"55.7046601,13.1910073",AF1QipObyUPI2mp8PfepqE4E7VpqYz8zLA7y-fDz_Gkj,55.704660100000005,13.191007300000001,Lund_00154,Marina,Waterway,Dock,Harbor,Port,Sky,Architecture,Infrastructure,City,Vehicle
"154",Lund_00155,"55.7046601,13.1910073",AF1QipN_g8S23V0BTA7CPZiD9Iy9RgAOq5JBOvh5hG73,55.704660100000005,13.191007300000001,Lund_00155,Town,Property,Landmark,Building,Sky,House,Architecture,Residential area,Home,Tree
"155",Lund_00156,"55.7046601,13.1910073",AF1QipPEtKsG6yMko4aAqG8ZepKUcLZMBJwmSjQCjjF4,55.704660100000005,13.191007300000001,Lund_00156,Water,Town,Sky,City,Landmark,Reflection,Waterway,Human settlement,Evening,Public space
"156",Lund_00157,"55.7046601,13.1910073",AF1QipNIAOAnkEnbE1FFih5DG7ruVO2Rk0FOYF33UYSb,55.704660100000005,13.191007300000001,Lund_00157,Natural landscape,Tree,Grass,Natural environment,Sky,Land lot,Spring,Road,Woody plant,Leaf
"157",Lund_00158,"55.7046601,13.1910073",AF1QipPy-Oow6Gl8Vt1mdMJaAHXKRZb6UZlSRmq8E8E,55.704660100000005,13.191007300000001,Lund_00158,Town,Building,Property,Street,Lane,Road,Architecture,House,Urban area,Neighbourhood
"158",Lund_00159,"55.7046601,13.1910073",AF1QipMZ7MBN4ZlaTpDyQC2bmesRU40zxBFW6hWMRnCP,55.704660100000005,13.191007300000001,Lund_00159,Town,Architecture,Building,Street light,Lighting,Tree,Light fixture,City,Street,Facade
"159",Lund_00160,"55.7046601,13.1910073",AF1QipO9BoZiuxOz5wf1Nr7p8kb658nRY0zkNDMOVTyI,55.704660100000005,13.191007300000001,Lund_00160,Medieval architecture,Building,Landmark,Architecture,Town,Wall,Steeple,Church,Cathedral,Facade
"160",Lund_00161,"55.7046601,13.1910073",AF1QipPi-Ho3JPmtpCUuSgVvM3kxls6ZOW59yjCg2Wx5,55.704660100000005,13.191007300000001,Lund_00161,Tree,Sky,Botany,Lawn,Garden,Architecture,Grass,Leaf,Woody plant,Park
"161",Lund_00162,"55.7042905,13.1896038",AF1QipPwt5PGKj4FCEoucxcR0dv_0-Zk_ls8chCB4yQM,55.704290500000006,13.189603800000000,,,,,,,,,,,
"162",Lund_00163,"55.7035869,13.1937551",AF1QipMU-Ziqq3Qk3ZJDVhj8HsmQbp3gqjzLwI6JCZIg,55.703586899999998,13.193755100000001,,,,,,,,,,,
"163",Lund_00164,"55.7046601,13.1910073",AF1QipMeRYpKoMYVO7FeL0UA3w56mfctUcx1O2SDNRiO,55.704660100000005,13.191007300000001,Lund_00164,Shore,Coast,Property,Sea,Land lot,Sky,House,Coastal and oceanic landforms,Beach,Cottage
"164",Lund_00165,"55.7046601,13.1910073",AF1QipOt9GUV6CygcT25evRh5wL5rrhovyVqYx0lt8ZP,55.704660100000005,13.191007300000001,Lund_00165,Architecture,Landmark,Building,Sky,Tourism,Steeple,Church,City,Place of worship,Spire
"165",Lund_00166,"55.7046601,13.1910073",AF1QipOIjJkSwgcBoJ3NdxWBRuja9CFbeOCfoEw8oS0,55.704660100000005,13.191007300000001,Lund_00166,Street,Alley,Road,Neighbourhood,Town,Lane,Urban area,Infrastructure,Human settlement,Building
"166",Lund_00167,"55.7046601,13.1910073",AF1QipMHLqH9UECVNS6ioCTozPFtTuZ4BUuBxcpk6n0,55.704660100000005,13.191007300000001,Lund_00167,Landmark,Building,Architecture,Tree,Estate,College,Medieval architecture,Church,Stately home,Sky
"167",Lund_00168,"55.7046601,13.1910073",AF1QipMd_QGDBD1bGH4xEJeDBzpwzPQWaxTqYGVRA4PA,55.704660100000005,13.191007300000001,Lund_00168,Tree,Woody plant,Plant,Car,Vehicle,Residential area,Architecture,Building,Grass,House
"168",Lund_00169,"55.7046601,13.1910073",AF1QipNgHHsDhgEgjVSQecwf4Mss1zqW6kXxm1HVKwAp,55.704660100000005,13.191007300000001,Lund_00169,Town,Building,Architecture,Tourism,Medieval architecture,Historic site,Travel,Cobblestone,Street,Abbey
"169",Lund_00170,"55.7046601,13.1910073",AF1QipNooebKb64ux8jYatbuCu4dMuaMgQwDLxLgOpDW,55.704660100000005,13.191007300000001,Lund_00170,Road,Asphalt,Lane,Tree,Green,Road surface,Thoroughfare,Natural landscape,Infrastructure,Grass
"170",Lund_00171,"55.7046601,13.1910073",AF1QipMjPPJ0xdmNewo8eB2h-GQncrSJ76mkEWxAfUsb,55.704660100000005,13.191007300000001,Lund_00171,Public space,Town,Tourism,Travel,Building,City,Architecture,Town square,Vacation,Plaza
"171",Lund_00172,"55.7046601,13.1910073",AF1QipPz7wxrblr7lIsvxBqVBdaF0yK2Wty3We_88cW2,55.704660100000005,13.191007300000001,Lund_00172,Landmark,Architecture,Building,Tower,Church,Tree,Steeple,Sky,Place of worship,Winter
"172",Lund_00173,"55.7046601,13.1910073",AF1QipN995YsGzhyT0Ua3PnqxNlE6_L7pLM1dKFJcg8,55.704660100000005,13.191007300000001,Lund_00173,Tree,Property,House,Town,Neighbourhood,Building,Urban area,Brick,Residential area,Architecture
"173",Lund_00174,"55.7046601,13.1910073",AF1QipOmLd8o3XObXC0nLQWZtG2juTVqHmVHX1Hpocp3,55.704660100000005,13.191007300000001,Lund_00174,Building,Architecture,Landmark,Tower,Sky,Church,Steeple,City,Place of worship,Cathedral
"174",Lund_00175,"55.7046601,13.1910073",AF1QipPBqh4FmBuecIG6FbizQ3sXXhHU9UwpxQ9lc8eQ,55.704660100000005,13.191007300000001,Lund_00175,Building,Architecture,Landmark,Property,Tree,House,Mansion,Church,Estate,Stately home
"175",Lund_00176,"55.7046601,13.1910073",AF1QipN-VZtv-7R_qppKSxo7JemKqAkHrrQpjHYn2DS0,55.704660100000005,13.191007300000001,Lund_00176,Sky,Property,Town,Road,Estate,Cloud,Residential area,Tree,Building,Thoroughfare
"176",Lund_00177,"55.7046601,13.1910073",AF1QipPm4hqqTMKpoKOdaZ3CNWfTgDzbRDNdl_C4vO4,55.704660100000005,13.191007300000001,Lund_00177,Spire,Steeple,Tree,Sky,Church,Woody plant,Architecture,Tower,Plant,Building
"177",Lund_00178,"55.7046601,13.1910073",AF1QipNXgppIxq81MoyUgqaTTyxglJZ1kCuHokFh3FpL,55.704660100000005,13.191007300000001,Lund_00178,Aerial photography,Metropolitan area,Urban area,Bird's-eye view,Cityscape,City,Residential area,Suburb,Sky,Human settlement
"178",Lund_00179,"55.7046601,13.1910073",AF1QipPGyBoeDc0KWUev2bQUhpST4S0lzG9uwKSIVg6v,55.704660100000005,13.191007300000001,Lund_00179,Landmark,Building,Architecture,Clock tower,Medieval architecture,Facade,Classical architecture,Arch,Listed building,House
"179",Lund_00180,"55.7046601,13.1910073",AF1QipPLshhNPYvBYdRPIlIaI1foyLQmARRZr9eYjj4z,55.704660100000005,13.191007300000001,Lund_00180,Town,City,Human settlement,Public space,Transport,Downtown,Urban area,Architecture,Building,Street
"180",Lund_00181,"55.7046601,13.1910073",AF1QipNZJQweWG2ecbXJUdcrTNp4s_SqQa9OQ78wpv_W,55.704660100000005,13.191007300000001,Lund_00181,Sky,Architecture,Tourism,Building,Estate,Mansion,Tree,House,Château,Palace
"181",Lund_00182,"55.7043153,13.1897522",AF1QipNN6bhTY7epYzx8RIBCmOTe8sFbphCOeGlOE2ng,55.704315299999990,13.189752199999999,,,,,,,,,,,
"182",Lund_00183,"55.7035457,13.1937621",AF1QipMDcfNKYHzmwiS6ITKbxTju_bszpIsUMNIjbVcz,55.703545700000006,13.193762099999999,,,,,,,,,,,
"183",Lund_00184,"55.7046601,13.1910073",AF1QipOlid1FiQwia7GGIIbH6D2Ru1XRxYSL_ICJn5Ub,55.704660100000005,13.191007300000001,Lund_00184,Sky,Landmark,Architecture,Building,Estate,Tree,Cloud,Grass,Fountain,City
"184",Lund_00185,"55.7046601,13.1910073",AF1QipMATPVO3dy2701Cd3XsMvidS-EuSPfmxBprkm1E,55.704660100000005,13.191007300000001,Lund_00185,Town,Building,Human settlement,Public space,Property,City,Architecture,Pedestrian,Campus,College
"185",Lund_00186,"55.7046601,13.1910073",AF1QipO3-_eDCv7RziKL95K9t2GCS3btxVVATM-25aU_,55.704660100000005,13.191007300000001,Lund_00186,Snow,Tree,Winter,Grass,Water,Spring,House,Plant,Branch,Freezing
"186",Lund_00187,"55.7046601,13.1910073",AF1QipO4p5_fGuGvkmQ-wzYW46lw5f_0fm2YO9YQpHp4,55.704660100000005,13.191007300000001,Lund_00187,Building,Landmark,Architecture,Sky,Property,Town,Urban area,Brick,House,Wall
"187",Lund_00188,"55.7046601,13.1910073",AF1QipOBW0M9UV3z2Fub8rgX5ZI5yQ0HhAc1zLd4X4y0,55.704660100000005,13.191007300000001,Lund_00188,Sky,Landmark,Tower,Building,Cloud,Shot tower,Cumulus,Architecture,,
"188",Lund_00189,"55.7046601,13.1910073",AF1QipPMdc7XFo9VYBzxWw5atujAdTiaL5uOvN9HSgy2,55.704660100000005,13.191007300000001,Lund_00189,Tree,Sky,Morning,Leaf,Lane,Spring,Road,Park,Sunlight,Road surface
"189",Lund_00190,"55.7046601,13.1910073",AF1QipMrC_SrggRT61FlokVAZRZL9F4Bgjt0HEwZJnWc,55.704660100000005,13.191007300000001,Lund_00190,Landmark,Architecture,Building,Medieval architecture,City,Church,Tower,Urban area,Gothic architecture,Metropolitan area
"190",Lund_00191,"55.7046601,13.1910073",AF1QipOBWtmA9DFx1_pwEC7mSNtFwFzW5vOmmfYXV2jQ,55.704660100000005,13.191007300000001,Lund_00191,Landmark,Architecture,Medieval architecture,Night,Building,Sky,Place of worship,Church,Facade,Cathedral
"191",Lund_00192,"55.7046601,13.1910073",AF1QipPGiSHBPCMnTyA35CYZvqrIJpbriKQELctPLU9E,55.704660100000005,13.191007300000001,Lund_00192,Musician,Grass,Performance,Music,Musical ensemble,Musical instrument,Vehicle,Lawn,,
"192",Lund_00193,"55.7046601,13.1910073",AF1QipP7LRsyexYVN8WbWsOHV92QzDrkRDN9zONKb9ym,55.704660100000005,13.191007300000001,Lund_00193,Building,Winter,Tree,Property,Snow,Town,Architecture,Home,House,Estate
"193",Lund_00194,"55.7046601,13.1910073",AF1QipP-j6wZtcw1Y5VbA1imelXjJyTlvhAOO36TG5o5,55.704660100000005,13.191007300000001,Lund_00194,Wall clock,Clock,Font,Furniture,Auto part,Circle,Number,Logo,Brand,
"194",Lund_00195,"55.7046601,13.1910073",AF1QipO4ovVlDi2bXyjoLuCVkApcdpEA2vDAEK94Srrd,55.704660100000005,13.191007300000001,Lund_00195,Tree,Event,,,,,,,,
"195",Lund_00196,"55.7046601,13.1910073",AF1QipOqsDZmEwxJywp8cP9lROasecMLtTQbPD2cN_ne,55.704660100000005,13.191007300000001,Lund_00196,Residential area,Building,Neighbourhood,Town,Human settlement,Property,City,Apartment,Mixed-use,Architecture
"196",Lund_00197,"55.7046601,13.1910073",AF1QipOlZJUcum1nJzW5hEO5Ok3rhAStTWqicazjBhXH,55.704660100000005,13.191007300000001,Lund_00197,Public space,Town,Plaza,Street light,Town square,Human settlement,City,Light fixture,Tourism,Statue
"197",Lund_00198,"55.7046601,13.1910073",AF1QipM4ge_0ELevOpUU5TPFkwnLUfFE5DSIB60zIqZE,55.704660100000005,13.191007300000001,Lund_00198,Grassland,Grass,Road,Walking,Field,Grass family,Plain,Tree,Rural area,Ecoregion
"198",Lund_00199,"55.7046601,13.1910073",AF1QipOq5oxVwh93yRdPYE7syQCiPuTWfzH6ra8dFhsG,55.704660100000005,13.191007300000001,Lund_00199,Night,Building,Street,City,,,,,,
"199",Lund_00200,"55.7046601,13.1910073",AF1QipPY_PhNmkhvwqfqEz-QF7jmtgW_d2d7y_gg5Xes,55.704660100000005,13.191007300000001,Lund_00200,Architecture,Transport,Sky,Urban area,Residential area,Neighbourhood,Winter,Snow,Building,Metropolitan area
"200",Lund_00201,"55.7046601,13.1910073",AF1QipMg0WHFt62vEoO-xNQPfYp8myeKfs1vFgX0GFqw,55.704660100000005,13.191007300000001,Lund_00201,Town,Street,Neighbourhood,Road,Building,Human settlement,Alley,City,Infrastructure,Lane
"203",Lund_00204,"55.7046601,13.1910073",AF1QipPZEYS9HxvTkUeSlaREN1mYh1SBAzmIpk0kFVYL,55.704660100000005,13.191007300000001,Lund_00204,Landmark,Architecture,Tree,Building,Town,Sky,Medieval architecture,City,Plant,Night
"204",Lund_00205,"55.7046601,13.1910073",AF1QipNgH6_WL70QmRwCpGBk9_H8dxluvlmOcKoRPez9,55.704660100000005,13.191007300000001,Lund_00205,Tree,Public space,Urban area,Town,Neighbourhood,Human settlement,Street,Mode of transport,City,Woody plant
"205",Lund_00206,"55.7046601,13.1910073",AF1QipP4UMW7aVNyyJTaYAip49EJr9_NeiRxwZ1yZQQU,55.704660100000005,13.191007300000001,Lund_00206,Town,Street,Architecture,Bicycle,Cobblestone,Building,City,Neighbourhood,Human settlement,Urban area
"206",Lund_00207,"55.7046601,13.1910073",AF1QipMm7JGYKXJSHd-3zuKrt6H3F9LpX13lG65_NHfF,55.704660100000005,13.191007300000001,Lund_00207,Residential area,Town,Sky,Neighbourhood,House,Street,Property,Home,Building,Urban area
"207",Lund_00208,"55.7046601,13.1910073",AF1QipOh5MeC2U86X-EbEISmBr3XH3QJzeW76a1Ekz9Y,55.704660100000005,13.191007300000001,Lund_00208,Town square,Town,Public space,City,Human settlement,Plaza,Neighbourhood,Street,Building,Photography
