,"[Chinese, (Sim.)]_Term","[Chinese, (Trad.)]_Term",[Danish]_Term,[Dutch]_Term,[English]_Term,[French]_Term,[German]_Term,[Italian]_Term,[Japanese]_Term,[Norwegian]_Term,[Polish]_Term,[Portuguese]_Term,[Russian]_Term,[Spanish]_Term,[Swedish]_Term,[Turkish]_Term
0,-0.50990194,-1.2871298,-0.6123992,-0.93264306,-0.7743874,-0.6481762,-0.74047995,-0.8675558,-1.0906703,-0.85419005,-0.76579064,-0.65570825,-0.26819497,-1.3243728,-1.2571089,-0.6333066
1,0.42710412,-0.20531341,0.31980404,0.019916361,0.14394197,0.25189087,-0.22972305,-0.21334021,0.26513764,-0.17067367,0.10250082,0.00051119685,0.60300696,-0.24237984,-0.01535004,-0.11170928
2,0.3591394,1.1210532,0.29104632,0.45588464,1.0809461,0.5403986,0.64002234,-0.1422886,-0.14525916,0.25334874,0.63700587,0.49231157,-0.08326785,0.39558345,0.5818185,-0.76753855
3,0.10179888,0.15915039,-0.059782103,-0.17911913,-0.44841254,0.14800258,-0.14157438,-0.18441361,-0.057757724,-0.3637468,-0.25028396,-0.15885767,-0.27205083,-0.7929528,-0.44831082,-0.10343228
4,0.47812045,-0.028227136,-0.3235449,0.28305617,0.30181676,0.28236747,-0.2629495,0.059304237,0.118581556,-0.21277982,-0.024631387,-0.06274636,-0.22402981,0.23263355,0.41987512,-0.22885759
5,0.036544945,0.17394502,-0.55138624,-0.22004406,-0.35517064,-0.21697031,-0.6011588,0.080296405,-0.19138253,0.102775544,-0.05226461,0.17017467,-0.36655614,-0.33580083,-0.2557541,-0.5464058
6,-0.45810595,-1.1127998,-0.3051791,-1.0448548,-0.22716899,-0.46870536,-0.18718208,-0.66721743,-0.04712404,-0.7768208,-0.42367053,-1.1467057,-0.4539915,-1.4791794,-0.46645755,-0.6351815
7,-0.14881825,0.10493011,-0.63581705,-0.62146413,-0.27473423,-0.19111687,-0.051707722,0.4793526,-0.224804,0.0733489,-0.2019143,-0.12896177,0.17290299,-0.66170084,0.007896121,0.11450756
8,0.6787578,0.43227482,-0.50366247,0.9012671,0.44546092,0.37449658,0.6795366,0.5889302,0.5546436,0.33723128,0.78501785,1.1600771,0.15530133,0.68840677,0.50793993,0.093892
9,1.0837064,0.6686845,0.62949646,0.5962845,-0.24812883,0.3668522,0.17211518,0.16405271,-0.07953802,1.0416087,0.6155477,0.4142767,0.050185632,0.58839,0.2409191,0.2567844
10,-0.034078762,0.33745417,-0.1194633,-0.34613028,0.06631052,0.85015243,0.5179905,0.45071357,0.41306794,0.7049176,-0.038958255,-0.2036135,0.18445364,-0.2629523,-0.13174191,1.1599108
11,-0.7430529,-0.5009783,-0.9176924,-0.2371542,-1.0230397,-0.6716285,-0.43186724,-0.55212855,-0.44455135,-0.48010677,-0.20787068,-0.52961767,-0.6261976,-0.36993873,-0.7320285,-0.18497294
12,1.0186272,0.9468017,1.1066248,0.3398424,0.52119756,0.35050407,0.45025623,1.1171933,0.8035655,1.0076824,0.9236848,0.67128253,0.25303355,0.33528978,0.5649713,1.2001532
13,0.06844782,0.6820919,0.4866415,0.7199022,0.3464682,0.11852394,0.34173363,0.2797978,-0.004422387,0.3273922,0.17123795,-0.13688093,0.4897519,0.4121381,0.57412946,-0.12284968
14,-0.41812015,-0.22541817,0.02967832,-0.17632565,-0.8518668,-0.12821981,0.043235518,0.19709343,0.16273995,-0.081138335,-0.07988906,0.11353567,0.4322431,-0.1906527,-0.2965495,-0.35651475
15,-0.06743784,0.11494074,-1.0901839,-0.5035091,-0.63035315,0.13108362,-0.43052185,-0.098568514,-0.5509506,-0.62637633,-0.5916984,-0.0021767581,0.041871406,-0.3629173,-0.9357403,-0.47170708
16,-0.3690797,-0.6159782,-0.040533762,-0.41342795,-0.12556465,-0.17907326,-0.07580836,-0.5934285,-0.34876165,-0.4706898,-0.77705956,-0.39205152,0.25768298,-0.34790784,-0.00045894503,-0.7572899
17,0.3885937,0.897297,0.08685775,0.28969547,-0.33070922,0.19335589,0.16743435,0.45732254,-0.12596688,0.5729639,0.36569992,0.8227194,-0.2881012,0.45440847,0.3899693,-0.71638197
18,1.0096138,0.3539148,1.5407372,0.6859494,0.83068484,0.3940326,0.721254,0.89346206,1.2118958,0.8697899,0.6371171,0.6268547,0.32486674,0.8206382,1.2283303,1.3750111
19,-0.9566673,-0.30853504,0.3143099,-0.31574288,0.33660716,-0.06109091,-0.12740314,-0.428328,0.07981034,-0.24796516,-0.50055116,-0.28341597,-0.38208407,-0.7364801,-0.30506238,-0.13437964
20,1.0642006,0.13922021,1.0888788,1.0823071,0.44551042,0.26461354,0.5820096,0.47748816,0.7621855,1.0055789,0.6339573,1.0863949,0.9275592,0.7707501,-0.043717947,0.59327966
21,1.0673211,1.0529752,1.2628007,0.9468059,0.5549264,0.9359303,0.56940967,0.9601772,0.65017563,0.5861332,1.2903732,1.1307694,0.40153748,0.7854914,0.9036858,0.6799875
22,-1.4366874,-1.0344144,-1.5351236,-1.2675761,-1.4065934,-1.2420182,-0.8717336,-1.0853649,-0.81553,-0.87037146,-1.1474109,-1.4690437,-1.600742,-1.2077718,-0.9223449,-1.0093048
23,-0.014325541,-0.05825543,0.59127486,0.089300826,0.21633099,-0.07597022,0.3071427,-0.25647813,0.14598523,-0.3550705,0.33388475,0.06700643,0.4236672,-0.1558414,-0.17921916,0.32060665
24,-0.27752036,-0.4171636,0.10436698,-0.50621843,-0.58622473,-0.650119,-0.2888138,-0.39388537,-0.25225765,-0.45641813,-0.5293657,-0.20756088,-0.46459132,-0.6098777,-0.71345335,0.1687162
25,-0.73845476,-1.0340457,-0.2569868,-0.24946581,-0.7077841,-0.16293985,-0.5380628,-0.26429588,-0.17134488,-0.473567,-0.34716403,0.02545785,-0.07487655,-0.013881263,-0.6333549,-0.28968138
26,-0.6721074,-1.0605124,-0.6866785,-1.083154,-1.0718054,-0.63488424,-1.1459188,-1.0094892,-0.7352505,-1.3317577,-0.699422,-0.63873965,-0.73012125,-0.966629,-0.82273793,-0.2738909
27,-0.49088252,-0.19578208,-0.56532633,-0.27151117,-0.9940213,-0.6724475,-0.64306307,-0.3842207,-0.7835357,-0.314058,-0.5279107,-0.297505,-1.0827888,-0.44328278,-0.77497756,-1.2933613
28,-0.73634225,-1.17593,-0.23675409,-0.44220886,-0.72345215,0.05563674,-0.442127,-0.52583945,-0.7552112,-1.0686109,-1.3943285,-0.4007529,-0.14967372,-0.55525964,-1.3232402,-1.1751938
29,0.17020458,0.81061363,0.049380466,0.6750987,0.27743763,-0.0025022745,0.114818886,0.3889114,0.40820295,0.52682436,0.5680092,-0.022742,-0.43242276,0.4364467,0.56894165,0.093978785
30,-0.59389627,-0.45323515,-0.3159736,-0.56322557,-0.3223738,-0.33367333,-0.29406816,-0.3579929,0.02066902,-0.33986503,-0.40728977,-0.9600039,-0.21301764,-0.8343899,-0.47991765,0.5747842
31,0.17958224,-0.70720106,0.092083395,-0.39822328,0.13675074,0.2503446,-0.03178904,0.04254573,-0.21782131,0.090079725,0.107065514,0.2722795,0.22057036,0.527047,0.057136416,0.21187189
32,1.1258779,1.177249,0.7180298,1.1876153,1.2380661,1.1861914,1.2604644,0.5778534,0.85104346,0.9450637,1.124971,1.1389962,0.32203856,1.1436632,1.5168701,-0.124179125
33,0.12296019,0.3413735,0.75437236,0.24144012,0.79057604,0.5132378,0.28656837,0.41765702,0.14592263,0.6325402,0.35231438,0.5315513,0.6906428,0.2735317,0.5280919,0.5096435
34,0.10277323,-0.7892256,0.6564644,0.6713742,-0.5367013,-0.036242887,-0.03536968,-0.048815712,0.15329647,-0.36645958,0.09829957,0.21746486,0.00054099323,0.41082633,-0.5496384,0.48583028
35,0.33328333,0.8910267,0.96851295,-0.034129765,0.769792,0.7923082,0.9351191,0.79607606,0.5893265,0.70416605,0.55970544,0.50666857,0.8854477,0.38228154,0.119048506,0.7242239
36,0.10461184,-0.6675388,0.13229227,0.43606606,0.32345176,-0.14479712,-0.053289562,-0.4370454,0.29541987,0.031673744,-0.1423667,-0.14526448,0.43192405,-0.1559363,0.9350319,0.55185723
37,-0.16376974,-0.20890212,-0.0030721081,-0.44101113,-0.86643636,-0.106580846,0.009574618,0.031622693,-0.17691681,-0.28510228,-0.71137154,0.006982779,-0.18026266,-0.36718354,-0.6691587,0.056204066
38,-1.4135187,-1.616127,-0.5646325,-1.2410216,-0.92797303,-1.0654969,-1.405209,-1.5798115,-0.6721218,-1.6108062,-1.7727334,-1.0883101,-0.8972245,-1.0808251,-0.8095215,-0.68097645
39,0.14031981,-0.38891998,-0.069980666,0.46122432,0.038833216,-0.15167141,-0.30697343,0.3556658,0.32559013,0.5398415,0.34881118,0.1814277,0.064636305,0.52927774,0.93966025,-0.41190386
40,-1.0033104,-0.4570147,-0.53815943,-0.58679754,0.15854946,-1.0213883,-0.70512044,-0.6591251,-0.6393336,-0.67440134,-0.5798582,-0.65486985,-0.9446867,-0.5353627,-0.2334737,-0.72326064
41,1.564466,1.2549448,1.0775285,1.387098,1.2710526,1.224358,1.238292,1.5268784,1.0329701,1.502483,1.2495103,0.85945207,1.3148613,1.6565579,0.992406,1.2248595
42,-0.5268231,-0.40752548,0.15130778,-0.31789875,0.1265886,0.05666191,-0.21465942,-0.10828975,-0.072023675,-0.23574309,-0.04006987,-0.41268894,-0.46210897,-0.80961984,-0.026232548,0.07269661
43,0.32687524,-0.12913713,0.17126949,-0.039251514,-0.40973863,-0.35454005,-0.27512616,-0.24931769,-0.05359927,0.07102049,-0.01020334,0.17163283,-0.4350337,-0.035655413,-0.26931822,-0.032570925
44,1.0762408,1.3675114,0.9357099,1.0142385,0.706323,0.71788645,0.50848526,0.66149503,1.1816348,1.243487,1.3691199,1.1198372,0.7633667,1.2754157,0.66195923,0.86073494
45,-0.37021315,-1.265837,-0.29129994,-0.38509285,-0.5163063,-0.31932738,0.005654602,-0.30548692,-0.29447412,-0.08557527,-0.2967308,-0.27178043,-0.29717392,-0.35706216,-0.98249406,0.28631106
46,-0.055372205,-0.19417612,0.07168057,0.28411096,-0.07565538,0.5254582,0.799111,0.545754,0.05216282,0.13957372,0.16815035,0.2642843,0.5766183,0.31617928,-0.33094814,0.6904684
47,0.00982168,0.27977762,-0.28472555,-0.22060415,0.11717787,-0.06723594,-0.245298,0.36988214,-0.10476885,-0.091680005,-0.029540516,-0.27907324,-0.890397,-0.72639006,0.58317626,-0.20176232
48,-1.1450313,-0.90102875,-1.4577106,-0.8950689,-1.0358634,-0.9252576,-0.9879557,-0.81554395,-1.352025,-0.6025909,-1.237255,-1.0806334,-0.94742465,-0.7635365,-1.2029682,-0.8324787
49,-0.47480342,-1.0361058,-0.6423104,-1.254971,-0.36517417,-0.6475768,-0.392964,-0.44265437,-0.44313705,-0.7876477,-0.8337541,-0.8394032,-1.2003576,-1.1636451,-0.3614089,-0.6123048
50,-0.12438232,0.21528156,0.23443624,0.16535911,0.08670453,0.16984993,0.6373326,0.23380546,0.7065092,-0.061942454,0.31363347,0.62206197,0.18743904,0.03739839,0.59350836,0.08650212
51,-0.0593695,0.6395521,-0.1552648,-0.45894435,-0.3475622,0.33617583,-0.31341445,-0.031958286,0.04721943,-0.21041606,-0.3486099,-0.080950975,0.17206907,-0.7951783,-0.21443662,-0.18492927
52,1.0172284,1.1574116,1.4312004,1.1298084,2.151447,0.8624324,1.2796464,1.2210277,1.7811134,1.9639424,1.8025126,1.2100823,0.8294279,1.6414554,1.813355,1.2938937
53,-0.47429076,-0.25237507,-0.5938572,-0.081791684,-0.5841137,0.33849597,-0.2649347,-0.060036153,0.00860337,0.064669974,-0.8343574,-0.13658,-0.450728,0.043546133,-0.12712488,0.10951583
54,-0.5584414,-0.13508569,-0.55130786,-0.4550214,-0.5920022,-0.2938991,-0.51,-0.54917836,-0.33376056,-0.4819589,-0.3177124,-0.2588543,-0.33690634,-0.6349056,-0.45020032,-0.6462702
55,0.25558558,-0.44810173,0.35698375,-0.01086476,-0.117623016,0.071110755,0.024782635,-0.20524082,-0.30254504,-0.0013580584,0.18362387,0.18850899,-0.04449773,-0.058771987,-0.07843172,-0.14567184
56,-0.3375517,-0.1619812,-0.36346757,-0.28929013,-0.6808763,-0.20946018,-0.21907814,-0.12308629,-0.34877145,-0.3144726,-0.35501415,-0.5692484,-0.056668982,-0.054295935,-0.7356816,-0.5803686
57,-0.9628209,-0.25960436,-0.68846154,-0.66394824,-0.69647306,-1.3507819,-0.7069351,-1.0816723,-1.0182921,-0.8923492,-0.8459991,-0.6630732,-1.2383837,-0.9652065,-0.90643716,-1.142931
58,0.33968017,0.3629174,0.17286049,-0.28502563,0.01333803,-0.31406337,-0.29283145,0.36326182,-0.079343684,0.1955928,-0.1366756,-0.00065099,0.790771,-0.25811347,0.07153916,0.05805192
59,-0.12224112,-0.06762107,0.398053,0.74402916,0.40247834,0.30797073,0.834849,0.26152146,0.25248384,0.26637217,0.4385413,0.21585254,0.16339077,0.20146678,0.37329066,-0.23647538
60,-0.26433083,0.3373219,0.08963755,0.088934116,-0.121870115,-0.22382742,-0.09020581,0.021426467,0.14585237,0.38581014,0.01310595,0.10257492,0.63048416,0.07507802,-0.1211752,-0.07883705
