,"[Chinese, (Sim.)]_Term","[Chinese, (Trad.)]_Term",[Danish]_Term,[Dutch]_Term,[English]_Term,[French]_Term,[German]_Term,[Italian]_Term,[Japanese]_Term,[Norwegian]_Term,[Polish]_Term,[Portuguese]_Term,[Russian]_Term,[Spanish]_Term,[Swedish]_Term,[Turkish]_Term
0,-0.7431292,-1.3450094,-0.5675224,-0.87215054,-0.5507469,-0.6714278,-0.9456987,-0.47454575,-0.9012137,-1.0148561,-0.9261891,-0.86034185,-0.8106,-1.2444054,-0.65224403,-0.40009516
1,-0.042359903,-0.14883783,-0.014902541,-0.3986341,-0.061843637,-0.19616112,0.081833154,-0.02649528,0.094694965,-0.36094233,-0.09243453,-0.0902474,-0.10847506,0.045001827,-0.13756491,-0.01498958
2,0.572927,0.908929,0.71889,-0.018762115,0.43196326,0.5171194,0.43745056,0.49369687,0.42030835,0.28906018,0.3654834,0.7995529,0.71347207,0.79675394,0.6493197,-0.06852573
3,-0.45894447,0.1859798,-0.14680639,-0.6358916,-0.05509847,-0.18166111,-0.022012627,-0.09570945,-0.045382243,-0.5014169,-0.58758014,-0.14060616,-0.08335455,-0.12837164,-0.31685057,-0.055953313
4,-0.0009177741,0.1709921,0.004567128,0.1826529,-0.10005831,0.0010160598,-0.25747266,0.13810387,0.11408628,-0.118991524,0.030153276,-0.10405812,-0.102513246,0.28460976,0.14153026,-0.44760993
5,-0.18485233,0.28078738,0.20054936,-0.15076709,-0.341409,-0.3826821,-0.2300877,-0.37092364,-0.27071786,-0.011675322,-0.2692643,-0.09367198,-0.3844761,-0.061657798,-0.43097833,-0.34909776
6,-0.9561405,-0.99114627,-0.6882666,-0.7682821,-0.7731079,-0.5856668,-0.5746795,-0.7543525,-0.49137196,-0.7643034,-0.35066333,-0.83819765,-0.77617854,-0.6019345,-0.24809815,-0.6993753
7,0.027854927,0.21336119,0.044025436,0.15237765,-0.06272499,-0.21622053,-0.10818318,-0.079666026,-0.2915891,-0.0028789057,-0.17752552,0.019160058,-0.3865836,-0.18758391,-0.21022516,0.4427975
8,0.89910614,0.43025634,0.94890326,0.5103278,0.46488723,1.0925989,0.4306728,0.81150377,0.57595736,0.7548888,0.67815715,1.1537021,0.8892618,0.72995955,0.07460004,0.36731565
9,1.0951403,0.43311787,0.59104633,0.42009902,0.44572172,0.54379064,0.4171661,0.49280056,0.43951923,0.92216676,0.39919254,0.89212114,0.6444229,0.7168675,0.7303886,0.3331103
10,0.30342257,0.2133052,0.6393761,0.13731162,-0.014515601,0.18267208,-0.042780608,-0.2178219,0.25755695,0.49096462,0.31124404,-0.06652094,-0.09327994,-0.09817119,-0.14188096,0.80061364
11,-0.74931395,-0.43038478,-1.0171382,-0.62989503,-1.0612032,-1.0544198,-0.5327733,-0.58773726,-1.1944903,-0.55002534,-0.40599695,-0.6154185,-0.8415529,-0.6657601,-0.51935124,-0.2831544
12,1.0908401,0.68141884,0.9056278,1.033193,0.61741894,0.65156204,0.95849776,0.7131299,0.9040413,1.0171348,1.404068,0.58145505,0.77333677,0.63471824,0.89778006,0.74064916
13,0.27975315,0.66975695,-0.17958896,0.5934542,-0.10497477,0.033512484,0.48125032,0.07707371,0.49018645,0.37937316,0.19226436,0.006061892,0.104310684,0.3131119,0.2834621,0.13110885
14,-0.35103172,-0.44987345,0.10946184,-0.24914265,-0.35197765,-0.058556046,-0.1428224,0.05504261,-0.0735246,-0.122822404,-0.105029084,-0.0661536,-0.39797404,-0.4037691,-0.20085615,-0.0053939903
15,-0.11704988,-0.12088639,-0.039214,-0.6727724,-0.35529625,-0.34655303,-0.2232617,-0.49266177,-0.4691919,-0.25172055,-0.31081614,-0.28789592,-0.18973407,-0.1298296,-0.6896956,-0.5715188
16,-0.55744916,-0.55256265,-0.5392376,-0.8104871,-0.39446452,-0.18753365,-0.5271621,-0.26868665,-0.20987438,-0.39573833,-0.4147603,-0.34560806,-0.14315173,-0.13273111,-0.22251832,-1.0195241
17,0.5612072,0.96028215,0.7009034,0.31803283,0.1979438,0.36725014,0.5446605,0.4431663,0.22967242,0.5557363,0.48545617,0.65736777,0.50259876,0.7134887,-0.032230183,-0.4403965
18,0.97220486,0.54448193,0.5158554,0.8242655,0.5723116,0.91265315,0.73688346,0.78563553,0.78864026,0.7572077,1.2018402,0.77265567,0.6141199,0.53239256,0.92281073,1.1277982
19,-0.8176272,-0.18728219,-0.39965937,-0.30029625,0.056325823,-0.050607022,-0.08639666,-0.10561304,0.042904142,-0.58148634,-0.501748,-0.2503411,-0.42961732,-0.6322985,-0.022445576,-0.26230785
20,0.41624302,0.0018704155,0.62927914,0.72140497,0.77164084,0.7066337,0.4467017,0.7029278,0.8563183,0.89678365,0.415072,0.7886627,0.6343766,0.35309353,0.6475926,0.44071034
21,1.1798759,1.0330439,1.2340422,0.95665175,0.7413346,1.2253392,0.558848,1.1454221,0.7085282,0.9163092,1.3935847,1.191853,0.7849505,0.89678824,0.7730711,0.5021692
22,-1.0526572,-1.0941098,-1.2628857,-1.1118816,-1.2838532,-1.201168,-0.87693876,-1.1296105,-0.9623316,-0.7994978,-1.0084904,-1.3265486,-1.2886494,-1.1649424,-1.1505384,-1.1469918
23,-0.017152399,-0.0548561,0.21899487,-0.20964119,0.3179082,0.41534385,0.015898945,0.08161803,0.13756289,-0.16263914,0.06970904,0.1960323,0.05459152,0.05129107,0.47511396,0.106517404
24,-0.48758617,-0.20924996,-0.41009802,-0.1523322,-0.73894095,-0.5655499,-0.2287364,0.07166736,-0.4025491,-0.17918462,-0.60549337,-0.1679902,-0.48992535,-0.76083946,-0.09528137,0.09432859
25,-0.6039704,-1.1609983,0.009824285,-0.44678247,-0.38274503,0.19809057,-0.15158021,-0.23539214,-0.07334348,-0.39936268,0.09328023,0.0066637658,-0.27446103,-0.040244408,-0.19723679,-0.30868715
26,-0.9640448,-1.0765038,-0.9703418,-0.82522595,-1.1671851,-1.3307246,-1.1814542,-0.7854631,-1.1107593,-0.90957236,-0.5911672,-0.99566084,-1.015061,-1.1227267,-0.7821958,-0.5865169
27,-0.41011816,-0.34065858,-0.1601831,-0.57509893,-0.49106035,0.037467558,-0.5724322,-0.54783964,-0.45602864,-0.37416437,-0.45067638,-0.05847599,-0.4366245,-0.23698567,-0.69229805,-1.1560824
28,-0.91466117,-1.0278682,-0.6950873,-0.89060533,-0.4742005,-0.39358905,-0.9279666,-0.55855805,0.004496487,-0.87972546,-1.2651438,-0.29389125,-0.68474174,-0.783568,-1.0196664,-1.2731621
29,0.29073226,0.8187764,0.08862603,0.9443277,0.36858237,0.23903506,0.31411895,0.46192688,0.36713433,0.37303698,0.21665885,0.35469028,0.21463197,0.36332044,0.3142863,0.15937229
30,-0.7476243,-0.27207074,-0.7731872,-0.60679203,-0.8180105,-0.84707916,-0.3600442,-0.9433104,-0.70120674,-0.70994705,-0.6039753,-0.98023516,-0.69643295,-0.6332354,-0.3270758,-0.10448005
31,0.26564386,-0.58752674,0.22007918,-0.2717692,0.13081409,0.10519672,-0.43377286,0.041979004,-0.06295183,0.36327368,0.13572393,0.12920012,0.1292549,-0.044120107,-0.18043369,0.08012417
32,1.4466883,1.2018591,1.3288016,1.376633,1.1465508,1.4658079,0.95637405,1.3220167,1.4238191,0.99459606,1.1617954,1.5918303,1.393415,1.4040183,1.1237653,0.55662495
33,0.14055993,0.11906975,0.57036114,0.23781167,0.173767,0.61035794,0.25799665,0.4654908,0.41677743,0.8330508,0.7299815,0.2640779,0.44341826,0.3795861,0.5788582,0.041188635
34,0.031796988,-0.58711237,-0.1766934,0.25071108,-0.5639832,0.14481615,-0.26360053,-0.12813406,-0.14880677,-0.11853457,0.1834266,-0.19217466,-0.19780985,-0.08391354,-0.19111988,0.13345574
35,0.47746298,0.47278506,0.83155113,0.08568712,0.8965196,0.53154665,0.79958504,0.48866037,0.87414575,0.64103025,0.6136391,0.5627407,0.529336,0.87002397,0.43126383,0.7773938
36,-0.1481556,-0.42669487,-0.09778207,0.48870644,0.22310716,-0.06620979,0.363941,-0.27653176,0.1551557,0.014161774,-0.025390405,0.07142862,0.21160446,0.049156226,0.42085335,0.70855016
37,-0.28709003,-0.49351117,-0.18844742,0.12283024,-0.35401767,-0.07929199,-0.22615203,-0.1767201,0.012378726,0.043910805,-0.14836086,-0.16701528,-0.30361262,-0.48580837,-0.32160488,-0.21950178
38,-1.4969788,-1.4847583,-1.0355301,-1.4316676,-1.3020806,-1.1314085,-1.3501629,-1.6182511,-1.1820848,-1.5399196,-1.7196193,-1.519603,-1.2445874,-1.0440493,-1.307332,-0.6038378
39,0.18489903,-0.30087423,-0.20559573,0.07033425,0.044641256,-0.110747375,0.30223936,0.054033462,-0.25653228,0.39741105,0.60916215,-0.043933526,-0.12401236,0.18914965,-0.049304474,-0.43042916
40,-1.126923,-0.6088997,-0.6959244,-0.5592611,-0.6048243,-0.7806685,-0.15759245,-1.0130726,-0.70384187,-0.71788496,-0.6649313,-0.7223077,-0.6906564,-0.7510905,-0.29436746,-0.9685911
41,1.4312226,1.2856098,1.2908936,1.8769044,1.1241874,1.2325397,1.3951224,0.9914371,1.0801878,1.2863714,1.3485733,1.4381253,1.1970803,1.4790419,1.2273445,1.3546817
42,-0.51621383,-0.087981105,-0.2891974,-0.023401903,-0.06262701,-0.22069037,-0.037983388,-0.58282816,-0.29635966,-0.24733086,-0.054304846,-0.30205283,-0.111734875,-0.413216,-0.15188855,0.04929315
43,-0.10209558,-0.25254366,0.15550657,-0.28710836,-0.073819,-0.09243681,-0.454395,0.09220919,0.08384606,0.07816313,0.11897715,-0.07478826,-0.17295334,-0.02111107,-0.40118366,-0.12244658
44,1.131102,1.2522742,1.2171985,1.2153279,0.83073527,1.1347713,0.82052034,0.9313387,0.79859924,1.0692669,1.491328,0.99882066,0.9212529,1.0358176,0.85474265,1.2398825
45,-0.56999797,-1.0699259,0.37218696,-0.17044173,-0.38007665,-0.07453662,-0.40618378,-0.31474364,-0.12188895,-0.06419384,-0.32415423,-0.18656947,-0.2845108,-0.59354913,-0.6235712,-0.13761343
46,0.14301805,-0.10659796,-0.08127702,0.39034632,0.22932544,0.37461963,0.21680039,-0.062176414,0.13327742,0.20200644,0.1652124,0.16636717,0.15631422,0.06042476,-0.26404807,0.42660713
47,0.029427107,0.1208524,0.115042254,-0.11841746,0.14122498,-0.24202007,-0.03666234,-0.37069866,-0.15597573,-0.09499658,-0.43739277,0.091439866,-0.08937693,-0.11594977,-0.22353514,-0.29939875
48,-1.419805,-0.61879784,-1.3207397,-1.1347228,-0.7656604,-1.1985106,-0.88897675,-1.1514087,-1.00593,-1.0288656,-1.3282967,-1.3202233,-0.89057076,-1.2376852,-1.2292066,-0.63425493
49,-0.7927874,-1.0695508,-0.9770838,-0.62381643,-0.48956338,-0.7400137,-0.20885095,-0.61570626,-0.23783629,-0.81830406,-0.7689014,-0.45298377,-0.5187249,-0.6344901,-0.057311982,-0.55432194
50,0.07660909,0.43111235,0.285341,0.25135577,0.430753,0.33115304,0.32241997,0.088204764,0.34297448,0.09736633,0.48739305,0.2337211,0.36603156,0.10708781,0.13716422,0.24070345
51,-0.0034330785,0.4654074,-0.38557807,-0.36528894,-0.04567877,-0.036997337,-0.3398309,-0.2262977,-0.31656113,-0.314029,0.065302536,-0.29450783,-0.13829456,-0.28258207,0.13252437,0.26196447
52,1.3653692,1.3463405,1.1592038,1.58277,1.4340842,1.1126733,1.3726786,1.3345836,1.6753448,1.3340353,1.6480331,1.3770238,1.3054683,1.0932255,1.4699956,1.0786607
53,-0.56813556,-0.09735524,-0.39966357,-0.6894876,0.16164903,0.0032974028,-0.008172481,-0.09836977,-0.28813395,-0.12943552,-0.48635796,-0.084042825,-0.42372242,0.1756019,-0.23272192,0.16702197
54,-0.4090861,0.16538645,-0.5094685,-0.48324135,-0.70746607,-0.58530813,-0.5664204,-0.7138005,-0.8862179,-0.18109521,-0.6191122,-0.852456,-0.5438799,-0.454506,-0.7248126,-0.4256583
55,-0.08988433,-0.64756066,0.2761583,-0.20496738,0.18620786,0.37287334,-0.20198147,-0.088417485,0.4314953,0.017516838,-0.073140465,0.24915352,-0.06921495,0.018536977,-0.038341127,-0.17496231
