,"[Chinese, (Sim.)]_Term","[Chinese, (Trad.)]_Term",[Danish]_Term,[Dutch]_Term,[English]_Term,[French]_Term,[German]_Term,[Italian]_Term,[Japanese]_Term,[Norwegian]_Term,[Polish]_Term,[Portuguese]_Term,[Russian]_Term,[Spanish]_Term,[Swedish]_Term,[Turkish]_Term
0,-0.4290721,-1.369824,-0.48132762,-0.7030067,-0.51950014,-0.6811915,-0.39751637,-0.9535789,-0.60160345,-0.91969687,-0.5645407,-0.6530546,-0.4577013,-0.08202332,-1.0111347,-0.699541
1,0.28567827,0.18500029,0.3895488,-0.09470085,-0.05232317,-0.14514178,-0.067620456,-0.043037325,0.37584907,-0.4449644,-0.03314195,0.11034745,-0.157423,-0.031356204,-0.1746963,0.017761856
2,0.7049646,0.7277896,0.81194365,0.013322785,1.3120003,0.5845665,0.41238976,0.28208488,0.3797647,-0.2200019,0.55730873,0.66476226,0.66512674,0.50358045,1.0064781,-0.08511785
3,-0.27683786,-0.009316436,-0.51434755,-0.8409494,0.47301155,0.28191784,-0.13097015,-0.1678452,-0.12638348,-0.7127391,-0.15299286,0.3454655,-0.33737594,0.09481988,-0.0813275,0.07619178
4,0.38328376,0.48176178,0.12339,-0.2015427,0.13361615,-0.06532871,-0.17377342,0.27424136,-0.3651506,0.06495487,-0.085221976,0.43705875,0.250713,0.1410488,0.015443685,-0.23235247
5,0.113381796,0.029880816,-0.25188285,-0.2220726,-0.4519734,-0.32768643,-0.22066864,-0.5499291,-1.073709,-0.16686015,-0.04607075,-0.31825083,-0.57864046,-0.15998212,-0.3507242,0.0024824478
6,-0.67424524,-1.1017593,-0.720354,-1.3496988,-0.73232454,-0.455625,-0.3458448,-0.29613513,-0.73967195,-0.9290207,-0.64205825,-0.7249104,-0.5831582,-0.4405241,-0.60272086,-0.9337576
7,-0.18117607,-0.12279733,-0.30540705,0.16432762,0.2982685,-0.050568134,-0.117495514,-0.023411203,-0.37925637,0.30010438,0.08505598,-0.2832218,-0.52198225,0.0048521627,-0.22479847,0.3233954
8,0.9470959,0.43375158,0.83705956,0.45006123,0.47094947,0.9567722,-0.122255825,0.06004255,0.8308425,0.059856154,0.7460866,0.70034575,0.26047137,0.6864914,0.12496789,0.10587302
9,0.7399624,0.3445335,0.13436149,1.0456774,0.85963464,0.7665674,0.6877405,0.7792745,0.28295597,0.7234562,0.5936597,0.4878501,0.5656739,0.28399974,0.25031722,0.3485102
10,0.1412838,0.10497401,-0.17853923,0.3225061,0.64320236,0.41684547,0.57256323,-0.1851091,0.6928687,1.0309466,0.11139271,0.2746339,0.6607085,0.20804045,-0.09695263,0.9342932
11,-0.52879745,-0.5992666,-0.3804628,-0.43360803,-0.8245345,-0.8301806,-0.3855929,-0.44105914,-0.75569284,-0.22184,-0.605117,-0.9288289,-0.3797646,-0.89533705,-0.7597921,-0.6324906
12,1.0998226,0.8177733,0.74632156,0.9038757,0.26420105,0.6313814,0.86257446,0.7133391,0.8263538,1.2018747,0.82579595,0.7239453,0.98653406,0.45780894,0.20106351,0.9513853
13,-0.079827234,0.54811513,-0.19783083,0.62407047,0.88952315,0.06022559,0.3676827,0.51325536,0.5843231,0.3210915,0.19216475,0.27017128,0.49670258,0.43040675,0.58864975,0.23726766
14,-0.07940464,-0.6533214,0.01018355,0.15624563,-0.080247164,0.07397109,-0.1624333,0.058340803,0.04796617,-0.03475014,-0.12808073,0.1204039,-0.03768122,0.22789246,-0.31729648,-0.20243227
15,-0.15333308,-0.0040742243,-0.3091566,-0.3715661,-0.81971097,-0.25310302,-0.48105466,-0.5997356,-0.25760326,-0.5493767,-0.591109,-0.27915624,-0.680618,-0.12396878,-0.5622965,-0.5184832
