,"[Chinese, (Sim.)]_Term","[Chinese, (Trad.)]_Term",[Danish]_Term,[Dutch]_Term,[English]_Term,[French]_Term,[German]_Term,[Italian]_Term,[Japanese]_Term,[Norwegian]_Term,[Polish]_Term,[Portuguese]_Term,[Russian]_Term,[Spanish]_Term,[Swedish]_Term,[Turkish]_Term
0,-0.9485549,-1.2871293,-0.44407576,-0.9507639,-0.74997085,-0.64802283,-1.111403,-0.8478588,-1.170454,-0.9546809,-0.6677976,-0.8584343,-0.5620583,-1.3500296,-1.3608497,-0.6333059
1,-0.0275302,-0.20531361,0.3548196,-0.42094994,0.10727508,0.16706802,-0.29359522,-0.14284997,-0.074450865,-0.23800899,-0.047392186,-0.057057053,0.24153566,-0.07168698,-0.15451093,-0.11171005
2,0.5253087,1.1210535,0.541478,0.09767936,0.84133494,0.618264,0.10730553,0.48169976,0.19068103,0.23510091,0.4307876,0.72142196,0.68722326,0.42347944,0.93284136,-0.76753926
3,-0.39535758,0.15914974,-0.04298251,-0.8438294,-0.33073163,0.06445728,-0.11049907,-0.29889214,-0.030294938,-0.4827384,-0.15463954,-0.31153595,-0.2223096,-0.33468398,-0.16260603,-0.10343314
4,0.3773494,-0.02822647,-0.35441178,0.19370143,0.31548762,0.20474602,0.1715706,0.14040233,0.12501433,-0.10819706,0.122462474,-0.007975117,-0.0025128059,0.28771457,-0.20387119,-0.22885795
5,-0.16385037,0.17394564,-0.19271697,-0.12885536,-0.47609198,-0.26236495,-0.2823959,-0.19915682,-0.108381644,0.16154726,-0.17106049,0.17351036,-0.114551425,-0.08534422,-0.25310534,-0.54640555
6,-1.0062658,-1.1127983,-0.38499707,-0.6419409,-0.33506867,-0.49621624,-0.52958727,-0.746998,-0.23908047,-0.6353112,-0.37064233,-0.98077357,-0.8361679,-0.7628472,-0.5544696,-0.6351811
7,0.13071436,0.104928985,-0.32577637,-0.2118918,-0.46931,-0.43018448,0.054748982,0.18311712,-0.36080524,0.11224023,-0.33269814,-0.21648404,-0.019252198,0.0045739757,-0.16517797,0.11450702
8,0.87370497,0.43227464,0.06136262,0.8796118,0.26412022,0.4942676,0.43930107,0.7852987,0.59980214,0.5079648,0.79941314,1.3929907,0.53465945,0.81678396,0.41105935,0.093890935
9,1.1691155,0.66868365,0.493814,0.7382326,0.06298687,0.3730091,0.5616285,0.6929915,0.4093778,0.95342433,0.53110486,0.43805522,0.7708743,0.8203472,0.18625152,0.25678384
10,0.20239049,0.33745393,-0.08684439,0.050415482,-0.15240997,0.37180898,0.18377163,0.44220403,0.017794149,0.5855703,0.1622951,-0.084519394,0.17221959,0.020617332,-0.06667508,1.1599127
11,-0.68887687,-0.50097907,-0.7916219,-0.35534436,-1.0534141,-0.7194473,-0.55283505,-0.32082176,-0.6828771,-0.707255,-0.5540856,-0.70918834,-0.71481174,-0.7305772,-0.7931045,-0.18497247
12,1.0164983,0.9468016,1.267504,0.8284058,0.7164059,0.4293179,0.6989275,0.6684161,0.9972453,0.87237674,1.0310766,0.6338306,0.8550875,0.5782346,0.64433324,1.2001526
13,0.0654577,0.6820908,0.269808,0.38473445,0.102284975,0.36906633,0.7007413,0.29737115,0.029153021,-0.031823218,0.072406165,-0.4292646,0.14300428,0.2692084,0.24584346,-0.12285163
14,-0.4819402,-0.22541654,0.12499162,-0.09098947,-0.45839265,-0.10082166,-0.20031284,0.022257667,-0.056100376,-0.20772474,0.030232437,-0.01514466,0.16102125,-0.1847449,-0.20101826,-0.35651517
15,0.027456393,0.1149417,-0.7383667,-0.46339762,-0.57431775,-0.24366295,-0.35474473,-0.18773276,-0.6000176,-0.3675732,-0.43880808,-0.10492875,-0.21797733,-0.07166065,-0.47743127,-0.4717072
16,-0.6694944,-0.6159778,-0.45394045,-0.8267272,-0.07425235,-0.3481159,-0.19826053,-0.6051373,-0.49664623,-0.33399683,-0.6478841,-0.33087733,-0.35316384,-0.35056552,0.045019794,-0.7572896
17,0.48945802,0.89729756,-0.067754306,0.24644494,-0.100376055,0.06634969,0.5370383,0.7388167,0.2536472,0.40579924,0.5822138,0.7538111,0.0156108765,0.55273664,0.32943946,-0.71638167
18,0.77957416,0.35391587,1.1222463,0.7097889,0.8496201,0.48992625,0.8470001,0.71557355,1.0222051,0.6992027,0.82695466,0.71555984,0.7369144,0.682455,0.98034894,1.3750128
19,-0.9471553,-0.30853575,0.18178245,-0.4409284,0.6462779,-0.09269302,-0.24397027,-0.6483704,-0.09687198,-0.38963166,-0.43911973,-0.08729173,-0.6565436,-0.6051583,-0.083395235,-0.1343798
20,0.62799066,0.1392213,0.6697495,0.8625339,0.30674034,0.5401364,0.83852136,0.35473034,0.6832688,1.171064,0.4177346,0.96295595,0.6958546,0.6376587,0.11453766,0.5932806
21,1.1691318,1.0529758,1.2180407,1.0281907,0.8443693,0.8614453,0.80307984,0.7550322,0.880523,0.9140366,1.2679946,1.4778888,0.96687263,0.73858,0.74360204,0.679988
22,-1.1308417,-1.0344145,-1.6421202,-0.9986972,-1.3040673,-1.257963,-0.83068746,-1.0590928,-0.8713901,-0.6876936,-1.1175349,-1.4193293,-1.4001374,-0.73957354,-1.0061219,-1.0093051
23,-0.07882777,-0.05825507,0.4334849,-0.11595786,0.37479097,0.20555744,-0.084707625,-0.27480164,0.13680916,-0.11766136,0.037947662,0.14624967,0.25191787,-0.2932362,0.23808189,0.32060575
24,-0.25032294,-0.417165,-0.0892898,-0.20781986,-0.4517194,-0.54741496,-0.3145454,-0.010850156,-0.40016308,-0.1916505,-0.5293151,-0.32074746,-0.38708016,-0.6604318,-0.970168,0.16871683
25,-0.5915033,-1.0340465,-0.14278273,-0.48185703,-0.32494256,-0.2800732,-0.5514698,-0.29877478,-0.2808211,-0.28462338,-0.11899679,0.23174264,-0.15487693,-0.12043439,-0.47359115,-0.28968096
26,-0.7570022,-1.0605134,-1.0559183,-1.019658,-0.8421219,-1.0100228,-0.9943997,-0.7681302,-0.9823814,-0.82547104,-0.69876325,-0.6820043,-0.71514726,-0.9907197,-0.9714301,-0.2738914
27,-0.5840421,-0.19578348,-0.52182853,-0.35097995,-0.8379914,-0.46024013,-0.51140636,-0.5618278,-0.47375864,-0.3173633,-0.39558905,-0.35716042,-0.28709874,-0.3426312,-0.43232825,-1.2933612
28,-0.93352944,-1.1759299,-0.43621558,-0.84572864,-0.622342,-0.21173227,-0.7713347,-0.80846494,-0.84967786,-0.9792506,-1.2162826,-0.5855163,-1.0108036,-0.6492374,-1.2730957,-1.1751932
29,0.2744232,0.8106146,0.10981882,0.74318135,0.11469561,0.27434334,0.477678,0.40164775,0.4956719,0.30229917,0.30279765,-0.035678755,-0.07988393,0.49979293,0.5714583,0.09397842
