,"[Chinese, (Sim.)]_Term","[Chinese, (Trad.)]_Term",[Danish]_Term,[Dutch]_Term,[English]_Term,[French]_Term,[German]_Term,[Italian]_Term,[Japanese]_Term,[Norwegian]_Term,[Polish]_Term,[Portuguese]_Term,[Russian]_Term,[Spanish]_Term,[Swedish]_Term,[Turkish]_Term
0,-0.85902673,-1.2033728,-0.7584672,-0.60788965,-0.8642159,-0.6427327,-0.6078743,-0.61291915,-0.922526,-1.055753,-0.60296136,-0.9024757,-0.5984172,-1.1855828,-0.74455255,-0.5374719
1,0.20852104,-0.032908626,0.32647622,-0.42214638,0.33947113,0.115683444,-0.36486205,0.010939007,-0.08317461,0.004364692,-0.031904496,-0.12091718,0.089897156,0.06962794,-0.6771644,-0.013199334
2,0.4411519,0.7837324,0.5959162,-0.2182553,0.67382765,0.5896306,0.062258665,0.5224504,0.37522072,-0.11939116,0.5122214,-0.4716469,0.15326366,0.369183,0.26630104,-0.028946947
3,-0.30263332,-0.14844751,-0.17207752,-0.21643542,-0.16286552,-0.14103733,-0.2878405,0.00036108136,-0.11993275,-0.39033735,-0.41369832,0.072719745,-0.33312893,-0.30480987,-0.29851282,-0.47359842
4,0.35652694,0.65090615,-0.52092046,0.107611634,0.60525984,0.14346418,-0.010454735,0.14638062,-0.12379639,-0.17426565,-0.09142182,0.05190906,-0.009161071,0.08576291,-0.12908174,-0.37295878
5,-0.430178,0.11911041,-0.30043522,-0.5331721,-0.14911343,-0.6220065,-0.19440316,-0.2544761,-0.297974,-0.1005797,-0.14565285,0.06201637,-0.34481624,-0.55039823,-0.28609034,-0.18542902
6,-0.6724995,-0.994209,-1.1214209,-0.6617586,-0.8896816,-0.5546577,-0.6919242,-0.61144894,-0.74686515,-0.50763327,-0.9008084,-0.40684527,-0.61061627,-0.80610347,-0.7542875,-0.6896548
7,-0.31697857,-0.03116767,-0.36942676,0.23306526,-0.38034892,-0.08394084,0.09737417,0.16004294,0.043227598,0.121306926,-0.23127474,0.6942319,-0.21909456,-0.5722717,-0.0034420753,0.44789138
8,0.5588721,0.4770792,0.56652915,-0.1190898,0.18248856,-0.081698135,0.5793253,0.6446868,0.67518926,0.7891876,0.97078615,0.5310274,0.8235785,0.4820429,0.37826008,0.3969649
9,0.8675834,0.65169984,0.30101568,0.7472115,0.44707286,0.035068933,0.6244424,0.95027184,0.52061754,0.70705986,0.67346036,0.6995241,0.47486186,0.63946414,0.3808068,0.38465106
10,0.14148505,0.07704119,-0.19092663,-0.029411478,-0.35565907,0.42877728,0.933896,0.6901529,0.78192556,0.15732782,0.06147748,0.5180241,0.12013218,-0.111549206,-0.042120785,0.9959751
11,-0.62512267,-0.36238495,-0.6716045,-0.03245946,-0.73521525,-0.56711996,-0.40631816,-0.27544594,-0.34394383,-0.5425112,-0.58719945,-0.54310894,-0.2922895,-0.75539255,-0.7495762,-0.6575324
