,"[Chinese, (Sim.)]_Term","[Chinese, (Trad.)]_Term",[Danish]_Term,[Dutch]_Term,[English]_Term,[French]_Term,[German]_Term,[Italian]_Term,[Japanese]_Term,[Norwegian]_Term,[Polish]_Term,[Portuguese]_Term,[Russian]_Term,[Spanish]_Term,[Swedish]_Term,[Turkish]_Term
0,-0.4290721,-1.3698232,-0.44745195,-0.7030048,-0.30431643,-0.4267228,-0.4799654,-0.9967411,-0.5464395,-0.86598855,-0.56453997,-0.7101481,-0.61809736,-0.17573565,-1.16495,-0.6995411
1,0.2856788,0.18500026,0.38197616,-0.09470013,-0.24507828,-0.14583814,0.02770461,-0.0077806124,0.33914694,-0.21239103,-0.03314212,0.12050286,-0.15450239,0.089657515,0.17191489,0.017761381
2,0.70496446,0.727791,0.72984576,0.013322123,1.2000169,0.8533839,0.19124202,0.34428498,0.64698744,0.006332437,0.55730855,0.7532122,0.54979414,0.48109272,1.0325686,-0.08511726
3,-0.2768379,-0.009316678,-0.39777982,-0.84095037,0.005919097,0.1359626,-0.10084338,-0.20097102,-0.07093321,-0.59113127,-0.15299407,0.32864168,-0.27122626,0.05355107,0.011980899,0.07619165
4,0.38328362,0.48176193,0.09536873,-0.20154393,-0.16779867,-0.23177175,0.1251256,0.467523,-0.134777,-0.046274822,-0.08522266,0.42897505,0.39640072,0.092841074,0.32340476,-0.23235305
5,0.11338179,0.029880324,-0.19502701,-0.2220726,-0.35760677,-0.32181472,0.0110228285,-0.71537393,-0.87847936,-0.16395438,-0.046069812,-0.34517172,-0.6232652,-0.20166907,-0.18425345,0.0024818182
6,-0.6742462,-1.1017605,-0.60948044,-1.3496987,-0.5271317,-0.5932222,-0.23924962,-0.40077284,-0.70953023,-0.82470083,-0.6420563,-0.6344125,-0.78284556,-0.53486866,-1.0827333,-0.93375766
7,-0.18117543,-0.12279729,-0.26294014,0.16432758,0.12021126,-0.11228086,-0.32561716,-0.17204505,-0.47978938,0.33920765,0.08505573,-0.45385388,-0.3005462,0.109330125,0.14192592,0.32339612
8,0.9470962,0.43375158,0.89206475,0.45006055,0.6176908,0.96785223,-0.15482469,0.18897785,0.64815766,0.03405533,0.74608594,0.61396974,0.17447491,0.8920389,0.37820077,0.105872296
9,0.7399632,0.3445346,0.08959714,1.0456781,0.5537781,0.7930613,0.46656322,0.72430545,0.48687685,0.854362,0.5936589,0.5287416,0.40303466,0.50560284,0.5981905,0.34851044
10,0.14128385,0.10497427,-0.011504631,0.32250515,0.2544832,0.30978176,0.24151598,-0.07767538,0.7075624,0.7906094,0.11139345,0.15598163,0.7735119,0.3092175,-0.23789527,0.9342925
11,-0.52879834,-0.59926736,-0.4429503,-0.43360695,-0.461287,-0.8469705,-0.50944334,-0.4125769,-0.7356684,-0.29566678,-0.605117,-0.93748003,-0.30345497,-0.8898745,-0.7198493,-0.63249034
12,1.0998231,0.8177743,0.770078,0.9038752,0.5062375,0.6592518,0.89844906,0.6593211,0.94702804,1.1796241,0.82579637,0.81145823,1.0564381,0.5390915,0.37079054,0.9513861
13,-0.07982692,0.5481147,-0.03461228,0.6240715,0.8621241,0.06629012,0.2736015,0.5887611,0.4781204,0.4032905,0.19216421,0.21788408,0.6176806,0.46241808,0.58234876,0.23726714
14,-0.07940539,-0.65332204,-0.088566266,0.15624604,0.14418212,0.039430942,-0.17149065,0.06533354,0.052643936,0.041306082,-0.12808037,0.047094934,-0.110045716,0.15409206,-0.37788016,-0.20243241
15,-0.15333329,-0.0040746606,-0.34505138,-0.371567,-0.82438296,-0.18747379,-0.4833785,-0.51299584,-0.1654364,-0.5139458,-0.5911089,-0.22655497,-0.68625134,-0.19143096,-0.42158777,-0.51848334
16,-1.1790522,-0.62052727,-0.51409304,-0.69583356,-0.35973075,-0.6117117,-0.35947365,-0.43949267,-0.5635431,-0.14792891,-0.7861478,-0.19205515,-0.2645461,-0.1572615,-0.4562459,-0.8987313
