272, 640 
273, 313 
274, 61 
275, 41 
276, 2 
277, 18 
278, 26 
279, 1 
280, 1 
281, 73 
282, 13 
283, 1 
284, 1 
285, 5 
286, 4 
287,0
288,0
289,0
290,0
291, 5 
292, 35 
293,0
294, 2 
295, 1 
296, 1 
297, 1 
298,0
299, 10 
300, 56 
301, 201 
302, 26 
303,0
304,0
305, 23 
306, 38 
307, 37 
308, 133 
309, 47 
310, 5 
311, 11 
312, 72 
313, 92 
314, 1 
315,0
316,0
317,0
318,0
319, 52 
320, 114 
321, 2 
322, 3 
323,0
324, 48 
325, 33 
326,0
327, 3193 
328, 3 
329, 2 
330, 7 
331,0
332, 1 
333, 45 
334, 1330 
335, 26 
336, 46 
337, 67 
338, 332 
339,0
340,0
341, 64 
342, 176 
343, 123 
344, 197 
345, 136 
346, 46 
347, 21 
348, 128 
349, 37 
350, 6 
351, 33 
352, 632 
353, 140 
354, 26 
355, 22 
356, 73 
357, 110 
358, 73 
359, 26 
360, 191 
361, 1 
362, 12 
363, 9 
364, 41 
365,0
366,0
367,0
368,0
369,0
370, 115 
371,0
372, 249 
373, 1 
374, 6 
375, 9 
376,0
377, 51 
378, 1 
379, 6 
380, 57 
381,0
382, 10 
383, 2 
384,0
385,0
386, 6 
387,0
388, 7 
389, 104 
390, 16 
391, 16 
392,0
393, 8 
394, 1 
395,0
396, 54 
397, 1 
398, 68 
399, 27 
400, 23 
401, 2 
402, 9 
403, 8 
404, 53 
405, 9 
406, 122 
407, 281 
408, 10 
409, 3 
410, 19 
411, 2 
412, 2 
413, 27 
414, 1 
415,0
416,0
417,0
418,0
419,0
420,0
421,0
422, 1 
423,0
424,0
425, 1 
426, 33 
427, 795 
428,0
429, 41 
430, 4 
431, 41 
432, 3 
433, 1 
434,0
435, 13 
436, 15 
437,0
438,0
439, 210 
440,0
441, 318 
442, 94 
443,0
444,0
445,0
446, 15 
447, 321 
448, 18 
449, 96 
450, 14 
451, 11 
452, 53 
453, 51 
454, 2 
455, 35 
456, 6 
457, 30 
458, 7 
459, 6 
460, 38 
461, 3 
462, 4 
463, 1 
464,0
465,0
466, 293 
467, 49 
