urban studies,24
journal of urban design,20
cities,19
sustainability,15
international journal of,15
新建筑,14
applied mechanics and materials,13
urban design international,12
advanced materials research,11
journal of landscape research,11
city,11
land use policy,10
town planning review,10
european planning studies,10
built environment,9
journal of the american planning association,8
urban geography,8
journal of urban history,7
journal of planning education and research,7
architecture culture,6
china city planning review,5
huazhong architecture,5
journal of architectural education,5
the urban wisdom of jane jacobs,4
proceedings of the,4
australian planner,4
mapping urbanities,4
housing policy debate,4
geography compass,4
the past and future city,4
urban affairs review,4
transport policy,4
journal of roman archaeology,4
sustainable cities and society,4
urban policy and research,4
国际城市规划,4
perspectives on jane jacobs reassessing the,4
territorio,4
space and culture,4
open house international,4
procedia engineering,3
fordham urb lj,3
media international australia incorporating,3
the 2nd international symposium on rail transit,3
landscape architecture frontiers,3
planning perspectives,3
journal of transport health,3
urban planning international,3
local environment,3
international journal of urban,3
transportation research record,3
,3
state of australian cities soac conference,3
regional studies,3
the social fabric of cities,3
european journal of,3
annals of the american association of geographers,3
planning theory practice,3
한국생태환경건축학회 논문집,3
tema journal of land use,3
the journal of space syntax,3
journal of planning history,3
environment and planning b planning and,3
international journal of cultural policy,3
social indicators research,3
planners,3
journal of urbanism international research on,3
and planning a,3
current urban studies,3
urban planning,3
transportation,3
environment and planning c government and,3
change over time,3
international planning studies,3
town,3
transportation research procedia,3
nakhara journal of environmental design and,3
journal of planning education and,3
journal of urbanism,3
journal of architectural and planning research,3
walled towns and the shaping of france,2
journal of urban planning and,2
chasing the american dream new perspectives on,2
applied geography,2
tema journal of land,2
the city reader,2
america s urban future,2
urban,2
the human metropolis people and nature in the,2
women in the city on violence and rights,2
international journal of architecture and urban,2
cadernos metrópole,2
proceedings of the international conference on,2
proceedings,2
مطالعات مدیریت شهری,2
walkable city rules,2
cultural geographies,2
new architecture,2
viii seminario internacional de investigación en,2
places journal,2
science and its,2
urban problems,2
journal of asian architecture and building,2
environment and planning a,2
international journal of sustainable development,2
gender,2
town and regional planning,2
energy procedia,2
docomomo journal,2
chinese landscape architecture,2
journal of urbanism international,2
modern urban research,2
wit transactions on ecology and the environment,2
journal of human settlements in west china,2
journal of urban,2
international journal of urban sciences,2
marxism,2
청소년시설환경,2
consumption markets culture,2
property management,2
contour journal,2
journal of anhui agricultural sciences,2
transportation planning and technology,2
地球信息科学学报,2
time architecture,2
on the w terfront,2
international journal of environmental,2
policy,2
techne,2
architectural design,2
sustainable transport for chinese cities,2
china city planning,2
journal of the american planning,2
the environmental performance of tall,2
interior design,2
habitat international,2
incentives,2
planning news,2
nationalities papers,2
canadian journal of communication,2
chinese and overseas architecture,2
children,2
miller,2
space,2
planning,2
how to enhance inclusiveness for international,2
journal of cleaner,2
megacities,2
emerging urbanity,2
romanian journal of regional science,2
culture,2
frontiers of architectural research,2
wit transactions on,2
current world environment,2
knorr,2
tunnelling and underground space technology,2
cities in a time of terror space,2
state of australian cities national conference,2
sustainable communities,2
after the dresden bombing,2
the routledge companion to strabo,2
papers in regional science,2
journal of property,2
sustainable innovation and regional development,2
crisioni,2
landscape and urban planning,2
international journal of urban and regional,2
international journal,2
urban communication production,2
asian journal of social science,2
international conference on,2
journal of urban regeneration,2
isprs international journal of geo,2
big data support of urban planning and management,2
unpublished master thesis ankara metu,2
city planning review,2
ga st ul rev,2
companion to urban design,2
journal of research,2
ann arbor,2
work life city limits,2
problemy ekorozwoju,2
sustainable cities in asia,2
antipode,2
urbanism and architecture,2
浙江工业大学学报 社会科学版,2
lives,2
housing studies,2
antiquity,2
interdisciplinary research perspectives of the seattle,2
society,2
jmir research,2
urban research practice,2
online journal of design art and,2
journal of,2
consumption markets,1
rig tshoel,1
first monday,1
theme cities solutions for urban problems,1
city landscape a contribution to the council of,1
collaboration and partnerships politics,1
a companion to late antiquity,1
46th isocarp congr,1
anglia,1
va j soc pol y l,1
requalifying the built environment challenges and,1
lincoln institute of land policy working paper,1
comunicación presentada al 41st isocarp world,1
italy and china an envolving,1
cybernetics and information technologies,1
conserving cultural landscapes challenges and new,1
social forces,1
perspectives on preparedness,1
επιθεώρηση,1
한국산학기술학회 논문지,1
advances in environmental,1
environment and planning b,1
urban insight,1
spatial planning,1
european journal of geography,1
13th international conference of,1
journal of hohai university,1
middle west review,1
consumer data research,1
journal of sociolinguistics,1
arxiv preprint arxiv 1701 04064,1
berkeley department of geography,1
inžinerinė,1
aia,1
eaae,1
amicus books an introduction,1
proceedings of the institution of civil engineers,1
critical african studies,1
proceedings of the 26th,1
herald of the international academy of science,1
creative placemaking research,1
european journal of sustainable development,1
diverse engagement drawing in,1
heritage,1
ماهنامه علمی پژوهشی باغ نظر,1
american journal of public health,1
community and sustainable development,1
대한지리학회지,1
growth management in florida planning for,1
the 23rd conference on passive,1
urban and suburban america evidence from,1
journal of nanjing,1
american review of canadian studies,1
the selling of 9 11,1
advances in natural,1
urban ecosystem ecology,1
memorias de la real academia de buenas letras de,1
shrinking cities a global perspective,1
journal of kunming university of science,1
rodríguez,1
cornell real,1
new german critique,1
acta technica napocensis civil engineering,1
the american enterprise,1
belgeo revue belge de géographie,1
journal of zhengzhou institute,1
proceedings of the 9th,1
workshop transition in,1
city futures in a globalising world,1
journal of the royal asiatic society,1
journal of the human,1
도시행정학보,1
industrial construction,1
smartgreens,1
asian geographer,1
virtuale,1
geodesign by integrating design and geospatial,1
design roots culturally,1
event management,1
cornell real estate,1
international journal of canadian studies revue,1
omega,1
pan,1
the oxford handbook of environmental,1
annales universitatis apulensis series,1
french cultural studies,1
journal of architecture and,1
environment and planning c,1
palladino,1
erasmus university,1
v congresso internacional cidades,1
conference on complex,1
proceedings of the world,1
the gentrification debates a reader,1
international handbook of cities and the environment,1
in3 working paper series,1
réseaux,1
banna,1
suburban urbanities suburbs and the life,1
journal of great lakes research,1
evaluation,1
studia regionalia,1
江淮论坛,1
ottawa human resources and social,1
health affairs,1
culture makers urban performance,1
planning ideas that matter,1
ite 2010 annual meeting and exhibitinstitute of,1
quarterly review of film and video,1
economic development quarterly,1
ninth pacific conference on earthquake,1
journal of mediterranean archaeology,1
urbanism architecture,1
mélanges de l école française de rome,1
journal of urban regeneration renewal,1
inter j of liberal arts and social science,1
late antique archaeology,1
beyond mobility,1
cities of the world world regional,1
مجلة جامعة بابل,1
annual review of information science and technology,1
pedestrians quality needs,1
urbana,1
european urban and regional,1
the indonesian journal of,1
access,1
available at ssrn 2546821,1
the city in the hebrew bible critical,1
urban and regional planning,1
meeting of ifla,1
conference of the,1
itu journal of the faculty of,1
records of the american catholic historical society of,1
recent developments in chinese urban,1
planning practice,1
vt j envtl l,1
international journal of sociology,1
arq architectural research quarterly,1
the urban lawyer,1
fluid city,1
workshop on resurgent european cities,1
spaces flows an international journal of,1
osiris,1
reclaiming brownfields a comparative analysis of,1
journal of landscape,1
2017 3rd international conference on social,1
한국디자인문화학회지,1
isuf 2011 18th international,1
metu jfa,1
journal of dramatic theory and criticism,1
applied mechanics and,1
communication theory,1
社會科學,1
fen bilimleri dergisi cfd,1
iup journal of international business law,1
revista hábitat,1
handbook on sustainability transition and sustainable,1
maceió,1
mediterranean historical review,1
art history,1
int j eng,1
middle east technical university,1
spaces and flows an,1
ciclo de conferências,1
journal of huaihua university,1
dimensions of the,1
sporting dystopias,1
redefining urban and suburban america evidence,1
政策與人力管理,1
mexican public intellectuals,1
china rural water and hydropower,1
cambio de colores 1st 2002 columbia,1
ix seminario internacional de investigación en,1
engineering economics,1
telenovelas,1
city and movement,1
urban spaces in japan cultural and social,1
대한건축학회연합논문집,1
environmental justice and urban resilience in the,1
intl journal of public administration,1
advances in environmental biology,1
journal of early modern history,1
health social care,1
land use law zoning digest,1
acta scientiarum polonorum administratio locorum,1
journal of industrial and systems engineering,1
ieee computer graphics and,1
drivers of innovation,1
int j hum capital urban manage,1
sociological research online,1
utopian reality,1
the informal american city,1
journal of spatial,1
crossroad 2000 papers and,1
landscape,1
transport developments and innovations in an,1
ala l rev,1
вестник волгоградского государственного,1
living cities in japan,1
sevilla,1
معماری و شهرسازی آرمان شهر,1
contemporary perspectives on jane jacobs,1
human behavior understanding,1
4th international symposium on social,1
project momo final report d,1
global cities,1
environmental,1
information and control,1
china ancient city,1
le trasformazioni del v secolo e l,1
barraza,1
industry and higher,1
a guide to,1
demographic transition,1
series earth and,1
studies,1
urban water in japan,1
unpublished manuscript,1
urbe revista brasileira de,1
international conference on internet technology and,1
reputation and place attachment the production,1
quintessential cities,1
smart cities as democratic ecologies,1
unpublished ma dissertation,1
research on schools,1
journal of law and criminal justice,1
from one sea to another trading places in the,1
perspectives on politics,1
european review,1
systemic design,1
understanding the city contemporary and,1
creatividad y sociedad,1
هویت شهر,1
rsf the russell sage foundation journal of the,1
approach for place,1
time society,1
world regional,1
negotiating values in the creative industries fairs,1
exploring the postsecular,1
itpi journal,1
interdisciplinarity in social and human sciences,1
tulsa l rev,1
formal methods in architecture and urbanism,1
journal of xianyang normal university,1
journal of hunan city university natural science,1
public administration and public policy,1
compact cities sustainable urban forms for,1
sage,1
aestimum,1
2012 6th ieee,1
progress in human geography,1
the handbook of language and gender,1
regional centre for urban,1
journal of spatial information science,1
yale l pol y rev,1
revista de la facultad de ingeniería,1
journal of historical research in marketing,1
china environmental science,1
techne journal of technology for architecture,1
building and environment,1
ai aal ai ia,1
paper for european urban research,1
ocean coastal lj,1
