architecture,area,atmospheric,bank,building,chateau,church,city,classical,cloud,environment,estate,facade,field,grass,grassland,home,house,human,land,landmark,landscape,lane,lot,mansion,medieval,morning,natural,nature,neighbourhood,official,palace,parish,pasture,phenomenon,place,plain,property,reserve,residence,river,road,rural,settlement,sky,stately,street,town,tree,water,waterway,wetland,winter,worship,
24.893685060912876,1.0225860280411434,0.18601482965718039,0.16301993067879267,15.675148665588726,2.011241543034184,2.0087466807183816,4.440434878022659,6.613388719792294,0.17843439408343822,0.18274788998018518,9.367244666210468,6.578290869895329,0.17567520519668256,2.9539580877258333,0.15957599645841053,7.5439482501878015,9.372161946134227,2.001075381864779,0.1559074077264101,13.973790005894115,0.18560139148590754,0.16249813975191538,0.15982012983868252,9.364913369303512,1.9992399660046045,0.16380148484895202,0.16878011428815576,0.16362202809764007,2.0109373848610383,5.682837366792052,7.529357746846825,1.9977555427636355,0.1729779573108616,0.16423130339564715,1.989852785079388,0.158335422538231,3.8544877344212165,0.17629471885962908,5.6840740554294,0.1736345174503305,0.48970698289474385,0.1733704062803175,2.008280826251117,2.0098939937846687,6.61713512979172,0.498129540723009,2.4692605045997644,4.8608104632024425,0.1741192805427486,1.088763307289298,0.1804200459159087,0.17326477482926522,2.0082983674293544,
0.18213956766493145,0.17363168009566393,0.16088983261352444,0.17828766825346548,0.17258923458709996,0.1647199806194208,0.19136653894601502,0.17775924534498985,0.1683536538268557,0.17689987306969482,0.17535186360352034,0.1832455483569821,0.17342595677894615,0.16212746221561883,0.17815059924921114,0.1813060267016196,0.1670734057086214,0.19120470448186844,0.16455264418061807,0.17474220770592674,0.16555529003773775,0.17586215848856146,0.17358350401790718,0.16217360397684805,0.17175105074289712,0.1808748007725431,0.16349401375898004,0.17952739765245326,0.16990271007980326,0.18465650520249827,0.16966710419395448,0.16534788948801807,0.16712995047478138,0.16705309938482313,0.166595536043388,0.1919161198623951,0.16121429502526624,0.17724683563173776,0.16285172943298754,0.15893622987432116,0.17788261696886526,0.17296291004483788,0.1626026951781871,0.17590449038876757,0.16430359495160976,0.16515256179780596,0.16769322327373742,0.16014134279098693,0.18079467850585104,0.15853293551680667,0.16209120994261955,0.1708464682812807,0.16072908043393808,0.17790138135380723,
0.17996416397417486,0.16909903728616768,0.1886562126836174,0.18139279257002972,0.17292867453768407,0.16857434617375472,0.17938102077028809,0.18104037751094643,0.17024604430316082,0.1647902654086771,0.17265249237075447,0.16966945809319764,0.18314536395664666,0.17295081991547034,0.16326114996392133,0.1672647607498042,0.18952500758727533,0.17010573649131672,0.17220869602371322,0.17427360517706206,0.1716704558642553,0.1722716441473001,0.1597913630649221,0.1666312801722351,0.16625608609639603,0.17374498037411196,0.16171506892043064,0.17672422763416776,0.17382730721606685,0.18121775237034496,0.16939919091433372,0.1681244438421129,0.17982573277811928,0.17921220931706586,0.17459450772818022,0.16600742165179067,0.1759860923418809,0.1813641487012493,0.15866735306945126,0.17532164879573642,0.16585268836669853,0.17002513717453835,0.15621235363906025,0.17727816950220876,0.16802382332730623,0.17120298862157618,0.18679901014233338,0.1788876050363683,0.174372910252395,0.16952966663349667,0.15556681890948812,0.18776867273984502,0.16513384954395055,0.1831140159910564,
0.16319105091733271,2.1063966869101276,0.1656135939244869,0.16672457282283396,1.2329794076702474,0.16241446222752315,0.17120555242963292,1.4186792996759585,0.167345662415888,0.17872645212168015,0.17486533751662334,0.1652227336031535,0.16293083687082086,0.16034309631784008,0.1813561357373127,0.16919189693524775,0.16939280971754156,0.1826230697547903,0.1676007975568194,0.17653062819613038,0.17158410033042473,0.17494985521751866,1.094055392644201,0.16900732555330233,0.1617065680400582,0.16801302469581159,0.1650392140080717,0.1887728053100005,0.1820103445499459,0.16162783792779767,0.15745799979495173,0.17402653064493817,0.1791187271059321,0.16693463362646405,0.16516537868309789,0.16129626105747377,0.1670294766593039,0.1683258241397059,0.17296301582329413,0.17167201950800914,0.16459562212600035,1.6727152936217096,0.17078349256856476,0.1665576910038005,0.17208668549919895,0.17540315522571812,1.691530770129226,1.5379500462285267,0.17566544330551348,0.17170550005222182,0.16835573225960748,0.16191946668724352,0.17722418981584062,0.16849658551247992,
0.21840446572592356,0.15875402934353292,0.15786040990383904,0.1788649696045146,0.19749850812210681,0.1635013671445528,0.18943782178876756,0.18243505945495234,0.17840092979705602,0.15843170020702468,0.18271101568853884,0.19043419482914922,0.1818901651622,0.16200748628442743,0.1573701404018621,0.1732576716423925,0.187703055907806,0.18695478507753707,0.15963160491402567,0.17688202794836355,0.21158496912572702,0.18128003695377382,0.18297209698325012,0.1847112686808939,0.19400977966434216,0.1804436718939348,0.174772452586032,0.18187918517172477,0.16605628446336845,0.17257246150198327,0.19350605632135057,0.18868320724292317,0.1824098363637196,0.17047817561723852,0.16737788493347822,0.16704330103952808,0.1775080091017633,0.16953742102932148,0.16445804580129414,0.18562924630731656,0.17947681612092248,0.17799757122421264,0.16681695676582964,0.15441023363165055,0.1717995552191787,0.17371194295687326,0.17191096061271685,0.19627236079708657,0.1538252074241721,0.18312888274891756,0.16829461226894843,0.1703533262083255,0.18124404537176692,0.16907006892866885,
0.17664340223275168,0.18414218626212467,0.1773980898920717,0.15140257902961154,0.18291438493933637,0.17485508838625904,0.17007878495705595,0.17217870922043615,0.17938628666845696,0.18106367022150804,0.19354186898514655,0.16985835319212897,0.1627211908197224,0.16982768829800815,0.18470480213200588,0.16861420107543135,0.1583183420106377,0.15877413918221706,0.17766950800346304,0.18707382743227474,0.16537355270397525,0.17717529525921788,0.1726872925173695,0.1902654933054145,0.15797832563062877,0.16366997567268457,0.17235081134650646,0.1636718297281821,0.15328515971347753,0.17741017843097845,0.18044065339178517,0.1709463842065918,0.16840263663798902,0.17436782582173257,0.17212279521670312,0.16133600227041406,0.1674587370704585,0.16700729844340387,0.18007162362095436,0.16558491201706427,0.17806279054015764,0.1737085020289554,0.1705905574072478,0.18106216620552054,0.1603344566023781,0.164614767143871,0.1719764397528706,0.15727974774194847,0.17020902908183813,0.17198825980756924,0.1705043437825704,0.17464272988035887,0.17072723003446907,0.17661449617098318,
0.16428713128700315,0.16198993408379594,0.1561058996958364,0.1653747872095423,0.16183386655917778,0.1767552719425777,0.16874757573183896,0.17398176462779844,0.17477523060275063,0.17393048230992678,0.17322795241469327,0.17344855313690613,0.1668080765948473,0.16874926145230176,0.15889632361106254,0.17375520926054988,0.15992019834570892,0.165899828506942,0.17134316072827108,0.16750076032426142,0.17527871301625406,0.17767196780489808,0.17220525994170216,0.1730502140304635,0.17586238349011074,0.1674788871322209,0.16753134781944834,0.1612088079315117,0.16999727514206184,0.17042580043333838,0.17414966987341401,0.16756886036752158,0.16345581727947328,0.172433553542793,0.16972999707964145,0.18165894251861686,0.1788322027154763,0.16288106223395302,0.17878626230620112,0.16987113355986316,0.17270827153185428,0.15361156145399832,0.17221931080070305,0.17401665409726202,0.16756532965779436,0.16325254777908232,0.1633472832089815,0.1609431799400338,0.1669743507180059,0.16545397466685813,0.15574737146299963,0.17342958308616835,0.15614772181418327,0.16349429926848785,
0.1686530536360138,0.17868633345413754,0.16588969245333782,0.1795898794252131,0.16540050238896722,0.15024475786349525,0.1701564932251957,0.19063060547581373,0.15923559289779585,0.15730677751845876,0.16775254588184604,0.1643687758537841,0.17199946269083968,0.17923171182227934,0.1644131301518761,0.17933870503415703,0.17801255179789183,0.17016175778215997,0.1650375609018054,0.1758912044286035,0.1651018463819662,0.16818129481206806,0.16430558751295496,0.16685135739047557,0.1674417313419444,0.16650259713571094,0.1585344924795465,0.16368319629043707,0.17698438224465474,0.17513301227233793,0.166539993132899,0.16421167145400567,0.19169868171661403,0.15411530762378234,0.174943596032922,0.16078872350054815,0.16155972973142185,0.16183100856435534,0.16458401796953287,0.17487668690123293,0.1569840276149497,0.17284182797660547,0.17400439949586854,0.18450616553129248,0.1758140892579646,0.16501823825020237,0.1707489382261251,0.15877958346861862,0.18159713838833738,0.1813332372326912,0.16964182770197567,0.17058795363868806,0.16658807257144895,0.17060422364613487,
0.16344764787361496,0.17195804227247058,0.1699781074821406,0.16797270749842566,0.18270706840162274,0.17459644679451505,0.17423650383255876,0.17160662590270612,0.16024969938391992,0.17011243341030247,0.1646423490205833,0.17004454446755668,0.16360775275641137,0.18118707005112636,0.17102304770086632,0.1622898796831615,0.18203310974910833,0.17676226156132036,0.17804985437418736,0.17365757486936803,0.1579293493589373,0.16955797921368285,0.1786429240122888,0.16538934430726082,0.1653161414267082,0.1843813667131344,0.16393896998648447,0.170616856883322,0.1703492872749388,0.17052687412782983,0.16404937632530917,0.16589134701936398,0.17305351766991992,0.18922270060942978,0.17301211770391042,0.17851957511284253,0.17084182421749752,0.1774369473859919,0.1741841852778871,0.17290460595862076,0.17831390788459292,0.18839167349569225,0.17651420343533786,0.16628428182336724,0.16470331435296104,0.1706942393911551,0.1677394261575906,0.16029538808521526,0.15824594363784172,0.16729511227827437,0.17984140068697674,0.17179729782211098,0.1706019524242985,0.17121920502216664,
0.2751121778176042,2.9211662284607525,2.0221192081583204,2.0031293815884488,0.17605047862964524,0.16240565903684734,0.17083694010155423,0.15719191975716493,0.17090731306754092,2.9224166985392066,6.6174314711934095,0.16638636205549606,0.16547016234238746,2.0170910666042747,4.750982004196386,2.0300658983569475,0.16390963585413498,0.1589586907142419,0.15952371052790226,3.8402793135831668,0.173354571549144,9.36499286101215,1.0878632071476497,3.8365896680756584,0.16419904514970582,0.1599530820218635,1.9933945416467447,13.978556094058344,2.010776776654689,0.16924466213409622,0.16068723182630362,0.18087644822223797,0.17079114938493628,3.865336305001332,2.016222158819966,0.18255131431152816,2.0264958891813976,0.16842631777367814,2.0055559559619374,0.16403002121303328,2.0003437639956365,2.021918851925604,2.9126694431659046,0.16634121718713288,6.60740855468597,0.18106199100146045,0.16985255281189338,0.17248316723242021,8.372560092231684,7.514605520500534,2.0248408387189083,4.769141036701916,2.9417440630139584,0.1642936127006793,
