architecture,area,asphalt,atmospheric,brick,building,castle,cathedral,chateau,church,city,classical,environment,estate,facade,field,gothic,grass,grassland,historic,home,house,human,land,landmark,landscape,line,lot,manor,medieval,mixed,natural,neighbourhood,park,pasture,phenomenon,place,property,public,road,roof,ruins,settlement,site,sky,space,spire,stately,steeple,street,tower,town,tree,urban,use,wall,water,waterway,worship,
43.396737881752685,11.187874299966749,1.102109231000919,0.16301993067879267,3.8447109833375936,26.82578364646087,2.008746680718348,5.694719665581532,2.0061582095676234,10.282231312370937,10.27942047319381,3.854623156044191,0.15207354217599056,5.68294501466175,9.404080802040292,0.15957599645841053,2.947421141365342,1.0986287710138485,0.16367873016011694,2.9095423124589024,3.8609194228445745,10.294750010474507,4.740606059428197,0.15982012983868252,17.624840618025072,1.083145564660739,0.15844978414784755,0.16878011428815576,1.9958108307852032,11.198753247910073,2.007756360014519,0.1738440325907673,4.751108204123115,0.16762625660975702,0.16423130339564715,0.15766398239179116,5.676308633405507,5.686743810849956,2.922195983370558,2.0033591045776955,2.0165267215401057,1.9973768483590935,4.7459535055393784,2.9245128577960586,11.179818234413128,2.923927390582592,4.765321001662533,1.996536905078572,3.85513061021853,2.9223867608348724,2.9209521099769145,13.952680289835518,11.182452693058377,11.190366940298908,2.0089766696513918,2.011172183484334,1.9903999624272417,2.0079755514669304,5.685210744753275,
0.19147848412494364,0.22911068722680972,0.18311094604609437,0.1683536538268557,0.18760327447190395,0.2077443111832103,0.17789384765587746,0.1787776574800507,0.16212746221561883,0.17815059924921112,0.20299507287910043,0.1670734057086214,0.18585300378076386,0.16455264418061807,0.17474220770592674,0.16555529003773775,0.17586215848856146,0.1789352047190118,0.16217360397684805,0.17175105074289712,0.17552310007143837,0.1688457144600846,0.19586474312882943,0.16990271007980326,0.200711607305812,0.16966710419395448,0.16534788948801807,0.16177824977367686,0.16705309938482313,0.166595536043388,0.1919161198623951,0.16121429502526624,0.19893588180921856,0.16285172943298754,0.15893622987432116,0.17788261696886526,0.17296291004483788,0.1786577972815007,0.18125619108987215,0.17528923972688135,0.16515256179780596,0.16769322327373742,0.17647868826736318,0.17544297780474644,0.16923633691901566,0.16744291064372416,0.1708464682812807,0.16072908043393808,0.17254968065270265,0.18559810804834193,0.16909903728616768,0.22640036096441202,0.20815129607555266,0.20532112211737394,0.1739260468748592,0.17938102077028809,0.17568867680984185,0.17024604430316082,0.1647902654086771,
0.2047626965773819,0.16966945809319764,0.17779366325554213,0.17295081991547034,0.16326114996392133,0.18331986285311783,0.19487670828838,0.17010573649131672,0.17220869602371316,0.1849770065792712,0.1716704558642553,0.1722716441473001,0.1597913630649221,0.17198298087333969,0.16625608609639603,0.17374498037411196,0.16171506892043064,0.18207592833527228,0.17382730721606685,0.18121775237034496,0.16939919091433372,0.17347614454321741,0.17982573277811928,0.17921220931706586,0.1852979091303893,0.16600742165179067,0.1759860923418809,0.17601244800014476,0.16401905377055576,0.19137675089905012,0.16585268836669853,0.17002513717453835,0.15621235363906025,0.1772781695022087,0.16802382332730623,0.17120298862157618,0.1975024115445425,0.17353590433526386,0.174372910252395,0.16952966663349667,0.15556681890948812,0.19312037344094954,0.16513384954395055,0.18846571669216092,0.16787393944731213,0.18032408300473624,0.17631699532669598,0.16672457282283396,0.20063356620010558,0.16241446222752315,0.1765572531307374,0.17509791351926943,0.1834007645192017,0.17337475142057546,0.1695136368155188,0.1652227336031535,0.1604322530801362,0.16034309631784008,0.18670783643841726,
0.16919189693524775,0.16939280971754156,1.1006425306190188,0.1674569458727794,0.17117892749502578,0.1699543636901521,0.16959815451641405,0.172609290599281,0.16365562485219784,0.1617065680400582,0.16801302469581159,0.1650392140080717,0.17806940390779133,0.1766586438488413,0.16151449182248617,0.15745799979495173,0.17402653064493817,2.0166592304946724,0.16693463362646405,0.16516537868309789,0.16129626105747377,0.1670294766593039,0.1682585503985811,1.0890574171671088,0.17167201950800914,1.086041724170919,0.15969372745620256,1.0868778939123789,0.16642006080265,0.1667349847980944,0.17540315522571812,0.1779742139222258,0.17313314236093763,2.9293003480380775,0.17170550005222182,0.16835573225960748,0.16191946668724352,0.17722418981584062,0.16849658551247992,1.0970369621620062,0.15875402934353292,0.15786040990383904,0.17351326890340993,0.17074000461658403,0.15814966644344833,0.18408612108766295,0.17173165805274315,0.1676975283948469,0.15843170020702468,0.1773593149874342,0.1797307934269401,0.16583506305888635,1.999547989673168,0.1573701404018621,0.1732576716423925,0.1769996545055968,0.17089968297422345,0.15963160491402567,0.17688202794836355,
0.1901781663213087,0.17592833625266924,0.18297209698325012,0.1847112686808939,0.1779546775610284,0.1804436718939348,0.16942075188492745,0.1711757837695156,0.16605628446336845,0.17257246150198327,0.19499644732105675,0.1726281051396095,0.1770581356626151,0.17582987631834301,0.16737788493347822,0.16169160033842353,0.1775080091017633,0.16953742102932148,0.16445804580129414,0.1695741442040029,0.17412511541981796,0.17799757122421264,0.17960220183773126,0.15441023363165055,0.17812872139641198,0.16836024225576865,0.16655925991161227,0.19092066009598196,0.1538252074241721,0.1724254813467084,0.16829461226894843,0.16500162550722092,0.18124404537176692,0.16371836822756425,0.17664340223275168,0.1787904855610201,0.1773980898920717,0.15140257902961154,0.19599972586200545,0.17485508838625904,0.17007878495705595,0.17217870922043615,0.19234465145647356,0.18106367022150804,0.2059684445992954,0.18263338492261846,0.1627211908197224,0.16982768829800815,0.17935310143090133,0.16861420107543135,0.1583183420106377,0.17046127765564267,0.17766950800346304,0.18707382743227474,0.16537355270397525,0.1718235945581133,0.18606936679342298,0.19811811348061906,0.15797832563062877,
0.16366997567268457,0.17235081134650646,0.1636718297281821,0.15328515971347753,0.17741017843097845,0.18044065339178517,0.1709463842065918,0.16840263663798902,0.16901612512062797,0.17212279521670312,0.16133600227041406,0.1674587370704585,0.16700729844340387,0.18007162362095436,0.16558491201706427,0.17806279054015764,0.1683568013278508,0.1652388567061432,0.18106216620552054,0.1603344566023781,0.164614767143871,0.1719764397528706,0.15727974774194847,0.1648573283807336,0.17198825980756924,0.1705043437825704,0.17464272988035887,0.17072723003446907,0.17661449617098318,0.16428713128700315,0.16198993408379594,0.1561058996958364,0.1653747872095423,0.16183386655917778,0.1767552719425777,0.16874757573183896,0.17398176462779844,0.17477523060275063,0.17393048230992678,0.17322795241469327,0.17344855313690613,0.1668080765948473,0.16874926145230176,0.15889632361106254,0.17375520926054988,0.15992019834570892,0.165899828506942,0.17134316072827108,0.16750076032426142,0.17527871301625406,0.17767196780489808,0.17220525994170216,0.1730502140304635,0.17586238349011074,0.1674788871322209,0.16753134781944834,0.1612088079315117,0.16999727514206184,0.17042580043333838,
0.17414966987341401,1.089014962412434,0.16345581727947328,2.009974056931529,0.16972999707964145,0.18165894251861686,0.1788322027154763,0.16288106223395302,0.17878626230620112,0.16987113355986316,0.17270827153185428,0.15361156145399832,2.9312059162343655,0.17401665409726202,0.16756532965779436,2.000793051167818,0.1633472832089815,2.919929785373697,2.925960956151669,0.16545397466685813,0.15574737146299963,0.17342958308616835,0.15614772181418327,1.0849404013133994,0.16330135293490924,2.9376729388878,2.0034301958420735,1.1010359814701265,0.16540050238896722,0.15024475786349525,0.1701564932251957,5.708603816343155,0.15923559289779585,0.15730677751845876,2.0106447499716866,2.0019092792425197,0.17199946269083968,0.17923171182227934,0.1644131301518761,0.17933870503415703,0.17801255179789183,0.17016175778215997,0.1650375609018054,0.1758912044286035,2.9240884518156287,0.16818129481206806,0.16430558751295496,0.16685135739047557,0.1674417313419444,0.16650259713571094,0.1585344924795465,0.16368319629043707,2.0198765863344956,0.17513301227233793,0.166539993132899,0.16421167145400567,0.19169868171661403,0.15411530762378234,0.174943596032922,
0.16078872350054815,0.16155972973142185,0.16183100856435534,0.16458401796953287,0.17487668690123293,0.1569840276149497,0.17284182797660547,0.17400439949586854,0.18450616553129248,0.1758140892579646,0.16501823825020237,0.1707489382261251,0.15877958346861862,0.17624543768723286,0.17062983583048202,0.16964182770197567,0.17058795363868806,0.16658807257144895,0.17060422364613487,0.16344764787361496,0.17195804227247058,0.1699781074821406,0.16797270749842566,0.18270706840162274,0.17459644679451505,0.17423650383255876,0.17160662590270612,0.16024969938391992,0.17011243341030247,0.1646423490205833,0.17004454446755668,0.16360775275641137,0.18118707005112636,0.17102304770086632,0.1622898796831615,0.18203310974910833,0.17676226156132036,0.17804985437418736,0.17365757486936803,0.1579293493589373,0.16955797921368285,0.1786429240122888,0.16538934430726082,0.1653161414267082,0.1843813667131344,0.16393896998648447,0.170616856883322,0.1703492872749388,0.17052687412782983,0.16404937632530917,0.16589134701936398,0.17305351766991992,0.18922270060942978,0.17301211770391042,0.17851957511284253,0.17084182421749752,0.1774369473859919,0.1741841852778871,0.17290460595862076,
0.19972071068901123,0.18839167349569225,0.17651420343533786,0.16628428182336724,0.16470331435296104,0.1813976407933642,0.1677394261575906,0.16029538808521526,0.15824594363784172,0.17799851368048353,0.17984140068697674,0.17179729782211098,0.1706019524242985,0.1765709057232713,0.16954000584083903,0.17288302442931605,0.179227004068496,0.1655888781997308,0.17605047862964524,0.16240565903684734,0.17618864080265875,0.15719191975716493,0.17090731306754092,0.16878179380666566,0.18871555968336526,0.16638636205549606,0.16547016234238746,0.17419886251445113,0.15980659607509684,0.19787709566933312,0.16390963585413498,0.1589586907142419,0.15952371052790226,0.1651983068056986,0.173354571549144,0.1719386433673298,0.1664171051027565,0.16150866129819014,0.16419904514970582,0.1599530820218635,0.16120573895913282,0.17827136618888761,0.17323627326597038,0.16924466213409622,0.17139063322851272,0.18087644822223797,0.17614285008604086,0.19560699892496689,0.17332995473014312,0.18255131431152816,0.1889553857926776,0.16842631777367814,0.1733671532743235,0.16403002121303328,0.1628032606069192,0.1897300492379897,0.16438623913446954,0.16634121718713288,0.17334094247482326,
0.19176539240366972,0.16985255281189338,0.17248316723242021,0.17983402686963515,0.1695286880128747,0.18730033533018842,0.1726139278795196,0.17740575687920682,0.16964531340178385,0.1676047529773055,0.1780262875659506,0.1666101743112934,0.17520318444052407,0.18132868404671892,0.17685205666883408,0.17757079663063446,0.18184384096162892,0.17264504766552366,0.16920588179984505,0.17864167637198963,0.169308391098026,0.16866115789788616,0.1738825730623411,0.16729610484901097,0.17625586819514477,0.17929825070801397,0.17719889448920456,0.17272598602339811,0.17907105385013758,0.16712891845035133,0.16766167545615707,0.17787463011087037,0.1712607337561703,0.1722387741099485,0.17202737857884684,0.1801062981267379,0.15702677134251875,0.16285088679369056,0.18431196107079525,0.16439934881615278,0.163534727872811,0.17748631321600206,0.1712015604477595,0.17255980998218937,0.16749302042885036,0.16252025786506638,0.16223335913024772,0.16467339482451898,0.1715214367207487,0.176499788620107,0.17909186323948584,0.17363680403642257,0.16267082310133787,0.17530349928349007,0.17951006709452755,0.17390225277426183,0.16583076738923333,0.16492531312024705,0.16363599379771768,
