0,chops
1,main
2,pork
3,weird
4,ice
5,venison
6,cream
7,today
8,dessert
9,environment
10,definitely
11,feels
12,best
13,dish
14,hotel
15,evening
16,lund
17,ordered
18,store
19,delicious
20,good
21,food
22,lovely
23,service
24,portions
25,tasted
26,italian
27,authentic
28,atmosphere
29,dishes
30,high
31,great
32,unfortunately
33,visit
34,water
35,decor
36,big
37,large
38,tasty
39,want
40,easy
41,exactly
42,sporting
43,ate
44,day
45,friendly
46,staff
47,pizzas
48,excellent
49,pizza
50,enjoyed
51,quality
52,cucina
53,la
54,lots
55,menu
56,39
57,place
58,start
59,small
60,price
61,times
62,lunch
63,recommend
64,wine
65,meat
66,selection
67,people
68,ve
69,table
70,prices
71,ok
72,pizzeria
73,restaurant
74,cozy
75,stay
76,twice
77,pasta
78,sushi
79,quite
80,rich
81,far
82,staying
83,cathedral
84,advice
85,swedish
86,offers
87,super
88,customer
89,interesting
90,ranges
91,open
92,appetizer
93,friend
94,size
95,got
96,looking
97,mitterer
98,priced
99,cuisine
100,located
101,beers
102,kind
103,abroad
104,night
105,come
106,city
107,try
108,historic
109,center
110,stayed
111,quick
112,bar
113,colleagues
114,amp
115,hamburger
116,recommended
117,style
118,shop
119,minutes
120,foot
121,visited
122,american
123,like
124,highly
125,absolutely
126,experience
127,touch
128,class
129,specialists
130,popular
131,surroundings
132,fancy
133,sweden
134,feel
135,normal
136,real
137,affordable
138,ingredients
139,yummy
140,nice
141,attentive
142,dinner
143,old
144,eat
145,local
146,expensive
147,sek
148,classic
149,cheap
150,went
151,book
152,list
153,advisable
154,quiet
155,going
156,variety
157,simple
158,thing
159,son
160,having
161,flavors
162,fast
163,location
164,knowledgeable
165,superb
166,summer
167,fun
168,maybe
169,love
170,make
171,reasonable
172,helpful
173,waiters
174,seafood
175,interested
176,chiefs
177,wines
178,perfect
179,taste
180,course
181,time
182,chinese
183,steak
184,ihsiri
185,meet
186,chose
187,okay
188,card
189,1st
190,floor
191,tomato
192,deck
193,view
194,sauce
195,pick
196,hustle
197,couples
198,sit
199,wooden
200,bustle
201,despite
202,sports
203,trendy
204,fair
205,watch
206,fresh
207,bit
208,fine
209,german
210,beer
211,salad
212,plate
213,noodles
214,chicken
215,garlic
216,gone
217,pieces
218,salami
219,tomatoes
220,tikka
221,rice
222,weren
223,platter
224,garden
225,fillet
226,smoked
227,island
228,fat
229,accompanying
230,saturday
231,monday
232,proposed
233,considerate
234,case
235,busy
236,anniversary
237,celebrate
238,reservation
239,setting
240,french
241,tapas
242,soup
243,ratio
244,dear
245,performance
246,rustically
247,think
248,inconspicuous
249,flair
250,hall
251,better
252,friends
253,vegetarian
254,dine
255,chance
256,stylish
257,refined
258,pumpkin
259,ago
260,salmon
261,really
262,mozzarella
263,inside
264,crowded
265,seats
266,seat
267,baked
268,wide
269,outside
270,thought
271,wrapped
272,easily
273,cocktails
274,taster
275,package
276,pleasant
277,choice
278,coffee
279,value
280,especially
281,pig
282,money
283,iberian
284,challenged
285,servings
286,varied
287,attractive
288,strarter
289,middle
290,beautiful
291,snacks
292,gala
293,hit
294,party
295,places
296,advantages
297,frills
298,street
299,prepared
300,english
301,product
302,professional
303,short
304,site
305,potatoes
306,spanish
307,kitchen
308,eaten
309,years
310,don
311,bad
312,way
313,care
314,oskar
315,materials
316,world
317,worst
318,taken
319,centrally
320,cooking
321,near
322,finally
323,left
324,lamb
325,printed
326,dagens
327,accidentally
328,advance
329,freshly
330,panna
331,cotta
332,lars
333,trip
334,fantastic
335,couple
336,booked
337,grilled
338,limited
339,doubt
340,months
341,lot
342,bread
343,football
344,walking
345,convenient
346,railway
347,basement
348,counter
349,train
350,relatively
351,falafel
352,lunches
353,showing
354,north
355,region
356,leftovers
357,scratch
358,station
359,everybody
360,library
361,screens
362,received
363,discover
364,closed
365,establishment
366,pay
367,free
368,market
369,sandwiches
370,terrace
371,thai
372,crepes
373,crosser
374,cafe
375,companion
376,edge
377,buffet
378,worth
379,different
380,actually
381,restaurants
382,students
383,types
384,oven
385,impeccable
386,characteristic
387,wood
388,right
389,turned
390,vegetables
391,cost
392,fashionable
393,mixed
394,asparagus
395,burning
396,fish
397,company
398,recommendation
399,interior
400,clean
401,colleague
402,available
403,probably
404,close
405,central
406,quot
407,japanese
408,didn
409,connection
410,family
411,slightly
412,level
413,pleasure
414,enjoying
415,meals
416,frequented
417,space
418,traditional
419,late
420,charm
421,burger
422,liked
423,took
424,brought
425,building
426,opposite
427,gives
428,elegant
429,downtown
430,decoration
431,modern
432,entrance
433,christmas
434,week
435,carte
436,15
437,reviews
438,read
439,mat
440,gluten
441,destillat
442,min
443,partner
444,tripadvisor
445,came
446,greek
447,away
448,sloppy
449,lies
450,unpretentious
451,followed
452,look
453,residential
454,neighborhood
455,doesn
456,buy
457,risotto
458,kindly
459,mexican
460,british
461,talk
462,veg
463,playing
464,glad
465,ages
466,shops
467,missed
468,har
469,persian
470,draft
471,grub
472,willing
473,member
474,noon
475,divine
476,soul
477,pancakes
478,sweet
479,waitress
480,warm
481,boss
482,welcoming
483,courteous
484,lacked
485,praised
486,spices
487,spontaneously
488,did
489,steaks
490,drinks
491,passed
492,pub
493,addition
494,honestly
495,special
496,barolo
497,dining
498,2003
499,wonderful
500,expected
501,overall
502,discreet
503,lake
504,events
505,number
506,customers
507,vietnamese
508,items
509,satisfied
510,looked
511,enjoy
512,wanted
513,served
514,rooms
515,breakfast
516,chips
517,choices
518,somewhat
519,opinion
520,closely
521,tables
522,relaxed
523,kebab
524,low
525,starter
526,worse
527,opportunity
528,sauces
529,instead
530,chocolate
531,piece
532,tough
533,curry
534,grand
535,products
536,rustic
537,minus
538,waiting
539,50
540,00
541,galette
542,savoury
543,needs
544,cider
545,tv
546,says
547,soggy
548,august
549,alcohol
550,bus
551,air
552,countryside
553,choosing
554,definately
555,speaks
556,type
557,student
558,smiling
559,meal
560,transit
561,cutlery
562,reserved
563,second
564,review
565,asian
566,distillate
567,grill
568,spisen
569,30th
570,thursday
571,nn
572,waiter
573,eating
574,music
575,cooked
576,noodle
577,decided
578,voted
579,check
580,polite
581,arrived
582,noise
583,friday
584,amazing
585,overlap
586,pate
587,cheese
588,fried
589,beef
590,dry
591,portion
592,red
593,called
594,potato
595,yesterday
596,giant
597,cod
598,disappointment
