building,cathedral,center,church,located,lund,place,structure,sweden,
2.9381609667003588,0.1736169244095953,0.18601482965718039,0.16301993067879267,0.169629976560172,1.089219804696043,0.17655787803078263,1.08748915535697,0.17396940688005902,
0.1843617310778007,6.616255188599617,0.4152768693149211,0.36395574575845546,1.1036701680576053,5.47970524485707,0.15957599645841053,1.1098806379766626,1.1039804717150328,
0.16367873016011694,0.1559074077264101,0.1804867153660457,0.21125924333687413,0.16249813975191538,0.15982012983868252,0.16650745095760097,0.16705116331700687,0.15844978414784755,
0.16878011428815576,0.16362202809764007,0.17351022757764692,0.1702158566258497,0.1738440325907673,0.16556674007603822,0.16762625660975702,0.16423130339564715,0.15766398239179116,
0.158335422538231,0.18003431497662753,1.7673971007980103,2.6875473945623316,1.0885317586792547,1.3258009330132967,0.16801870557921286,0.17087795306356524,0.16165008899375602,
0.1777158168794833,0.17414559354128697,0.1589964016899046,0.1800496034411065,0.16903409947544215,0.1673172052444218,0.1804200459159087,0.17326477482926522,0.17610956474175582,
0.1714361662627223,0.17898338079676845,0.16088983261352444,0.17828766825346548,0.16723753388599535,0.1647199806194208,2.9265864386488816,0.17775924534498985,1.0660330501409716,
0.17689987306969482,0.18070356430462503,0.18324554835698212,0.17877765748005076,0.16212746221561883,0.17815059924921123,0.19408708765715718,0.1670734057086214,0.19863406473630132,
0.16455264418061807,0.17474220770592674,0.16555529003773775,0.17586215848856146,0.17358350401790718,0.16217360397684805,0.17175105074289712,0.17552310007143837,0.16349401375898004,
0.17952739765245326,0.16990271007980326,0.18465650520249827,0.16966710419395448,0.16534788948801807,0.16177824977367686,0.17803874416009496,0.166595536043388,0.19755006393656246,
