attraction,beautiful,building,cathedral,center,charming,city,exhibitions,great,history,interesting,knowledge,lund,monuments,museum,peace,place,really,recommend,region,romanesque,visit,worth,
0.18510169826104636,1.0950630264545183,0.18601482965718039,0.16301993067879267,0.169629976560172,0.1737010396454806,1.0980039800757058,0.17139475401314974,0.1796033509542262,0.17308269338233362,0.18274788998018518,1.0902848499094806,1.0735196442209132,0.17567520519668256,1.1110658836360183,0.15957599645841053,1.1101628813497264,1.103980471715034,0.16367873016011694,0.1559074077264101,0.1804867153660457,1.1016957928297262,0.16249813975191538,
0.15982012983868252,0.16650745095760097,0.16705116331700687,0.15844978414784755,0.16878011428815576,0.16362202809764007,0.17351022757764692,0.1702158566258497,0.1738440325907673,0.16556674007603822,0.16762625660975702,0.16423130339564715,0.15766398239179116,0.158335422538231,0.17412230068378207,0.17629471885962908,0.17145254526319445,0.1736345174503305,0.16518804567153028,0.16801870557921286,0.17087795306356524,0.16165008899375602,0.1777158168794833,
0.17414559354128697,0.1589964016899046,0.1800496034411065,0.16903409947544215,0.1673172052444218,0.1804200459159087,0.17326477482926522,0.17610956474175582,0.17736350325708466,0.17363168009566393,0.16088983261352444,0.17828766825346548,0.16723753388599535,0.1706473176137833,0.1860148382449104,0.17775924534498985,0.1683536538268557,0.17689987306969482,0.17535186360352034,0.17789384765587746,0.17342595677894615,0.16212746221561883,0.17279889854810657,
2.0188465300903617,0.1670734057086214,1.1019474051245781,2.916731413181492,2.0122827110946684,0.16555529003773775,2.8950683698809603,0.36421600370035734,0.16217360397684805,0.3363722658890608,2.4246351507199635,0.16349401375898004,3.8389793267655308,0.17553665415397032,0.3773762150349002,1.0733197250308055,1.0867939915329365,1.0888582958927626,0.16705309938482313,0.35504605697401,2.01166314204307,0.16684823909943347,0.182880779705905,
0.16285172943298754,1.080382331919242,1.0993287190137868,0.17831461074594263,0.1626026951781871,2.018796694478617,0.16430359495160976,0.16515256179780596,1.0781536805433867,0.16014134279098693,0.17544297780474644,0.15853293551680667,0.16209120994261955,0.1708464682812807,0.16072908043393808,0.17254968065270265,3.8494112266775016,0.16909903728616768,3.874440620863322,0.18139279257002972,0.16757697383657952,0.1739260468748593,0.1847327214713928,
0.18104037751094645,0.17024604430316082,0.1647902654086771,0.17265249237075447,0.16966945809319764,0.17779366325554213,0.21808291465784216,1.815520854371318,0.1672647607498042,2.7892420985758872,1.6067780940224892,0.1668569953226086,0.2062400283178497,0.1716704558642553,1.822444138404745,0.1597913630649221,0.1666312801722351,0.16625608609639603,0.17374498037411196,1.8161567520796553,0.17672422763416776,0.17382730721606685,0.17586605166924035,
0.16939919091433372,0.1681244438421129,0.18517743347922383,2.0111187686316434,0.1799462084292849,0.16600742165179067,0.1759860923418809,0.17601244800014476,1.085465155815477,0.17532164879573642,0.16585268836669853,1.0914712392194594,1.0720245116098135,1.0877386267718583,0.16802382332730623,1.0926490906664976,1.1135968128883598,1.0893480623060179,0.174372910252395,0.16952966663349667,0.15556681890948812,2.94112133409935,1.9970404088585272,
0.1831140159910564,0.16252223874620764,0.18032408300473624,0.1656135939244869,0.16672457282283396,0.18993016479789643,0.16241446222752315,0.17120555242963292,0.17509791351926943,0.167345662415888,0.17337475142057546,0.1695136368155188,0.1652227336031535,0.1604322530801362,0.16034309631784008,0.17600443503620813,0.16919189693524775,0.16939280971754156,0.17919642857409937,0.1674569458727794,0.17117892749502578,0.1699543636901521,0.16959815451641405,
0.172609290599281,0.16365562485219784,0.1617065680400582,0.16801302469581159,0.1650392140080717,0.17806940390779133,0.1766586438488413,0.16151449182248617,0.15745799979495173,0.17402653064493817,0.1791187271059321,0.16693463362646405,0.16516537868309789,0.16129626105747377,0.1670294766593039,0.1682585503985811,0.16761131512218957,0.17167201950800914,0.16459562212600035,0.15969372745620256,0.16543179186746018,0.16642006080265,0.1667349847980944,
0.17540315522571812,0.1779742139222258,0.17313314236093763,0.18810722381247527,0.17170550005222182,0.16835573225960748,0.16191946668724352,0.17722418981584062,1.0840153505630419,0.175590860117087,0.15875402934353292,0.15786040990383904,0.17351326890340993,1.0862587696671464,0.15814966644344833,0.20187960229572943,0.17173165805274315,0.1676975283948469,0.15843170020702468,0.1773593149874342,0.19752427463500655,0.16583506305888635,0.16200748628442743,
