39,cathedral,city,clock,hours,inside,like,lund,magnificent,quite,university,visited,
0.19428092731964747,0.1736169244095953,0.1948780952166589,0.16301993067879267,0.169629976560172,0.1737010396454806,0.17655787803078263,0.18003099540430995,0.17396940688005902,0.17308269338233362,0.1919208355674358,0.16883874786455744,
0.15207354217599056,0.17567520519668256,0.1896197815910943,1.0810220985033347,1.1045289372755605,2.0016598680291526,0.16367873016011694,0.1559074077264101,1.1019328174109702,1.101695792829728,1.08394424179684,0.15982012983868252,
0.16650745095760097,0.16705116331700687,0.15844978414784755,0.16878011428815576,0.16362202809764007,0.17351022757764692,0.1702158566258497,0.1738440325907673,0.16556674007603822,0.16762625660975702,0.16423130339564715,0.15766398239179116,
0.158335422538231,0.17412230068378207,0.17629471885962908,0.17145254526319445,0.1736345174503305,0.16518804567153028,0.16801870557921286,0.17087795306356524,0.16165008899375602,0.1777158168794833,0.17414559354128697,0.1589964016899046,
1.0955683684916693,0.16903409947544215,0.1673172052444218,0.1804200459159087,1.0887835398798278,0.18146126544286043,0.1714361662627223,0.17363168009566393,0.16088983261352444,1.0938064333040285,0.16723753388599535,1.0802387456699836,
0.19194217523927282,1.0992053473899148,0.1683536538268557,2.019792077159547,0.18751140073741973,1.0993399497008023,1.1011042589634081,0.16835966235515576,0.17279889854810657,0.18723336369598206,0.1670734057086214,0.19178034077512623,
0.16455264418061807,1.0830784565538627,1.073891538885674,0.17586215848856146,1.0834457052221897,0.16217360397684805,1.0816132519471795,1.9937215501236607,1.0718302626069163,0.17952739765245326,0.16990271007980326,1.0929927540504347,
0.16966710419395448,0.16534788948801807,0.16177824977367686,0.16705309938482313,0.166595536043388,0.20497942419099535,0.16121429502526624,0.17724683563173776,0.16285172943298754,0.15893622987432116,0.17788261696886526,0.17296291004483788,
0.1626026951781871,0.17590449038876757,0.16430359495160976,0.16515256179780596,0.16769322327373742,0.16014134279098693,0.17544297780474644,0.15853293551680667,0.16209120994261955,0.1708464682812807,0.16072908043393808,0.17254968065270265,
1.0868793362593945,0.1822088904831556,1.1143489023660524,0.18139279257002972,0.17292867453768415,0.16857434617375472,0.1847327214713928,1.1069600913616995,0.18335589750014872,0.1647902654086771,1.084925648828429,0.18277931129018554,
