Restaurang_och_Cafe_Inspira,d8762842,[English],2,486.0,156.0,4,"April 26, 2016 ","Good food, good price and pleasant dining area","Lund, Sweden","I had lunch with a friend who works in the area.  There are three choices for the daily lunch - ""regular"", vegetarian and Mediterranean which all cost 80 kr.  The servings are good size and the price includes salad and good, freshly baked bread and...More"
Restaurang_och_Cafe_Inspira,d8762842,[English],2,203.0,45.0,5,"October 27, 2015 ","One of the best lunch restaurants in Lund, especially the vegetarian alternative","Malmo, Sweden","This is an excellent lunch restaurant that serves well cooked food of different styles. Several alternative dishes are offered. I can strongly recommend the vegetarian alternative. Very tasty and the line is shorter than to the other types of food, so you get served fast....More"
Restaurang_och_Cafe_Inspira,d8762842,[Swedish],5,257.0,42.0,4,"October 2, 2017 ",Bättre lunch,"Ahus, Sweden",Inspira erbjuder bättre lunch med ett par olika alternativ och veg. Bröd och sallad ingår. Kantin och maten serveras på...More
Restaurang_och_Cafe_Inspira,d8762842,[Swedish],5,360.0,35.0,4,"March 8, 2017 ",Utmärkt,"Lovestad, Sweden","En lunchrestaurang som erbjuder ett rikt utbud av mat. Snyggt presenterat och snabb service, Salladsbord och egenbakat bröd höjer upplevelsen....More"
Restaurang_och_Cafe_Inspira,d8762842,[Swedish],5,59.0,19.0,4,"November 28, 2016 ",Bra lunchmatsal men ofta trångt,"Lund, Sweden",För att vara en så stor lunchmatsal som denna är så är maten mycket bra. Salladen och brödet  till är...More
Restaurang_och_Cafe_Inspira,d8762842,[Swedish],5,9.0,,5,"August 8, 2016 ",Mycket bra lunchrestaurang! ,"Lund, Sweden","Man väljer mellan vegetarisk, en medelhavsinspirerad rätt, dagens eller den lite billigare dagens enkla som är en sallad eller soppa....More"
Restaurang_och_Cafe_Inspira,d8762842,[Swedish],5,34.0,1.0,5,"July 29, 2016 ",Rätt läge i Lund,"Malmo, Sweden",Lite speciell mat men väldigt god. Bra rätt och snabb service. En bra dag är det rätt att sitta ute....More
Sushi2go,d8368940,[English],2,91.0,46.0,1,"November 21, 2016 ",Terrible!,"Lundsbrunn, Sweden","Used to be the best sushi place in Lund, but now it is really terrible. If you order in the evening, you will get dry makis from lunch. If I pay 135 kr for sushi I don't want some dry makis containing only cucumber. I...More"
Sushi2go,d8368940,[English],2,91.0,22.0,5,"July 25, 2016 ",Great Take out Sushi,"Lund, Sweden","You get exactly what you expect from them. The price is reasonable (typical for Lund) and they are fast and efficient. My wife and I order and pay online, set the time for delivery, add some comments (leave off an ingredient) and it is always...More"
Sushi2go,d8368940,[Swedish],12,199.0,24.0,4,4 weeks ago ,Bra Sushi,"Gothenburg, Sweden","Var förbi idag på lunchen och hämtade en 11 bitars. Bra mix av olika bitar, bra smak, och inte allt...More"
Sushi2go,d8368940,[Swedish],12,39.0,16.0,2,"December 1, 2018 ",Inte så bra,,Sämre jfr med tidigare. Avokadon var omogen.  Sushin kändes inte helt fräsch. Bismak av lagring. Laxen i sashimin var alldeles...More
Sushi2go,d8368940,[Swedish],12,240.0,53.0,4,"November 25, 2018 ",Snabb service och god mat.,"Lund, Sweden","Beställde mat för avhämtning och allt funkade fint. Beställde online, kom och hämtade upp ordern utan strul. Innehållet var precis...More"
Sushi2go,d8368940,[Swedish],12,128.0,33.0,4,"April 9, 2017 ",Bättrat sig!,"Lund, Sweden","Bra lunch till ett bra pris.
Snabbare denna gång och bra tilltaget med tillbehör.
Även soppan som ingår var god....More"
Sushi2go,d8368940,[Swedish],12,128.0,33.0,3,"December 14, 2016 ","Snålt med wasabi, lång väntan","Lund, Sweden","Snåla inte med tillbehören. Lite irriterande att man tar extra betalt för lite mer gari! 
Tänk på att ha god...More"
Sushi2go,d8368940,[Swedish],12,14.0,7.0,4,"November 25, 2016 ",Prisvärt ,,Fräsch & prisvärd sushi oftast mycket korta  väntetider. Någon gång har det varit lite för tjocka laxskivor och lite för...More
Sushi2go,d8368940,[Swedish],12,4.0,,3,"November 4, 2016 ",Helt okej.,,Jag tyckte det var helt okej. Jag sa en sak men fick något annat och jag tycker dom överdriver med...More
Sushi2go,d8368940,[Swedish],12,15.0,1.0,4,"September 22, 2016 ",Lunds bästa sushi ,,"Fräscht, gott och håller jämn kvalitet. Aldrig blivit besviken. Rekommenderas för avhämtning vilket framgår av namnet, Sushi2Go"
Sushi2go,d8368940,[Swedish],12,15.0,2.0,4,"March 18, 2016 ",Fräsht och prisvärt,Sweden,Fräsht och gott. Enkel beställning via webben och sedan en snabb upphämtning. Bara ett fåtal sittplatser. Bra med klippkort för...More
Sushi2go,d8368940,[Swedish],12,178.0,33.0,5,"March 3, 2016 ",Underbart och fräscht.,,Ett lyxigt alternativ till annan hämtmat. Har en lagom stor meny och ett par underbara tillbehör. Brukar beställa en av...More
Sushi2go,d8368940,[Swedish],12,32.0,8.0,4,"August 28, 2015 ",Intresset crossover ,,"Riktigt bra sushi med intressanta influencer från hela världen. Det blir väldigt lyckat. Kan vara lång väntan vid beställning, så...More"
