Melinas_Matstuga,d5952983,[English],1,1,,1,"June 14, 2018 ",Magsjuk,"Lund, Sweden","Blev magsjuk efter att ha ätit en hamburgare här. Personalen är sämst, blev dåligt bemött. Kommer aldrig att äta här...More"
Melinas_Matstuga,d5952983,[English],1,26,3.0,5,"November 22, 2017 ",Så gott!!! ,,"Riktigt god snabbmat o perfekt placerat nära sjukhuset. Trevlig personal. Rekommenderas verkligen. Dom har pommes, handburgare m.m."
Melinas_Matstuga,d5952983,[English],1,44,5.0,5,"August 26, 2016 ",So ghetto and so entertaining ,,"The service is unforgetable and food is real funny combined , odd but real funky ...... Good job . The cevapi is a bigboymultimillionaireconnoseurmagnetic"
Melinas_Matstuga,d5952983,[Swedish],2,1,,1,"June 14, 2018 ",Magsjuk,"Lund, Sweden","Blev magsjuk efter att ha ätit en hamburgare här. Personalen är sämst, blev dåligt bemött. Kommer aldrig att äta här...More"
Melinas_Matstuga,d5952983,[Swedish],2,26,3.0,5,"November 22, 2017 ",Så gott!!! ,,"Riktigt god snabbmat o perfekt placerat nära sjukhuset. Trevlig personal. Rekommenderas verkligen. Dom har pommes, handburgare m.m."
Cc_House_Restaurang_och_Konferens,d1042629,[English],1,44,5.0,5,"August 28, 2016 ",Definately My type of lunchfood,,"Ok this place May not be in The center of attention , but it sure has The food you need!
Complete buffé of veggies with rhode Island or garlic sauce . Typical swedish household cooking for only 80:-skr ."
Lundalunch,d14088700,[Swedish],1,24,3.0,5,"May 16, 2018 ",Billigt och Gott,,"Det var av en slump, vägen hade leds om via Sandgatan och när jag passerade förbi såg jag en skylt...More"
Godset_Restaurang,d814251,[English],20,24,3.0,2,"October 28, 2018 ",Avoid - much better places in the surroundings,"Vellinge, Sweden","This used to be a great restaurant. Now it isn't. I imagine there was a change of owners, but the food here is now mediocre at best, and the service makes the food seem good. I took a group from work there - booked in...More"
Godset_Restaurang,d814251,[English],20,2271,675.0,4,"May 26, 2017 ",Cheap beer and a deck on platform 1,,"The beers I had were under 70kr for a large so seemed cheaper than any others I had in Sweden, and the deck on platform 1 is both pleasant and convenient. I decided I didn't have time to order a proper meal - the salad...More"
Godset_Restaurang,d814251,[English],20,101,32.0,4,"February 11, 2017 ",Great option at Lund station,"Amsterdam, The Netherlands",This is a spacious restaurant which offers a complimentary salad buffet on top of a great choice of meals. I had the Entrecote which was a good quality meat. Lunch price was 96 SEK. Big choice of Cider and Beers. Quick service.
Godset_Restaurang,d814251,[English],20,20,4.0,2,"July 19, 2016 ",Slow and very few visitors,"Lund, Sweden","Though a great location, the place is totally empty and no staff to attend to you (tuesday). Finally somebody turns up and seems surprised to see us, alrhough we had booked a table for three. We turned and went elsewhere. I have been at this...More"
Godset_Restaurang,d814251,[English],20,12,3.0,3,"June 1, 2016 ",Cool building with average food,,The old building has a very nice and convenient location near the train station which makes it perfekt for a beer just before one goes for a travel. In the summer time the veranda is nice to sit and soak up the sun. The food...More
Godset_Restaurang,d814251,[English],20,284,103.0,4,"April 28, 2016 ",Lunch deal,"Lund, Sweden","The restaurant changed management/ownership and style often. We used to take guests there, maybe 10 years ago, but have not been bac recently. Walked past today and was suprised to see a blackboard of lunch specials for under SEK100. Order and pay at the bar...More"
Godset_Restaurang,d814251,[English],20,36,14.0,3,"September 18, 2015 ",Has gone from a true destination to just be a good restaurant.,"San Francisco, California","Has gone from a destiny The likable atmosphere is still here but the white linen restaurant seems gone to be a more average lunch restaurant with good food. But were have the attention to details and service gone. I’m might be too harsh, but the...More"
Godset_Restaurang,d814251,[English],20,501,147.0,5,"June 26, 2015 ",Fantastic,"Cambridge, United Kingdom","What a lovely burger is amazing with a real surprise crime brûlée was exceptional, good selection of wines would love to return place amazing food fantastic waitress really good fun. The crime brûlée fantastic I hope I can return someday."
Godset_Restaurang,d814251,[English],20,102,28.0,3,"October 21, 2014 ",Dinner with friends,Chicago,Had dinner with 12 friends. Seating upstairs is nice and allows group conversation. Good range of food choices. OK food quality. Service is not that great - the waitress seemed annoyed when there was little bit of confusion when food arrived. Seemed to be just...More
Godset_Restaurang,d814251,[English],20,224,86.0,4,"October 4, 2014 ",Good place for a dinner,"Rheinfelden, Switzerland",It is a little unusual to get such good food that close to a train station - normally it is fastfood what is served - but not here! The menue offers a good selection of different swedish dishes and pasta. All is freshly prepared and...More
Godset_Restaurang,d814251,[English],20,9,2.0,2,"July 8, 2014 ",The most uninterested waiter ever,"Stockholm, Sweden","I had three hours to waste and thought a starter, a main course and one or two glasses of wine would be great. However, I was greatly disappointed as the waiter totally ignored me as a guest after taking my order. She brought the starter...More"
Godset_Restaurang,d814251,[English],20,486,156.0,2,"January 4, 2014 ",terrible service!!!,"Lund, Sweden","A group of ladies wanted to have a nice lunch out.  We made a reservation but when we arrived, they didn't seem to be ready.  We had to get our own glasses, water, silverware, etc. and our food came out and VERY different times and...More"
Godset_Restaurang,d814251,[English],20,153,162.0,3,"May 26, 2013 ",Perfectly adequate - but no more,Weston-super-mare,Attached to the station and platforms. There is a quiet atmosphere and the food was ok - nothing stunning but adequate. Service was good.
Godset_Restaurang,d814251,[English],20,15,1.0,1,"October 7, 2012 ",Terrible food and poor service,Lund,"Ordered their steaks - dry meet, dry potatoes, tasteless sause and sallad like in a ""gatukök"". Low prices do not make up foor the lousy experience."
Godset_Restaurang,d814251,[English],20,657,161.0,3,"September 20, 2012 ",Typical student restaurant,"Stockholm, Sweden","Went here with my daughter, recently moved to Lund. Good service. Food average. Low price. Calm atmosphere. Good beer."
Godset_Restaurang,d814251,[English],20,73,18.0,4,"September 12, 2012 ",good meals,Sondalo,"Simple and traditional meals, I enjoyed my staying there. There is a big clock in the entrance and is close to the railway station. Soups and meats it is what I recommend."
Godset_Restaurang,d814251,[English],20,30,17.0,3,"February 1, 2012 ",Over priced,"Lund, Sweden",Staff are excellent but the food is fairly uninspiring amd way overpriced. There are better options in Lund.
Godset_Restaurang,d814251,[English],20,342,161.0,3,"January 23, 2012 ",Not worth the money,Lund,This restaurant located in an old station building could be a very nice place but there is something wrong with it. Several proprietors have tryed to run the place without success. The place could have been nice but the decor is very amateurish. Food is...More
Godset_Restaurang,d814251,[English],20,197,50.0,4,"August 11, 2011 ",Very nice dining at the train station,"San Francisco, California","Took a group of business colleagues for dinner, and enjoyed it very much.  Nice, comfortable decor, courteous service, good food, and good portions.  Nobody walked away hungry."
Godset_Restaurang,d814251,[English],20,1,1.0,4,"January 7, 2008 ",Provides nice lunch and...,"Lund, Sweden",Provides nice lunch and a cosy atmosphere. Still have to try the a la carte though.
Godset_Restaurang,d814251,[Swedish],31,98,16.0,2,"December 21, 2017 ",Medelmåttig buffé,"Lund, Sweden",Godset brukade servera helt ok luncher med möjlighet att dricka öl eller vin till. Nu har dom bara en enkel...More
Godset_Restaurang,d814251,[Swedish],31,43,3.0,1,"July 20, 2017 ",Laxsallad,"El Albir, Spain",Absolut sämsta laxsallad jag någonsin ätit. Dålig smak på allt utom avocadon. Rekommenderas inte! Välj annan restaurang om möjligt.
Godset_Restaurang,d814251,[Swedish],31,5,3.0,5,"June 2, 2017 ",Alltid lika bra!,,Har inte lagt märke till godset på 7 år men ätit där i 1 år i rad nu.. väldigt god...More
Godset_Restaurang,d814251,[Swedish],31,2,1.0,5,"May 28, 2017 ",God morsdagsmiddag,,"Trevlig tillmötesgående personal.
Åt teryaki-laxen vilken var fantastiskt god. 
Mycket mat, prisvärt och bra centralt läge. 
Kommer gärna tillbaka"
Godset_Restaurang,d814251,[Swedish],31,14,1.0,2,"March 13, 2017 ",Ordinär krogmat,,"Trevlig AW,ofta med tacotema.
Pittoresk uteservering på trädäck längs järnvägsspåret
Övrig mat av medelkvalite"
Godset_Restaurang,d814251,[Swedish],31,1,,5,"February 24, 2017 ",Lunch,,"Åt en väldigt god Lasagne där.
Trevlig personal och fin miljö
Ligger centralt vid järnvägsstationen.
Passar bra som landningsplats efter...More"
Godset_Restaurang,d814251,[Swedish],31,101,15.0,4,"January 14, 2017 ",God lunch,"Helsingborg, Sweden","Ätit här flera gånger. Gärna bra kvalité på den mat vi fått. Bra service, bra miljö. Har både ätit Snitzel,...More"
Godset_Restaurang,d814251,[Swedish],31,79,15.0,4,"January 2, 2017 ",Bra lunch,"Lund, Sweden","Bra mat till bra pris, mysig miljö i en ombyggd godslokal, mycket centralt läge alldeles intill centralstationen o gångavstånd till...More"
Godset_Restaurang,d814251,[Swedish],31,128,33.0,2,"November 4, 2016 ","Kall ""rödvinsås"" botten betyg tyvärr ","Lund, Sweden","Kunde varit ett bra ställe, placering o miljö passar men tyvärr inte maten.
Hur man kan ""misshandla"" en ryggbiff så...More"
Godset_Restaurang,d814251,[Swedish],31,45,2.0,5,"October 18, 2016 ",Gourmémat,,"Otroligt god mat och fina faciliteter. Närheten til Centralstationen och Busshållplats gör det lätt att nå restaurangen 
och trevlig personal...More"
Godset_Restaurang,d814251,[Swedish],31,9,2.0,2,"July 8, 2014 ",The most uninterested waiter ever,"Stockholm, Sweden","I had three hours to waste and thought a starter, a main course and one or two glasses of wine would be great. However, I was greatly disappointed as the waiter totally ignored me as a guest after taking my order. She brought the starter...More"
Godset_Restaurang,d814251,[Swedish],31,486,156.0,2,"January 4, 2014 ",terrible service!!!,"Lund, Sweden","A group of ladies wanted to have a nice lunch out.  We made a reservation but when we arrived, they didn't seem to be ready.  We had to get our own glasses, water, silverware, etc. and our food came out and VERY different times and...More"
Godset_Restaurang,d814251,[Swedish],31,153,162.0,3,"May 26, 2013 ",Perfectly adequate - but no more,Weston-super-mare,Attached to the station and platforms. There is a quiet atmosphere and the food was ok - nothing stunning but adequate. Service was good.
Godset_Restaurang,d814251,[Swedish],31,15,1.0,1,"October 7, 2012 ",Terrible food and poor service,Lund,"Ordered their steaks - dry meet, dry potatoes, tasteless sause and sallad like in a ""gatukök"". Low prices do not make up foor the lousy experience."
Godset_Restaurang,d814251,[Swedish],31,657,161.0,3,"September 20, 2012 ",Typical student restaurant,"Stockholm, Sweden","Went here with my daughter, recently moved to Lund. Good service. Food average. Low price. Calm atmosphere. Good beer."
Godset_Restaurang,d814251,[Swedish],31,73,18.0,4,"September 12, 2012 ",good meals,Sondalo,"Simple and traditional meals, I enjoyed my staying there. There is a big clock in the entrance and is close to the railway station. Soups and meats it is what I recommend."
Godset_Restaurang,d814251,[Swedish],31,30,17.0,3,"February 1, 2012 ",Over priced,"Lund, Sweden",Staff are excellent but the food is fairly uninspiring amd way overpriced. There are better options in Lund.
Godset_Restaurang,d814251,[Swedish],31,342,161.0,3,"January 23, 2012 ",Not worth the money,Lund,This restaurant located in an old station building could be a very nice place but there is something wrong with it. Several proprietors have tryed to run the place without success. The place could have been nice but the decor is very amateurish. Food is...More
Godset_Restaurang,d814251,[Swedish],31,197,50.0,4,"August 11, 2011 ",Very nice dining at the train station,"San Francisco, California","Took a group of business colleagues for dinner, and enjoyed it very much.  Nice, comfortable decor, courteous service, good food, and good portions.  Nobody walked away hungry."
Godset_Restaurang,d814251,[Swedish],31,1,1.0,4,"January 7, 2008 ",Provides nice lunch and...,"Lund, Sweden",Provides nice lunch and a cosy atmosphere. Still have to try the a la carte though.
Godset_Restaurang,d814251,[French],1,18,9.0,4,"April 17, 2015 ",Un endroit calme près de la gare,"Huisseau-sur-Cosson, France","Nous y avons mangé deux fois lors de notre séjour à Lund.
A chaque fois l'accueil y était agréable, et...More"
Godset_Restaurang,d814251,[Italian],1,7,11.0,4,"February 27, 2011 ","Buon cibo, posto carino","Genoa, Italy","E' davvero un posto carino dove cenare. Il posto è in una posizione facile da trovare, vicino alla stazione del...More"
DJ_Burgare,d5949345,[English],1,95,32.0,1,"May 17, 2017 ",Improvised service,"Malmo, Sweden","DJ Burger used to have a kind of cult status because of its supply of exotic and spicy sausages. But those days are long gone now. The latest owner have refurbished the place and improved the sitting area. However, the treatment of the food leaves...More"
DJ_Burgare,d5949345,[Swedish],2,45,4.0,5,"October 29, 2018 ",Rest in pieces!,,"KG's lokala hak, först försvann macken och nu gick DJ B upp i lågor, tråkigt men som tur det är...More"
DJ_Burgare,d5949345,[Swedish],2,72,20.0,4,"December 8, 2017 ",Var mycket bra men finns inte längre,"Lund, Sverige",Hade stans bästa utbud av ungerska korvar.  Tyvärr brann den ner i början av december och finns inte längre.  Ev....More
Restaurang_Ninar,d13565181,[English],1,215,59.0,3,"August 27, 2018 ",Just a buffet,"Lund, Sweden","I was having higher expectations as someone recommended me this place, but I was a bit disappointed.
The first thing that caught my attention was that the atmosphere was a bit strange. I felt out of place.
The buffet was quite varied and the food...More"
Restaurang_Ninar,d13565181,[Swedish],1,15,3.0,4,"February 22, 2018 ",En stor orientalisk buffe till bra pris.,"Lund, Sweden","Lugn restaurang med lite musik ibland.Det finns sallad,kött,fisk,kyckling och vegetariskt.Idag en god kaka till kaffet.Turkiskt the finns också."
Subway,d5943779,[English],6,312,124.0,4,"January 6, 2017 ",Always a reliable sandwich.,"Zaventem, Belgium",Another American type sandwich shop that provides hot and cold subs.  Many selections to choose from.  Can eat in or take away.  Prices are reasonable and place clean.
Subway,d5943779,[English],6,19,1.0,4,"August 3, 2016 ",A good sandwich with all you can think of!,"Lund, Sweden","Nice offer for good price.
You can get your sub heated in the oven - warm and nice cheese sub or just as it is. Many options to choose italian salami, ham, tuna,chicken,  olives, onion, lettuce, mustard, oil & vinegar, two types of cheese, tomato,...More"
Subway,d5943779,[English],6,72,20.0,2,"July 25, 2016 ","""Sub""-standard Subway ","Lund, Sverige",A franchise restaurant like Subway relies heavily on the restaurant holding to an expected standard.  This applies to recipes as well as using fresh ingredients. This restaurant used to have this standard but something has gone wrong recently.  Perhaps is it an attempt to save...More
Subway,d5943779,[English],6,76,30.0,2,"July 1, 2016 ",Subway is the McDonalds of sandwiches,"Lund, Sweden","Quite pricey, soggy bread and often a mish mash of cold cuts and other ingredients. I like my food fresh and genuine, this is definately not a place for me."
