left,top,right,bottom,id,field_1_co,field_1_un,field_1_mi,field_1_ma,field_1_ra,field_1_su,field_1_me,field_1__1,field_1_st,field_1__2,field_1__3,field_1_q1,field_1_q3,field_1_iq,name_count,name_uniqu,name_empty,name_fille,name_min,name_max,name_min_l,name_max_l,name_mean_,url_count,url_unique,url_empty,url_filled,url_min,url_max,url_min_le,url_max_le,url_mean_l,review cou,review c_1,review c_2,review c_3,review c_4,review c_5,review c_6,review c_7,review c_8,review c_9,review c10,review c11,review c12,review c13,aggregatin,aggregat_1,aggregat_2,aggregat_3,aggregat_4,aggregat_5,aggregat_6,aggregat_7,aggregat_8,aggregat_9,aggregat10,aggregat11,aggregat12,aggregat13,price rang,price ra_1,price ra_2,price ra_3,price ra_4,price ra_5,price ra_6,price ra_7,price ra_8,address_co,address_un,address_em,address_fi,address_mi,address_ma,address__1,address__2,address_me,postcode_c,postcode_u,postcode_e,postcode_f,postcode_m,postcode_1,postcode_2,postcode_3,postcode_4,category_c,category_u,category_e,category_f,category_m,category_1,category_2,category_3,category_4,lan_count,lan_unique,lan_min,lan_max,lan_range,lan_sum,lan_mean,lan_median,lan_stddev,lan_minori,lan_majori,lan_q1,lan_q3,lan_iqr,long_count,long_uniqu,long_min,long_max,long_range,long_sum,long_mean,long_media,long_stdde,long_minor,long_major,long_q1,long_q3,long_iqr
859663.0750757124042138,-3671328.7063381741754711,859863.0750757124042138,-3671528.7063381741754711,"563","1","1",34.000000,34.000000,0.000000,34.000000,34.000000,34.000000,0.000000,34.000000,34.000000,34.000000,34.000000,0.000000,"1","1","0","1","Restaurang &amp; Pizzeria Eros","Restaurang &amp; Pizzeria Eros","30","30",30.000000,"1","1","0","1",/Restaurant_Review-g189838-d1042648-Reviews-Restaurang_Pizzeria_Eros-Lund_Skane_County.html,/Restaurant_Review-g189838-d1042648-Reviews-Restaurang_Pizzeria_Eros-Lund_Skane_County.html,"91","91",91.000000,"1","1",4.000000,4.000000,0.000000,4.000000,4.000000,4.000000,0.000000,4.000000,4.000000,4.000000,4.000000,0.000000,"1","1",3.500000,3.500000,0.000000,3.500000,3.500000,3.500000,0.000000,3.500000,3.500000,3.500000,3.500000,0.000000,"1","1","1","0",,,"0","0",0.000000,"1","1","0","1",Allhelgona Kyrkog. 4,Allhelgona Kyrkog. 4,"20","20",20.000000,"1","1","1","0",,,"0","0",0.000000,"1","1","0","1",FoodEstablishment,FoodEstablishment,"17","17",17.000000,"1","1",55.693181,55.693181,0.000000,55.693181,55.693181,55.693181,0.000000,55.693181,55.693181,55.693181,55.693181,0.000000,"1","1",13.179299,13.179299,0.000000,13.179299,13.179299,13.179299,0.000000,13.179299,13.179299,13.179299,13.179299,0.000000
859863.0750757124042138,-3669328.7063381741754711,860063.0750757124042138,-3669528.7063381741754711,"591","1","1",183.000000,183.000000,0.000000,183.000000,183.000000,183.000000,0.000000,183.000000,183.000000,183.000000,183.000000,0.000000,"1","1","0","1","Annes &amp; Stortorgets Konditori","Annes &amp; Stortorgets Konditori","33","33",33.000000,"1","1","0","1",/Restaurant_Review-g189838-d5972034-Reviews-Annes_Stortorgets_Konditori-Lund_Skane_County.html,/Restaurant_Review-g189838-d5972034-Reviews-Annes_Stortorgets_Konditori-Lund_Skane_County.html,"94","94",94.000000,"1","1",5.000000,5.000000,0.000000,5.000000,5.000000,5.000000,0.000000,5.000000,5.000000,5.000000,5.000000,0.000000,"1","1",4.500000,4.500000,0.000000,4.500000,4.500000,4.500000,0.000000,4.500000,4.500000,4.500000,4.500000,0.000000,"1","1","1","0",,,"0","0",0.000000,"1","1","0","1",5 Kung Oskars Vaeg,5 Kung Oskars Vaeg,"18","18",18.000000,"1","1","0","1",222 40,222 40,"6","6",6.000000,"1","1","0","1",FoodEstablishment,FoodEstablishment,"17","17",17.000000,"1","1",55.711379,55.711379,0.000000,55.711379,55.711379,55.711379,0.000000,55.711379,55.711379,55.711379,55.711379,0.000000,"1","1",13.189291,13.189291,0.000000,13.189291,13.189291,13.189291,0.000000,13.189291,13.189291,13.189291,13.189291,0.000000
859863.0750757124042138,-3669528.7063381741754711,860063.0750757124042138,-3669728.7063381741754711,"592","2","2",12.000000,81.000000,69.000000,93.000000,46.500000,46.500000,34.500000,12.000000,12.000000,12.000000,81.000000,69.000000,"2","2","0","2",Tiny Lumberjack Film and Cafe,V.E.S.P.A Lund,"14","29",21.500000,"2","2","0","2",/Restaurant_Review-g189838-d12171525-Reviews-Tiny_Lumberjack_Film_and_Cafe-Lund_Skane_County.html,/Restaurant_Review-g189838-d796874-Reviews-V_E_S_P_A_Lund-Lund_Skane_County.html,"80","97",88.500000,"2","2",3.000000,322.000000,319.000000,325.000000,162.500000,162.500000,159.500000,3.000000,3.000000,3.000000,322.000000,319.000000,"2","2",3.500000,4.500000,1.000000,8.000000,4.000000,4.000000,0.500000,3.500000,3.500000,3.500000,4.500000,1.000000,"2","2","1","1",$$ - $$$,$$ - $$$,"0","8",4.000000,"2","2","0","2",1 Karl XI Gatan,Fredsgatan 2A,"13","15",14.000000,"2","1","0","2",222 20,222 20,"6","6",6.000000,"2","1","0","2",FoodEstablishment,FoodEstablishment,"17","17",17.000000,"2","2",55.707924,55.708945,0.001021,111.416869,55.708435,55.708435,0.000510,55.707924,55.707924,55.707924,55.708945,0.001021,"2","2",13.188994,13.189011,0.000017,26.378005,13.189002,13.189002,0.000009,13.188994,13.188994,13.188994,13.189011,0.000017
859863.0750757124042138,-3669728.7063381741754711,860063.0750757124042138,-3669928.7063381741754711,"593","5","5",42.000000,138.000000,96.000000,524.000000,104.800000,109.000000,34.440674,42.000000,42.000000,101.000000,134.000000,33.000000,"5","5","0","5",Godset Restaurang,Restaurang Antica Vineria Italiana,"10","39",22.400000,"5","5","0","5",/Restaurant_Review-g189838-d12534665-Reviews-Lund_Berlin_Doner_Precis_Som_I_Berlin-Lund_Skane_County.html,/Restaurant_Review-g189838-d814251-Reviews-Godset_Restaurang-Lund_Skane_County.html,"78","105",89.200000,"5","5",1.000000,53.000000,52.000000,118.000000,23.600000,12.000000,22.312328,1.000000,1.000000,4.000000,48.000000,44.000000,"5","4",3.000000,5.000000,2.000000,18.500000,3.700000,3.500000,0.748331,3.500000,3.000000,3.000000,4.000000,1.000000,"5","3","2","3",$,$$ - $$$,"0","8",3.400000,"5","5","0","5",10 Sankt Petri Kyrkogata,Sankt Petri Kyrkogatan 19,"11","25",17.400000,"5","2","1","4",222 21,222 21,"0","6",4.800000,"5","1","0","5",FoodEstablishment,FoodEstablishment,"17","17",17.000000,"5","5",55.706324,55.707088,0.000764,278.533488,55.706698,55.706728,0.000252,55.706324,55.706324,55.706567,55.706780,0.000213,"5","5",13.186976,13.189687,0.002711,65.943320,13.188664,13.189312,0.001071,13.186976,13.186976,13.187831,13.189513,0.001682
859863.0750757124042138,-3669928.7063381741754711,860063.0750757124042138,-3670128.7063381741754711,"594","13","13",25.000000,168.000000,143.000000,1087.000000,83.615385,59.000000,47.135710,25.000000,25.000000,43.000000,128.000000,85.000000,"13","11","0","13",Avokado Fresh Food,Wraphouse,"6","26",12.846154,"13","13","0","13",/Restaurant_Review-g189838-d1042627-Reviews-Burger_King-Lund_Skane_County.html,/Restaurant_Review-g189838-d807879-Reviews-Restaurant_Tatung-Lund_Skane_County.html,"72","88",79.384615,"13","12",1.000000,106.000000,105.000000,430.000000,33.076923,24.000000,33.648549,2.000000,1.000000,4.000000,45.000000,41.000000,"13","5",2.000000,4.000000,2.000000,40.500000,3.115385,3.000000,0.624926,2.000000,3.000000,2.500000,3.500000,1.000000,"13","3","4","9",$,$$ - $$$,"0","8",4.461538,"13","12","0","13",10 A Bangatan,Skarpskyttevagen 3,"7","32",13.461538,"13","6","6","7",222 21,"22642","0","6",3.076923,"13","1","0","13",FoodEstablishment,FoodEstablishment,"17","17",17.000000,"13","10",55.704267,55.706166,0.001899,724.167632,55.705202,55.705402,0.000531,55.704267,55.705402,55.704720,55.705499,0.000779,"13","10",13.187108,13.188882,0.001774,171.442089,13.187853,13.187880,0.000602,13.187108,13.187136,13.187151,13.187898,0.000747
859863.0750757124042138,-3670128.7063381741754711,860063.0750757124042138,-3670328.7063381741754711,"595","2","2",47.000000,52.000000,5.000000,99.000000,49.500000,49.500000,2.500000,47.000000,47.000000,47.000000,52.000000,5.000000,"2","2","0","2",New Delhi,Tandoor,"7","9",8.000000,"2","2","0","2",/Restaurant_Review-g189838-d740116-Reviews-Tandoor-Lund_Skane_County.html,/Restaurant_Review-g189838-d952752-Reviews-New_Delhi-Lund_Skane_County.html,"73","75",74.000000,"2","2",15.000000,67.000000,52.000000,82.000000,41.000000,41.000000,26.000000,15.000000,15.000000,15.000000,67.000000,52.000000,"2","2",2.500000,3.000000,0.500000,5.500000,2.750000,2.750000,0.250000,2.500000,2.500000,2.500000,3.000000,0.500000,"2","2","1","1",$$ - $$$,$$ - $$$,"0","8",4.000000,"2","1","0","2",15 Stora Fiskaregatan,15 Stora Fiskaregatan,"21","21",21.000000,"2","1","0","2",222 24,222 24,"6","6",6.000000,"2","1","0","2",FoodEstablishment,FoodEstablishment,"17","17",17.000000,"2","1",55.703303,55.703303,0.000000,111.406605,55.703303,55.703303,0.000000,55.703303,55.703303,55.703303,55.703303,0.000000,"2","1",13.188425,13.188425,0.000000,26.376850,13.188425,13.188425,0.000000,13.188425,13.188425,13.188425,13.188425,0.000000
860063.0750757124042138,-3669328.7063381741754711,860263.0750757124042138,-3669528.7063381741754711,"629","1","1",129.000000,129.000000,0.000000,129.000000,129.000000,129.000000,0.000000,129.000000,129.000000,129.000000,129.000000,0.000000,"1","1","0","1",TA Him Thai Way,TA Him Thai Way,"15","15",15.000000,"1","1","0","1",/Restaurant_Review-g189838-d5943782-Reviews-TA_Him_Thai_Way-Lund_Skane_County.html,/Restaurant_Review-g189838-d5943782-Reviews-TA_Him_Thai_Way-Lund_Skane_County.html,"82","82",82.000000,"1","1",4.000000,4.000000,0.000000,4.000000,4.000000,4.000000,0.000000,4.000000,4.000000,4.000000,4.000000,0.000000,"1","1",4.000000,4.000000,0.000000,4.000000,4.000000,4.000000,0.000000,4.000000,4.000000,4.000000,4.000000,0.000000,"1","1","1","0",,,"0","0",0.000000,"1","1","0","1",Kavlingevagen 1,Kavlingevagen 1,"15","15",15.000000,"1","1","0","1",222 40,222 40,"6","6",6.000000,"1","1","0","1",FoodEstablishment,FoodEstablishment,"17","17",17.000000,"1","1",55.710757,55.710757,0.000000,55.710757,55.710757,55.710757,0.000000,55.710757,55.710757,55.710757,55.710757,0.000000,"1","1",13.191704,13.191704,0.000000,13.191704,13.191704,13.191704,0.000000,13.191704,13.191704,13.191704,13.191704,0.000000
860063.0750757124042138,-3669528.7063381741754711,860263.0750757124042138,-3669728.7063381741754711,"630","1","1",123.000000,123.000000,0.000000,123.000000,123.000000,123.000000,0.000000,123.000000,123.000000,123.000000,123.000000,0.000000,"1","1","0","1",Cyrus Restaurang HB,Cyrus Restaurang HB,"19","19",19.000000,"1","1","0","1",/Restaurant_Review-g189838-d1042631-Reviews-Cyrus_Restaurang_HB-Lund_Skane_County.html,/Restaurant_Review-g189838-d1042631-Reviews-Cyrus_Restaurang_HB-Lund_Skane_County.html,"86","86",86.000000,"1","1",10.000000,10.000000,0.000000,10.000000,10.000000,10.000000,0.000000,10.000000,10.000000,10.000000,10.000000,0.000000,"1","1",3.500000,3.500000,0.000000,3.500000,3.500000,3.500000,0.000000,3.500000,3.500000,3.500000,3.500000,0.000000,"1","1","0","1",$,$,"1","1",1.000000,"1","1","0","1",Allhelgona Kyrkog. 4,Allhelgona Kyrkog. 4,"20","20",20.000000,"1","1","1","0",,,"0","0",0.000000,"1","1","0","1",FoodEstablishment,FoodEstablishment,"17","17",17.000000,"1","1",55.708905,55.708905,0.000000,55.708905,55.708905,55.708905,0.000000,55.708905,55.708905,55.708905,55.708905,0.000000,"1","1",13.193666,13.193666,0.000000,13.193666,13.193666,13.193666,0.000000,13.193666,13.193666,13.193666,13.193666,0.000000
860063.0750757124042138,-3669728.7063381741754711,860263.0750757124042138,-3669928.7063381741754711,"631","11","11",2.000000,177.000000,175.000000,1007.000000,91.545455,105.000000,53.960193,2.000000,2.000000,62.500000,124.000000,61.500000,"11","11","0","11",Bonsai Sushi Bar,Zeituna,"5","29",14.090909,"11","11","0","11",/Restaurant_Review-g189838-d10397338-Reviews-Cashew_Vegan_kitchen-Lund_Skane_County.html,/Restaurant_Review-g189838-d941304-Reviews-Mui_Gong-Lund_Skane_County.html,"73","91",80.636364,"11","10",1.000000,98.000000,97.000000,315.000000,28.636364,11.000000,33.488866,1.000000,4.000000,4.000000,46.000000,42.000000,"11","5",3.000000,5.000000,2.000000,45.500000,4.136364,4.000000,0.606439,3.000000,4.000000,3.750000,4.500000,0.750000,"11","3","3","8",$,$$ - $$$,"0","8",5.181818,"11","10","0","11",21 Kyrkogatan,Sankt Petri kyrkogata 8,"11","23",15.727273,"11","4","1","10",222 21,"22222","0","6",5.363636,"11","1","0","11",FoodEstablishment,FoodEstablishment,"17","17",17.000000,"11","10",55.705805,55.706754,0.000949,612.768436,55.706221,55.706135,0.000269,55.705805,55.706119,55.706097,55.706298,0.000201,"11","10",13.189938,13.192711,0.002773,145.111246,13.191931,13.192444,0.000851,13.189938,13.192445,13.191539,13.192454,0.000915
860063.0750757124042138,-3669928.7063381741754711,860263.0750757124042138,-3670128.7063381741754711,"632","16","16",5.000000,172.000000,167.000000,1286.000000,80.375000,76.500000,47.650912,5.000000,5.000000,43.000000,109.000000,66.000000,"16","16","0","16",Creperiet i Lund,pintxos,"6","29",14.125000,"16","16","0","16",/Restaurant_Review-g189838-d1042641-Reviews-The_John_Bull_Pub-Lund_Skane_County.html,/Restaurant_Review-g189838-d8581453-Reviews-Fengsson_Dumplings-Lund_Skane_County.html,"73","96",81.312500,"15","12",3.000000,513.000000,510.000000,1572.000000,104.800000,52.000000,149.573705,4.000000,3.000000,12.000000,118.000000,106.000000,"15","5",3.000000,5.000000,2.000000,58.500000,3.900000,4.000000,0.522813,3.000000,3.500000,3.500000,4.250000,0.750000,"16","3","6","10",$,$$ - $$$,"0","8",4.125000,"16","16","0","16",1 Vaestra Maartensgatan,Stattenavagen 1,"11","27",17.375000,"16","10","1","15",222 21,227 61,"0","6",5.562500,"16","1","0","16",FoodEstablishment,FoodEstablishment,"17","17",17.000000,"16","10",55.703983,55.705382,0.001398,891.273417,55.704589,55.704660,0.000421,55.703983,55.704660,55.704168,55.704660,0.000492,"16","10",13.189103,13.192250,0.003147,211.047037,13.190440,13.190669,0.000822,13.189103,13.191007,13.189614,13.191007,0.001394
860063.0750757124042138,-3670128.7063381741754711,860263.0750757124042138,-3670328.7063381741754711,"633","12","12",18.000000,179.000000,161.000000,1173.000000,97.750000,83.000000,50.690441,18.000000,18.000000,68.500000,138.500000,70.000000,"12","12","0","12",Ahlgrens Konfektyr,Werners Backhaus,"7","27",16.000000,"12","12","0","12",/Restaurant_Review-g189838-d1023140-Reviews-Mediterranean-Lund_Skane_County.html,/Restaurant_Review-g189838-d8644000-Reviews-Graffiti_Cafe-Lund_Skane_County.html,"74","92",82.416667,"12","11",4.000000,577.000000,573.000000,1725.000000,143.750000,26.500000,183.145718,4.000000,15.000000,14.000000,244.500000,230.500000,"12","5",3.000000,5.000000,2.000000,47.500000,3.958333,4.000000,0.476897,3.000000,4.000000,3.750000,4.000000,0.250000,"12","4","2","10",$,$$$$,"0","8",4.833333,"12","12","0","12",1 Bantorget,Stora Grabrodersgatan 3,"9","28",18.666667,"12","6","0","12",221 04,223 51,"6","6",6.000000,"12","1","0","12",FoodEstablishment,FoodEstablishment,"17","17",17.000000,"12","10",55.702140,55.703852,0.001713,668.439956,55.703330,55.703409,0.000440,55.702140,55.703564,55.703187,55.703564,0.000377,"12","10",13.188526,13.191256,0.002730,158.283114,13.190260,13.190519,0.000899,13.188526,13.189014,13.189484,13.191009,0.001525
860063.0750757124042138,-3670728.7063381741754711,860263.0750757124042138,-3670928.7063381741754711,"636","1","1",41.000000,41.000000,0.000000,41.000000,41.000000,41.000000,0.000000,41.000000,41.000000,41.000000,41.000000,0.000000,"1","1","0","1",Asian Hot Wok,Asian Hot Wok,"13","13",13.000000,"1","1","0","1",/Restaurant_Review-g189838-d10605362-Reviews-Asian_Hot_Wok-Lund_Skane_County.html,/Restaurant_Review-g189838-d10605362-Reviews-Asian_Hot_Wok-Lund_Skane_County.html,"81","81",81.000000,"1","1",1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,"1","1",3.000000,3.000000,0.000000,3.000000,3.000000,3.000000,0.000000,3.000000,3.000000,3.000000,3.000000,0.000000,"1","1","1","0",,,"0","0",0.000000,"1","1","0","1",58b Stora Soedergatan,58b Stora Soedergatan,"21","21",21.000000,"1","1","0","1",222 23,222 23,"6","6",6.000000,"1","1","0","1",FoodEstablishment,FoodEstablishment,"17","17",17.000000,"1","1",55.696438,55.696438,0.000000,55.696438,55.696438,55.696438,0.000000,55.696438,55.696438,55.696438,55.696438,0.000000,"1","1",13.189002,13.189002,0.000000,13.189002,13.189002,13.189002,0.000000,13.189002,13.189002,13.189002,13.189002,0.000000
860063.0750757124042138,-3670928.7063381741754711,860263.0750757124042138,-3671128.7063381741754711,"637","1","1",114.000000,114.000000,0.000000,114.000000,114.000000,114.000000,0.000000,114.000000,114.000000,114.000000,114.000000,0.000000,"1","1","0","1",Cafe Mejeriet,Cafe Mejeriet,"13","13",13.000000,"1","1","0","1",/Restaurant_Review-g189838-d1042628-Reviews-Cafe_Mejeriet-Lund_Skane_County.html,/Restaurant_Review-g189838-d1042628-Reviews-Cafe_Mejeriet-Lund_Skane_County.html,"80","80",80.000000,"1","1",17.000000,17.000000,0.000000,17.000000,17.000000,17.000000,0.000000,17.000000,17.000000,17.000000,17.000000,0.000000,"1","1",4.000000,4.000000,0.000000,4.000000,4.000000,4.000000,0.000000,4.000000,4.000000,4.000000,4.000000,0.000000,"1","1","0","1",$$ - $$$,$$ - $$$,"8","8",8.000000,"1","1","0","1",64 Stora Soedergatan,64 Stora Soedergatan,"20","20",20.000000,"1","1","0","1",222 23,222 23,"6","6",6.000000,"1","1","0","1",FoodEstablishment,FoodEstablishment,"17","17",17.000000,"1","1",55.696138,55.696138,0.000000,55.696138,55.696138,55.696138,0.000000,55.696138,55.696138,55.696138,55.696138,0.000000,"1","1",13.188130,13.188130,0.000000,13.188130,13.188130,13.188130,0.000000,13.188130,13.188130,13.188130,13.188130,0.000000
860263.0750757124042138,-3668128.7063381741754711,860463.0750757124042138,-3668328.7063381741754711,"661","2","2",13.000000,37.000000,24.000000,50.000000,25.000000,25.000000,12.000000,13.000000,13.000000,13.000000,37.000000,24.000000,"2","2","0","2","Orvars Korvar &amp; Burgare",Pizzabakeren,"12","27",19.500000,"2","2","0","2",/Restaurant_Review-g189838-d14919814-Reviews-Pizzabakeren-Lund_Skane_County.html,/Restaurant_Review-g189838-d15084005-Reviews-Orvars_Korvar_Burgare-Lund_Skane_County.html,"80","89",84.500000,"2","2",1.000000,2.000000,1.000000,3.000000,1.500000,1.500000,0.500000,1.000000,1.000000,1.000000,2.000000,1.000000,"2","2",3.000000,5.000000,2.000000,8.000000,4.000000,4.000000,1.000000,3.000000,3.000000,3.000000,5.000000,2.000000,"2","1","2","0",,,"0","0",0.000000,"2","1","0","2",Skarpskyttevagen 3,Skarpskyttevagen 3,"18","18",18.000000,"2","1","0","2",226 42,226 42,"6","6",6.000000,"2","1","0","2",FoodEstablishment,FoodEstablishment,"17","17",17.000000,"2","2",55.720890,55.720894,0.000004,111.441784,55.720892,55.720892,0.000002,55.720890,55.720890,55.720890,55.720894,0.000004,"2","2",13.200095,13.200217,0.000121,26.400312,13.200156,13.200156,0.000061,13.200095,13.200095,13.200095,13.200217,0.000121
860263.0750757124042138,-3668528.7063381741754711,860463.0750757124042138,-3668728.7063381741754711,"663","1","1",182.000000,182.000000,0.000000,182.000000,182.000000,182.000000,0.000000,182.000000,182.000000,182.000000,182.000000,0.000000,"1","1","0","1",Pizzeria Portofino,Pizzeria Portofino,"18","18",18.000000,"1","1","0","1",/Restaurant_Review-g189838-d5936359-Reviews-Pizzeria_Portofino-Lund_Skane_County.html,/Restaurant_Review-g189838-d5936359-Reviews-Pizzeria_Portofino-Lund_Skane_County.html,"85","85",85.000000,"1","1",8.000000,8.000000,0.000000,8.000000,8.000000,8.000000,0.000000,8.000000,8.000000,8.000000,8.000000,0.000000,"1","1",4.000000,4.000000,0.000000,4.000000,4.000000,4.000000,0.000000,4.000000,4.000000,4.000000,4.000000,0.000000,"1","1","1","0",,,"0","0",0.000000,"1","1","0","1",3 A Sofiavaegen,3 A Sofiavaegen,"15","15",15.000000,"1","1","0","1",222 41,222 41,"6","6",6.000000,"1","1","0","1",FoodEstablishment,FoodEstablishment,"17","17",17.000000,"1","1",55.716852,55.716852,0.000000,55.716852,55.716852,55.716852,0.000000,55.716852,55.716852,55.716852,55.716852,0.000000,"1","1",13.198396,13.198396,0.000000,13.198396,13.198396,13.198396,0.000000,13.198396,13.198396,13.198396,13.198396,0.000000
860263.0750757124042138,-3669528.7063381741754711,860463.0750757124042138,-3669728.7063381741754711,"668","1","1",96.000000,96.000000,0.000000,96.000000,96.000000,96.000000,0.000000,96.000000,96.000000,96.000000,96.000000,0.000000,"1","1","0","1",Valvet,Valvet,"6","6",6.000000,"1","1","0","1",/Restaurant_Review-g189838-d789029-Reviews-Valvet-Lund_Skane_County.html,/Restaurant_Review-g189838-d789029-Reviews-Valvet-Lund_Skane_County.html,"72","72",72.000000,"1","1",48.000000,48.000000,0.000000,48.000000,48.000000,48.000000,0.000000,48.000000,48.000000,48.000000,48.000000,0.000000,"1","1",4.000000,4.000000,0.000000,4.000000,4.000000,4.000000,0.000000,4.000000,4.000000,4.000000,4.000000,0.000000,"1","1","0","1",$,$,"1","1",1.000000,"1","1","0","1",Allhelgona kyrkogata 6,Allhelgona kyrkogata 6,"22","22",22.000000,"1","1","1","0",,,"0","0",0.000000,"1","1","0","1",FoodEstablishment,FoodEstablishment,"17","17",17.000000,"1","1",55.708276,55.708276,0.000000,55.708276,55.708276,55.708276,0.000000,55.708276,55.708276,55.708276,55.708276,0.000000,"1","1",13.196061,13.196061,0.000000,13.196061,13.196061,13.196061,0.000000,13.196061,13.196061,13.196061,13.196061,0.000000
860263.0750757124042138,-3669728.7063381741754711,860463.0750757124042138,-3669928.7063381741754711,"669","4","4",0.000000,161.000000,161.000000,334.000000,83.500000,86.500000,59.575582,0.000000,0.000000,31.000000,136.000000,105.000000,"4","4","0","4",Cafe Paradiset,"Paradis Biljard &amp; Restaurang","7","32",18.000000,"4","4","0","4",/Restaurant_Review-g189838-d10325888-Reviews-Cafe_Paradiset-Lund_Skane_County.html,/Restaurant_Review-g189838-d5958624-Reviews-Paradis_Biljard_Restaurang-Lund_Skane_County.html,"74","93",82.250000,"4","4",4.000000,594.000000,590.000000,674.000000,168.500000,38.000000,246.849651,4.000000,4.000000,7.000000,330.000000,323.000000,"4","4",3.500000,5.000000,1.500000,17.000000,4.250000,4.250000,0.559017,3.500000,3.500000,3.750000,4.750000,1.000000,"4","3","1","3",$$ - $$$,$$$$,"0","8",5.000000,"4","4","0","4",1 Paradisgatan,Paradisgatan 1,"9","22",14.750000,"4","3","0","4",222 21,223 50,"6","6",6.000000,"4","1","0","4",FoodEstablishment,FoodEstablishment,"17","17",17.000000,"4","4",55.705550,55.706928,0.001378,222.824813,55.706203,55.706167,0.000489,55.705550,55.705550,55.705844,55.706563,0.000719,"4","4",13.192478,13.193556,0.001079,52.772126,13.193031,13.193046,0.000388,13.192478,13.192478,13.192711,13.193352,0.000641
860263.0750757124042138,-3669928.7063381741754711,860463.0750757124042138,-3670128.7063381741754711,"670","4","4",39.000000,166.000000,127.000000,322.000000,80.500000,58.500000,50.361195,39.000000,39.000000,44.500000,116.500000,72.000000,"4","4","0","4",Cafe Ariman,Klostergatans vin och delikatess,"11","32",20.000000,"4","4","0","4",/Restaurant_Review-g189838-d15700253-Reviews-Det_lilla_cafeet_pa_hornet-Lund_Skane_County.html,/Restaurant_Review-g189838-d780405-Reviews-Klostergatans_vin_och_delikatess-Lund_Skane_County.html,"78","98",87.000000,"4","3",1.000000,365.000000,364.000000,403.000000,100.750000,18.500000,153.232462,36.000000,1.000000,1.000000,200.500000,199.500000,"4","4",2.000000,4.500000,2.500000,13.000000,3.250000,3.250000,0.901388,2.000000,2.000000,2.500000,4.000000,1.500000,"4","4","1","3",$,$$$$,"0","8",3.250000,"4","4","0","4",12 Stora Soedergatan,Kyrkogatan 17,"12","20",14.750000,"4","4","0","4",222 22,223 50,"5","6",5.750000,"4","1","0","4",FoodEstablishment,FoodEstablishment,"17","17",17.000000,"4","4",55.703385,55.705476,0.002091,222.816545,55.704136,55.703842,0.000796,55.703385,55.703385,55.703606,55.704666,0.001060,"4","4",13.191842,13.193825,0.001983,52.770429,13.192607,13.192381,0.000739,13.191842,13.191842,13.192072,13.193142,0.001071
860263.0750757124042138,-3670128.7063381741754711,860463.0750757124042138,-3670328.7063381741754711,"671","9","9",8.000000,164.000000,156.000000,981.000000,109.000000,139.000000,59.202102,8.000000,8.000000,65.000000,159.000000,94.000000,"9","9","0","9",Annika's Cafe Och Glassbar,Sushi Express,"8","31",18.666667,"9","9","0","9",/Restaurant_Review-g189838-d10113290-Reviews-Shotluckan-Lund_Skane_County.html,/Restaurant_Review-g189838-d941772-Reviews-Gattostretto-Lund_Skane_County.html,"75","96",85.111111,"9","8",3.000000,278.000000,275.000000,531.000000,59.000000,15.000000,85.837055,3.000000,15.000000,10.000000,47.000000,37.000000,"9","4",3.000000,4.500000,1.500000,34.500000,3.833333,4.000000,0.471405,3.000000,3.500000,3.500000,4.000000,0.500000,"9","3","2","7",$,$$ - $$$,"0","8",4.666667,"9","9","0","9",1 Kattesund,Varfrugatan 8,"11","16",13.222222,"9","4","2","7",222 22,223 50,"0","6",4.666667,"9","1","0","9",FoodEstablishment,FoodEstablishment,"17","17",17.000000,"9","9",55.701662,55.703354,0.001692,501.322898,55.702544,55.702742,0.000620,55.701662,55.701662,55.701904,55.703198,0.001294,"9","9",13.191598,13.194400,0.002802,118.738553,13.193173,13.193195,0.000886,13.191598,13.191598,13.192789,13.193718,0.000929
860263.0750757124042138,-3670328.7063381741754711,860463.0750757124042138,-3670528.7063381741754711,"672","4","4",9.000000,80.000000,71.000000,178.000000,44.500000,44.500000,32.190837,9.000000,9.000000,12.500000,76.500000,64.000000,"4","4","0","4",Africa Daily Market,Restaurang Staket,"10","19",14.500000,"4","4","0","4",/Restaurant_Review-g189838-d11875773-Reviews-Aiko_Sushi-Lund_Skane_County.html,/Restaurant_Review-g189838-d807919-Reviews-Restaurang_Staket-Lund_Skane_County.html,"78","87",82.000000,"4","4",3.000000,230.000000,227.000000,317.000000,79.250000,42.000000,92.266936,3.000000,3.000000,4.000000,154.500000,150.500000,"4","2",4.000000,4.500000,0.500000,17.000000,4.250000,4.250000,0.250000,4.000000,4.000000,4.000000,4.500000,0.500000,"4","2","2","2",$$ - $$$,$$ - $$$,"0","8",4.000000,"4","4","0","4",6 Stora Soedergatan,Vastra martensgatan 2,"17","21",19.000000,"4","3","0","4",222 23,223 53,"6","6",6.000000,"4","1","0","4",FoodEstablishment,FoodEstablishment,"17","17",17.000000,"4","4",55.700057,55.701557,0.001500,222.803795,55.700949,55.701091,0.000602,55.700057,55.700057,55.700399,55.701498,0.001099,"4","4",13.191349,13.193459,0.002110,52.770391,13.192598,13.192791,0.000857,13.191349,13.191349,13.191805,13.193390,0.001584
