,Jan_Freq,Jan_Term,Feb_Freq,Feb_Term,Mar_Freq,Mar_Term,Apr_Freq,Apr_Term,May_Freq,May_Term,Jun_Freq,Jun_Term,Jul_Freq,Jul_Term,Aug_Freq,Aug_Term,Sep_Freq,Sep_Term,Oct_Freq,Oct_Term,Nov_Freq,Nov_Term,Dec_Freq,Dec_Term
20,5.934279164,chateau,2.024433247,church,11.45797194,grass,14.60478282,classical,11.30494599,steeple,2.725726839,campus,15.28291224,site,3.424040414,apartment,52.18481415,town,9.527266949,steeple,2.987292247,chateau,4.027665871,classical
21,5.934487664,church,2.005391806,place,26.19450915,facade,27.37091421,landmark,46.76961325,property,11.13916716,castle,7.082629319,cottage,4.304496824,almshouse,25.14387501,settlement,9.3089908,gothic,2.887743002,property,4.028196106,steeple
22,4.916862874,neighbourhood,2.013356278,parish,3.00047538,brick,4.347603268,spring,12.53697304,real,2.979704751,statue,23.12228064,public,1.766893652,window,25.14478056,human,107.9525566,building,8.60049038,sky,4.017308719,brick
23,4.956605059,site,4.475110816,city,53.13642466,landmark,3.743719664,lawn,1.722990653,chapel,1.86208287,fixture,23.11349587,space,53.67700565,classical,11.67811842,residential,7.646334969,presidential,2.049283083,historic,11.69012318,area
24,4.958750788,cathedral,2.488543284,town,2.881149262,roof,61.44674569,architecture,1.74142585,national,51.00583519,classical,72.74880763,facade,184.3620004,building,14.10426843,neighbourhood,6.598218864,historic,2.063618965,tower,3.04015822,historic
25,4.005208108,wall,2.977025934,grass,5.837146009,spring,0.686403556,monument,15.67357804,historic,1.809309593,villa,2.15591031,siding,1.876453637,sculpture,3.8585157,light,61.74563053,estate,2.05945079,site,3.079737515,gothic
26,4.006259623,manor,4.898769169,tree,76.04199028,building,16.42576551,grass,7.959154601,tower,16.04913591,real,2.098018515,farmhouse,100.8679621,landmark,5.711835793,use,37.98948451,property,2.056635549,steeple,3.053379943,public
27,3.97454248,mixed,1.097265603,waterway,2.050376204,basilica,14.16286838,tree,79.4676727,landmark,2.03542881,university,1.8986723,byzantine,221.0036157,architecture,5.711689011,mixed,4.300540641,site,2.062436378,cathedral,3.052080229,tower
28,3.965243365,use,0.5020195,street,2.042389902,white,11.70551644,sky,119.7318729,building,3.600197413,light,7.012502238,mixed,1.846826266,college,1.612222685,cottage,3.891540556,brick,2.069100226,gothic,3.053579284,street
29,18.65562587,city,2.025589519,sky,2.070161545,presidential,1.719941116,historic,10.06246353,tourism,134.5046774,building,6.948873982,use,15.06916457,historic,1.588408217,downtown,3.669478792,castle,2.053967205,area,3.055800827,site
30,13.79125126,town,1.030571536,area,108.5876084,architecture,4.424793272,facade,140.0422983,architecture,84.12247087,landmark,24.55938847,neighbourhood,11.95293036,residential,134.206379,building,49.86965933,sky,2.985561218,tree,11.68170545,sky
31,12.50637702,sky,,,32.81060612,sky,2.202501559,area,17.89152443,facade,179.2635009,architecture,64.31698075,city,37.2769109,tree,39.79102813,city,26.02741439,town,,,11.68445818,tree
32,13.23578316,area,,,25.05165156,city,,,38.35088381,sky,37.19028752,facade,240.0811464,architecture,28.76242388,facade,151.9788375,architecture,14.81871788,city,,,3.055189077,space
33,13.47940796,tree,,,21.74478902,tree,,,33.55178459,tree,26.11254374,tree,166.4601553,building,37.37088788,sky,28.58360135,classical,22.15808794,tree,,,,
34,,,,,20.08750157,town,,,16.40506792,medieval,26.02197199,sky,101.1454613,landmark,8.728945128,roof,58.34526866,landmark,,,,,,
35,,,,,7.727563151,historic,,,13.93950653,church,16.86069903,city,81.93016703,sky,13.76609743,grass,24.85827156,tree,,,,,,
36,,,,,7.102201729,medieval,,,6.054249011,roof,10.80164845,town,23.51809385,human,12.97730996,city,27.59011624,sky,,,,,,
37,,,,,5.82073451,area,,,12.28590218,classical,9.393261072,grass,23.51501239,settlement,12.00134536,area,17.87307633,facade,,,,,,
38,,,,,,,,,18.04082551,city,6.524114349,cloud,56.3535163,property,9.946734259,town,11.15068197,area,,,,,,
39,,,,,,,,,7.113957487,site,6.427679902,historic,21.30175393,residential,,,9.18402548,historic,,,,,,
40,,,,,,,,,9.421861484,spring,,,54.80012943,house,,,,,,,,,,
41,,,,,,,,,,,,,58.83934059,estate,,,,,,,,,,
42,,,,,,,,,,,,,35.81622229,area,,,,,,,,,,
43,,,,,,,,,,,,,34.73172648,tree,,,,,,,,,,
44,,,,,,,,,,,,,26.14031088,classical,,,,,,,,,,
45,,,,,,,,,,,,,16.05557856,historic,,,,,,,,,,
46,,,,,,,,,,,,,29.95169929,home,,,,,,,,,,
