,Jan_Freq,Jan_Term,Feb_Freq,Feb_Term,Mar_Freq,Mar_Term,Apr_Freq,Apr_Term,May_Freq,May_Term,Jun_Freq,Jun_Term,Jul_Freq,Jul_Term,Aug_Freq,Aug_Term,Sep_Freq,Sep_Term,Oct_Freq,Oct_Term,Nov_Freq,Nov_Term,Dec_Freq,Dec_Term
0,0.007459251,flooring,0.005356935,street,3.260214718,flooring,3.55876036,infrastructure,30.29232174,grassland,16.74633279,human,22.07387142,metropolitan,13.43488145,river,5.819335089,fountain,0.953913955,interior,0.005447984,lot,0.005946935,lot
1,0.007069554,plaza,0.006014194,parish,2.001598802,room,3.102979763,lane,22.61724419,pasture,16.41117271,neighbourhood,16.36644407,photography,10.9932247,body,4.224491373,feature,0.95041626,industry,0.005022346,land,0.005762003,land
2,0.006846127,venue,0.005154786,lane,1.998656395,gym,6.016654954,mountain,14.83022994,meadow,16.74669908,settlement,14.28490898,aerial,13.21570609,bank,3.314656653,pool,0.952951481,factory,0.004900546,lawn,0.006025978,asphalt
3,0.006607694,room,0.005788542,settlement,2.000656818,floor,5.745197025,cloud,13.07237428,field,12.94411981,urban,13.54789723,design,6.437732182,watercourse,3.307712392,reflecting,0.952857855,hall,0.004969048,phenomenon,0.005902014,field
4,0.00659954,equipment,0.005634303,bank,2.004737261,physical,6.139266102,urban,9.864790302,plain,12.99436013,residential,13.34240169,suburb,15.48371461,resources,2.378028522,photography,0.951304676,floor,0.004659982,geological,0.005918112,pasture
5,0.006530259,square,0.005623066,field,1.996231248,fitness,4.504535823,street,17.09592545,lot,7.41559982,square,13.34546398,view,4.790993909,reflection,3.427510048,park,0.953662856,design,0.005226888,gothic,0.005869774,phenomenon
6,0.006431052,vacation,0.005626423,grassland,1.999973871,exercise,1.021394342,vehicle,7.585144629,prairie,3.518084843,use,13.34613523,eye,4.161776419,reservoir,9.043346623,garden,0.079813321,highland,0.005112513,historic,0.005648948,line
7,0.006120565,centre,0.00555256,nature,1.374849887,hardwood,1.442798624,transport,7.565373441,rural,3.520319259,mixed,13.34876232,bird,3.360369241,bridge,3.348372217,botanical,0.078887633,dirt,0.005120095,site,0.005676741,atmospheric
8,0.006606064,table,0.005488534,phenomenon,1.370239522,venue,7.238641685,area,17.09740586,land,3.514100362,design,35.54643881,urban,3.295819731,lake,0.92694577,fish,0.078179631,window,0.004905542,reserve,0.006677782,stately
9,0.006435382,park,0.005494477,neighbourhood,1.37410956,sport,3.817663188,road,5.320739318,mustard,4.525261669,cottage,2.928704058,metropolis,3.293416402,canal,5.79290308,botany,0.077426833,history,0.004898654,wilderness,0.005639667,park
10,0.006515623,interior,0.005352395,worship,0.120048651,vehicle,0.533573693,stop,5.002594917,ecoregion,2.659172776,headquarters,2.20019459,cityscape,3.13963735,rock,2.548408692,pond,0.078449616,stream,0.004882649,cloud,0.00647715,wall
11,0.006954085,spring,0.005338348,church,0.112000239,car,0.532800871,bus,4.133547245,community,2.662808031,metropolitan,1.884679321,condominium,2.531535556,fish,0.920310953,reservoir,0.077474425,vehicle,0.005003017,cathedral,0.006085965,ruins
12,0.007647321,sport,0.005223714,medieval,0.122060009,infrastructure,0.567665844,wilderness,3.623338581,farm,26.31195735,area,1.881837005,block,52.12363831,water,13.8624465,water,0.08249688,yard,0.004823158,bed,0.005678684,waterway
13,0.006862144,ditch,0.005177751,human,0.130500995,monochrome,5.698369448,town,3.621982879,bovine,2.276160558,farmhouse,62.29027797,area,1.664020213,stream,2.597199782,lawn,0.077500966,loch,0.004901304,tower,0.005726417,castle
14,0.00678068,geological,0.005163522,reserve,0.131947358,view,4.184396927,city,3.625367605,grazing,2.224405355,suburb,20.3868858,residential,10.32929976,waterway,1.709560663,reflection,0.079009877,family,0.005121528,plant,0.005611944,water
15,0.006366242,travel,0.005204485,atmospheric,0.126553206,seat,0.445388515,neighbourhood,3.601967706,steppe,1.804193919,bicycle,17.78573641,human,3.2636462,evening,1.728580463,resources,0.077003482,thoroughfare,0.004774677,steeple,0.005595673,mixed
16,0.006544867,field,0.00506864,plain,0.118101054,tourism,0.449972805,roof,3.275970161,soil,1.802497735,corporate,17.78134025,settlement,21.16823642,nature,2.607828103,public,0.081534076,metropolitan,0.005279669,property,0.005557903,use
17,0.006453696,meadow,0.004973729,morning,0.124870668,eye,4.85427716,sky,2.721128984,rapeseed,1.797395087,commercial,1.494049551,campus,8.722518388,pond,2.604673056,space,0.081289012,aerial,0.004937593,area,0.0054556,manor
18,0.006123877,roof,0.005044451,place,0.121142766,fence,0.146464936,thoroughfare,1.861412356,canola,7.8101018,vehicle,1.4317675,apartment,2.495722365,morning,0.9246761,bank,0.07858709,apartment,0.005094914,residence,0.005503365,roof
19,0.006052575,design,0.004925086,river,0.120536297,government,0.107560053,metropolitan,1.824009776,atmospheric,5.270639376,street,13.89315955,neighbourhood,2.497753609,atmosphere,0.763259275,waterway,0.079754615,eye,0.004927503,chateau,0.005402322,chateau
20,0.006893758,abbey,0.004713654,chateau,0.122648001,bird,0.114407513,ancient,15.00767639,green,10.84332969,space,3.152227647,use,10.13921353,reserve,5.017073154,tree,0.079108084,bird,0.004697823,environment,0.006010147,grassland
21,0.006379782,body,0.005459069,rural,0.116846226,body,0.112547704,column,28.15221972,environment,10.84159569,public,1.569780234,commercial,1.736950704,channel,0.128198811,course,0.078562658,view,0.004710504,official,0.005824141,environment
22,0.006393463,resources,0.005322201,waterway,0.120855722,cloud,0.108701665,fen,1.495712218,bird,4.344309024,transport,3.089880564,mixed,1.508598956,shore,3.401340487,grass,0.076804494,suburb,0.004543865,wall,0.006450704,tower
23,0.006754743,baptistery,0.005226395,winter,0.119926038,presidential,0.106919626,freshwater,1.481623168,eye,2.809850963,car,17.05387754,city,7.874359996,vegetation,0.128286696,floor,0.079322265,cobblestone,0.00522921,grass,0.005460601,road
24,0.006583917,byzantine,0.004935212,cloud,0.118936626,college,0.105878944,shade,1.490670826,view,34.30653191,town,0.27846249,brickwork,1.736292986,transportation,0.131499901,woody,0.081310811,lens,0.005068418,stately,0.006232077,street
25,0.006571593,college,0.005422595,road,0.118158405,black,0.106595058,monument,1.480824809,aerial,7.047598065,plaza,1.078463354,road,1.7213964,infrastructure,0.126852581,restaurant,0.079464635,reflecting,0.004880741,bank,0.006174899,space
26,0.006543953,vehicle,0.005518264,land,0.120205892,rural,0.103890444,glass,4.90846578,cloud,1.796099514,photography,0.118177836,surface,0.84453442,oceanic,0.126283035,alley,0.081147811,slope,0.004884598,city,0.006118589,gothic
27,0.006429224,chapel,0.004981418,town,0.118870661,window,0.109635645,vegetation,2.489054949,photography,4.502648046,roof,0.121545288,goal,0.845367627,landforms,0.133777968,abbey,0.080584463,riparian,0.00481646,town,0.005777804,site
28,0.006397389,campus,0.005234655,lot,0.117827925,plant,0.114650708,trail,57.44192836,natural,3.892294665,daytime,0.121570065,net,0.845850862,coastal,0.12306404,table,0.078988265,fisheye,0.005433329,place,0.005605553,public
29,0.006344419,steeple,0.005077151,property,0.116991859,local,0.108659456,woody,2.720807816,yellow,25.27270828,city,0.116988259,infrastructure,1.058906916,coast,0.13472031,dealership,0.079550283,zone,0.00524624,body,0.005544329,historic
30,0.006905504,cloud,0.005980686,city,1.366761043,building,1.579850079,tree,32.1863125,landscape,7.218814864,real,2.060525153,landscape,8.679033324,environment,2.827140813,sky,1.39428164,building,0.005163955,watercourse,0.006014863,home
31,0.008146047,mixed,0.005605956,area,0.129499258,daytime,0.238058523,residential,27.20756125,grass,33.66577344,building,1.596633589,town,22.31376032,natural,1.376640107,architecture,0.079859719,biome,0.005356263,estate,0.005917271,steeple
32,0.007051242,metropolitan,0.005351884,wetland,0.126271675,spire,0.13589895,line,13.49700939,nature,27.17171125,architecture,1.039483779,natural,13.80875737,landscape,0.131709576,memorial,0.523154005,architecture,0.005563136,sky,0.005864948,classical
33,0.006834428,farm,0.005486435,residence,0.121691727,plaza,0.847604985,architecture,2.70992254,horizon,14.51509642,house,0.271828441,roof,1.613208377,wilderness,0.131284978,bovine,0.086182847,botany,0.004986393,home,0.00675528,medieval
34,0.007347836,use,0.005688998,water,0.125669808,neighbourhood,0.12299474,soil,6.951894699,vegetation,10.41806669,property,,,3.303527619,cloud,0.207839569,building,0.079465179,plain,0.005001514,resources,0.0060133,spire
35,0.008128567,settlement,0.005584817,home,0.123814546,cathedral,0.114236867,reservoir,15.78753782,sky,9.306213645,sky,,,7.894673339,sky,0.133234575,spring,0.090606457,home,0.005129542,landmark,0.00643146,area
36,0.006876375,night,0.005697277,tree,0.124562739,historic,0.115421835,tourist,9.780675281,plant,7.338516961,facade,,,3.610808217,grass,0.133163933,monument,0.081981437,real,0.00516702,building,0.006027913,estate
37,0.007729107,human,0.005515845,sky,0.122051935,landscape,0.120832634,rural,4.230192291,daytime,7.958188,landmark,,,3.704756551,tree,0.14697378,city,0.089587495,sky,0.004964773,river,0.005914073,settlement
38,0.008563859,town,0.005396168,facade,0.121167917,tourist,0.160280632,building,7.901776868,area,6.666968358,home,,,4.217607147,architecture,0.136832529,gothic,0.08740621,house,0.004932977,waterway,0.006818219,architecture
39,0.009382792,architecture,0.005338513,house,0.122796805,house,0.128250415,plain,4.874245395,reserve,7.39476048,estate,,,2.577192549,botany,0.134038616,meadow,0.080878806,pond,0.004916378,worship,0.006442517,landmark
40,0.007392349,worship,0.005262928,environment,0.121106705,medieval,0.125953102,field,3.590628438,lawn,,,,,,,0.136754885,facade,0.080582278,brick,0.004910746,facade,0.006139564,city
41,0.008077005,city,0.00529118,architecture,0.12073051,residence,0.133384009,grass,,,,,,,,,0.136096922,place,0.080386319,castle,,,0.00607665,church
42,0.006861261,bank,0.00527638,landscape,,,0.125317196,land,,,,,,,,,0.135639083,medieval,0.085997836,tree,,,0.005917646,worship
43,0.007749438,area,0.005253177,mansion,,,0.129819184,house,,,,,,,,,,,0.084688066,grass,,,0.006192692,building
44,0.007135558,church,,,,,0.125184413,property,,,,,,,,,,,0.082194639,residential,,,0.005834565,human
45,0.007657149,facade,,,,,,,,,,,,,,,,,0.08170986,presidential,,,0.005918541,tree
46,0.007815854,landmark,,,,,,,,,,,,,,,,,0.082170278,cloud,,,0.005851065,sky
47,0.007629703,tree,,,,,,,,,,,,,,,,,0.083900248,area,,,,
48,0.008019267,building,,,,,,,,,,,,,,,,,0.084248277,property,,,,
49,0.007025024,urban,,,,,,,,,,,,,,,,,0.083215032,water,,,,
50,0.007191245,medieval,,,,,,,,,,,,,,,,,0.082886614,medieval,,,,
51,0.007179895,home,,,,,,,,,,,,,,,,,0.082529222,garden,,,,
