,"[Chinese, (Sim.)]_Term",[Danish]_Term,[Dutch]_Term,[English]_Term,[Finnish]_Term,[French]_Term,[German]_Term,[Italian]_Term,[Japanese]_Term,[Norwegian]_Term,[Polish]_Term,[Portuguese]_Term,[Russian]_Term,[Spanish]_Term,[Swedish]_Term,[Turkish]_Term
0,-1.1818439,-1.0511663,-1.4312184,-0.77635175,-1.1254387,-0.4245521,-1.0875754,-0.5708818,-0.993121,-1.085896,-0.8272839,-1.1767416,-1.1883787,-1.003581,-0.81629235,-1.0498098
1,-0.04161605,-0.10953809,-0.6316821,-0.28226495,-0.58139956,-0.1294875,-0.10390961,0.027359813,-0.095026225,-0.18699522,-0.0988235,-0.28694358,-0.55676043,-0.14740711,-0.42507455,0.00043045977
2,0.5399667,0.34446174,0.26543054,0.4751828,0.26465634,-0.06809653,-0.33070794,0.1890465,0.23499377,-0.15895714,-0.06333471,0.69285244,0.7082036,-0.25899175,0.30058703,-0.055475514
3,-0.41041073,0.10719715,0.33152503,0.45699257,-0.06216766,0.52050376,-0.13882571,0.3874684,-0.04598128,0.051258057,0.37121573,-0.1707899,-0.18652529,-0.23885766,0.22765373,0.43138477
4,0.13698772,0.096753195,0.5438928,0.40621278,0.106999144,0.7006449,-0.2834107,0.17607866,0.3694481,0.5567661,0.21106893,0.16602847,0.29022276,0.91662765,0.3897829,0.26646522
5,-0.69915575,-0.31445345,-0.14871758,-0.14494856,-0.41165218,-0.011318111,-0.11982565,-0.4228908,0.17280456,-0.12175092,-0.06787069,-0.28991246,0.4391143,-0.5658462,0.54346555,-0.26311487
6,-1.0610656,-0.70029515,-0.9765522,-0.8590508,-0.8042837,-0.66522044,-0.48042598,-0.7193964,-0.5842555,-0.18933788,-0.6404939,-0.9452942,-0.8127461,-0.09615463,-0.20678256,-0.5023336
7,-0.2685201,-0.24755731,0.18947709,-0.32307377,-0.07919443,0.073356666,0.42288724,0.094510354,-0.16273022,-0.028506557,0.27400383,-0.15569136,-0.16294548,-0.2166106,0.026583394,0.259539
8,0.06919158,0.7195712,0.692655,0.84440416,-0.32943106,0.82170033,0.5069416,0.773473,-0.0893699,-0.02155294,0.26511136,0.634064,0.73331237,0.22149242,0.27046558,0.4327403
9,0.47328636,0.17519425,0.29617068,0.1956437,0.7316028,0.18457465,-0.11354807,0.5123476,0.31946164,0.018745437,0.784543,0.10359956,0.24308234,-0.25595397,0.19723982,0.33223313
10,0.03625899,0.04563949,0.47464308,0.23956291,0.078282714,0.23066913,-0.06369861,0.67042375,0.6429984,0.041926965,0.22297998,-0.3451517,-0.11353832,-0.46640944,0.6159146,0.14933126
11,-0.20625295,-0.59137154,-0.8198461,-0.69513154,-0.41824943,-0.7067735,-0.5355446,-0.670475,-0.5769026,-0.41134274,-0.5565924,-0.6718364,-0.46865153,-0.34987253,-0.61134666,-0.6616309
12,0.9065775,0.5420453,0.40166727,-0.006738388,0.45707297,0.73916346,1.0499136,0.75995517,0.78228414,0.4244985,0.7728689,0.6239728,0.8705792,0.5138848,0.8802276,0.6845104
13,0.37152824,0.055777527,0.60470515,0.762023,0.43783703,0.30943182,0.17986561,0.37043595,0.023138536,0.4880484,0.59920454,0.2483221,0.6014098,0.2457799,-0.07749818,0.23922385
14,-0.7119543,-0.7147717,-0.9315039,-0.54294455,-0.7689461,-0.4637917,-0.2019685,-0.47646797,-0.08234831,-0.5327497,-0.3755628,-0.7053215,-0.23910658,-0.79204625,-0.42150193,-0.4380071
15,0.041338246,-0.39347994,-0.27702323,-0.21432514,0.119106345,0.09188169,-0.3050581,-0.5076285,-0.09244601,-0.42980042,-0.1666663,-0.36726612,0.022792436,-0.46312982,-0.07087981,-0.18257472
16,-0.17691639,0.31078434,-0.38548875,-0.7584231,0.09529585,0.030691577,-0.13673185,-0.58682775,-0.19184484,-0.10193663,0.451332,0.025737142,0.08566267,-0.21332946,0.053944737,-0.11410562
17,0.40643877,0.54266787,0.38773993,0.43451253,0.47701585,0.5388377,0.18944156,0.21193677,0.10032968,-0.06457534,0.54142976,0.40175787,0.30168247,0.52154654,0.4475908,0.34716925
18,1.3315779,0.74843204,1.2673568,1.1908438,0.43951553,0.5958473,0.956693,1.1367054,1.0574023,0.88667274,1.18336,1.1415436,1.3558099,1.2144092,0.863014,1.0843463
19,-0.1736174,-0.0699039,-0.65347147,-0.3294739,-0.98283213,-0.095740534,0.36015987,-0.054818,0.30483958,0.14954177,-0.24237156,-0.36920738,-0.16141754,0.19249973,0.17384245,-0.36096102
20,0.27813658,0.5511174,0.7965502,0.8775694,0.9565574,0.6759542,0.81299174,0.4439266,0.9604137,0.6674481,0.9482914,0.20846395,1.2494804,0.45433864,0.5779134,1.0409981
21,1.2112505,0.99275327,1.2278087,1.1150346,0.87750417,0.8049936,0.8957992,0.90048885,1.005612,1.1527163,0.9600084,1.282195,1.4746765,0.67208654,0.8537797,0.9880144
22,-1.584767,-1.6914172,-1.3780332,-1.2309899,-1.2891788,-1.4334744,-0.9661102,-0.9505172,-0.9038007,-1.0729853,-1.0944707,-1.082193,-1.5909196,-1.0198503,-1.2488809,-1.0982385
23,0.2972393,0.11600106,-0.22057861,0.19443724,0.14601244,0.20824988,0.6986227,0.03153647,0.27580258,0.4169072,0.20238256,0.17732367,-0.09549962,0.10105128,0.31315672,0.05015664
24,-0.61470217,0.0041400646,-0.69744766,-0.6443156,-0.20227812,-0.30076236,-0.30469024,-0.560973,-0.69092953,-0.42330378,-0.3705893,-0.43568796,-0.31340757,-0.5016456,-0.02286192,-0.28757837
25,-0.27369353,-0.31763583,-0.11957422,0.17848642,-0.14188449,-0.02176737,-0.6048127,0.098771416,-0.3446708,0.23558585,-0.3259027,-0.027399806,-0.3703584,-0.41333592,-0.50505054,0.5488085
26,-1.3070112,-1.4110359,-1.1048415,-0.9892934,-1.5773363,-0.5556608,-1.0085762,-0.75666636,-1.2347496,-0.7247367,-0.90492994,-1.0992203,-1.0090768,-0.98741454,-1.1906812,-0.6895155
27,-0.30169246,-0.31153828,-0.15222648,-0.27143368,-0.19317158,-0.17506869,-0.42896622,-0.4118271,-0.15691304,-0.20289908,-0.4401076,-0.15115698,0.16686983,-0.7109303,-0.37158856,0.12694936
28,-0.2828863,0.07571562,-0.17443718,0.30351847,0.0281355,0.018758528,-0.2630685,-0.5119431,-0.12600175,0.32100403,-0.47381705,0.27159578,0.05296329,-0.6120273,0.22120577,0.32402265
29,0.25795773,0.021133266,0.40249887,-0.05739126,-0.25088108,0.0019414326,-0.010073055,0.16891202,0.019196618,0.0636041,0.14483884,0.32487386,0.24813968,0.24128081,0.6165759,0.044605777
30,-0.20054516,-0.37841898,-0.19260424,-0.32691014,-0.6889358,-0.12736551,-0.49882793,-0.24496931,0.08755461,0.13844174,-0.08464363,-0.44965774,-0.39105487,0.0314776,-0.3853889,-0.21794912
31,0.35863593,0.13626209,0.60175073,-0.16940366,-0.2561218,0.31181765,0.5042303,0.39600798,0.027095266,0.42956302,0.29262683,0.21033299,0.383951,0.36236972,0.3339337,-0.2834139
32,1.0835425,0.90333664,1.3489865,1.9930297,0.8963152,1.0801739,0.5391792,1.0020787,0.9412247,1.010995,0.97898173,1.1970001,0.92195654,0.69159484,0.6731595,0.7371302
33,-0.21733436,0.2519843,-0.013895378,0.07370314,0.186582,0.4183894,0.176729,0.30298948,0.3238475,-0.088919334,0.13935679,0.018159963,0.038498633,-0.15212506,0.373527,-0.035780746
34,0.3106058,-0.107061714,-0.19718318,-0.14909936,0.54274994,0.12596342,0.02637288,-0.091252185,0.105341464,-0.17747013,0.10856219,0.011707592,0.2680924,0.30378506,0.27756834,0.3202508
35,0.51425964,0.5298887,0.64394397,0.4084514,0.7955957,0.83251476,0.5398712,1.0494595,0.7874488,0.9056613,1.1486695,0.61948866,0.51011235,1.0722374,0.22359999,0.80111164
