,"[Chinese, (Sim.)]_Term",[Danish]_Term,[Dutch]_Term,[English]_Term,[Finnish]_Term,[French]_Term,[German]_Term,[Italian]_Term,[Japanese]_Term,[Norwegian]_Term,[Polish]_Term,[Portuguese]_Term,[Russian]_Term,[Spanish]_Term,[Swedish]_Term,[Turkish]_Term
0,-0.55460966,-1.197367,-0.7662972,-0.8904955,-1.1601285,-1.4432002,-0.6161617,-1.0828074,-0.8272691,-1.2967002,-0.83479345,-1.0741559,-1.0545993,-0.8815068,-1.1036211,-0.79119354
1,-0.1604109,0.26953948,0.14538616,0.009455714,-1.036065,0.24563408,-0.0034929782,-0.29283544,0.10679224,0.007939579,-0.3461237,-0.16952497,0.13789402,-0.15837899,0.2199108,-0.061441932
2,0.27297992,-0.37121436,0.046848316,0.32655862,-0.29235944,-0.03354622,0.22140795,-0.19324303,0.28575125,0.12432403,-0.030389236,0.4870901,0.14918758,0.7151993,0.35414645,-0.32275626
3,0.12694103,0.102511026,-0.028160272,-0.093445905,-0.22167307,0.08679088,0.5701056,-0.1105784,0.121226616,-0.007595183,0.30361706,0.312306,0.35436323,0.07812525,0.26430124,0.5066835
4,0.43896753,1.1677233,0.22319423,-0.40074855,0.54229504,0.7897672,0.36892936,0.048020408,0.2857722,0.4647947,0.2814262,-0.032692917,0.6054845,-0.16762479,-0.1784403,0.23342586
5,-0.7944047,0.026626078,0.14617528,-0.3585248,-0.3299416,-0.37944084,0.15518549,-0.00854341,-0.15735196,0.2024103,-0.1164264,-0.48958284,-0.45458823,-0.5119071,-0.41120237,-0.36492294
6,-0.7694831,-0.29883856,-0.5903137,-0.8602627,-0.57330775,-0.49132994,-0.2351199,-0.38853052,-0.6703833,-0.13424787,-0.6219868,-0.85817075,-0.23255098,-0.375266,-0.8173246,-0.45451596
7,-0.054370888,0.16801976,0.21034424,-0.12733041,0.23240264,-0.04514183,0.36486587,0.43267277,-0.01955229,0.23459747,0.02447892,-0.1286453,0.46402782,-0.07649521,0.2988607,0.36578453
8,-0.27982917,-0.27390918,0.8327979,0.53040785,-0.12829325,0.89681524,0.3703987,0.16874188,0.26365915,0.3407304,0.13971306,0.10135644,0.039177626,0.2970555,0.26962963,0.5069665
9,0.072889015,0.110229485,-0.12362469,0.39764753,0.30321524,0.49507084,0.2997302,0.0075947884,-0.04690237,-0.15444334,0.9298947,0.42814744,0.30864742,0.3054846,0.2795801,0.39820212
10,0.55200326,-0.14461026,0.06120505,0.23998879,-0.17487699,-0.20661232,0.84019715,0.18542057,0.22288492,0.029640498,0.1379837,-0.18724915,-0.03552587,0.36660644,0.06817847,0.24123116
11,-0.83529764,-0.6053528,-0.62835443,-0.55978245,-0.6471176,-0.5092213,-0.05391802,-0.39639786,-0.45840508,-0.31804445,-0.41585755,-0.44596136,-0.59188944,-0.5012054,-0.7248819,-0.75628096
12,0.9924727,0.5800786,0.69335735,0.7718794,0.38324535,0.6044439,1.0907359,0.9102489,0.236036,0.56095415,0.7781381,0.45077747,0.51345974,0.6005158,0.5114809,0.7060161
13,0.59433216,0.3020149,0.13246189,0.08619362,0.32126895,0.042099018,0.011355583,0.2836587,-0.07972717,0.14814554,0.66643834,0.49638227,0.45726317,0.04130079,0.16977435,0.3202875
14,0.25620785,-0.10253025,-0.07083874,-0.4753868,-0.8035907,-0.6500757,-0.5492322,-0.18689814,0.0057799425,-0.5118631,-0.11029885,-0.36896998,-0.6943307,-0.16779606,0.31567904,-0.52726716
15,-0.115444124,-0.07832575,-0.18462196,-0.083860256,-0.21326959,0.011434977,-0.42283106,-0.32062417,-0.24005954,-0.2014142,-0.16853961,-0.2968524,-0.2993354,-0.0043127844,-0.27265468,-0.21199052
16,-0.4224594,-0.16988052,-0.3022245,-0.20006733,0.41793,0.01827537,-0.29211482,-0.3311361,-0.7041596,0.018175002,0.34876,-0.004453042,0.21387076,-0.24640533,0.06182547,-0.20218197
17,-0.010727657,0.5204545,0.32300946,0.48322982,0.43878627,0.2962756,0.062679805,0.23266427,0.33781928,0.45534107,0.35528216,0.0890303,0.356322,0.48349002,0.19687366,0.2263362
18,0.71464473,0.9380298,0.63694537,0.7417259,0.8123911,0.9415401,1.1302577,0.80103225,0.93004274,0.76821476,1.2892715,1.0334733,1.0391376,0.7770636,0.8069447,0.8676767
19,0.48289683,0.21611488,-0.3425976,-0.26388007,-0.59181607,-0.15438561,0.10075695,0.3343499,0.03520839,0.120213695,-0.18224032,-0.33206037,0.22850108,-0.18760943,0.06892705,-0.22768633
20,0.24174717,0.6736397,1.2389114,0.23369412,1.1611134,0.94523644,0.42261416,0.5805002,0.022555253,0.3918394,1.0829649,0.519723,0.8652174,0.22560914,0.16641024,1.1774812
21,1.1294129,0.75126845,0.93183005,0.983822,1.5096132,0.9383004,0.6955292,1.0509967,0.73242575,0.40888733,0.9789793,1.4474732,0.8922483,0.35849458,0.80277383,1.0004812
22,-1.392507,-1.1320051,-1.3451031,-1.2519479,-1.2482526,-1.1869391,-1.2481848,-0.89933,-0.7438239,-1.1614918,-0.717955,-0.84356356,-0.848835,-0.8918905,-1.2465103,-0.93954843
23,0.62810194,-0.10068252,0.46713418,0.39403555,0.09152391,0.40004072,0.57435656,0.4226057,0.2310502,0.2298793,0.21339697,0.2260706,-0.05771537,0.34399325,0.15129882,0.118252344
24,-0.48317474,-0.2777043,-0.06151919,-0.31786895,-0.36977008,-0.47377566,-0.30207935,0.041119106,-0.51820344,-0.65002984,-0.41795653,-0.67529,-0.5691641,-0.5316162,-0.44086742,-0.15414754
25,-0.047806475,-0.58333945,-0.13524562,-0.39718008,-0.08850444,-0.21384713,0.21795471,-0.30016568,-0.4815252,-0.5665291,-0.42525473,0.10677582,-0.099200584,-0.098002166,-0.36415255,0.6360244
26,-0.9826855,-1.131826,-0.8171117,-1.0020729,-1.3063498,-1.009101,-1.000958,-1.0345128,-1.2043242,-0.7190903,-0.9414872,-1.0259233,-0.8150181,-1.0478501,-0.82190824,-0.60109717
27,-0.27025577,-0.16079026,-0.287869,-0.078312896,-0.32716548,-0.6786359,-0.45388994,-0.23503998,-0.18671164,0.02731565,-0.36829385,-0.4721426,-0.58272713,0.23233438,-0.30056006,-0.09504618
28,0.12006355,0.3519322,-0.010699172,0.046510745,-0.033425514,0.023401674,-0.34235957,-0.15264755,-0.38301256,-0.6121944,-0.38983482,-0.28178272,0.015705407,-0.034327693,-0.3961099,0.1942199
29,0.087498784,0.21883698,0.10190658,-0.08266416,0.045216627,0.13406788,-0.12330657,0.38326728,0.2990615,0.5447363,0.201153,-0.046412885,0.07363022,-0.0117349485,0.33534682,0.28125924
30,-0.34081984,-0.027403899,-0.21596971,-0.70140123,-0.57674545,-0.25841543,0.019590152,-0.2038427,-0.36546952,-0.18303742,-0.013796174,-0.2507611,0.31012148,-0.5388887,-0.59106416,-0.24496773
31,0.2184139,0.03724667,0.29074782,0.024304468,-0.012064658,0.16815431,0.16646707,0.13182427,0.3674329,0.3311433,0.33329713,0.32649282,0.21869738,-0.41054,0.58452886,-0.13851815
32,0.7726447,0.50303495,0.65572196,0.8517248,0.9395268,1.1156081,0.17468873,0.43453336,0.95651644,0.42011136,0.7297511,0.90041864,0.26617575,0.71462834,1.043166,0.4553011
33,0.12689137,0.03985434,0.5083616,0.5882945,-0.3185228,0.33716756,0.39011243,0.39386585,0.5211123,-0.25649327,0.46183312,0.4130476,0.04316093,0.030333085,0.33756736,0.32256815
34,0.030710423,0.17747334,0.0025402245,0.037899192,0.35237592,0.099438995,-0.032400962,0.12917863,0.032237343,-0.12273858,0.13253719,0.002209893,0.026804684,-0.366217,-0.42293704,0.40208483
35,1.1123327,1.1835622,0.5725936,0.6443701,0.72899306,0.33939773,1.2304168,0.60152626,0.50857157,0.8524487,1.0792849,0.54397756,0.59083617,0.68704474,0.8120922,0.8294814
36,0.091236755,0.453042,0.5264108,0.63699484,0.007930214,0.42952007,0.47308552,0.9084546,0.48690465,0.58855706,-0.13575178,0.30121842,0.35363415,0.0050346954,0.015190021,0.13462411
37,-0.1508843,-0.18992922,0.03418142,-0.48041838,0.2311865,0.026605673,0.16363764,-0.49822634,-0.45998865,-0.17781432,-0.02109218,-0.37130928,-0.3676751,-0.33381695,-0.67433083,-0.10241606
38,-0.9472469,-1.0743619,-1.2011867,-0.9281476,-1.3169372,-1.1609366,-1.1190255,-1.0909133,-1.391884,-1.2762284,-1.2902614,-0.9716493,-1.1983943,-1.3293253,-1.2330973,-1.5734172
39,-0.05920478,0.059911713,0.41868794,0.013354988,0.49721462,0.8476748,-0.022377886,0.41737485,0.16478866,0.24404944,0.39646742,0.5964427,0.22470163,0.12046986,-0.034883402,0.0034430614
40,-0.5158074,-0.94653696,-0.36606038,-0.61427337,-0.38432467,-0.56021446,-0.069808364,-0.21530302,-0.94677997,-0.35918182,-0.97787863,-0.80958694,-0.8472083,-0.5945756,-1.2102462,-1.0974758
41,1.300248,1.4847658,1.4267291,1.0151584,0.9899466,0.98549914,1.0473639,1.094658,0.9297593,0.6468229,1.2181729,0.92763126,1.1156274,1.3513324,0.9018616,0.5935222
42,-0.051627036,0.07580776,0.009328316,-0.5915213,-0.17982167,-0.28096822,-0.50445133,0.47551292,-0.052775864,-0.35232762,-0.2609012,-0.38268572,-0.26985535,0.060023088,0.15760359,-0.48110026
43,0.11712895,-0.45215124,0.30504543,0.078371786,0.32756534,0.27697152,-0.36447,-0.36684793,-0.123769276,0.13468568,0.07912011,-0.34015477,-0.16153775,-0.10104546,0.23894992,0.33387163
44,0.8387589,0.8280125,1.3436974,0.847048,1.4672941,0.9798284,0.8110111,0.7740768,0.6991926,0.8865189,1.143658,1.0089477,1.0748377,0.73060626,0.88088506,1.4321854
45,-0.663727,-0.8615607,0.24600779,-0.56120354,-0.18140227,-0.23858203,-0.3565128,-0.2509676,-0.25296378,-0.36614257,-0.07206251,0.09373409,-0.24140914,-0.5381667,-0.3329301,0.087301046
46,0.24525155,0.22817932,0.43983597,0.23439707,0.6498377,0.50273377,0.47519585,0.16613376,0.4685724,-0.192568,0.34994212,0.380722,0.562134,0.2887212,0.3525892,0.44235218
47,0.15409192,0.34065112,0.39317724,-0.21241385,0.13740796,0.6906995,0.6046142,0.67637897,0.6886814,0.39358252,0.1373438,0.3658102,0.22544691,0.014401313,0.40319282,0.16225334
48,-1.4565774,-1.208818,-1.3392086,-1.2785046,-0.9985416,-1.3205502,-1.1461931,-1.1105453,-1.3609347,-0.9913983,-0.80980104,-1.2668948,-0.9368551,-1.0586998,-1.0947781,-1.0165081
49,-0.78305155,-0.0002266035,-0.4655955,-0.9137132,-0.6135388,-0.6989466,-0.8402149,-0.0142594315,-0.35602432,-0.37785655,-0.8080446,-0.7697118,-0.67826164,-0.40874717,-0.704766,-0.92668205
50,0.4321099,0.70902914,0.20813368,0.011512903,0.3647254,0.47990397,0.45246193,0.5000827,0.67790353,0.39732903,0.14681257,0.19485874,0.37009853,0.70823795,0.27989906,0.5527601
