,"[Chinese, (Sim.)]_Term",[Danish]_Term,[Dutch]_Term,[English]_Term,[Finnish]_Term,[French]_Term,[German]_Term,[Italian]_Term,[Japanese]_Term,[Norwegian]_Term,[Polish]_Term,[Portuguese]_Term,[Russian]_Term,[Spanish]_Term,[Swedish]_Term,[Turkish]_Term
0,-0.43942592,-1.0780897,-1.0380151,-0.8140553,-1.1217153,-0.9635369,-0.8970819,-1.240663,-0.8022467,-1.4452008,-0.8005906,-0.9831621,-1.0881159,-0.6968736,-0.8819258,-0.97418374
1,-0.12232269,0.10362284,-0.027457934,-0.27121928,-0.8454245,0.04776633,-0.45044002,-0.269015,-0.28451154,-0.040172663,-0.06385086,-0.13093834,-0.26693198,-0.3493569,0.16681999,-0.13049358
2,0.50295144,-0.013590255,0.4690903,0.14059019,-0.28785756,0.23425186,0.1521488,0.49668983,0.48837373,0.1814105,-0.037579965,0.20933867,0.45886913,-0.0030185836,0.61592543,-0.11008645
3,-0.08260754,0.31369328,-0.36135104,0.35447326,-0.25259325,-0.2996837,-0.02425449,-0.20791246,-0.18130253,-0.1544062,0.30932894,-0.09775379,-0.33538532,-0.61562425,0.015720705,0.5402186
4,0.26778287,0.46262515,-0.11689803,-0.17001233,0.70397216,0.18247786,0.11343264,0.1568866,0.17695788,0.666838,0.23781633,0.029642599,-0.071328305,0.020823767,0.17668657,0.08983091
5,-0.2345615,-0.18716116,0.26426044,-0.41372195,-0.08287357,-0.41235104,-0.03553057,-0.039830744,0.16860798,0.105746485,-0.15263647,-0.34566998,-0.32794282,-0.4134863,0.05954238,-0.42892507
6,-0.5539426,-0.5433263,-0.75186056,-0.78330094,-0.36873236,-0.7190525,-0.41091943,-0.63897747,-0.7642967,-0.3454296,-0.43963605,-0.57448703,-0.519209,-0.3771859,-0.56602323,-0.42013496
7,0.029991241,-0.035156224,0.0009788907,0.3072379,0.3470259,-0.18561774,0.15338679,-0.18314445,-0.048811823,-0.22073686,0.10498467,-0.15160769,-0.12059195,0.28040758,-0.11878968,0.32113537
8,0.27650914,0.16516523,0.7214696,0.79641634,0.0007946808,0.9774518,0.28173894,0.73537135,0.28453952,0.3323229,0.3385143,0.401077,0.6877319,0.3820224,0.6780293,0.21523502
9,0.50799584,0.2594089,0.25652876,-0.03512951,0.43325657,0.432342,0.24945107,0.10294203,0.28711414,0.067206085,0.66381365,0.15628202,0.7003116,0.2826379,0.4516794,0.38525537
10,0.405084,-0.06388829,0.26603806,0.5214701,-0.32538646,-0.47336727,0.1122949,0.33070055,0.15748043,-0.17213352,0.18579467,0.17025341,-0.018737614,0.13400392,0.12797016,0.20617868
11,-0.6296751,-1.0269471,-0.63273066,-1.0528502,-0.4267554,-0.6930679,-0.5446141,-0.5805844,-0.61801565,-0.5850696,-0.5114411,-0.86680603,-0.58850104,-0.16911641,-0.8392426,-0.7754813
12,0.9575388,0.77894694,0.8882299,0.92619187,0.42395073,0.871045,0.48146334,1.1813445,0.69112706,0.82685393,0.6397095,0.76613474,0.70632774,0.7114354,0.9300964,0.80139565
13,0.30223474,0.39599338,0.21167175,0.070649885,0.16373332,-0.31803203,0.48078087,0.07619451,-0.20966357,0.06880244,0.5107429,0.28994784,0.2705996,0.13209762,-0.21661137,0.7909986
14,-0.24077953,-0.29705608,-0.2689808,-0.34702638,-0.882712,-0.24552953,-0.35124332,-0.56358993,-0.5326283,-0.64019716,-0.40344465,-0.538986,-0.53750855,0.22521378,0.11646449,-0.3917538
15,-0.22905539,-0.18361671,-0.21313481,-0.27380294,-0.044790193,-0.0218951,-0.32438996,-0.037690848,-0.61427706,-0.48142567,-0.07380657,-0.19567373,-0.4536277,-0.30812,0.010590526,-0.34587237
16,-0.24971378,-0.2442325,-0.31149855,-0.44930583,0.05707042,-0.1886028,-0.21724881,-0.34235322,-0.32371598,-0.06038649,0.48657992,-0.00477244,-0.2282873,-0.47646478,0.1896543,-0.16265573
17,0.12280955,0.23464164,0.18574756,0.5732687,0.3773966,0.19699055,0.48632148,0.117538095,0.19229631,0.3000564,0.447492,0.17969479,0.46947697,0.34773448,0.20663157,0.24152088
18,0.6360931,0.94332665,0.6833553,1.1551743,0.6888244,0.7382627,1.0039757,0.8174248,0.84374356,0.9873628,1.2249765,0.84076476,1.0615598,1.1247158,0.43589363,1.0302337
19,0.17304307,0.13756615,-0.039000046,0.63394314,-0.5516824,-0.10836873,0.19166319,-0.086460836,0.32254043,0.34112635,-0.12438958,0.05524126,0.09443305,-0.3436962,0.18891844,-0.4006542
20,0.30008212,0.40871415,0.64261085,0.015221905,1.228336,0.63957506,0.75372845,0.7265661,0.64052635,0.54222846,0.8209331,0.5929896,0.74356073,0.33938506,0.4819805,0.9389042
21,0.86588293,1.1065851,1.051019,0.72800577,1.3080118,1.0469373,0.3289125,1.1723607,0.8781667,1.0797012,1.0428052,1.1526537,1.1174622,0.6767968,0.57074475,0.7586737
22,-1.2526621,-1.3742661,-1.6457078,-0.68491524,-1.3783543,-1.0353839,-0.7813113,-1.3911632,-0.83761674,-1.294801,-0.9595604,-1.2253634,-1.188783,-0.9437874,-1.0158622,-0.8242153
23,0.6150877,0.44797257,0.019034848,0.4515896,0.16849494,0.74792373,0.03383679,0.08619567,0.23971802,0.31891063,0.25341013,0.47073758,0.07869612,0.3338296,0.4830081,0.10827566
24,-0.3928047,-0.53243196,-0.31456786,0.21844552,-0.20958555,-0.4953262,-0.28646508,-0.46905813,-0.33635312,-0.3047436,-0.45372194,-0.3914374,-0.84904635,-0.41495845,-0.0083944015,-0.345036
25,0.1450152,-0.082947366,-0.39783847,0.0413754,-0.27528498,0.05647657,-0.42558578,-0.03390101,-0.49702224,-0.33959728,-0.35821325,-0.008748863,-0.04530036,0.038098216,0.16096869,0.5517343
26,-1.0735927,-0.8142659,-1.6417575,-0.94608027,-1.2343498,-1.0950198,-1.0522424,-0.95596516,-1.1869935,-0.76844525,-0.8834177,-1.2016995,-1.4324416,-1.0598431,-1.2780042,-0.9049137
27,-0.534809,-0.06732868,-0.14349854,-0.28422895,-0.27179167,-0.193995,-0.46954736,-0.11543998,-0.18828624,-0.08830888,-0.36705846,-0.1804198,-0.39527842,-0.26933312,0.1453031,-0.013299493
28,-0.15550642,-0.034251705,-0.5433581,-0.25682834,0.1421926,-0.21622176,-0.33274752,-0.2594711,-0.4758287,-0.40742165,-0.47274172,-0.18305881,-0.44017017,-0.10117677,0.3856446,0.23605864
29,0.03976921,0.07518506,0.6130523,0.20981531,-0.0696159,0.04007656,0.59273386,0.53429383,0.12504101,0.5056036,0.20053549,0.1135254,0.45608494,0.1219194,0.19892766,0.08192074
30,-0.4264942,-0.61330354,-0.57256734,-0.5468665,-0.7948599,-0.7034005,-0.20811933,-0.62658083,-0.39126495,-0.13019247,-0.20539983,-0.11797725,-0.1958007,-0.58193856,-0.7805042,-0.2423461
31,0.075892925,0.06351525,0.43395802,0.06070834,-0.00011451449,0.41639233,-0.0020806396,0.25839153,0.31162354,0.20513828,0.23836799,0.20049717,0.7330492,0.20057626,-0.39935872,-0.095922396
32,1.1808921,0.9418526,0.70720726,1.1030455,0.82242876,1.0956388,0.8106398,1.1155491,1.167485,1.0290961,0.98312676,0.9853211,1.0746987,0.47624135,0.9291937,0.75856704
33,-0.0973129,0.14932317,0.13048263,0.20498481,-0.17332353,0.70599437,0.52741593,0.17122811,0.53983957,-0.32121634,0.21809103,0.38427883,0.29275072,0.4686401,-0.18645646,0.39851826
34,-0.029119404,-0.081227064,-0.18307304,-0.113092996,0.2801647,0.26457334,-0.18514037,-0.1423979,0.19127348,0.013959715,0.06611152,0.19339983,-0.11698175,0.08952307,-0.10269633,0.18371417
35,0.5318568,1.0811645,0.39988554,0.30893466,0.8251483,0.55534387,0.3317972,0.64552575,0.6295806,0.6325144,1.0275457,0.5873914,0.5028105,0.49416268,1.0700511,0.7827176
36,0.06375091,0.14221321,0.43172076,0.37291116,-0.00200098,0.44247746,0.46621084,0.3063307,0.57979405,0.6327832,0.0575689,0.5238626,0.2121129,0.3765391,0.28947014,0.38559705
37,0.39332578,-0.045669056,-0.07283031,-0.11911596,0.08849913,0.12894262,0.094141066,-0.012066544,-0.17971554,0.0057504857,0.106443964,-0.127737,-0.5002382,-0.33401436,-0.102838494,-0.33826226
38,-0.8924726,-1.0906711,-0.7886187,-1.425793,-1.4041828,-1.2535636,-0.93730116,-0.8320511,-0.8034874,-1.1561248,-1.0489506,-0.9309605,-1.2385783,-1.2883096,-0.6876645,-1.1767551
39,0.5147168,0.09013958,0.59236217,0.06581449,0.3799657,0.75625265,0.42204508,0.107707694,0.21876436,0.32042608,0.32523257,0.22749174,0.38401982,0.23150027,-0.09520462,0.05051979
40,-0.52706957,-0.42138585,-0.45586166,-0.46513036,-0.5742124,-0.61719596,-0.58090794,-0.6645451,-0.72213155,-0.07338743,-1.1682776,-0.62548333,-0.7629117,-1.0426676,-0.9352516,-1.1792008
41,0.78344566,1.0365125,1.3685179,1.0506351,0.86690044,1.2461473,1.4347405,0.97764033,0.99716234,0.9665313,1.1455677,1.20157,1.288071,1.3383342,0.95783776,0.8123978
