,"[Chinese, (Sim.)]_Term",[Danish]_Term,[Dutch]_Term,[English]_Term,[Finnish]_Term,[French]_Term,[German]_Term,[Italian]_Term,[Japanese]_Term,[Norwegian]_Term,[Polish]_Term,[Portuguese]_Term,[Russian]_Term,[Spanish]_Term,[Swedish]_Term,[Turkish]_Term
0,-0.050482262,-1.1370946,-1.0871962,-0.93319505,-1.1217165,-0.7414433,-0.8798253,-0.87261826,-0.8631324,-1.0088911,-0.6710672,-1.3701737,-1.2079363,-0.511109,-1.106004,-0.95267713
1,0.024182977,0.16011685,0.041269645,-0.22810125,-0.84542596,-0.083759345,-0.24726133,-0.30303562,-0.055066854,-0.079719074,0.021451073,-0.2076735,0.01673037,-0.37604403,0.15335949,-0.2340615
2,0.08539224,-0.3240806,0.026890732,-0.15537144,-0.2878589,0.12255804,-0.10565088,0.78697836,-0.024333589,-0.3644762,-0.4051298,0.019941509,0.25502074,0.05526636,0.27527276,-0.093155004
3,-0.14122961,0.6550052,0.029004686,0.6949803,-0.2525938,-0.22280161,0.4105579,0.15068366,-0.2504091,0.467029,0.50715667,0.26297304,0.046566352,-0.17527035,0.481142,0.62788945
4,0.64668924,0.7796517,0.007951107,0.4318489,0.7039734,0.07819213,0.09194398,-0.16005854,0.4782287,0.70278406,0.307695,0.22351581,0.2765742,0.29532942,0.18030202,-0.04151675
5,-0.48863712,-0.53374946,0.068731606,-0.37975666,-0.08287277,-0.44191113,0.11618604,-0.1194036,-0.051187433,0.056816645,-0.3263673,-0.37355435,-0.38427243,-0.35007343,0.2110168,-0.55545485
6,-0.61960065,-0.43100783,-0.71813756,-0.90122867,-0.36873272,-0.9560056,-0.48381287,-0.45932826,-0.9198311,-0.4870382,-0.52236485,-0.62684804,-0.7133015,-0.2961116,-0.5694087,-0.5117079
7,0.19919257,-0.15307459,0.1221213,0.20881203,0.34702525,-0.33570042,0.20651646,-0.3036972,-0.06394847,-0.025107255,0.37340313,-0.13670665,0.0675456,0.12992157,-0.00576136,0.17579295
8,-0.03709459,0.083336584,0.59527826,0.6479159,0.0007956391,0.5765089,0.059479017,0.06359291,0.31104222,0.4195307,0.05434601,0.2979061,0.5572174,0.12534705,0.56323546,0.26691106
9,0.4323547,-0.015841657,0.3063329,0.03342392,0.43325454,0.47008955,0.22683784,0.053754333,0.24962118,-0.15701605,0.5344934,0.17175043,0.60158193,0.1913497,0.08870806,0.4041503
10,0.6024839,0.48080304,0.67437243,0.6725403,-0.32538605,-0.366971,0.1455994,0.15046698,0.016100543,0.516563,0.35613507,-0.20334786,-0.0018698692,0.03869534,0.1353525,0.16990575
11,-0.6475032,-1.0968277,-0.7975579,-0.9843551,-0.4267555,-0.6151971,-0.51916724,-0.3014474,-0.66348094,-0.38603404,-0.4047071,-0.60128087,-0.78567964,-0.1277921,-0.3422807,-0.7277759
12,0.55220366,0.5544493,0.64694697,0.850163,0.42395136,0.77292204,-0.03653289,0.63150465,0.4721678,0.64314896,0.44104898,0.4903289,0.44463894,0.30827844,0.77413905,0.6735823
13,0.66889715,0.68839514,0.5038479,-0.06469698,0.16373286,-0.06608851,0.35587418,0.18811975,0.28724483,-0.049995493,0.6333233,0.5623487,-0.042008556,0.37390587,-0.1710804,0.58170706
14,-0.0030909108,-0.68736595,-0.1932956,-0.2787216,-0.88271105,-0.1608671,-0.23489933,0.16214761,-0.70965,-0.5313761,-0.2627193,-0.59691644,-0.14255975,0.19674572,0.100116126,-0.1302022
15,-0.33695784,-0.26456675,-0.021592446,-0.2302231,-0.044790313,-0.01742583,-0.22193384,-0.44834086,-0.5700981,-0.17007942,-0.08855309,-0.08685413,-0.33869112,-0.5763309,-0.10395916,-0.34140137
16,-0.22669834,-0.0063263346,-0.07608467,-0.47021538,0.057070453,-0.17670572,-0.16289283,-0.49213952,-0.28533563,-0.022857353,0.51784116,0.10920331,-0.26785854,-0.32276714,-0.13067941,-0.1915749
17,-0.15362148,-0.28709564,-0.14517973,0.24148871,0.37739724,0.37597606,0.75511587,-0.43766934,0.1901875,0.22750801,0.50701106,0.33244422,0.63771117,0.51206213,0.87293,0.31939843
