,"[Chinese, (Sim.)]_Term",[Danish]_Term,[Dutch]_Term,[English]_Term,[Finnish]_Term,[French]_Term,[German]_Term,[Italian]_Term,[Japanese]_Term,[Norwegian]_Term,[Polish]_Term,[Portuguese]_Term,[Russian]_Term,[Spanish]_Term,[Swedish]_Term,[Turkish]_Term
0,-0.66726685,-1.0686177,-1.3136233,-0.65080214,-1.0224735,-1.2463702,-1.1128665,-0.4964706,-0.90206575,-1.1463565,-0.75637764,-1.0945045,-0.8725579,-0.7057896,-0.14485326,-0.9146484
1,-0.2749911,-0.022591224,0.11593784,-0.0922262,-0.89899313,0.26327202,-0.32922366,-0.17181449,0.17496628,-0.23216487,0.035216365,-0.05329147,-0.1289337,0.13072537,0.013518426,-0.17167957
2,0.35419124,0.81999755,0.047908746,0.4522869,-0.31529272,0.10843666,-0.07002346,0.018210264,0.26617762,0.042816583,-0.0651339,0.3635968,0.20079696,0.21211633,-0.21117508,-0.11043205
3,0.35122108,0.33907196,-0.45517156,0.51577824,-0.23782875,0.16882206,0.15767777,0.38185465,0.6087241,0.042301923,0.4881422,0.22552574,0.25372115,-0.013075623,0.6570067,0.52373487
4,0.4072211,0.31561092,0.48398912,0.080164455,0.60038954,0.5073364,0.04835883,0.15280688,0.44278306,0.4494242,0.26309228,-0.18304498,0.62917095,-0.13717045,0.1672594,0.09884003
5,-0.21886438,0.3888027,-0.080709174,-0.3984496,-0.32593703,-0.1803389,-0.29531592,-0.07974132,0.035313323,0.24636063,-0.38472152,-0.61363256,-0.7109591,-0.29492775,-0.17652108,-0.3975334
6,-1.078242,-0.6291006,-0.9555759,-0.7454787,-0.5036039,-1.0792618,-0.24550065,-0.8098427,-0.4658555,-0.25338677,-0.39212418,-0.95977324,-0.6935047,-0.18806642,-0.59106135,-0.547265
7,-0.41561738,-0.6255928,-0.0024561035,0.0117486715,0.2868476,0.09352759,0.049680013,0.3747368,0.2323609,0.016979983,0.28239653,-0.05796048,0.06839375,0.06791502,-0.33996838,0.21079981
8,-0.26584896,0.28768852,0.41122496,0.9910194,0.083170414,0.23999359,0.4887896,0.15334779,0.25931808,0.17644396,0.13394874,0.32541183,0.373509,-0.13457683,0.50417113,0.28596446
9,0.5073089,-0.020336546,-0.026571458,0.5065794,0.27347878,0.11688359,-0.25579822,0.032232128,0.10879963,-0.17992866,0.5877407,0.30325732,0.16334745,0.16992536,0.06581427,0.5322983
10,0.4575506,0.4659248,-0.14719474,0.4218497,-0.14348802,-0.1142023,0.5519632,0.5715015,0.22408512,0.503019,-0.085675135,-0.10392788,0.266676,0.18729678,0.7273379,0.12316292
11,-0.7921732,-0.47351724,-0.5911174,-0.64434814,-0.3629225,-0.37230194,-0.478313,-0.7040481,-0.40424007,-0.3654859,-0.24295914,-0.5875553,-0.34778717,-0.14262764,-0.80776095,-0.8292226
12,0.9654763,0.92064804,0.7806253,0.32044724,0.50578314,0.90479,0.22569102,0.7989576,0.34639212,0.77647126,0.55188257,0.20326072,0.46092814,0.1465802,1.4023569,0.64737463
13,0.40687916,-0.14583781,0.29695308,0.11612944,0.35597166,-0.34397402,-0.12099264,0.13337992,0.00018881082,0.046245545,0.7109258,0.35686085,0.4478096,0.14411747,-0.09315083,0.50865006
14,-0.1603449,-0.17066363,-0.21835756,-0.07733409,-0.8638942,-0.5286525,0.025371082,-0.35210055,-0.24164338,-0.41513255,-0.19632941,-0.4705026,-0.28394532,0.49989253,-0.088423386,-0.14501306
15,-0.037182,-0.25499314,-0.33028212,-0.08725401,-0.056808688,0.08867264,-0.5272531,-0.09719553,-0.2750536,-0.025406038,-0.31799042,-0.24550164,-0.23370029,-0.5940073,-0.2258895,-0.2951191
16,-0.2636672,-0.07108258,-0.49872598,-0.17828423,0.20196608,-0.40485182,0.14082703,-0.3550604,0.08867273,-0.21081507,0.19070916,0.12901774,-0.50617385,-0.53456694,-0.27508175,-0.10203409
17,-0.080618456,0.15113115,0.2529153,0.64376616,0.35857525,0.47277236,0.34803578,0.50351876,0.82964563,0.20640504,0.5991065,0.879093,0.2518121,0.25672355,-0.39358902,0.21033603
18,0.40561658,0.5518546,0.7332156,0.92307365,0.7559359,1.0490406,0.5630313,0.9028145,0.90381575,0.6837624,1.1360631,1.1761783,0.9211473,0.9520008,0.72542024,0.9208755
19,0.37679955,0.37189496,0.099305145,0.29689276,-0.42596173,-0.38065425,0.39634082,0.11947043,0.12679556,-0.09588535,-0.22055744,-0.20545436,-0.17615303,-0.4069131,0.2198026,-0.084347054
20,0.40477455,0.7942345,0.9214256,0.23033406,1.1352962,1.1358918,0.3909002,0.7060102,0.25608265,0.7344842,0.52024174,0.848457,0.49477935,0.20060833,1.303685,0.64777255
21,0.9262445,0.8603559,1.1067786,0.68128604,1.4735062,1.0140367,0.9218178,1.1167213,0.91909033,0.58860433,0.72110206,0.99202377,1.0746921,0.45510447,0.5856637,0.79242826
22,-1.4167337,-1.6400287,-1.0968513,-1.6873113,-1.2909186,-1.264366,-0.8850376,-1.117713,-1.2873517,-1.2338763,-1.0235295,-0.75437796,-1.1918046,-0.78637815,-1.597658,-0.9465191
23,0.78692126,0.6287761,-0.037588052,0.20706472,0.0502391,0.3954293,-0.035039462,-0.12873198,0.5635325,0.6127908,0.14402129,0.4449358,-0.10060817,0.51432985,0.512763,0.21173246
