,"[Chinese, (Sim.)]_Term",[Danish]_Term,[Dutch]_Term,[English]_Term,[Finnish]_Term,[French]_Term,[German]_Term,[Italian]_Term,[Japanese]_Term,[Norwegian]_Term,[Polish]_Term,[Portuguese]_Term,[Russian]_Term,[Spanish]_Term,[Swedish]_Term,[Turkish]_Term
0,-1.0358418,-0.66981035,-1.3863567,-0.7554223,-1.1254387,-0.42618966,-0.6810874,-0.85330683,-1.2864435,-0.75626725,-0.6788114,-0.73533,-1.0044063,-0.80862945,-0.90114576,-1.300778
1,0.101870164,-0.24646933,-0.4464279,-0.4349714,-0.58139956,-0.22921337,-0.14915003,-0.33763233,-0.01655773,-0.30317035,-0.44487938,-0.16935615,-0.10107902,0.15438801,-0.57971984,-0.030568903
2,0.26652896,0.4232687,0.24863935,0.32849234,0.26465634,-0.0647831,-0.08440168,0.046180747,0.20808667,0.07744559,-0.015011363,0.52744406,1.2565644,-0.66719115,0.6882768,0.032900035
3,-0.27212965,0.027641121,0.38407388,0.62090313,-0.06216766,0.72843206,0.12703155,0.4144843,0.14946987,0.21498625,0.21748033,0.034043416,-0.09075919,-0.22829056,-0.03671767,0.65771985
4,0.32995003,0.18747869,0.6571608,0.7439679,0.106999144,0.23182337,-0.24701515,-0.03674439,0.20874466,0.30579606,0.3374446,0.21548235,0.1385402,0.6998547,-0.05125448,0.2786317
5,-0.58328027,-0.08804831,-0.7142674,-0.22296563,-0.41165218,-0.03647214,-0.24529283,-0.62078595,0.054058395,-0.06748406,-0.403936,-0.56542367,0.9195133,-0.9439919,-0.06903154,-0.6040176
6,-0.94734234,-1.2681925,-0.6971771,-1.0610831,-0.8042837,-0.69218296,-0.97567874,-0.852266,-1.0752027,-0.9099352,-0.8775569,-0.8938494,-1.2528616,-0.5925137,-1.1244982,-0.8133688
7,-0.1387789,-0.09081869,0.18730466,-0.010424658,-0.07919443,-0.43398243,0.05446639,0.36735356,-0.12179489,0.14280252,0.21074562,0.23473375,-0.028736135,-0.23456414,0.32664996,-0.015681531
8,0.0684589,0.00033772786,0.8245344,1.0549539,-0.32943106,0.76126605,0.5197362,0.59780574,0.06560024,-0.25599638,-0.04742976,0.36153018,-0.014069925,-0.18706322,0.031825483,0.2508633
9,0.14831443,0.5271771,0.07279856,0.092036925,0.7316028,0.1847193,0.29024464,0.2958728,0.2167881,0.26453286,0.76490194,0.2004459,0.45864406,-0.29374012,0.33252534,0.44798356
10,-0.11411941,0.21395008,1.0985082,0.38210988,0.078282714,0.6111666,0.6839019,0.67608184,0.31159407,0.0065777414,0.39321026,-0.39563507,-0.73925275,-0.08732459,0.37983665,0.12233267
11,-0.4309349,-0.036657795,-1.096665,-0.49832457,-0.41824943,-0.30894458,-0.44322053,-0.65444064,0.1326745,-0.009128058,-0.3001222,-0.69194484,0.09568577,-0.22716375,-0.64631855,-0.5031643
12,0.67166024,0.1436551,0.6922289,-0.20574372,0.45707297,0.48935258,0.771624,0.7636157,1.0621269,0.26278242,0.65911216,0.35846725,0.8953109,0.40663758,0.9048479,0.6208165
13,0.34127253,0.21299015,0.20925792,0.91909254,0.43783703,0.106035985,0.15479708,0.22430182,0.29773957,0.77843696,0.60650265,-0.027830303,0.919666,-0.23562434,0.67800224,0.664089
14,-0.71960247,-0.16611247,-0.87477434,-0.52692384,-0.7689461,-0.1617352,-0.043031707,-0.72865844,-0.27289656,-0.8010181,-0.6278221,-0.59349,-0.6228403,-0.43182355,-0.35436806,-0.5666212
15,-0.1964352,-0.80971247,-0.045551334,-0.39590973,0.119106345,-0.2005338,-0.4222905,-0.57339513,-0.0384346,-0.5764724,-0.3628774,-0.47352314,0.16923825,-0.7268312,-0.015938532,-0.14907928
16,-0.2863679,0.15312487,0.2520507,-1.1076376,0.09529585,0.24300507,-0.3639252,-0.26180345,-0.42695987,-0.21392596,0.30701572,0.23462516,-0.7395746,0.00885609,-0.34604532,-0.049382914
17,0.2657996,0.4187773,0.52710795,0.47471958,0.47701585,0.28569895,0.08057766,0.25240076,0.32633558,0.07171292,0.39086276,0.6315457,0.14421192,0.11762942,0.7257936,0.5223037
18,1.0484321,1.0066869,1.3498172,1.0442885,0.43951553,0.7385652,1.210963,1.3507353,1.299037,0.9510044,1.076814,0.7450569,1.1570103,1.4336842,1.3807693,1.1243756
19,-0.38853887,-0.37171465,-0.68440646,-0.689688,-0.98283213,-0.13930458,0.7281692,0.355974,-0.2184727,-0.41524234,-0.495356,-0.25611126,-0.25173947,0.20545575,-0.48168677,-0.64730096
20,0.55573404,0.37295657,0.6402601,0.7564588,0.9565574,0.4824989,0.69144565,0.35454968,0.9741193,0.84949994,0.9523193,0.33403602,1.033275,0.3146586,0.35432675,0.6139544
21,1.385682,0.80538905,1.1241716,0.97547203,0.87750417,0.7275545,0.6854604,0.8687615,0.5941017,1.031774,0.8359895,1.1650534,1.2544116,0.45539278,0.810611,0.73271567
22,-1.926103,-1.5506562,-1.727314,-1.4552561,-1.2891788,-1.6735702,-0.86008656,-0.7160215,-1.0138901,-1.375289,-1.2146049,-0.9382879,-2.278862,-1.3035219,-1.1504136,-1.4162004
23,-0.09285008,0.5915099,-0.015234689,0.3893617,0.14601244,0.40583634,0.565771,-0.15378411,0.29388767,0.56501645,0.36783713,0.1652843,0.22155608,0.38358906,0.11022789,0.11457612
24,-0.6048828,-0.040672123,-0.8566657,-0.70927954,-0.20227812,-0.058955416,-0.013867402,-0.76058424,-0.8608991,-0.7721396,-0.70772475,-0.4744089,-0.14843242,-0.21037395,-0.2117982,-0.3496059
