,"[Chinese, (Sim.)]_Term",[Danish]_Term,[Dutch]_Term,[English]_Term,[Finnish]_Term,[French]_Term,[German]_Term,[Italian]_Term,[Japanese]_Term,[Norwegian]_Term,[Polish]_Term,[Portuguese]_Term,[Russian]_Term,[Spanish]_Term,[Swedish]_Term,[Turkish]_Term
0,-0.9580452,-0.8509861,-1.5806327,-1.0851073,-1.1254387,-0.6752794,-0.9946313,-0.74189943,-0.938775,-1.0187638,-0.8272839,-1.1959294,-1.1403425,-1.1944176,-0.9949798,-1.0498098
1,-0.21670933,-0.34374154,-0.63654125,-0.4917248,-0.58139956,-0.4383486,-0.15862946,0.16929215,-0.21208113,-0.18794005,-0.0988235,-0.33379892,-0.44525057,0.14788687,-0.40420845,0.00043045977
2,0.5688987,0.44859302,0.3317982,0.44836494,0.26465634,0.19254884,-0.114277035,0.19594273,0.040308356,0.32951114,-0.06333471,0.50250196,0.89851296,0.10070274,0.43195358,-0.055475514
3,-0.22003883,0.029050374,0.058465593,0.35262835,-0.06216766,0.24668974,-0.21948944,0.18874891,-0.21496134,0.0049008555,0.37121573,-0.187159,-0.3838047,-0.311437,0.036258046,0.43138477
4,-0.06631198,-0.040321928,0.47026026,0.42110732,0.106999144,0.30278483,0.054550644,0.38030475,0.40789777,0.2360314,0.21106893,0.062437557,0.01009968,0.217125,0.18704116,0.26646522
5,-0.2174857,-0.22379869,-0.14973168,-0.13022918,-0.41165218,0.09369109,0.14244534,-0.42636922,0.048491526,0.088236935,-0.06787069,-0.3967197,0.053257085,-0.39444125,0.058937214,-0.26311487
6,-0.58064,-0.62669104,-0.81132215,-0.6982536,-0.8042837,-0.9186387,-0.44686973,-0.8483906,-0.46889737,-0.3752335,-0.6404939,-0.8897517,-0.68835366,-0.29302686,-0.51408106,-0.5023336
7,-0.22251803,-0.036436968,-0.065400705,-0.3536762,-0.07919443,-0.029526487,0.01929255,-0.17695105,-0.046194464,0.031025892,0.27400383,-0.26989055,-0.049749956,-0.22534202,0.113653384,0.259539
8,0.12007065,0.79634225,0.90137386,0.89789635,-0.32943106,0.61630136,0.53047806,0.8268823,0.17467888,0.1675284,0.26511136,0.5911831,0.51059,0.5783242,0.6170478,0.4327403
9,0.5442631,0.20002577,0.30822158,0.24473026,0.7316028,0.41311157,0.09921169,0.25118873,0.1814649,0.4014145,0.784543,0.10008059,0.6408544,0.015597301,0.36994296,0.33223313
10,0.3643393,0.27671504,0.5352934,0.36598504,0.078282714,0.25642976,0.12253925,0.17000552,0.7077351,0.26440382,0.22297998,-0.4878521,-0.14190033,-0.3370518,0.5497079,0.14933126
11,-0.5574405,-0.5543313,-0.9349933,-0.6989008,-0.41824943,-0.7111626,-0.5577089,-0.7217081,-0.7984309,-0.6397691,-0.5565924,-0.53115445,-0.50725347,-0.2678885,-0.8249937,-0.6616309
12,0.8961655,0.89418745,0.8786018,0.30289447,0.45707297,0.9966101,1.167657,1.0901654,1.0046655,0.6466688,0.7728689,0.5671716,0.9720263,0.79667693,1.0082134,0.6845104
13,0.1642352,-0.02909248,-0.037500482,0.5305306,0.43783703,0.083162956,0.3475719,0.0635185,0.002875341,0.31752995,0.59920454,0.34707057,0.44831225,0.19362047,-0.09131122,0.23922385
14,-0.31980878,-0.573237,-1.0584329,-0.76576966,-0.7689461,-0.34376553,-0.16534658,-0.5620296,-0.006797628,-0.31598437,-0.3755628,-0.6554478,-0.34960958,-0.20112771,-0.32338473,-0.4380071
15,-0.12904228,-0.3292348,-0.010523115,-0.28372365,0.119106345,0.06539312,-0.17581818,-0.45114926,-0.27027476,-0.28374228,-0.1666663,-0.356436,-0.23801541,-0.41249967,-0.06841783,-0.18257472
16,-0.27875006,-0.08859467,-0.2885224,-0.7481866,0.09529585,-0.282398,-0.17275147,-0.38552883,-0.22799869,-0.120534964,0.451332,0.054598853,0.025357623,-0.22298887,-0.061790857,-0.11410562
17,0.07272925,0.23848459,0.34629914,0.46744034,0.47701585,0.273726,0.07632485,0.20321572,0.18965666,0.26419398,0.54142976,0.20944113,0.31365713,0.599876,0.38755155,0.34716925
18,1.039919,0.74407697,1.2699759,1.2025641,0.43951553,0.7516313,1.0835507,0.7860081,0.98123,0.904884,1.18336,1.3246225,1.1539477,0.9857471,0.42334783,1.0843463
19,0.098820835,0.19618791,-0.22543482,-0.138727,-0.98283213,-0.05966255,0.07560767,0.051372662,0.42896783,-0.023106448,-0.24237156,-0.38057464,-0.18156658,-0.15596578,0.10394576,-0.36096102
20,0.2343658,0.7820433,0.53350437,0.7214399,0.9565574,0.8463277,0.54686815,0.5817115,0.9689012,0.5083096,0.9482914,0.32936943,0.785996,0.2750862,0.37078512,1.0409981
21,0.78002715,1.0794159,1.5729932,0.9802395,0.87750417,0.8222254,1.1838017,1.0307351,1.0902848,1.0601535,0.9600084,1.3086929,1.5229136,0.89216405,0.9198721,0.9880144
22,-1.3042592,-1.6561007,-1.335173,-1.3059719,-1.2891788,-1.369533,-1.1916376,-1.3161261,-1.0468959,-1.1095116,-1.0944707,-1.0184788,-1.5602028,-1.1018316,-1.296354,-1.0982385
23,0.48660663,0.11482638,0.030079238,0.21991758,0.14601244,0.3778041,0.50280416,0.1295967,0.22804707,0.402606,0.20238256,0.24519111,-0.07335818,0.41713127,0.49116832,0.05015664
24,-0.37556064,-0.13203834,-0.90472454,-0.67733365,-0.20227812,-0.10634279,-0.23934485,-0.62747955,-0.37158424,-0.46082386,-0.3705893,-0.377544,-0.43469366,-0.43067664,-0.057067595,-0.28757837
25,-0.13314046,-0.12884098,-0.17316492,0.333966,-0.14188449,-0.101960115,-0.3725826,-0.060526792,-0.38791102,0.015832571,-0.3259027,0.094550736,-0.45874617,-0.30136582,-0.11934027,0.5488085
26,-1.258289,-1.2906997,-1.3275787,-1.0337267,-1.5773363,-0.74616677,-1.0037069,-0.9270858,-1.0459571,-0.77492905,-0.90492994,-1.0751764,-1.4688416,-1.3659374,-1.1286299,-0.6895155
27,-0.2935307,-0.29812497,-0.07611035,-0.3906289,-0.19317158,-0.027888767,-0.4594917,-0.23939972,0.02182914,-0.13121697,-0.4401076,-0.2946209,0.16441345,-0.5254336,-0.24080622,0.12694936
28,-0.28579628,0.083369344,-0.24886304,0.4165145,0.0281355,0.2900412,-0.36297405,-0.5350765,-0.34591934,0.0114021655,-0.47381705,0.056154132,-0.25979972,-0.5018407,0.35640815,0.32402265
29,0.15378441,0.0062829363,0.32910457,-0.19504751,-0.25088108,0.1946744,0.016984798,0.37016526,0.3979368,0.24551359,0.14483884,0.17337827,0.32080954,0.19429092,0.2250726,0.044605777
30,-0.5272876,-0.48454955,-0.23383364,-0.31138587,-0.6889358,-0.4304127,-0.6866588,-0.43968564,-0.26040113,-0.04980937,-0.08464363,-0.51079017,-0.5364702,-0.32526276,-0.51962835,-0.21794912
31,0.114175126,-0.06482158,0.631298,-0.030014517,-0.2561218,0.3044704,0.44744653,0.22548896,0.1828716,0.4782446,0.29262683,0.1374001,0.5267722,0.21230665,0.132807,-0.2834139
32,1.1544394,1.1050324,1.4577198,1.9034673,0.8963152,1.0289541,0.7476216,1.1194245,0.9306054,1.0575641,0.97898173,1.0474049,0.9057413,0.79167825,0.99690366,0.7371302
33,0.30305445,0.6434316,-0.1181085,0.24563378,0.186582,0.5317139,0.20615087,0.30983722,0.26085535,-0.015201025,0.13935679,0.21397693,0.30401522,0.23821354,0.53945726,-0.035780746
34,0.2952885,-0.28964365,-0.16392949,-0.2865008,0.54274994,-0.07929503,0.18769893,-0.3144598,0.06253907,-0.48646384,0.10856219,-0.09189429,0.08677297,0.09172484,0.09170573,0.3202508
35,0.4011493,0.66338575,0.79731125,0.43160734,0.7955957,0.5300248,0.6023061,0.90390205,0.5018325,1.0521352,1.1486695,0.6254389,0.39036748,0.9310433,0.6647637,0.80111164
36,0.5407224,0.21169855,0.29718032,0.4907657,0.13393517,0.08194858,0.108546145,0.44545197,0.7664821,0.33972442,0.08426103,0.4853146,0.35296485,0.2110975,0.091184355,0.24559551
37,0.16305768,0.23511258,-0.11040855,-0.28223205,0.28686035,-0.36565077,0.3854114,-0.13752984,-0.041808516,-0.20035334,0.027728006,-0.32736793,-0.2376834,-0.153195,0.099773645,0.044191293
38,-0.64553404,-1.1642836,-1.0220635,-1.2617358,-1.2549818,-1.3429381,-0.95824164,-1.4020705,-0.9210559,-1.2372435,-1.0649006,-1.2872194,-0.94497335,-1.322601,-0.90978533,-1.2351682
39,0.4327138,0.3517727,0.688096,0.71624154,0.4125559,0.012659032,0.41639787,0.18967868,0.18117143,0.06533542,0.4775689,0.41933662,0.3244662,0.52453405,0.05675537,0.023315882
40,-0.3074497,0.14940643,-0.41461784,-0.083652705,-0.6262064,-0.43465844,-0.24726318,-0.6007551,-0.5256632,-0.6042824,-1.0809188,-0.4534211,-0.09842557,-0.33371776,-0.48002025,-0.8243688
41,1.2089269,1.3876225,1.10537,0.6777019,1.1728034,1.1668729,1.1161866,0.9475106,0.79638207,0.636756,0.95597726,1.0476326,1.6232939,1.4146945,1.1245202,0.6356521
42,-0.44430792,-0.35424972,-0.41026843,-0.41742852,-0.52936405,-0.65902364,-0.28022397,-0.17379515,-0.31707123,-0.13351364,-0.28848973,-0.40315205,-0.35524344,0.26749995,-0.316592,-0.57784736
