,"[Chinese, (Sim.)]_Term",[Danish]_Term,[Dutch]_Term,[English]_Term,[Finnish]_Term,[French]_Term,[German]_Term,[Italian]_Term,[Japanese]_Term,[Norwegian]_Term,[Polish]_Term,[Portuguese]_Term,[Russian]_Term,[Spanish]_Term,[Swedish]_Term,[Turkish]_Term
0,-0.7153015,-0.707687,-1.2627867,-1.133013,-1.1839776,-1.1809837,-0.55497354,-0.8273203,-0.89109176,-1.3876191,-0.59088403,-1.040871,-0.96828866,-0.70044047,-0.5866982,-1.1802738
1,0.2046765,0.2121939,0.18032116,-0.13141121,-0.6238582,-0.03902545,0.14227043,-0.4739407,-0.099698335,-0.4683023,-0.13733335,0.33714134,0.19901706,0.15982386,-0.2822638,-0.006380463
2,-0.18682852,0.29798144,0.3089788,0.10973439,0.017641257,0.45790213,0.31975573,0.03854358,0.2045274,0.36940956,0.17209405,0.06360998,0.13280284,0.3781205,0.4346466,-0.25200614
3,-0.3262487,0.4297496,-0.22611317,0.04567473,0.08395463,-0.18406814,0.049287666,0.3099425,0.29180872,-0.4057187,0.5322292,-0.32350993,0.141143,-0.4628204,-0.27606454,0.30745605
4,0.3249972,0.25377595,0.6181807,-0.086787075,0.6629509,0.21271789,-0.23572508,0.26817992,0.07210445,0.1575813,0.1090988,-0.015502151,0.31389558,-0.3133876,0.26887336,0.25280458
5,-0.4769829,-0.18571693,-0.22162941,-0.6781109,-0.27828467,-0.5758212,-0.26581684,-1.0333598,-0.35728064,-0.509827,-0.4065465,-0.21533673,-0.33623153,-0.47957793,-0.0920165,-0.3809004
6,-0.62227553,-0.95458204,-0.7169691,-0.37574703,-0.3247787,-0.4107715,-0.5735701,-0.41120273,-0.4400079,-0.7745283,-0.61239487,-0.14897339,-0.70508283,-0.71223426,-0.34496006,-0.89641935
7,0.102971666,-0.121794395,-0.13830262,0.14675976,0.49056697,-0.25341663,0.44148093,0.06125203,-0.0046015014,-0.4013221,0.34576935,-0.22730651,-0.045670338,-0.051867496,0.13426438,0.008218909
8,-0.50379187,0.5469259,0.67208886,0.5883174,0.1468092,0.2475234,0.14943032,0.36891314,0.25965488,0.480887,0.14904127,0.5034324,0.6527185,0.15531488,-0.2714758,0.81274205
9,0.19163997,0.5358708,-0.033271935,0.34140137,0.18747059,0.13287482,0.023293076,0.6149843,0.41063106,0.22754925,1.0956701,-0.041335892,0.027345566,0.45102718,0.3362935,0.19658273
