,"[Chinese, (Sim.)]_Term",[Danish]_Term,[Dutch]_Term,[English]_Term,[Finnish]_Term,[French]_Term,[German]_Term,[Italian]_Term,[Japanese]_Term,[Norwegian]_Term,[Polish]_Term,[Portuguese]_Term,[Russian]_Term,[Spanish]_Term,[Swedish]_Term,[Turkish]_Term
0,-0.42519894,-1.4157639,-0.6778962,-0.8430511,-1.1601279,-1.2808932,-0.47580597,-1.10975,-0.9662838,-1.2617767,-0.9151651,-1.0200444,-1.1157128,-0.9460929,-0.77442247,-0.614765
1,-0.29005802,0.2819931,-0.05322518,0.114001624,-1.0360662,0.36800164,-0.090393804,-0.34483206,0.08615031,-0.15493682,-0.1613879,-0.0644471,0.1287936,-0.0515275,0.03795892,-0.16426978
2,0.18531185,-0.4892935,-0.088936195,0.58411944,-0.29236132,0.120324574,0.13972417,-0.21316561,-0.0605715,-0.4731823,-0.102344535,0.5508546,0.058467574,0.4228552,0.18338907,-0.34035686
3,-0.027526103,0.22976774,-0.1695623,-0.1812918,-0.22167327,0.19818196,0.4919818,-0.06211031,0.23218027,0.11556547,0.49618104,0.46719924,0.36922532,0.17224325,0.29800498,0.4664974
4,0.33054322,0.9248775,0.1618565,-0.36146486,0.5422959,0.70383126,0.23071389,0.08033538,0.33285576,0.6655723,0.32467598,-0.1719368,0.46640992,-0.16978276,-0.29594138,0.026238928
5,-0.75308806,0.0691682,0.15018855,-0.89345574,-0.3299421,-0.17197335,0.0068182256,0.05390242,-0.18719335,0.24992895,0.022292376,-0.5481995,-0.60579646,-0.3120637,-0.30564368,-0.6094777
6,-0.69384843,-0.4041985,-0.5187322,-0.85471505,-0.57330674,-0.25987056,-0.121626854,-0.49523595,-0.70691824,-0.25624096,-0.5406444,-0.60380095,-0.59142387,-0.4403031,-0.5671375,-0.5968916
7,-0.2937156,0.24260345,0.29209054,-0.1508013,0.2324029,0.023145573,0.1321816,0.4828554,0.0681518,0.43815255,-0.098546125,-0.10278293,0.54040205,-0.17505856,0.52379453,0.26337633
8,-0.13966995,-0.25115576,0.88740903,0.4843527,-0.12829308,0.5945695,0.26020476,0.13469738,0.29615477,0.44467393,0.09040843,0.14990677,-0.17481053,0.5757665,0.3144022,0.6056834
9,0.0076125604,0.231824,-0.09230695,0.28783208,0.30321547,0.55348116,0.2470774,0.102495216,-0.1716886,-0.19742183,0.9100763,0.54272,0.56006086,0.22838034,0.3574527,0.5073381
