left,top,right,bottom,id,full_id_count,full_id_unique,full_id_empty,full_id_filled,full_id_min,full_id_max,full_id_min_length,full_id_max_length,full_id_mean_length,osm_id_count,osm_id_unique,osm_id_empty,osm_id_filled,osm_id_min,osm_id_max,osm_id_min_length,osm_id_max_length,osm_id_mean_length,osm_type_count,osm_type_unique,osm_type_empty,osm_type_filled,osm_type_min,osm_type_max,osm_type_min_length,osm_type_max_length,osm_type_mean_length,landuse_count,landuse_unique,landuse_empty,landuse_filled,landuse_min,landuse_max,landuse_min_length,landuse_max_length,landuse_mean_length,name_count,name_unique,name_empty,name_filled,name_min,name_max,name_min_length,name_max_length,name_mean_length,place_count,place_unique,place_empty,place_filled,place_min,place_max,place_min_length,place_max_length,place_mean_length,place_se_count,place_se_unique,place_se_empty,place_se_filled,place_se_min,place_se_max,place_se_min_length,place_se_max_length,place_se_mean_length,type_count,type_unique,type_empty,type_filled,type_min,type_max,type_min_length,type_max_length,type_mean_length,admin_leve_count,admin_leve_unique,admin_leve_empty,admin_leve_filled,admin_leve_min,admin_leve_max,admin_leve_min_length,admin_leve_max_length,admin_leve_mean_length,boundary_count,boundary_unique,boundary_empty,boundary_filled,boundary_min,boundary_max,boundary_min_length,boundary_max_length,boundary_mean_length,wikidata_count,wikidata_unique,wikidata_empty,wikidata_filled,wikidata_min,wikidata_max,wikidata_min_length,wikidata_max_length,wikidata_mean_length,wikipedia_count,wikipedia_unique,wikipedia_empty,wikipedia_filled,wikipedia_min,wikipedia_max,wikipedia_min_length,wikipedia_max_length,wikipedia_mean_length,official_n_count,official_n_unique,official_n_empty,official_n_filled,official_n_min,official_n_max,official_n_min_length,official_n_max_length,official_n_mean_length,operator_count,operator_unique,operator_empty,operator_filled,operator_min,operator_max,operator_min_length,operator_max_length,operator_mean_length,alt_name_count,alt_name_unique,alt_name_empty,alt_name_filled,alt_name_min,alt_name_max,alt_name_min_length,alt_name_max_length,alt_name_mean_length,wood_count,wood_unique,wood_empty,wood_filled,wood_min,wood_max,wood_min_length,wood_max_length,wood_mean_length,designatio_count,designatio_unique,designatio_empty,designatio_filled,designatio_min,designatio_max,designatio_min_length,designatio_max_length,designatio_mean_length,constructi_count,constructi_unique,constructi_empty,constructi_filled,constructi_min,constructi_max,constructi_min_length,constructi_max_length,constructi_mean_length,leaf_cycle_count,leaf_cycle_unique,leaf_cycle_empty,leaf_cycle_filled,leaf_cycle_min,leaf_cycle_max,leaf_cycle_min_length,leaf_cycle_max_length,leaf_cycle_mean_length,leaf_type_count,leaf_type_unique,leaf_type_empty,leaf_type_filled,leaf_type_min,leaf_type_max,leaf_type_min_length,leaf_type_max_length,leaf_type_mean_length,leisure_count,leisure_unique,leisure_empty,leisure_filled,leisure_min,leisure_max,leisure_min_length,leisure_max_length,leisure_mean_length,info_count,info_unique,info_empty,info_filled,info_min,info_max,info_min_length,info_max_length,info_mean_length,info1_count,info1_unique,info1_empty,info1_filled,info1_min,info1_max,info1_min_length,info1_max_length,info1_mean_length,block area_count,block area_unique,block area_min,block area_max,block area_range,block area_sum,block area_mean,block area_median,block area_stddev,block area_minority,block area_majority,block area_q1,block area_q3,block area_iqr,block name_count,block name_unique,block name_empty,block name_filled,block name_min,block name_max,block name_min_length,block name_max_length,block name_mean_length
859463.0750757124042138,-3667128.7063381741754711,859663.0750757124042138,-3667328.7063381741754711,"504","7","7","0","7",w99561622,w99576865,"9","9",9.000000,"7","7","0","7","99561622","99576865","8","8",8.000000,"7","1","0","7",way,way,"3","3",3.000000,"7","1","0","7",residential,residential,"11","11",11.000000,"7","7","0","7",Harnesket,Stormhuvan,"6","10",8.142857,"7","1","0","7",city_block,city_block,"10","10",10.000000,"7","1","0","7",kvarter,kvarter,"7","7",7.000000,"7","1","7","0",,,"0","0",0.000000,"7","1","7","0",,,"0","0",0.000000,"7","1","7","0",,,"0","0",0.000000,"7","1","7","0",,,"0","0",0.000000,"7","1","7","0",,,"0","0",0.000000,"7","1","7","0",,,"0","0",0.000000,"7","1","7","0",,,"0","0",0.000000,"7","1","7","0",,,"0","0",0.000000,"7","1","7","0",,,"0","0",0.000000,"7","1","7","0",,,"0","0",0.000000,"7","1","7","0",,,"0","0",0.000000,"7","1","7","0",,,"0","0",0.000000,"7","1","7","0",,,"0","0",0.000000,"7","1","7","0",,,"0","0",0.000000,"7","1","7","0",,,"0","0",0.000000,"7","1","7","0",,,"0","0",0.000000,"7","7",2440.000000,34682.000000,32242.000000,70720.000000,10102.857143,5922.000000,10447.157022,2440.000000,2440.000000,4612.500000,9225.500000,4613.000000,"7","7","0","7",Harnesket,Stormhuvan,"6","10",8.142857
859463.0750757124042138,-3667328.7063381741754711,859663.0750757124042138,-3667528.7063381741754711,"505","8","8","0","8",w99561613,w99576865,"9","9",9.000000,"8","8","0","8","99561613","99576865","8","8",8.000000,"8","1","0","8",way,way,"3","3",3.000000,"8","1","0","8",residential,residential,"11","11",11.000000,"8","8","0","8",Fånghålet,Stormhuvan,"6","10",8.250000,"8","1","0","8",city_block,city_block,"10","10",10.000000,"8","1","0","8",kvarter,kvarter,"7","7",7.000000,"8","1","8","0",,,"0","0",0.000000,"8","1","8","0",,,"0","0",0.000000,"8","1","8","0",,,"0","0",0.000000,"8","1","8","0",,,"0","0",0.000000,"8","1","8","0",,,"0","0",0.000000,"8","1","8","0",,,"0","0",0.000000,"8","1","8","0",,,"0","0",0.000000,"8","1","8","0",,,"0","0",0.000000,"8","1","8","0",,,"0","0",0.000000,"8","1","8","0",,,"0","0",0.000000,"8","1","8","0",,,"0","0",0.000000,"8","1","8","0",,,"0","0",0.000000,"8","1","8","0",,,"0","0",0.000000,"8","1","8","0",,,"0","0",0.000000,"8","1","8","0",,,"0","0",0.000000,"8","1","8","0",,,"0","0",0.000000,"8","8",2440.000000,42084.000000,39644.000000,110162.000000,13770.250000,5994.000000,14552.688907,2440.000000,2440.000000,3756.000000,23069.000000,19313.000000,"8","8","0","8",Fånghålet,Stormhuvan,"6","10",8.250000
859463.0750757124042138,-3667528.7063381741754711,859663.0750757124042138,-3667728.7063381741754711,"506","5","5","0","5",w99561613,w99564396,"9","9",9.000000,"5","5","0","5","99561613","99564396","8","8",8.000000,"5","1","0","5",way,way,"3","3",3.000000,"5","1","0","5",residential,residential,"11","11",11.000000,"5","5","0","5",Fältskären,Skansen,"7","10",8.200000,"5","1","0","5",city_block,city_block,"10","10",10.000000,"5","1","0","5",kvarter,kvarter,"7","7",7.000000,"5","1","5","0",,,"0","0",0.000000,"5","1","5","0",,,"0","0",0.000000,"5","1","5","0",,,"0","0",0.000000,"5","1","5","0",,,"0","0",0.000000,"5","1","5","0",,,"0","0",0.000000,"5","1","5","0",,,"0","0",0.000000,"5","1","5","0",,,"0","0",0.000000,"5","1","5","0",,,"0","0",0.000000,"5","1","5","0",,,"0","0",0.000000,"5","1","5","0",,,"0","0",0.000000,"5","1","5","0",,,"0","0",0.000000,"5","1","5","0",,,"0","0",0.000000,"5","1","5","0",,,"0","0",0.000000,"5","1","5","0",,,"0","0",0.000000,"5","1","5","0",,,"0","0",0.000000,"5","1","5","0",,,"0","0",0.000000,"5","5",6375.000000,42084.000000,35709.000000,116322.000000,23264.400000,21725.000000,13502.583673,6375.000000,6375.000000,11456.000000,34682.000000,23226.000000,"5","5","0","5",Fältskären,Skansen,"7","10",8.200000
859463.0750757124042138,-3667728.7063381741754711,859663.0750757124042138,-3667928.7063381741754711,"507","6","6","0","6",w99455000,w99564392,"9","9",9.000000,"6","6","0","6","99455000","99564392","8","8",8.000000,"6","1","0","6",way,way,"3","3",3.000000,"6","1","0","6",residential,residential,"11","11",11.000000,"6","6","0","6",Halvfiguren,Skjutvallen,"8","13",10.333333,"6","1","0","6",city_block,city_block,"10","10",10.000000,"6","1","0","6",kvarter,kvarter,"7","7",7.000000,"6","1","6","0",,,"0","0",0.000000,"6","1","6","0",,,"0","0",0.000000,"6","1","6","0",,,"0","0",0.000000,"6","1","6","0",,,"0","0",0.000000,"6","1","6","0",,,"0","0",0.000000,"6","1","6","0",,,"0","0",0.000000,"6","1","6","0",,,"0","0",0.000000,"6","1","6","0",,,"0","0",0.000000,"6","1","6","0",,,"0","0",0.000000,"6","1","6","0",,,"0","0",0.000000,"6","1","6","0",,,"0","0",0.000000,"6","1","6","0",,,"0","0",0.000000,"6","1","6","0",,,"0","0",0.000000,"6","1","6","0",,,"0","0",0.000000,"6","1","6","0",,,"0","0",0.000000,"6","1","6","0",,,"0","0",0.000000,"6","6",2978.000000,42084.000000,39106.000000,91426.000000,15237.666667,10244.500000,13577.575418,2978.000000,2978.000000,4150.000000,21725.000000,17575.000000,"6","6","0","6",Halvfiguren,Skjutvallen,"8","13",10.333333
859463.0750757124042138,-3667928.7063381741754711,859663.0750757124042138,-3668128.7063381741754711,"508","2","2","0","2",w99559211,w99559213,"9","9",9.000000,"2","2","0","2","99559211","99559213","8","8",8.000000,"2","1","0","2",way,way,"3","3",3.000000,"2","1","0","2",residential,residential,"11","11",11.000000,"2","2","0","2",Halvfiguren,Kvartsfiguren,"11","13",12.000000,"2","1","0","2",city_block,city_block,"10","10",10.000000,"2","1","0","2",kvarter,kvarter,"7","7",7.000000,"2","1","2","0",,,"0","0",0.000000,"2","1","2","0",,,"0","0",0.000000,"2","1","2","0",,,"0","0",0.000000,"2","1","2","0",,,"0","0",0.000000,"2","1","2","0",,,"0","0",0.000000,"2","1","2","0",,,"0","0",0.000000,"2","1","2","0",,,"0","0",0.000000,"2","1","2","0",,,"0","0",0.000000,"2","1","2","0",,,"0","0",0.000000,"2","1","2","0",,,"0","0",0.000000,"2","1","2","0",,,"0","0",0.000000,"2","1","2","0",,,"0","0",0.000000,"2","1","2","0",,,"0","0",0.000000,"2","1","2","0",,,"0","0",0.000000,"2","1","2","0",,,"0","0",0.000000,"2","1","2","0",,,"0","0",0.000000,"2","2",2978.000000,4150.000000,1172.000000,7128.000000,3564.000000,3564.000000,586.000000,2978.000000,2978.000000,2978.000000,4150.000000,1172.000000,"2","2","0","2",Halvfiguren,Kvartsfiguren,"11","13",12.000000
859463.0750757124042138,-3668128.7063381741754711,859663.0750757124042138,-3668328.7063381741754711,"509",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
859463.0750757124042138,-3668328.7063381741754711,859663.0750757124042138,-3668528.7063381741754711,"510","1","1","0","1",w168389620,w168389620,"10","10",10.000000,"1","1","0","1","168389620","168389620","9","9",9.000000,"1","1","0","1",way,way,"3","3",3.000000,"1","1","0","1",residential,residential,"11","11",11.000000,"1","1","0","1",Tre leoparder,Tre leoparder,"13","13",13.000000,"1","1","0","1",city_block,city_block,"10","10",10.000000,"1","1","0","1",kvarter,kvarter,"7","7",7.000000,"1","1","1","0",,,"0","0",0.000000,"1","1","1","0",,,"0","0",0.000000,"1","1","1","0",,,"0","0",0.000000,"1","1","1","0",,,"0","0",0.000000,"1","1","1","0",,,"0","0",0.000000,"1","1","1","0",,,"0","0",0.000000,"1","1","1","0",,,"0","0",0.000000,"1","1","1","0",,,"0","0",0.000000,"1","1","1","0",,,"0","0",0.000000,"1","1","1","0",,,"0","0",0.000000,"1","1","1","0",,,"0","0",0.000000,"1","1","1","0",,,"0","0",0.000000,"1","1","1","0",,,"0","0",0.000000,"1","1","1","0",,,"0","0",0.000000,"1","1","1","0",,,"0","0",0.000000,"1","1","1","0",,,"0","0",0.000000,"1","1",21390.000000,21390.000000,0.000000,21390.000000,21390.000000,21390.000000,0.000000,21390.000000,21390.000000,21390.000000,21390.000000,0.000000,"1","1","0","1",Tre leoparder,Tre leoparder,"13","13",13.000000
859463.0750757124042138,-3668528.7063381741754711,859663.0750757124042138,-3668728.7063381741754711,"511","3","3","0","3",w168389618,w168389620,"10","10",10.000000,"3","3","0","3","168389618","168389620","9","9",9.000000,"3","1","0","3",way,way,"3","3",3.000000,"3","1","0","3",residential,residential,"11","11",11.000000,"3","3","0","3",Dannebrogen,Tre leoparder,"10","13",11.333333,"3","1","0","3",city_block,city_block,"10","10",10.000000,"3","1","0","3",kvarter,kvarter,"7","7",7.000000,"3","1","3","0",,,"0","0",0.000000,"3","1","3","0",,,"0","0",0.000000,"3","1","3","0",,,"0","0",0.000000,"3","1","3","0",,,"0","0",0.000000,"3","1","3","0",,,"0","0",0.000000,"3","1","3","0",,,"0","0",0.000000,"3","1","3","0",,,"0","0",0.000000,"3","1","3","0",,,"0","0",0.000000,"3","1","3","0",,,"0","0",0.000000,"3","1","3","0",,,"0","0",0.000000,"3","1","3","0",,,"0","0",0.000000,"3","1","3","0",,,"0","0",0.000000,"3","1","3","0",,,"0","0",0.000000,"3","1","3","0",,,"0","0",0.000000,"3","1","3","0",,,"0","0",0.000000,"3","1","3","0",,,"0","0",0.000000,"3","3",8334.000000,24426.000000,16092.000000,54150.000000,18050.000000,21390.000000,6981.156351,8334.000000,8334.000000,14862.000000,22908.000000,8046.000000,"3","3","0","3",Dannebrogen,Tre leoparder,"10","13",11.333333
859463.0750757124042138,-3668728.7063381741754711,859663.0750757124042138,-3668928.7063381741754711,"512","4","4","0","4",w168389618,w96988412,"9","10",9.250000,"4","4","0","4","168389618","96988412","8","9",8.250000,"4","1","0","4",way,way,"3","3",3.000000,"4","1","0","4",residential,residential,"11","11",11.000000,"4","4","0","4",Dannebrogen,Smultronet,"5","11",8.250000,"4","1","0","4",city_block,city_block,"10","10",10.000000,"4","1","0","4",kvarter,kvarter,"7","7",7.000000,"4","1","4","0",,,"0","0",0.000000,"4","1","4","0",,,"0","0",0.000000,"4","1","4","0",,,"0","0",0.000000,"4","1","4","0",,,"0","0",0.000000,"4","1","4","0",,,"0","0",0.000000,"4","1","4","0",,,"0","0",0.000000,"4","1","4","0",,,"0","0",0.000000,"4","1","4","0",,,"0","0",0.000000,"4","1","4","0",,,"0","0",0.000000,"4","1","4","0",,,"0","0",0.000000,"4","1","4","0",,,"0","0",0.000000,"4","1","4","0",,,"0","0",0.000000,"4","1","4","0",,,"0","0",0.000000,"4","1","4","0",,,"0","0",0.000000,"4","1","4","0",,,"0","0",0.000000,"4","1","4","0",,,"0","0",0.000000,"4","4",2572.000000,24426.000000,21854.000000,47966.000000,11991.500000,10484.000000,8134.581904,2572.000000,2572.000000,5079.000000,18904.000000,13825.000000,"4","4","0","4",Dannebrogen,Smultronet,"5","11",8.250000
859463.0750757124042138,-3668928.7063381741754711,859663.0750757124042138,-3669128.7063381741754711,"513","5","5","0","5",w93591833,w96988436,"9","9",9.000000,"5","5","0","5","93591833","96988436","8","8",8.000000,"5","1","0","5",way,way,"3","3",3.000000,"5","1","0","5",residential,residential,"11","11",11.000000,"5","5","0","5",Björnbäret,Smultronet,"5","10",8.000000,"5","1","0","5",city_block,city_block,"10","10",10.000000,"5","1","0","5",kvarter,kvarter,"7","7",7.000000,"5","1","5","0",,,"0","0",0.000000,"5","1","5","0",,,"0","0",0.000000,"5","1","5","0",,,"0","0",0.000000,"5","1","5","0",,,"0","0",0.000000,"5","1","5","0",,,"0","0",0.000000,"5","1","5","0",,,"0","0",0.000000,"5","1","5","0",,,"0","0",0.000000,"5","1","5","0",,,"0","0",0.000000,"5","1","5","0",,,"0","0",0.000000,"5","1","5","0",,,"0","0",0.000000,"5","1","5","0",,,"0","0",0.000000,"5","1","5","0",,,"0","0",0.000000,"5","1","5","0",,,"0","0",0.000000,"5","1","5","0",,,"0","0",0.000000,"5","1","5","0",,,"0","0",0.000000,"5","1","5","0",,,"0","0",0.000000,"5","5",2572.000000,13382.000000,10810.000000,38878.000000,7775.600000,7586.000000,4648.210563,2572.000000,2572.000000,2696.000000,12642.000000,9946.000000,"5","5","0","5",Björnbäret,Smultronet,"5","10",8.000000
859463.0750757124042138,-3669128.7063381741754711,859663.0750757124042138,-3669328.7063381741754711,"514","1","1","0","1",w144635342,w144635342,"10","10",10.000000,"1","1","0","1","144635342","144635342","9","9",9.000000,"1","1","0","1",way,way,"3","3",3.000000,"1","1","0","1",construction,construction,"12","12",12.000000,"1","1","0","1",Aromalund,Aromalund,"9","9",9.000000,"1","1","0","1",city_block,city_block,"10","10",10.000000,"1","1","0","1",kvarter,kvarter,"7","7",7.000000,"1","1","1","0",,,"0","0",0.000000,"1","1","1","0",,,"0","0",0.000000,"1","1","1","0",,,"0","0",0.000000,"1","1","1","0",,,"0","0",0.000000,"1","1","1","0",,,"0","0",0.000000,"1","1","1","0",,,"0","0",0.000000,"1","1","1","0",,,"0","0",0.000000,"1","1","1","0",,,"0","0",0.000000,"1","1","1","0",,,"0","0",0.000000,"1","1","1","0",,,"0","0",0.000000,"1","1","0","1",residential,residential,"11","11",11.000000,"1","1","1","0",,,"0","0",0.000000,"1","1","1","0",,,"0","0",0.000000,"1","1","1","0",,,"0","0",0.000000,"1","1","1","0",,,"0","0",0.000000,"1","1","1","0",,,"0","0",0.000000,"1","1",15616.000000,15616.000000,0.000000,15616.000000,15616.000000,15616.000000,0.000000,15616.000000,15616.000000,15616.000000,15616.000000,0.000000,"1","1","0","1",Aromalund,Aromalund,"9","9",9.000000
859463.0750757124042138,-3669328.7063381741754711,859663.0750757124042138,-3669528.7063381741754711,"515","2","2","0","2",w161870086,w161870091,"10","10",10.000000,"2","2","0","2","161870086","161870091","9","9",9.000000,"2","1","0","2",way,way,"3","3",3.000000,"2","1","0","2",residential,residential,"11","11",11.000000,"2","2","0","2",Sockerbiten,Öresund,"7","11",9.000000,"2","1","0","2",city_block,city_block,"10","10",10.000000,"2","1","0","2",kvarter,kvarter,"7","7",7.000000,"2","1","2","0",,,"0","0",0.000000,"2","1","2","0",,,"0","0",0.000000,"2","1","2","0",,,"0","0",0.000000,"2","1","2","0",,,"0","0",0.000000,"2","1","2","0",,,"0","0",0.000000,"2","1","2","0",,,"0","0",0.000000,"2","1","2","0",,,"0","0",0.000000,"2","1","2","0",,,"0","0",0.000000,"2","1","2","0",,,"0","0",0.000000,"2","1","2","0",,,"0","0",0.000000,"2","1","2","0",,,"0","0",0.000000,"2","1","2","0",,,"0","0",0.000000,"2","1","2","0",,,"0","0",0.000000,"2","1","2","0",,,"0","0",0.000000,"2","1","2","0",,,"0","0",0.000000,"2","1","2","0",,,"0","0",0.000000,"2","2",11814.000000,24878.000000,13064.000000,36692.000000,18346.000000,18346.000000,6532.000000,11814.000000,11814.000000,11814.000000,24878.000000,13064.000000,"2","2","0","2",Sockerbiten,Öresund,"7","11",9.000000
859463.0750757124042138,-3669528.7063381741754711,859663.0750757124042138,-3669728.7063381741754711,"516","7","7","0","7",w138300653,w93592963,"9","10",9.571429,"7","7","0","7","138300653","93592963","8","9",8.571429,"7","1","0","7",way,way,"3","3",3.000000,"7","1","0","7",residential,residential,"11","11",11.000000,"7","7","0","7",Glöden,Öresund,"6","14",8.714286,"7","1","0","7",city_block,city_block,"10","10",10.000000,"7","1","0","7",kvarter,kvarter,"7","7",7.000000,"7","1","7","0",,,"0","0",0.000000,"7","1","7","0",,,"0","0",0.000000,"7","1","7","0",,,"0","0",0.000000,"7","1","7","0",,,"0","0",0.000000,"7","1","7","0",,,"0","0",0.000000,"7","1","7","0",,,"0","0",0.000000,"7","1","7","0",,,"0","0",0.000000,"7","1","7","0",,,"0","0",0.000000,"7","1","7","0",,,"0","0",0.000000,"7","1","7","0",,,"0","0",0.000000,"7","1","7","0",,,"0","0",0.000000,"7","1","7","0",,,"0","0",0.000000,"7","1","7","0",,,"0","0",0.000000,"7","1","7","0",,,"0","0",0.000000,"7","1","7","0",,,"0","0",0.000000,"7","1","7","0",,,"0","0",0.000000,"7","7",6334.000000,24878.000000,18544.000000,80030.000000,11432.857143,7131.000000,6533.763681,6334.000000,6334.000000,6619.000000,14224.500000,7605.500000,"7","7","0","7",Glöden,Öresund,"6","14",8.714286
859463.0750757124042138,-3669728.7063381741754711,859663.0750757124042138,-3669928.7063381741754711,"517","8","8","0","8",w93592939,w93596142,"9","9",9.000000,"8","8","0","8","93592939","93596142","8","8",8.000000,"8","1","0","8",way,way,"3","3",3.000000,"8","1","0","8",residential,residential,"11","11",11.000000,"8","8","0","8",Banvakten,Ässjan,"5","9",6.625000,"8","1","0","8",city_block,city_block,"10","10",10.000000,"8","1","0","8",kvarter,kvarter,"7","7",7.000000,"8","1","8","0",,,"0","0",0.000000,"8","1","8","0",,,"0","0",0.000000,"8","1","8","0",,,"0","0",0.000000,"8","1","8","0",,,"0","0",0.000000,"8","1","8","0",,,"0","0",0.000000,"8","1","8","0",,,"0","0",0.000000,"8","1","8","0",,,"0","0",0.000000,"8","1","8","0",,,"0","0",0.000000,"8","1","8","0",,,"0","0",0.000000,"8","1","8","0",,,"0","0",0.000000,"8","1","8","0",,,"0","0",0.000000,"8","1","8","0",,,"0","0",0.000000,"8","1","8","0",,,"0","0",0.000000,"8","1","8","0",,,"0","0",0.000000,"8","1","8","0",,,"0","0",0.000000,"8","1","8","0",,,"0","0",0.000000,"8","8",5988.000000,18076.000000,12088.000000,82209.000000,10276.125000,8691.500000,4524.396408,5988.000000,5988.000000,6470.500000,13910.500000,7440.000000,"8","8","0","8",Banvakten,Ässjan,"5","9",6.625000
859463.0750757124042138,-3669928.7063381741754711,859663.0750757124042138,-3670128.7063381741754711,"518","9","9","0","9",w93592939,w93596139,"9","9",9.000000,"9","9","0","9","93592939","93596139","8","8",8.000000,"9","1","0","9",way,way,"3","3",3.000000,"9","1","0","9",residential,residential,"11","11",11.000000,"9","9","0","9",Blästern,Ugnen,"5","8",6.777778,"9","1","0","9",city_block,city_block,"10","10",10.000000,"9","1","0","9",kvarter,kvarter,"7","7",7.000000,"9","1","9","0",,,"0","0",0.000000,"9","1","9","0",,,"0","0",0.000000,"9","1","9","0",,,"0","0",0.000000,"9","1","9","0",,,"0","0",0.000000,"9","1","9","0",,,"0","0",0.000000,"9","1","9","0",,,"0","0",0.000000,"9","1","9","0",,,"0","0",0.000000,"9","1","9","0",,,"0","0",0.000000,"9","1","9","0",,,"0","0",0.000000,"9","1","9","0",,,"0","0",0.000000,"9","1","9","0",,,"0","0",0.000000,"9","1","9","0",,,"0","0",0.000000,"9","1","9","0",,,"0","0",0.000000,"9","1","9","0",,,"0","0",0.000000,"9","1","9","0",,,"0","0",0.000000,"9","1","9","0",,,"0","0",0.000000,"9","9",4357.000000,16855.000000,12498.000000,96471.000000,10719.000000,10966.000000,3469.107890,4357.000000,4357.000000,10103.000000,12840.000000,2737.000000,"9","9","0","9",Blästern,Ugnen,"5","8",6.777778
859463.0750757124042138,-3670128.7063381741754711,859663.0750757124042138,-3670328.7063381741754711,"519","6","6","0","6",w93593807,w93599409,"9","9",9.000000,"6","6","0","6","93593807","93599409","8","8",8.000000,"6","1","0","6",way,way,"3","3",3.000000,"6","1","0","6",residential,residential,"11","11",11.000000,"6","6","0","6",Bälgen,Spettet,"5","9",7.166667,"6","1","0","6",city_block,city_block,"10","10",10.000000,"6","1","0","6",kvarter,kvarter,"7","7",7.000000,"6","1","6","0",,,"0","0",0.000000,"6","1","6","0",,,"0","0",0.000000,"6","1","6","0",,,"0","0",0.000000,"6","1","6","0",,,"0","0",0.000000,"6","1","6","0",,,"0","0",0.000000,"6","1","6","0",,,"0","0",0.000000,"6","1","6","0",,,"0","0",0.000000,"6","1","6","0",,,"0","0",0.000000,"6","1","6","0",,,"0","0",0.000000,"6","1","6","0",,,"0","0",0.000000,"6","1","6","0",,,"0","0",0.000000,"6","1","6","0",,,"0","0",0.000000,"6","1","6","0",,,"0","0",0.000000,"6","1","6","0",,,"0","0",0.000000,"6","1","6","0",,,"0","0",0.000000,"6","1","6","0",,,"0","0",0.000000,"6","6",10103.000000,32419.000000,22316.000000,96812.000000,16135.333333,12272.000000,7890.288496,10103.000000,10103.000000,10497.000000,19249.000000,8752.000000,"6","6","0","6",Bälgen,Spettet,"5","9",7.166667
859463.0750757124042138,-3670328.7063381741754711,859663.0750757124042138,-3670528.7063381741754711,"520","8","8","0","8",w93598144,w93598534,"9","9",9.000000,"8","8","0","8","93598144","93598534","8","8",8.000000,"8","1","0","8",way,way,"3","3",3.000000,"8","1","0","8",residential,residential,"11","11",11.000000,"8","8","0","8",Bollen,Väderkvarnen,"5","12",8.000000,"8","1","0","8",city_block,city_block,"10","10",10.000000,"8","1","0","8",kvarter,kvarter,"7","7",7.000000,"8","1","8","0",,,"0","0",0.000000,"8","1","8","0",,,"0","0",0.000000,"8","1","8","0",,,"0","0",0.000000,"8","1","8","0",,,"0","0",0.000000,"8","1","8","0",,,"0","0",0.000000,"8","1","8","0",,,"0","0",0.000000,"8","1","8","0",,,"0","0",0.000000,"8","1","8","0",,,"0","0",0.000000,"8","1","8","0",,,"0","0",0.000000,"8","1","8","0",,,"0","0",0.000000,"8","1","8","0",,,"0","0",0.000000,"8","1","8","0",,,"0","0",0.000000,"8","1","8","0",,,"0","0",0.000000,"8","1","8","0",,,"0","0",0.000000,"8","1","8","0",,,"0","0",0.000000,"8","1","8","0",,,"0","0",0.000000,"8","8",2576.000000,32419.000000,29843.000000,79927.000000,9990.875000,5266.000000,9766.485978,2576.000000,2576.000000,4626.000000,12574.000000,7948.000000,"8","8","0","8",Bollen,Väderkvarnen,"5","12",8.000000
859463.0750757124042138,-3670528.7063381741754711,859663.0750757124042138,-3670728.7063381741754711,"521","3","3","0","3",w138213097,w93598150,"9","10",9.333333,"3","3","0","3","138213097","93598150","8","9",8.333333,"3","1","0","3",way,way,"3","3",3.000000,"3","1","0","3",residential,residential,"11","11",11.000000,"3","3","0","3",Borgmästaren,Väderkvarnen,"11","12",11.666667,"3","1","0","3",city_block,city_block,"10","10",10.000000,"3","1","0","3",kvarter,kvarter,"7","7",7.000000,"3","1","3","0",,,"0","0",0.000000,"3","1","3","0",,,"0","0",0.000000,"3","1","3","0",,,"0","0",0.000000,"3","1","3","0",,,"0","0",0.000000,"3","1","3","0",,,"0","0",0.000000,"3","1","3","0",,,"0","0",0.000000,"3","1","3","0",,,"0","0",0.000000,"3","1","3","0",,,"0","0",0.000000,"3","1","3","0",,,"0","0",0.000000,"3","1","3","0",,,"0","0",0.000000,"3","1","3","0",,,"0","0",0.000000,"3","1","3","0",,,"0","0",0.000000,"3","1","3","0",,,"0","0",0.000000,"3","1","3","0",,,"0","0",0.000000,"3","1","3","0",,,"0","0",0.000000,"3","1","3","0",,,"0","0",0.000000,"3","3",5123.000000,20337.000000,15214.000000,31359.000000,10453.000000,5899.000000,6996.219741,5123.000000,5123.000000,5511.000000,13118.000000,7607.000000,"3","3","0","3",Borgmästaren,Väderkvarnen,"11","12",11.666667
