Lund_00747,Landmark,Building,Architecture,Medieval architecture,Place of worship,Church,Sky,Cathedral,Facade
Lund_00983,Landmark,Building,Architecture,Steeple,Church,Town,Cathedral,City,Sky,Place of worship
Lund_02369,Sky,Transport
Lund_00768,Building,Mansion,Estate,Landmark,Property,Architecture,Palace,House,Stately home,Château
Lund_00074,Landmark,Architecture,Building,Tree,Church,Tower
Lund_02517,Greenhouse,Building,Houseplant,Botany
Lund_02220,Architecture,Building,Commercial building,Property,Facade,Headquarters,Corporate headquarters
Lund_03093,Sky,Morning,Grass
Lund_01775,Property,House,Building,Estate,Architecture,Home
Lund_01680,Estate,Property,Building,Palace,Mansion,House
Lund_00539,Building,Estate,Property,Mansion,Architecture,Stately home,House,Palace
Lund_02159,Building,Landmark,Architecture,Town,City,Human settlement
Lund_02450,Property,House,Building,Chapel,Roof,Cottage
Lund_01636,Landmark,Building,Architecture,Palace
Lund_01391,Property,Building,House,Home,Town,Architecture
Lund_01997,Race track,Road
Lund_00527,Building,Mixed-use,Urban area,Human settlement,City,Residential area,Town
Lund_00094,Spire,Landmark,Architecture,Building,Steeple,Church,Place of worship,Medieval architecture
Lund_01938,Landmark,Steeple,Architecture,Building,Spire,Tower
Lund_02400,Transport,Mode of transport
Lund_02083,Classical architecture,Building,Architecture,Landmark,Facade
Lund_00735,Estate,Property,Building,Mansion,House,Landmark,Home,Architecture,Sky,Palace
Lund_02833,Building,Palace,Estate,Landmark,Mansion,Stately home,Classical architecture,Official residence
Lund_02378,Swimming pool,Leisure,Leisure centre,Water
Lund_00332,Estate,Building,Palace,Property,Mansion,Stately home,Official residence
Lund_02863,Building,Town,Neighbourhood,Landmark,Architecture,Property,House,Urban area,City
Lund_00141,Sky,Landmark,Building,Architecture,Estate,Mansion,Palace,Stately home
Lund_01491,Building,Architecture,Estate
Lund_01471,Estate,Building,Mansion,Palace,Property,Stately home,Château,Official residence,Landmark,Manor house
Lund_01322,Town square,Building,Town,Human settlement,Public space,City
Lund_03194,Building,Property,Estate,Mansion,Palace,Architecture,Stately home
Lund_00030,Property,Building,Mansion,Estate,Stately home
Lund_01956,Landmark,Architecture,Building,Town,City
Lund_00593,Classical architecture,Building,Architecture,Landmark,Mansion,Palace,Estate
Lund_02409,Sky,Tree,Grass,Spring,Cloud
Lund_01362,Garden,Flower,Estate,Spring,Palace,Plant,Mansion,Building,Château,Botany
Lund_02823,Building,Property,Estate,Mansion,Architecture,Palace,House,Official residence
Lund_02026,Garden,Botanical garden,Botany,Tree,Grass
Lund_03171,Body of water,Water,Nature,River,Water resources,Natural landscape,Sky,Tree,Vegetation,Watercourse
Lund_00919,Building,Architecture,Property,Town
Lund_00548,Landmark,Architecture,Building,Sky,City
Lund_02627,Land lot,Tree,Fence,Rural area
Lund_01613,Building,Town,Property,Human settlement,Architecture,Neighbourhood,City
Lund_02167,Classical architecture,Landmark,Architecture,Building,Facade
Lund_01788,Estate,Building,Palace,Mansion,Classical architecture,Landmark,Architecture,Property,Château,Stately home
Lund_00874,Building,Landmark,Architecture,Medieval architecture,Property,Church
Lund_01096,Landmark,Building,Architecture,Sky,Steeple,City,Spire,Tower,Town,Human settlement
Lund_00934,Fountain,Botanical garden,Landmark,Garden,Public space,Botany
Lund_01478,Landmark,Medieval architecture,Building,Architecture,Steeple,Town
Lund_03186,Landmark,Sky,Architecture,Building,Town,City,Human settlement
Lund_02329,Plant community,Soil,Shrubland
Lund_02800,Landmark,Building,Architecture,Medieval architecture,Classical architecture,Place of worship,Cathedral,Sky,Church,Steeple
Lund_00361,Estate,Building,Mansion,Garden,Palace,Official residence,Stately home,Botany
Lund_02673,Natural environment,Natural landscape,Sky,Land lot,Pasture,Plain,Water
Lund_00870,Building,Estate,Property,Mansion,House,Architecture,Landmark,Stately home,Home
Lund_01125,Property,House,Landmark,Architecture,Building,Home,Town,Sky
Lund_01233,Body of water,Natural landscape,Nature,Waterway,Tree,Canal,Water,Bank,River,Vegetation
Lund_02931,Sky,Landmark,Estate,Building,Mansion,Château,Atmospheric phenomenon,Morning,House,Palace
Lund_03200,Building,Medieval architecture,Architecture,Landmark,Church,Place of worship
Lund_01648,Architecture,Building,Facade
Lund_02757,Body of water,Water,Bank,Natural landscape,Water resources,Lake,Vegetation,Reservoir,Natural environment,Pond
Lund_00634,Building,Architecture,Estate,Water
Lund_00975,Medieval architecture,Landmark,Architecture,Building,Church,Place of worship,Steeple,Gothic architecture
Lund_02209,Body of water,Natural landscape,Sky,Water,Nature,Cloud,Lake,Natural environment,Loch,Wilderness
Lund_01955,Building,Landmark,Palace,Estate,Architecture,Mansion,Official residence
Lund_00496,Building,Landmark,Property,Architecture,Mansion,Estate,House,Palace,Tree
Lund_01785,Property,House,Building,Home,Real estate,Architecture
Lund_00292,Building,Landmark,Property,Architecture,Estate,Palace,Sky,Town,City,Stately home
Lund_02847,Building,Landmark,Architecture,Medieval architecture
Lund_01833,Property,Building,Landmark,Architecture,House,Château,Estate,Town
Lund_02797,Landmark,Building,Architecture,Medieval architecture,Sky,Town,Classical architecture,Facade,City,Church
Lund_00554,Building,Property,Architecture,Mansion,Stately home,Estate
Lund_00288,Building,Property,Estate,Architecture,Stately home,Château
Lund_00298,Estate,Palace,Building,Mansion,Property,Official residence,Stately home,Château,Architecture
Lund_00961,Estate,Building,Palace,Mansion,Château,Stately home,Official residence,House
Lund_00651,Building,Mansion,Palace,Estate,Landmark,Classical architecture,Architecture,Official residence,Stately home
Lund_01396,Building,Property,House,Architecture,Real estate,Home,Estate,Mansion
Lund_00040,Building,Classical architecture,Landmark,Palace,Estate,Architecture,Property,Mansion,Stately home,Château
Lund_01498,Building,Architecture,Landmark
Lund_02497,Natural landscape,Geological phenomenon
Lund_01640,Tree,Architecture,Building
Lund_02145,Natural landscape,Nature,Vegetation,Nature reserve,Tree,Natural environment,Bank,Waterway,Canal,Wilderness
Lund_02341,Sky,Residential area,Property,Cloud,House,Home,Building,Architecture
Lund_00703,Body of water,Reflection,Water,Waterway,Natural landscape,Canal,Pond,Bank,River,Sky
Lund_02396,Transport,Yellow,Building
Lund_01763,Landmark,Architecture,Building,Sky
Lund_02834,Landmark,Statue,Building,Estate,Architecture,Monument,Mansion
Lund_02086,Garden,Flower
Lund_02794,Sky,Natural landscape,Morning,Grass,Green,Tree,Atmospheric phenomenon,Daytime,Lawn,Leaf
Lund_02447,Transport,Public space
Lund_00447,Landmark,Architecture,Sky,Building,Place of worship,Church,Cathedral,Steeple,Medieval architecture
Lund_03043,Animal sports,Sports
Lund_01826,White,Black,Mansion,Building,Black-and-white,Estate,Landmark,House,Property,Monochrome
Lund_01203,Classical architecture,Building,Architecture,Landmark,Facade,Palace
Lund_02708,Sky,Vegetation,Hill,Grassland,Grass,Cloud,Meadow,Land lot,Rural area
Lund_00466,Building,Landmark,Palace,Architecture,Château,Facade,Estate
Lund_01914,Property,House,Building,Landmark,Architecture
Lund_01718,Vehicle,Car
Lund_01466,Landmark,Architecture,Medieval architecture,Building,Gothic architecture,Sky,Cathedral,Place of worship,Church,Spire
Lund_00697,Classical architecture,Building,Landmark,Architecture
Lund_01263,Landmark,Building,Architecture,Town,Sky,Tower
